Air Quality Station EoI Code,Longitude,Latitude,geometry,state,district,town_city
DERP070,7.5667,50.3692,POINT (7.5667 50.3692),Rheinland-Pfalz,Koblenz,Koblenz
DERP073,8.4443,49.4787,POINT (8.4443 49.4787),Rheinland-Pfalz,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DERP074,8.4423,49.4798,POINT (8.4423 49.4798),Rheinland-Pfalz,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DERP075,8.4296,49.3277,POINT (8.4296 49.3277),Rheinland-Pfalz,Speyer,Speyer
DERP082,8.262,50.0003,POINT (8.262 50.0003),Rheinland-Pfalz,Mainz,Mainz
DERP083,8.2629,50.0007,POINT (8.2629 50.0007),Rheinland-Pfalz,Mainz,Mainz
DERP085,8.2657,50.0018,POINT (8.2657 50.0018),Rheinland-Pfalz,Mainz,Mainz
DERP087,8.2674,50.0074,POINT (8.2674 50.0074),Rheinland-Pfalz,Mainz,Mainz
DERP088,8.2688,50.0044,POINT (8.2688 50.0044),Rheinland-Pfalz,Mainz,Mainz
DERP090,8.2649,50.0119,POINT (8.2649 50.0119),Rheinland-Pfalz,Mainz,Mainz
DERP091,8.2668,50.012,POINT (8.2668 50.012),Rheinland-Pfalz,Mainz,Mainz
DERP100,8.257,50.0143,POINT (8.257 50.0143),Rheinland-Pfalz,Mainz,Mainz
DERP103,8.2926,49.0396,POINT (8.2926 49.0396),Rheinland-Pfalz,Germersheim,Wörth am Rhein
DERP104,8.2998,49.0398,POINT (8.2998 49.0398),Rheinland-Pfalz,Germersheim,Wörth am Rhein
DERP071,7.5177,50.3701,POINT (7.5177 50.3701),Rheinland-Pfalz,Koblenz,Koblenz
DERP072,8.4447,49.4781,POINT (8.4447 49.4781),Rheinland-Pfalz,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DERP081,8.2602,50.0043,POINT (8.2602 50.0043),Rheinland-Pfalz,Mainz,Mainz
DERP084,8.2645,50.0027,POINT (8.2645 50.0027),Rheinland-Pfalz,Mainz,Mainz
DERP086,8.2672,50.0027,POINT (8.2672 50.0027),Rheinland-Pfalz,Mainz,Mainz
DERP092,8.2698,50.0086,POINT (8.2698 50.0086),Rheinland-Pfalz,Mainz,Mainz
DERP094,8.2791,49.998,POINT (8.2791 49.998),Rheinland-Pfalz,Mainz,Mainz
DERP095,8.2696,50.0085,POINT (8.2696 50.0085),Rheinland-Pfalz,Mainz,Mainz
DERP102,8.2753,50.0021,POINT (8.2753 50.0021),Rheinland-Pfalz,Mainz,Mainz
DERP108,7.6058,50.3647,POINT (7.6058 50.3647),Rheinland-Pfalz,Koblenz,Koblenz
DERP045,7.5922,50.3594,POINT (7.5922 50.3594),Rheinland-Pfalz,Koblenz,Koblenz
DERP042,7.6031,49.1999,POINT (7.6031 49.1999),Rheinland-Pfalz,Pirmasens,Pirmasens
DERP065,7.5984,50.3627,POINT (7.5984 50.3627),Rheinland-Pfalz,Koblenz,Koblenz
DERP079,8.2681,50.009,POINT (8.2681 50.009),Rheinland-Pfalz,Mainz,Mainz
DERP080,8.2613,50.0065,POINT (8.2613 50.0065),Rheinland-Pfalz,Mainz,Mainz
DESH055,10.6649,53.8745,POINT (10.6649 53.8745),Schleswig-Holstein,Lübeck,Lübeck
DERP098,8.2658,49.9915,POINT (8.2658 49.9915),Rheinland-Pfalz,Mainz,Mainz
DERP101,8.2777,49.998,POINT (8.2777 49.998),Rheinland-Pfalz,Mainz,Mainz
DERP096,8.282,49.9934,POINT (8.282 49.9934),Rheinland-Pfalz,Mainz,Mainz
DERP097,8.2749,49.995,POINT (8.2749 49.995),Rheinland-Pfalz,Mainz,Mainz
DERP109,7.6105,50.3638,POINT (7.6105 50.3638),Rheinland-Pfalz,Koblenz,Koblenz
DERP099,8.2652,49.9999,POINT (8.2652 49.9999),Rheinland-Pfalz,Mainz,Mainz
DESH023,10.6959,53.8355,POINT (10.6959 53.8355),Schleswig-Holstein,Lübeck,Lübeck
DESH028,10.7758,53.6989,POINT (10.7758 53.6989),Schleswig-Holstein,Herzogtum Lauenburg,Ratzeburg
DESH030,9.9973,53.682,POINT (9.9973 53.682),Schleswig-Holstein,Segeberg,Norderstedt
DESH035,9.1569,53.8961,POINT (9.1569 53.8961),Schleswig-Holstein,Dithmarschen,Brunsbüttel
DENW374,7.1864,51.5609,POINT (7.1864 51.5609),Nordrhein-Westfalen,Recklinghausen,Recklinghausen
DESH058,10.5405,53.3823,POINT (10.5405 53.3823),Schleswig-Holstein,Herzogtum Lauenburg,Lauenburg/Elbe
DESH052,10.1224,54.3042,POINT (10.1224 54.3042),Schleswig-Holstein,Kiel,Kiel
DESH053,10.6733,53.8622,POINT (10.6733 53.8622),Schleswig-Holstein,Lübeck,Lübeck
DESH060,9.6683,54.3012,POINT (9.6683 54.3012),Schleswig-Holstein,Rendsburg-Eckernförde,Rendsburg
DESH056,9.3637,54.6167,POINT (9.3637 54.6167),Schleswig-Holstein,Schleswig-Flensburg,Eggebek
DERP035,7.7613,49.4417,POINT (7.7613 49.4417),Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DESH033,10.1166,54.3097,POINT (10.1166 54.3097),Schleswig-Holstein,Kiel,Kiel
DENW384,7.1975,51.4916,POINT (7.1975 51.4916),Nordrhein-Westfalen,Bochum,Bochum
DENW428,6.7078,51.4396,POINT (6.7078 51.4396),Nordrhein-Westfalen,Duisburg,Duisburg
DESH034,9.8052,53.6596,POINT (9.8052 53.6596),Schleswig-Holstein,Pinneberg,Pinneberg
DESH059,9.6568,53.7545,POINT (9.6568 53.7545),Schleswig-Holstein,Pinneberg,Elmshorn
DESL011,7.0363,49.2372,POINT (7.0363 49.2372),Saarland,Regionalverband Saarbrücken,Saarbrücken
DERP089,8.271,50.006,POINT (8.271 50.006),Rheinland-Pfalz,Mainz,Mainz
DESH057,10.1056,54.3476,POINT (10.1056 54.3476),Schleswig-Holstein,Kiel,Kiel
DEBB048,12.8095,52.9319,POINT (12.8095 52.9319),Brandenburg,Ostprignitz-Ruppin,Neuruppin
DEBB060,13.8222,52.8325,POINT (13.8222 52.8325),Brandenburg,Barnim,Eberswalde
DEBB063,11.7385,52.9988,POINT (11.7385 52.9988),Brandenburg,Prignitz,Wittenberge
DEBB007,13.5268,51.4627,POINT (13.5268 51.4627),Brandenburg,Elbe-Elster,Elsterwerda
DEBB068,13.5823,52.6777,POINT (13.5823 52.6777),Brandenburg,Barnim,Bernau bei Berlin
DEBB073,13.0946,52.3889,POINT (13.0946 52.3889),Brandenburg,Potsdam,Potsdam
DEBB049,12.5486,52.4094,POINT (12.5486 52.4094),Brandenburg,Brandenburg an der Havel,Brandenburg an der Havel
DEBB053,14.0152,52.5639,POINT (14.0152 52.5639),Brandenburg,Märkisch-Oderland,Märkische Schweiz
DEBB042,14.5319,52.34,POINT (14.5319 52.34),Brandenburg,Frankfurt (Oder),Frankfurt (Oder)
DEBB065,12.5614,52.1942,POINT (12.5614 52.1942),Brandenburg,Potsdam-Mittelmark,Bad Belzig
DEBB083,14.3764,51.5645,POINT (14.3764 51.5645),Brandenburg,Spree-Neiße,Spremberg
DEBB067,12.8853,52.6085,POINT (12.8853 52.6085),Brandenburg,Havelland,Nauen
DEBE051,13.4831,52.6442,POINT (13.4831 52.6442),Berlin,Berlin,Berlin
DEBE082,13.3913,52.5104,POINT (13.3913 52.5104),Berlin,Berlin,Berlin
DEBE083,13.3086,52.5065,POINT (13.3086 52.5065),Berlin,Berlin,Berlin
DEBE084,13.3474,52.4813,POINT (13.3474 52.4813),Berlin,Berlin,Berlin
DEBE089,13.3641,52.5014,POINT (13.3641 52.5014),Berlin,Berlin,Berlin
DEBE090,13.512,52.4551,POINT (13.512 52.4551),Berlin,Berlin,Berlin
DEBE092,13.2818,52.5183,POINT (13.2818 52.5183),Berlin,Berlin,Berlin
DEBE093,13.3287,52.5239,POINT (13.3287 52.5239),Berlin,Berlin,Berlin
DEBE100,13.3891,52.5144,POINT (13.3891 52.5144),Berlin,Berlin,Berlin
DEBE104,13.4651,52.4984,POINT (13.4651 52.4984),Berlin,Berlin,Berlin
DEBE105,13.3844,52.531,POINT (13.3844 52.531),Berlin,Berlin,Berlin
DEBE108,13.3449,52.4372,POINT (13.3449 52.4372),Berlin,Berlin,Berlin
DEBE112,13.3784,52.5223,POINT (13.3784 52.5223),Berlin,Berlin,Berlin
DEBE115,13.4392,52.4814,POINT (13.4392 52.4814),Berlin,Berlin,Berlin
DEBE116,13.3885,52.5184,POINT (13.3885 52.5184),Berlin,Berlin,Berlin
DEBE118,13.3824,52.5098,POINT (13.3824 52.5098),Berlin,Berlin,Berlin
DEBE120,13.334,52.4683,POINT (13.334 52.4683),Berlin,Berlin,Berlin
DEBE121,13.3871,52.4922,POINT (13.3871 52.4922),Berlin,Berlin,Berlin
DEBE125,13.3824,52.5098,POINT (13.3824 52.5098),Berlin,Berlin,Berlin
DEBB075,13.1237,52.4842,POINT (13.1237 52.4842),Brandenburg,Potsdam,Potsdam
DEBB066,14.0569,51.8975,POINT (14.0569 51.8975),Brandenburg,Dahme-Spreewald,Lieberose/Oberspreewald
DEBE056,13.6471,52.4477,POINT (13.6471 52.4477),Berlin,Berlin,Berlin
DEBB111,13.5225,51.4565,POINT (13.5225 51.4565),Brandenburg,Elbe-Elster,Elsterwerda
DEBE069,13.3877,52.4381,POINT (13.3877 52.4381),Berlin,Berlin,Berlin
DEBE085,13.4322,52.4657,POINT (13.4322 52.4657),Berlin,Berlin,Berlin
DEBE087,13.4599,52.5502,POINT (13.4599 52.5502),Berlin,Berlin,Berlin
DEBE091,13.5066,52.5105,POINT (13.5066 52.5105),Berlin,Berlin,Berlin
DEBE096,13.4351,52.5232,POINT (13.4351 52.5232),Berlin,Berlin,Berlin
DEBE098,13.4443,52.4633,POINT (13.4443 52.4633),Berlin,Berlin,Berlin
DEBE101,13.3849,52.5503,POINT (13.3849 52.5503),Berlin,Berlin,Berlin
DEBE106,13.4167,52.5116,POINT (13.4167 52.5116),Berlin,Berlin,Berlin
DEBE107,13.3018,52.509,POINT (13.3018 52.509),Berlin,Berlin,Berlin
DEBE110,13.3431,52.5272,POINT (13.3431 52.5272),Berlin,Berlin,Berlin
DEBE111,13.3443,52.5315,POINT (13.3443 52.5315),Berlin,Berlin,Berlin
DEBE123,13.2845,52.5081,POINT (13.2845 52.5081),Berlin,Berlin,Berlin
DEBB082,13.6198,52.2946,POINT (13.6198 52.2946),Brandenburg,Dahme-Spreewald,Königs Wusterhausen
DEBE086,13.4346,52.4842,POINT (13.4346 52.4842),Berlin,Berlin,Berlin
DEBE095,13.3854,52.4652,POINT (13.3854 52.4652),Berlin,Berlin,Berlin
DEBE102,13.1966,52.5311,POINT (13.1966 52.5311),Berlin,Berlin,Berlin
DEBE103,13.3127,52.5702,POINT (13.3127 52.5702),Berlin,Berlin,Berlin
DEBE119,13.3853,52.4474,POINT (13.3853 52.4474),Berlin,Berlin,Berlin
DEBE122,13.3458,52.4982,POINT (13.3458 52.4982),Berlin,Berlin,Berlin
DEBE124,13.4132,52.5408,POINT (13.4132 52.5408),Berlin,Berlin,Berlin
DEBE097,13.4247,52.4874,POINT (13.4247 52.4874),Berlin,Berlin,Berlin
DEBB092,14.526,52.3347,POINT (14.526 52.3347),Brandenburg,Frankfurt (Oder),Frankfurt (Oder)
DEBE126,13.4297,52.4838,POINT (13.4297 52.4838),Berlin,Berlin,Berlin
DEBB109,13.1749,52.0897,POINT (13.1749 52.0897),Brandenburg,Teltow-Fläming,Luckenwalde
DEBW153,9.9873,48.4041,POINT (9.9873 48.4041),Baden-Württemberg,Ulm,Ulm
DEBB126,13.2405,52.7557,POINT (13.2405 52.7557),Brandenburg,Oberhavel,Oranienburg
DEBE127,13.4412,52.4675,POINT (13.4412 52.4675),Berlin,Berlin,Berlin
DEBE088,13.3284,52.5291,POINT (13.3284 52.5291),Berlin,Berlin,Berlin
DEBE094,13.3225,52.4589,POINT (13.3225 52.4589),Berlin,Berlin,Berlin
DEBE109,13.3448,52.4822,POINT (13.3448 52.4822),Berlin,Berlin,Berlin
DEBE114,13.4548,52.4895,POINT (13.4548 52.4895),Berlin,Berlin,Berlin
DEBW157,9.3787,48.6727,POINT (9.3787 48.6727),Baden-Württemberg,Esslingen,Wendlingen am Neckar
DEBE113,13.4134,52.5028,POINT (13.4134 52.5028),Berlin,Berlin,Berlin
DEBE117,13.3998,52.5295,POINT (13.3998 52.5295),Berlin,Berlin,Berlin
DEBW126,8.3693,49.0054,POINT (8.3693 49.0054),Baden-Württemberg,Karlsruhe (Stadtkreis),Karlsruhe
DEBW128,8.8443,48.9467,POINT (8.8443 48.9467),Baden-Württemberg,Enzkreis,Mühlacker
DEBW133,9.244,49.0551,POINT (9.244 49.0551),Baden-Württemberg,Heilbronn,Schozach-Bottwartal
DEBW219,9.437,48.945,POINT (9.437 48.945),Baden-Württemberg,Rems-Murr-Kreis,Backnang
DEBW220,9.3145,48.7416,POINT (9.3145 48.7416),Baden-Württemberg,Esslingen,Esslingen am Neckar
DEBW135,8.8691,48.5948,POINT (8.8691 48.5948),Baden-Württemberg,Böblingen,Herrenberg
DEBW136,9.058,48.5202,POINT (9.058 48.5202),Baden-Württemberg,Tübingen,Tübingen
DEBW222,9.798,48.6367,POINT (9.798 48.6367),Baden-Württemberg,Göppingen,Geislingen an der Steige
DEBW223,9.1673,48.69,POINT (9.1673 48.69),Baden-Württemberg,Esslingen,Leinfelden-Echterdingen
DEBW231,8.7105,49.2188,POINT (8.7105 49.2188),Baden-Württemberg,Karlsruhe,Östringen
DEBW234,9.2012,49.1689,POINT (9.2012 49.1689),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEBW238,9.2171,49.1351,POINT (9.2171 49.1351),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEBW240,9.2285,49.1387,POINT (9.2285 49.1387),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEBW245,8.6953,48.8936,POINT (8.6953 48.8936),Baden-Württemberg,Pforzheim,Pforzheim
DEBW246,8.7056,48.8869,POINT (8.7056 48.8869),Baden-Württemberg,Pforzheim,Pforzheim
DEBW115,8.4624,49.4941,POINT (8.4624 49.4941),Baden-Württemberg,Mannheim,Mannheim
DEBW138,9.9835,48.3946,POINT (9.9835 48.3946),Baden-Württemberg,Ulm,Ulm
DEBW120,9.0165,48.801,POINT (9.0165 48.801),Baden-Württemberg,Böblingen,Leonberg
DEBY058,11.0248,49.4622,POINT (11.0248 49.4622),Bayern,Nürnberg,Nürnberg
DEBY030,11.9488,48.9042,POINT (11.9488 48.9042),Bayern,Kelheim,Saal a.d. Donau
DEBY004,9.1715,49.8694,POINT (9.1715 49.8694),Bayern,Miltenberg,Kleinwallstadt
DEBW127,7.855,48.0134,POINT (7.855 48.0134),Baden-Württemberg,Freiburg im Breisgau,Freiburg im Breisgau
DEBW137,8.9794,48.5264,POINT (8.9794 48.5264),Baden-Württemberg,Tübingen,Tübingen
DEBW144,8.577,49.0276,POINT (8.577 49.0276),Baden-Württemberg,Karlsruhe,Walzbachtal
DEBW148,9.184,48.9605,POINT (9.184 48.9605),Baden-Württemberg,Ludwigsburg,Bietigheim-Bissingen
DEBW116,9.1845,48.7687,POINT (9.1845 48.7687),Baden-Württemberg,Stuttgart,Stuttgart
DEBY013,12.7814,48.1828,POINT (12.7814 48.1828),Bayern,Altötting,Emmerting
DEBW195,9.0314,48.8647,POINT (9.0314 48.8647),Baden-Württemberg,Ludwigsburg,Schwieberdingen-Hemmingen
DEBW196,9.2776,48.8046,POINT (9.2776 48.8046),Baden-Württemberg,Rems-Murr-Kreis,Fellbach
DEBW198,9.964,48.8228,POINT (9.964 48.8228),Baden-Württemberg,Ostalbkreis,Rosenstein
DEBW213,8.838,48.2555,POINT (8.838 48.2555),Baden-Württemberg,Zollernalbkreis,Balingen
DEBW151,8.677,49.4072,POINT (8.677 49.4072),Baden-Württemberg,Heidelberg,Heidelberg
DEBW228,9.613,47.785,POINT (9.613 47.785),Baden-Württemberg,Ravensburg,Mittleres Schussental
DEBW237,9.2126,49.1365,POINT (9.2126 49.1365),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEBW241,9.1937,48.8982,POINT (9.1937 48.8982),Baden-Württemberg,Ludwigsburg,Ludwigsburg
DEBW242,9.2016,48.8078,POINT (9.2016 48.8078),Baden-Württemberg,Stuttgart,Stuttgart
DEBW243,9.2118,48.7836,POINT (9.2118 48.7836),Baden-Württemberg,Stuttgart,Stuttgart
DEBY049,11.7778,48.8532,POINT (11.7778 48.8532),Bayern,Kelheim,Neustadt a.d. Donau
DEBW121,9.2052,48.9593,POINT (9.2052 48.9593),Baden-Württemberg,Ludwigsburg,Freiberg am Neckar
DEBW117,9.19,48.8892,POINT (9.19 48.8892),Baden-Württemberg,Ludwigsburg,Ludwigsburg
DEBW145,10.1507,48.6794,POINT (10.1507 48.6794),Baden-Württemberg,Heidenheim,Heidenheim an der Brenz
DEBW154,9.2043,48.938,POINT (9.2043 48.938),Baden-Württemberg,Ludwigsburg,Freiberg am Neckar
DEBY005,9.118,49.9915,POINT (9.118 49.9915),Bayern,Aschaffenburg (Kreisfreie Stadt),Aschaffenburg
DEBW130,8.6959,48.888,POINT (8.6959 48.888),Baden-Württemberg,Pforzheim,Pforzheim
DEBW134,9.2204,48.8038,POINT (9.2204 48.8038),Baden-Württemberg,Stuttgart,Stuttgart
DEBW155,9.7958,48.8024,POINT (9.7958 48.8024),Baden-Württemberg,Ostalbkreis,Schwäbisch Gmünd
DEBW142,9.0814,48.9029,POINT (9.0814 48.9029),Baden-Württemberg,Ludwigsburg,Markgröningen
DEBW210,7.6136,47.6155,POINT (7.6136 47.6155),Baden-Württemberg,Lörrach,Weil am Rhein
DEBW214,9.1348,48.9553,POINT (9.1348 48.9553),Baden-Württemberg,Ludwigsburg,Bietigheim-Bissingen
DEBW235,9.2196,49.1464,POINT (9.2196 49.1464),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEBW197,7.9243,48.3305,POINT (7.9243 48.3305),Baden-Württemberg,Ortenaukreis,Lahr/Schwarzwald
DEBW212,9.2739,48.8707,POINT (9.2739 48.8707),Baden-Württemberg,Ludwigsburg,Remseck am Neckar
DEBW229,9.2611,48.9419,POINT (9.2611 48.9419),Baden-Württemberg,Ludwigsburg,Marbach am Neckar
DEBW233,8.9975,48.7049,POINT (8.9975 48.7049),Baden-Württemberg,Böblingen,Sindelfingen
DEBW239,9.219,49.1357,POINT (9.219 49.1357),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEBW225,9.2779,48.9658,POINT (9.2779 48.9658),Baden-Württemberg,Ludwigsburg,Steinheim-Murr
DEBW227,9.2551,48.4345,POINT (9.2551 48.4345),Baden-Württemberg,Reutlingen,Lichtenstein
DEBW149,9.5794,48.8092,POINT (9.5794 48.8092),Baden-Württemberg,Rems-Murr-Kreis,Plüderhausen-Urbach
DEBW236,9.1725,49.1585,POINT (9.1725 49.1585),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEBW150,8.0212,47.5536,POINT (8.0212 47.5536),Baden-Württemberg,Waldshut,Bad Säckingen
DEBW211,9.2779,48.8876,POINT (9.2779 48.8876),Baden-Württemberg,Ludwigsburg,Remseck am Neckar
DEBW226,9.467,47.6567,POINT (9.467 47.6567),Baden-Württemberg,Bodenseekreis,Friedrichshafen
DEBW202,8.6303,48.4691,POINT (8.6303 48.4691),Baden-Württemberg,Freudenstadt,Horb am Neckar
DEBW232,8.2059,48.8557,POINT (8.2059 48.8557),Baden-Württemberg,Rastatt,Rastatt
DESL018,7.0617,49.2994,POINT (7.0617 49.2994),Saarland,Regionalverband Saarbrücken,Sulzbach/Saar
DESL019,6.552,49.4169,POINT (6.552 49.4169),Saarland,Saarlouis,Rehlingen-Siersburg
DESL030,7.1656,49.3995,POINT (7.1656 49.3995),Saarland,Neunkirchen,Ottweiler
DERP027,8.1378,49.3556,POINT (8.1378 49.3556),Rheinland-Pfalz,Neustadt an der Weinstraße,Neustadt an der Weinstraße
DESN077,12.3347,51.3359,POINT (12.3347 51.3359),Sachsen,Leipzig (Kreisfreie Stadt),Leipzig
DESN074,13.4651,50.6591,POINT (13.4651 50.6591),Sachsen,Mittelsachsen,Neuhausen/Erzgeb.
DESN052,13.7515,50.7315,POINT (13.7515 50.7315),Sachsen,Sächsische Schweiz-Osterzgebirge,Altenberg
DERP067,7.5911,50.3537,POINT (7.5911 50.3537),Rheinland-Pfalz,Koblenz,Koblenz
DESN091,12.4866,50.7204,POINT (12.4866 50.7204),Sachsen,Zwickau,Zwickau
DESN079,14.7497,51.2854,POINT (14.7497 51.2854),Sachsen,Görlitz,Diehsa
DESN083,12.9034,50.8457,POINT (12.9034 50.8457),Sachsen,Chemnitz,Chemnitz
DESN092,13.7302,51.0361,POINT (13.7302 51.0361),Sachsen,Dresden,Dresden
DESL002,7.2634,49.362,POINT (7.2634 49.362),Saarland,Saarpfalz-Kreis,Bexbach
DESN076,13.0094,51.3038,POINT (13.0094 51.3038),Sachsen,Nordsachsen,Wermsdorf
DESN093,12.2111,50.6081,POINT (12.2111 50.6081),Sachsen,Vogtlandkreis,Netzschkau-Limbach
DESN084,13.7316,51.0263,POINT (13.7316 51.0263),Sachsen,Dresden,Dresden
DESN104,12.9594,50.8552,POINT (12.9594 50.8552),Sachsen,Chemnitz,Chemnitz
DEST039,10.6183,51.7986,POINT (10.6183 51.7986),Sachsen-Anhalt,Harz,Wernigerode
DESN130,13.1322,51.3526,POINT (13.1322 51.3526),Sachsen,Nordsachsen,Liebschützberg
DEST098,11.0434,51.6624,POINT (11.0434 51.6624),Sachsen-Anhalt,Harz,Harzgerode
DETH011,12.4376,50.9878,POINT (12.4376 50.9878),Thüringen,Altenburger Land,Altenburg
DEST095,11.4495,51.7595,POINT (11.4495 51.7595),Sachsen-Anhalt,Salzlandkreis,Aschersleben
DETH027,11.1346,50.5,POINT (11.1346 50.5),Thüringen,Sonneberg,Neuhaus am Rennweg
DEST101,11.0559,51.8895,POINT (11.0559 51.8895),Sachsen-Anhalt,Harz,Halberstadt
DEST102,11.9813,51.4948,POINT (11.9813 51.4948),Sachsen-Anhalt,Halle (Saale),Halle (Saale)
DEST112,11.6319,52.1317,POINT (11.6319 52.1317),Sachsen-Anhalt,Magdeburg,Magdeburg
DEST099,11.6312,52.1312,POINT (11.6312 52.1312),Sachsen-Anhalt,Magdeburg,Magdeburg
DETH005,11.3689,50.6512,POINT (11.3689 50.6512),Thüringen,Saalfeld-Rudolstadt,Saalfeld/Saale
DEST134,12.2387,51.8858,POINT (12.2387 51.8858),Sachsen-Anhalt,Dessau-Roßlau,Dessau-Roßlau
DEST104,11.8914,51.8373,POINT (11.8914 51.8373),Sachsen-Anhalt,Anhalt-Bitterfeld,Osternienburger Land
DETH013,10.3172,50.9783,POINT (10.3172 50.9783),Thüringen,Eisenach,Eisenach
DETH026,10.3753,50.5618,POINT (10.3753 50.5618),Thüringen,Schmalkalden-Meiningen,Meiningen
DETH061,11.6612,50.7916,POINT (11.6612 50.7916),Thüringen,Saale-Holzland-Kreis,Hügelland/Täler
DETH091,10.4484,51.2052,POINT (10.4484 51.2052),Thüringen,Unstrut-Hainich-Kreis,Mühlhausen/Thüringen
DEUB001,8.308,54.9231,POINT (8.308 54.9231),Schleswig-Holstein,Nordfriesland,Sylt
DETH040,10.7871,50.6192,POINT (10.7871 50.6192),Thüringen,Ilm-Kreis,Rennsteig
DETH098,12.0749,50.8839,POINT (12.0749 50.8839),Thüringen,Gera,Gera
DETH083,11.3261,50.9775,POINT (11.3261 50.9775),Thüringen,Weimar,Weimar
DETH093,11.321,50.9822,POINT (11.321 50.9822),Thüringen,Weimar,Weimar
DETH099,11.0222,50.971,POINT (11.0222 50.971),Thüringen,Erfurt,Erfurt
DETH102,10.6854,50.6062,POINT (10.6854 50.6062),Thüringen,Suhl,Suhl
DETH084,11.3258,50.9833,POINT (11.3258 50.9833),Thüringen,Weimar,Weimar
DETH042,10.8672,51.3333,POINT (10.8672 51.3333),Thüringen,Kyffhäuserkreis,Sondershausen
DETH095,10.451,51.2079,POINT (10.451 51.2079),Thüringen,Unstrut-Hainich-Kreis,Mühlhausen/Thüringen
DEUB005,10.7561,52.8009,POINT (10.7561 52.8009),Niedersachsen,Uelzen,Aue
DETH097,12.0712,50.8704,POINT (12.0712 50.8704),Thüringen,Gera,Gera
DETH132,11.0325,50.9686,POINT (11.0325 50.9686),Thüringen,Erfurt,Erfurt
DEUB029,10.7694,50.6546,POINT (10.7694 50.6546),Thüringen,Ilm-Kreis,Oberes Geratal
DETH100,10.4496,51.2102,POINT (10.4496 51.2102),Thüringen,Unstrut-Hainich-Kreis,Mühlhausen/Thüringen
DETH101,11.3417,50.9798,POINT (11.3417 50.9798),Thüringen,Weimar,Weimar
DETH117,11.0566,50.9931,POINT (11.0566 50.9931),Thüringen,Erfurt,Erfurt
DEST144,11.6306,52.1312,POINT (11.6306 52.1312),Sachsen-Anhalt,Magdeburg,Magdeburg
DETH082,11.5898,50.9364,POINT (11.5898 50.9364),Thüringen,Jena,Jena
DEUB028,12.725,54.4368,POINT (12.725 54.4368),Mecklenburg-Vorpommern,Vorpommern-Rügen,Zingst
DETH128,11.356,50.6501,POINT (11.356 50.6501),Thüringen,Saalfeld-Rudolstadt,Saalfeld/Saale
DETH060,10.6686,50.6532,POINT (10.6686 50.6532),Thüringen,Schmalkalden-Meiningen,Zella-Mehlis
DETH131,10.7846,51.508,POINT (10.7846 51.508),Thüringen,Nordhausen,Nordhausen
DEUB046,13.4206,48.9476,POINT (13.4206 48.9476),Bayern,Freyung-Grafenau,Sankt Oswald
DETH096,11.1207,51.1681,POINT (11.1207 51.1681),Thüringen,Sömmerda,Sömmerda
DEBE017,13.2936,52.4707,POINT (13.2936 52.4707),Berlin,Berlin,Berlin
DEBE020,13.4555,52.4754,POINT (13.4555 52.4754),Berlin,Berlin,Berlin
DEBB001,14.1417,51.8376,POINT (14.1417 51.8376),Brandenburg,Spree-Neiße,Burg (Spreewald)
DEBW030,9.5699,48.8823,POINT (9.5699 48.8823),Baden-Württemberg,Rems-Murr-Kreis,Rudersberg
DEBE045,13.404,52.5911,POINT (13.404 52.5911),Berlin,Berlin,Berlin
DEBB020,13.0397,52.3867,POINT (13.0397 52.3867),Brandenburg,Potsdam,Potsdam
DEBY034,11.2739,49.5065,POINT (11.2739 49.5065),Bayern,Nürnberger Land,Lauf a.d. Pegnitz
DEBB010,14.7122,51.9485,POINT (14.7122 51.9485),Brandenburg,Spree-Neiße,Guben
DEBW074,8.3862,48.2229,POINT (8.3862 48.2229),Baden-Württemberg,Rottweil,Schramberg
DEBB036,13.1718,52.0892,POINT (13.1718 52.0892),Brandenburg,Teltow-Fläming,Luckenwalde
DEHE027,8.7729,51.0969,POINT (8.7729 51.0969),Hessen,Waldeck-Frankenberg,Frankenberg (Eder)
DEBE001,13.2271,52.6216,POINT (13.2271 52.6216),Berlin,Berlin,Berlin
DEHH022,9.9639,53.4537,POINT (9.9639 53.4537),Hamburg,Hamburg,Hamburg
DEHH041,9.9634,53.5511,POINT (9.9634 53.5511),Hamburg,Hamburg,Hamburg
DEHE016,8.2902,50.0078,POINT (8.2902 50.0078),Hessen,Wiesbaden,Wiesbaden
DEBW093,8.5347,49.4036,POINT (8.5347 49.4036),Baden-Württemberg,Rhein-Neckar-Kreis,Brühl
DEHH055,9.9674,53.4601,POINT (9.9674 53.4601),Hamburg,Hamburg,Hamburg
DEBB039,13.5821,52.6805,POINT (13.5821 52.6805),Brandenburg,Barnim,Bernau bei Berlin
DEBB040,12.8765,52.6096,POINT (12.8765 52.6096),Brandenburg,Havelland,Nauen
