Air Quality Station EoI Code,Longitude,Latitude,geometry,state,district,town_city
DEBY052,10.0083,48.3971,POINT (10.0083 48.3971),Bayern,Neu-Ulm,Neu-Ulm
DEBW026,9.4145,48.7087,POINT (9.4145 48.7087),Baden-Württemberg,Esslingen,Plochingen
DEBB030,12.3418,52.5316,POINT (12.3418 52.5316),Brandenburg,Havelland,Premnitz
DEBW034,9.3008,48.8321,POINT (9.3008 48.8321),Baden-Württemberg,Rems-Murr-Kreis,Waiblingen
DEBW042,9.2278,48.6781,POINT (9.2278 48.6781),Baden-Württemberg,Esslingen,Filderstadt
DEBW035,9.0139,48.6911,POINT (9.0139 48.6911),Baden-Württemberg,Böblingen,Böblingen
DEBY061,13.4564,48.5722,POINT (13.4564 48.5722),Bayern,Passau (Kreisfreie Stadt),Passau
DEBW041,7.7891,47.5631,POINT (7.7891 47.5631),Baden-Württemberg,Lörrach,Rheinfelden (Baden)
DEBW016,9.2278,49.1991,POINT (9.2278 49.1991),Baden-Württemberg,Heilbronn,Neckarsulm
DEBY077,9.9564,49.8047,POINT (9.9564 49.8047),Bayern,Würzburg (Kreisfreie Stadt),Würzburg
DEBW047,8.7412,48.71,POINT (8.7412 48.71),Baden-Württemberg,Calw,Calw
DEHE050,9.2712,51.3608,POINT (9.2712 51.3608),Hessen,Kassel,Zierenberg
DEBW050,10.1563,48.6638,POINT (10.1563 48.6638),Baden-Württemberg,Heidenheim,Heidenheim an der Brenz
DEBY003,9.1508,49.9715,POINT (9.1508 49.9715),Bayern,Aschaffenburg (Kreisfreie Stadt),Aschaffenburg
DEBB055,12.5523,52.4204,POINT (12.5523 52.4204),Brandenburg,Brandenburg an der Havel,Brandenburg an der Havel
DEBW048,9.7225,48.2784,POINT (9.7225 48.2784),Baden-Württemberg,Alb-Donau-Kreis,Ehingen (Donau)
DENI028,10.2385,51.5076,POINT (10.2385 51.5076),Niedersachsen,Göttingen,Duderstadt
DEBW049,7.8489,48.1191,POINT (7.8489 48.1191),Baden-Württemberg,Emmendingen,Emmendingen
DENI036,8.4755,53.4943,POINT (8.4755 53.4943),Niedersachsen,Wesermarsch,Nordenham
DENI038,8.0529,52.2553,POINT (8.0529 52.2553),Niedersachsen,Osnabrück (Kreisfreie Stadt),Osnabrück
DEBY020,11.8975,50.3206,POINT (11.8975 50.3206),Bayern,Hof (Kreisfreie Stadt),Hof
DEBW024,9.1728,48.8992,POINT (9.1728 48.8992),Baden-Württemberg,Ludwigsburg,Ludwigsburg
DEBW025,9.334,48.7274,POINT (9.334 48.7274),Baden-Württemberg,Esslingen,Esslingen am Neckar
DEBB024,13.9995,51.5208,POINT (13.9995 51.5208),Brandenburg,Oberspreewald-Lausitz,Senftenberg
DENI054,9.7061,52.3629,POINT (9.7061 52.3629),Niedersachsen,Region Hannover,Hannover
DEBE010,13.3493,52.543,POINT (13.3493 52.543),Berlin,Berlin,Berlin
DEHE010,8.67,50.5876,POINT (8.67 50.5876),Hessen,Gießen,Gießen
DEBW053,9.693,49.2797,POINT (9.693 49.2797),Baden-Württemberg,Hohenlohekreis,Künzelsau
DEHH015,10.0212,53.5233,POINT (10.0212 53.5233),Hamburg,Hamburg,Hamburg
DEBY027,9.0067,50.0687,POINT (9.0067 50.0687),Bayern,Aschaffenburg,Kahl a. Main
DEBW056,9.7332,49.1079,POINT (9.7332 49.1079),Baden-Württemberg,Schwäbisch Hall,Schwäbisch Hall
DEBB026,14.3757,51.559,POINT (14.3757 51.559),Brandenburg,Spree-Neiße,Spremberg
DEBB029,14.2851,53.0643,POINT (14.2851 53.0643),Brandenburg,Uckermark,Schwedt/Oder
DEBB006,14.3228,51.7408,POINT (14.3228 51.7408),Brandenburg,Cottbus,Cottbus
DEBE026,13.2755,52.4092,POINT (13.2755 52.4092),Berlin,Berlin,Berlin
DEBE032,13.2251,52.4732,POINT (13.2251 52.4732),Berlin,Berlin,Berlin
DEBE011,13.396,52.5509,POINT (13.396 52.5509),Berlin,Berlin,Berlin
DEHE014,9.481,51.3401,POINT (9.481 51.3401),Hessen,Kassel (Kreisfreie Stadt),Kassel
DEBY089,11.648,48.1732,POINT (11.648 48.1732),Bayern,München (Kreisfreie Stadt),München
DEBY114,11.5923,48.1427,POINT (11.5923 48.1427),Bayern,München (Kreisfreie Stadt),München
DEBE063,13.4417,52.4675,POINT (13.4417 52.4675),Berlin,Berlin,Berlin
DEBW054,8.6199,48.1697,POINT (8.6199 48.1697),Baden-Württemberg,Rottweil,Rottweil
DEHH048,9.9427,53.5555,POINT (9.9427 53.5555),Hamburg,Hamburg,Hamburg
DEBE015,13.3391,52.519,POINT (13.3391 52.519),Berlin,Berlin,Berlin
DEBW065,9.6084,47.777,POINT (9.6084 47.777),Baden-Württemberg,Ravensburg,Mittleres Schussental
DEBE018,13.3488,52.4858,POINT (13.3488 52.4858),Berlin,Berlin,Berlin
DEBW076,8.2202,48.7731,POINT (8.2202 48.7731),Baden-Württemberg,Baden-Baden,Baden-Baden
DEBW008,8.6559,49.5533,POINT (8.6559 49.5533),Baden-Württemberg,Rhein-Neckar-Kreis,Weinheim
DEBW010,8.7001,49.3007,POINT (8.7001 49.3007),Baden-Württemberg,Rhein-Neckar-Kreis,Wiesloch
DEBW014,9.2655,48.7523,POINT (9.2655 48.7523),Baden-Württemberg,Stuttgart,Stuttgart
DEBW040,8.2231,47.618,POINT (8.2231 47.618),Baden-Württemberg,Waldshut,Waldshut-Tiengen
DEHE005,8.5425,50.1018,POINT (8.5425 50.1018),Hessen,Frankfurt am Main,Frankfurt am Main
DEBY033,12.1571,48.5398,POINT (12.1571 48.5398),Bayern,Landshut (Kreisfreie Stadt),Landshut
DEBY031,10.3066,47.7251,POINT (10.3066 47.7251),Bayern,Kempten (Allgäu),Kempten (Allgäu)
DENI008,10.5246,52.2633,POINT (10.5246 52.2633),Niedersachsen,Braunschweig,Braunschweig
DEBB021,13.0599,52.4014,POINT (13.0599 52.4014),Brandenburg,Potsdam,Potsdam
DEBW072,8.5828,49.1232,POINT (8.5828 49.1232),Baden-Württemberg,Karlsruhe,Bruchsal
DEBW060,8.8077,47.9857,POINT (8.8077 47.9857),Baden-Württemberg,Tuttlingen,Tuttlingen
DENI016,10.4813,51.9016,POINT (10.4813 51.9016),Niedersachsen,Goslar,Goslar
DENI020,10.8164,52.4408,POINT (10.8164 52.4408),Niedersachsen,Wolfsburg,Wolfsburg
DEHE019,8.5788,49.5461,POINT (8.5788 49.5461),Hessen,Bergstraße,Viernheim
DEHE020,8.5006,50.5672,POINT (8.5006 50.5672),Hessen,Lahn-Dill-Kreis,Wetzlar
DEBW021,7.8271,48.5621,POINT (7.8271 48.5621),Baden-Württemberg,Ortenaukreis,Kehl
DENI042,9.9498,51.5511,POINT (9.9498 51.5511),Niedersachsen,Göttingen,Göttingen
DENI052,9.623,52.8294,POINT (9.623 52.8294),Niedersachsen,Heidekreis,Walsrode
DEBW011,9.1725,48.8256,POINT (9.1725 48.8256),Baden-Württemberg,Stuttgart,Stuttgart
DEHE011,8.9216,50.1358,POINT (8.9216 50.1358),Hessen,Main-Kinzig-Kreis,Hanau
DEHE013,9.4834,51.3142,POINT (9.4834 51.3142),Hessen,Kassel (Kreisfreie Stadt),Kassel
DEBW046,9.8003,48.0899,POINT (9.8003 48.0899),Baden-Württemberg,Biberach,Biberach an der Riß
DEBB031,13.6278,52.2923,POINT (13.6278 52.2923),Brandenburg,Dahme-Spreewald,Königs Wusterhausen
DEBW109,8.3227,49.0367,POINT (8.3227 49.0367),Baden-Württemberg,Karlsruhe (Stadtkreis),Karlsruhe
DEBW110,9.2371,47.9324,POINT (9.2371 47.9324),Baden-Württemberg,Sigmaringen,Pfullendorf
DEBY040,11.4656,48.1464,POINT (11.4656 48.1464),Bayern,München (Kreisfreie Stadt),München
DENI073,10.0865,52.6247,POINT (10.0865 52.6247),Niedersachsen,Celle,Celle
DEBY038,11.6138,48.1524,POINT (11.6138 48.1524),Bayern,München (Kreisfreie Stadt),München
DEBW106,9.0133,48.785,POINT (9.0133 48.785),Baden-Württemberg,Böblingen,Leonberg
DEBW012,9.1648,48.7759,POINT (9.1648 48.7759),Baden-Württemberg,Stuttgart,Stuttgart
DEBY055,11.0491,49.4347,POINT (11.0491 49.4347),Bayern,Nürnberg,Nürnberg
DEBW112,8.9044,48.6456,POINT (8.9044 48.6456),Baden-Württemberg,Böblingen,Gärtringen/Ehningen
DEHE036,8.7003,50.124,POINT (8.7003 50.124),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE044,8.061,50.3832,POINT (8.061 50.3832),Hessen,Limburg-Weilburg,Limburg a.d. Lahn
DEBY045,11.5194,48.1316,POINT (11.5194 48.1316),Bayern,München (Kreisfreie Stadt),München
DEBB003,12.5444,52.4121,POINT (12.5444 52.4121),Brandenburg,Brandenburg an der Havel,Brandenburg an der Havel
DENW006,7.5698,51.5922,POINT (7.5698 51.5922),Nordrhein-Westfalen,Unna,Lünen
DEBW023,7.6333,47.5882,POINT (7.6333 47.5882),Baden-Württemberg,Lörrach,Weil am Rhein
DEBW059,9.6579,49.6348,POINT (9.6579 49.6348),Baden-Württemberg,Main-Tauber-Kreis,Tauberbischofsheim
DEBW015,9.2248,49.1655,POINT (9.2248 49.1655),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEBB064,14.3345,51.7468,POINT (14.3345 51.7468),Brandenburg,Cottbus,Cottbus
DEMV002,12.1014,54.0939,POINT (12.1014 54.0939),Mecklenburg-Vorpommern,Rostock (Kreisfreie Stadt),Rostock
DEMV003,13.2664,53.5598,POINT (13.2664 53.5598),Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Neubrandenburg
DEHH058,9.9483,53.5605,POINT (9.9483 53.5605),Hamburg,Hamburg,Hamburg
DEBE062,13.2961,52.6533,POINT (13.2961 52.6533),Berlin,Berlin,Berlin
DEHH069,10.0035,53.6007,POINT (10.0035 53.6007),Hamburg,Hamburg,Hamburg
DEBW037,8.4128,48.4721,POINT (8.4128 48.4721),Baden-Württemberg,Freudenstadt,Freudenstadt
DEHH075,10.1221,53.5188,POINT (10.1221 53.5188),Hamburg,Hamburg,Hamburg
DENW012,7.3584,51.4443,POINT (7.3584 51.4443),Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Witten
DENW013,7.5828,51.4477,POINT (7.5828 51.4477),Nordrhein-Westfalen,Unna,Schwerte
DEBW002,8.3538,49.0091,POINT (8.3538 49.0091),Baden-Württemberg,Karlsruhe (Stadtkreis),Karlsruhe
DEBW020,8.2258,48.8537,POINT (8.2258 48.8537),Baden-Württemberg,Rastatt,Rastatt
DEBW027,9.2073,48.4889,POINT (9.2073 48.4889),Baden-Württemberg,Reutlingen,Reutlingen
DEBW103,8.754,49.4645,POINT (8.754 49.4645),Baden-Württemberg,Rhein-Neckar-Kreis,Schönau
DEHE022,8.245,50.0503,POINT (8.245 50.0503),Hessen,Wiesbaden,Wiesbaden
DEBW105,7.7467,48.1937,POINT (7.7467 48.1937),Baden-Württemberg,Emmendingen,Kenzingen-Herbolzheim
DENW022,7.1019,51.5336,POINT (7.1019 51.5336),Nordrhein-Westfalen,Gelsenkirchen,Gelsenkirchen
DEBW052,9.1693,47.6644,POINT (9.1693 47.6644),Baden-Württemberg,Konstanz,Konstanz
DEBY015,11.0173,49.5966,POINT (11.0173 49.5966),Bayern,Erlangen,Erlangen
DEHE058,9.6822,50.5493,POINT (9.6822 50.5493),Hessen,Fulda,Fulda
DEBE005,13.2881,52.587,POINT (13.2881 52.587),Berlin,Berlin,Berlin
DEHE017,8.7612,50.1022,POINT (8.7612 50.1022),Hessen,Offenbach am Main,Offenbach am Main
DEBW028,9.6694,48.6992,POINT (9.6694 48.6992),Baden-Württemberg,Göppingen,Göppingen
DEBW057,9.207,48.0865,POINT (9.207 48.0865),Baden-Württemberg,Sigmaringen,Sigmaringen
DEHE021,8.2431,50.0814,POINT (8.2431 50.0814),Hessen,Wiesbaden,Wiesbaden
DEMV005,11.4089,53.6377,POINT (11.4089 53.6377),Mecklenburg-Vorpommern,Schwerin,Schwerin
DEMV018,10.9298,53.5437,POINT (10.9298 53.5437),Mecklenburg-Vorpommern,Ludwigslust-Parchim,Zarrentin
DEBE016,13.4045,52.4976,POINT (13.4045 52.4976),Berlin,Berlin,Berlin
DEBW102,9.7544,47.9156,POINT (9.7544 47.9156),Baden-Württemberg,Ravensburg,Bad Waldsee
DEBY085,11.5172,48.1131,POINT (11.5172 48.1131),Bayern,München (Kreisfreie Stadt),München
DEHH065,9.968,53.5836,POINT (9.968 53.5836),Hamburg,Hamburg,Hamburg
DEHH071,10.1218,53.5191,POINT (10.1218 53.5191),Hamburg,Hamburg,Hamburg
DEBE014,13.2822,52.5174,POINT (13.2822 52.5174),Berlin,Berlin,Berlin
DENI022,10.2463,52.3225,POINT (10.2463 52.3225),Niedersachsen,Peine,Peine
DEBW032,8.7051,48.8906,POINT (8.7051 48.8906),Baden-Württemberg,Pforzheim,Pforzheim
DEBW044,9.1514,49.3638,POINT (9.1514 49.3638),Baden-Württemberg,Neckar-Odenwald-Kreis,Mosbach
DEBY007,10.8884,48.3766,POINT (10.8884 48.3766),Bayern,Augsburg (Kreisfreie Stadt),Augsburg
DEBW036,9.0585,48.5244,POINT (9.0585 48.5244),Baden-Württemberg,Tübingen,Tübingen
DEBW094,10.0347,47.6935,POINT (10.0347 47.6935),Baden-Württemberg,Ravensburg,Isny im Allgäu
DEBB008,13.7101,51.6365,POINT (13.7101 51.6365),Brandenburg,Elbe-Elster,Finsterwalde
DEBB018,13.2462,52.7567,POINT (13.2462 52.7567),Brandenburg,Oberhavel,Oranienburg
DEBW104,7.8105,48.068,POINT (7.8105 48.068),Baden-Württemberg,Breisgau-Hochschwarzwald,March-Umkirch
DEBW107,9.0512,48.5077,POINT (9.0512 48.5077),Baden-Württemberg,Tübingen,Tübingen
DENI011,10.4736,52.2269,POINT (10.4736 52.2269),Niedersachsen,Braunschweig,Braunschweig
DEBW108,8.3227,49.0369,POINT (8.3227 49.0369),Baden-Württemberg,Karlsruhe (Stadtkreis),Karlsruhe
DEHB004,8.6255,53.1809,POINT (8.6255 53.1809),Bremen,Bremen,Bremen
DENW038,6.8651,51.4535,POINT (6.8651 51.4535),Nordrhein-Westfalen,Mülheim an der Ruhr,Mülheim an der Ruhr
DENW039,6.6535,51.3888,POINT (6.6535 51.3888),Nordrhein-Westfalen,Duisburg,Duisburg
DEBY029,11.8744,48.9246,POINT (11.8744 48.9246),Bayern,Kelheim,Kelheim
DEHE031,9.6985,50.5536,POINT (9.6985 50.5536),Hessen,Fulda,Fulda
DENW011,7.498,51.4916,POINT (7.498 51.4916),Nordrhein-Westfalen,Dortmund,Dortmund
DEMV007,12.1741,54.1616,POINT (12.1741 54.1616),Mecklenburg-Vorpommern,Rostock,Rostocker Heide
DEHH060,9.9819,53.5864,POINT (9.9819 53.5864),Hamburg,Hamburg,Hamburg
DEHH061,10.0354,53.5648,POINT (10.0354 53.5648),Hamburg,Hamburg,Hamburg
DENW004,7.3487,51.5932,POINT (7.3487 51.5932),Nordrhein-Westfalen,Recklinghausen,Castrop-Rauxel
DEHE045,9.002,49.6725,POINT (9.002 49.6725),Hessen,Odenwaldkreis,Michelstadt
DEHE006,8.687,50.1179,POINT (8.687 50.1179),Hessen,Frankfurt am Main,Frankfurt am Main
DENW015,7.1227,51.699,POINT (7.1227 51.699),Nordrhein-Westfalen,Recklinghausen,Marl
DEBW087,9.2076,48.3458,POINT (9.2076 48.3458),Baden-Württemberg,Reutlingen,Sonnenbühl
DEBW097,7.8528,47.9983,POINT (7.8528 47.9983),Baden-Württemberg,Freiburg im Breisgau,Freiburg im Breisgau
DEHH052,9.9795,53.5689,POINT (9.9795 53.5689),Hamburg,Hamburg,Hamburg
DEHE060,9.0318,51.1548,POINT (9.0318 51.1548),Hessen,Waldeck-Frankenberg,Edertal
DENW037,6.7875,51.4649,POINT (6.7875 51.4649),Nordrhein-Westfalen,Duisburg,Duisburg
DENI001,9.7415,52.385,POINT (9.7415 52.385),Niedersachsen,Region Hannover,Hannover
DENI017,10.4843,51.9148,POINT (10.4843 51.9148),Niedersachsen,Goslar,Goslar
DEBE057,13.5264,52.4821,POINT (13.5264 52.4821),Berlin,Berlin,Berlin
DEHE035,9.4806,51.2989,POINT (9.4806 51.2989),Hessen,Kassel (Kreisfreie Stadt),Kassel
DEHH020,10.0205,53.4909,POINT (10.0205 53.4909),Hamburg,Hamburg,Hamburg
DENW097,7.1838,51.2651,POINT (7.1838 51.2651),Nordrhein-Westfalen,Wuppertal,Wuppertal
DENW008,7.4574,51.5369,POINT (7.4574 51.5369),Nordrhein-Westfalen,Dortmund,Dortmund
DEBY046,11.5287,48.0981,POINT (11.5287 48.0981),Bayern,München (Kreisfreie Stadt),München
DEST091,12.2448,51.8406,POINT (12.2448 51.8406),Sachsen-Anhalt,Dessau-Roßlau,Dessau-Roßlau
DENW025,6.9663,51.4585,POINT (6.9663 51.4585),Nordrhein-Westfalen,Essen,Essen
DENI031,8.0906,53.5962,POINT (8.0906 53.5962),Niedersachsen,Wilhelmshaven,Wilhelmshaven
DENW044,6.7439,51.3181,POINT (6.7439 51.3181),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DEBW045,8.8545,48.2748,POINT (8.8545 48.2748),Baden-Württemberg,Zollernalbkreis,Balingen
DEBW100,9.1133,48.7301,POINT (9.1133 48.7301),Baden-Württemberg,Stuttgart,Stuttgart
DESN020,14.974,51.1558,POINT (14.974 51.1558),Sachsen,Görlitz,Görlitz
DENW174,7.333,51.4343,POINT (7.333 51.4343),Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Witten
DEST005,11.6421,52.1379,POINT (11.6421 52.1379),Sachsen-Anhalt,Magdeburg,Magdeburg
DEBB037,13.7923,52.4681,POINT (13.7923 52.4681),Brandenburg,Märkisch-Oderland,Rüdersdorf bei Berlin
DERP006,8.4512,49.4757,POINT (8.4512 49.4757),Rheinland-Pfalz,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DENW055,6.8789,50.9549,POINT (6.8789 50.9549),Nordrhein-Westfalen,Köln,Köln
DEHH002,9.9611,53.5992,POINT (9.9611 53.5992),Hamburg,Hamburg,Hamburg
DENW009,7.5927,51.5242,POINT (7.5927 51.5242),Nordrhein-Westfalen,Dortmund,Dortmund
DENW048,6.8592,51.1888,POINT (6.8592 51.1888),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DEBW111,7.9378,48.4766,POINT (7.9378 48.4766),Baden-Württemberg,Ortenaukreis,Offenburg
DEHH056,10.0639,53.5601,POINT (10.0639 53.5601),Hamburg,Hamburg,Hamburg
DEST050,11.9791,51.4962,POINT (11.9791 51.4962),Sachsen-Anhalt,Halle (Saale),Halle (Saale)
DENW102,6.7359,51.4858,POINT (6.7359 51.4858),Nordrhein-Westfalen,Duisburg,Duisburg
DESH007,10.1231,54.3198,POINT (10.1231 54.3198),Schleswig-Holstein,Kiel,Kiel
DEHH051,10.0021,53.55,POINT (10.0021 53.55),Hamburg,Hamburg,Hamburg
DENW018,7.1255,51.6004,POINT (7.1255 51.6004),Nordrhein-Westfalen,Recklinghausen,Herten
DEST061,11.7281,52.0209,POINT (11.7281 52.0209),Sachsen-Anhalt,Salzlandkreis,Schönebeck (Elbe)
DEHH007,9.8999,53.5611,POINT (9.8999 53.5611),Hamburg,Hamburg,Hamburg
DEHH009,10.0281,53.5591,POINT (10.0281 53.5591),Hamburg,Hamburg,Hamburg
DEST078,11.8182,51.1566,POINT (11.8182 51.1566),Sachsen-Anhalt,Burgenlandkreis,Naumburg (Saale)
DENW051,6.9764,51.0909,POINT (6.9764 51.0909),Nordrhein-Westfalen,Mettmann,Langenfeld (Rhld.)
DENW030,6.6297,51.6729,POINT (6.6297 51.6729),Nordrhein-Westfalen,Wesel,Wesel
DESN028,12.3776,51.3187,POINT (12.3776 51.3187),Sachsen,Leipzig (Kreisfreie Stadt),Leipzig
DEST025,11.9889,51.3565,POINT (11.9889 51.3565),Sachsen-Anhalt,Saalekreis,Merseburg
DEBW005,8.4653,49.5441,POINT (8.4653 49.5441),Baden-Württemberg,Mannheim,Mannheim
DEBW004,8.4067,49.0765,POINT (8.4067 49.0765),Baden-Württemberg,Karlsruhe,Eggenstein-Leopoldshafen
DEST032,12.1573,52.4077,POINT (12.1573 52.4077),Sachsen-Anhalt,Jerichower Land,Genthin
DESN048,12.3983,50.51,POINT (12.3983 50.51),Sachsen,Vogtlandkreis,Auerbach/Vogtl.
DEBW031,7.7645,47.8099,POINT (7.7645 47.8099),Baden-Württemberg,Breisgau-Hochschwarzwald,Staufen-Münstertal
DEBB081,13.849,52.4976,POINT (13.849 52.4976),Brandenburg,Märkisch-Oderland,Rüdersdorf bei Berlin
DEBB084,14.6671,52.1796,POINT (14.6671 52.1796),Brandenburg,Oder-Spree,Brieskow-Finkenheerd
DEBW013,9.2297,48.8088,POINT (9.2297 48.8088),Baden-Württemberg,Stuttgart,Stuttgart
DEBB085,14.3835,51.5345,POINT (14.3835 51.5345),Brandenburg,Spree-Neiße,Spremberg
DEBW081,8.3556,49.0286,POINT (8.3556 49.0286),Baden-Württemberg,Karlsruhe (Stadtkreis),Karlsruhe
DEBW084,7.8321,48.0015,POINT (7.8321 48.0015),Baden-Württemberg,Freiburg im Breisgau,Freiburg im Breisgau
DEBY054,11.1058,49.4771,POINT (11.1058 49.4771),Bayern,Nürnberg,Nürnberg
DEBW118,9.191,48.7881,POINT (9.191 48.7881),Baden-Württemberg,Stuttgart,Stuttgart
DEBY010,11.5758,49.9471,POINT (11.5758 49.9471),Bayern,Bayreuth (Kreisfreie Stadt),Bayreuth
DEBY076,9.9359,49.7946,POINT (9.9359 49.7946),Bayern,Würzburg (Kreisfreie Stadt),Würzburg
DEHB007,8.783,53.0667,POINT (8.783 53.0667),Bremen,Bremen,Bremen
DEBY116,11.0013,49.6026,POINT (11.0013 49.6026),Bayern,Erlangen,Erlangen
DEHH008,9.9679,53.5641,POINT (9.9679 53.5641),Hamburg,Hamburg,Hamburg
DEMV006,13.0667,54.3067,POINT (13.0667 54.3067),Mecklenburg-Vorpommern,Vorpommern-Rügen,Stralsund
DEHH078,9.9656,53.551,POINT (9.9656 53.551),Hamburg,Hamburg,Hamburg
DENI072,10.0088,52.4465,POINT (10.0088 52.4465),Niedersachsen,Region Hannover,Burgdorf
DERP008,8.2546,50.0104,POINT (8.2546 50.0104),Rheinland-Pfalz,Mainz,Mainz
DERP018,8.435,49.3188,POINT (8.435 49.3188),Rheinland-Pfalz,Speyer,Speyer
DESL010,6.9488,49.2442,POINT (6.9488 49.2442),Saarland,Regionalverband Saarbrücken,Saarbrücken
DEST081,11.9744,51.2017,POINT (11.9744 51.2017),Sachsen-Anhalt,Burgenlandkreis,Weißenfels
DEST063,11.8644,52.5985,POINT (11.8644 52.5985),Sachsen-Anhalt,Stendal,Stendal
DETH081,11.0104,50.9723,POINT (11.0104 50.9723),Thüringen,Erfurt,Erfurt
DEBY109,11.2202,47.9688,POINT (11.2202 47.9688),Bayern,Starnberg,Andechs
DEBY113,10.9635,49.6059,POINT (10.9635 49.6059),Bayern,Erlangen,Erlangen
DEBY072,12.5489,49.4385,POINT (12.5489 49.4385),Bayern,Cham,Tiefenbach
DEHB002,8.917,53.06,POINT (8.917 53.06),Bremen,Bremen,Bremen
DEHB011,8.5988,53.5853,POINT (8.5988 53.5853),Bremen,Bremerhaven,Bremerhaven
DEHE024,9.7746,51.2918,POINT (9.7746 51.2918),Hessen,Werra-Meißner-Kreis,Gutsbezirk Kaufunger Wald
DEHE030,8.7693,50.8043,POINT (8.7693 50.8043),Hessen,Marburg-Biedenkopf,Marburg
DEBY196,11.0572,47.4771,POINT (11.0572 47.4771),Bayern,Garmisch-Partenkirchen,Garmisch-Partenkirchen
DEHE032,9.8003,50.97,POINT (9.8003 50.97),Hessen,Hersfeld-Rotenburg,Bebra
DEBY121,12.1883,47.6485,POINT (12.1883 47.6485),Bayern,Rosenheim,Oberaudorf
DEBY079,12.8912,47.7334,POINT (12.8912 47.7334),Bayern,Berchtesgadener Land,Bad Reichenhall
DEBY189,11.4644,48.1817,POINT (11.4644 48.1817),Bayern,München (Kreisfreie Stadt),München
DEHE028,8.8173,49.6535,POINT (8.8173 49.6535),Hessen,Bergstraße,Fürth
DEBY187,10.5977,48.9522,POINT (10.5977 48.9522),Bayern,Donau-Ries,Oettingen i. Bay.
DEBY188,11.0279,49.3227,POINT (11.0279 49.3227),Bayern,Schwabach,Schwabach
DEBY123,11.0623,47.4832,POINT (11.0623 47.4832),Bayern,Garmisch-Partenkirchen,Garmisch-Partenkirchen
DEBY124,10.325,49.4441,POINT (10.325 49.4441),Bayern,Neustadt an der Aisch-Bad Windsh,Burgbernheim
DEBY122,10.4366,47.5411,POINT (10.4366 47.5411),Bayern,Oberallgäu,Bad Hindelang
DEHE008,8.7463,50.1253,POINT (8.7463 50.1253),Hessen,Frankfurt am Main,Frankfurt am Main
DEBY199,10.6254,49.5785,POINT (10.6254 49.5785),Bayern,Neustadt an der Aisch-Bad Windsh,Neustadt a.d. Aisch
DEHE043,8.5168,49.8252,POINT (8.5168 49.8252),Hessen,Groß-Gerau,Riedstadt
DEHE026,9.3994,50.1644,POINT (9.3994 50.1644),Hessen,Main-Kinzig-Kreis,Jossgrund
DEHE039,9.4594,50.7704,POINT (9.4594 50.7704),Hessen,Hersfeld-Rotenburg,Breitenbach a. Herzberg
DEHE052,8.4461,50.2219,POINT (8.4461 50.2219),Hessen,Hochtaunuskreis,Glashütten
DEHE046,8.9282,51.4309,POINT (8.9282 51.4309),Hessen,Waldeck-Frankenberg,Bad Arolsen
DEHE134,9.6802,50.5464,POINT (9.6802 50.5464),Hessen,Fulda,Fulda
DEHE112,8.2289,50.0721,POINT (8.2289 50.0721),Hessen,Wiesbaden,Wiesbaden
DEHE114,8.4619,49.602,POINT (8.4619 49.602),Hessen,Bergstraße,Lampertheim
DEHE136,8.6872,50.1124,POINT (8.6872 50.1124),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE051,9.9359,50.4977,POINT (9.9359 50.4977),Hessen,Fulda,Gersfeld (Rhön)
DEHE137,8.6711,50.5853,POINT (8.6711 50.5853),Hessen,Gießen,Gießen
DEHE144,8.6842,50.1094,POINT (8.6842 50.1094),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE146,8.6628,50.1043,POINT (8.6628 50.1043),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE098,8.0539,50.3845,POINT (8.0539 50.3845),Hessen,Limburg-Weilburg,Limburg a.d. Lahn
DEHE101,8.0704,50.3831,POINT (8.0704 50.3831),Hessen,Limburg-Weilburg,Limburg a.d. Lahn
DEHE099,8.0596,50.3862,POINT (8.0596 50.3862),Hessen,Limburg-Weilburg,Limburg a.d. Lahn
DEHE100,8.0591,50.3876,POINT (8.0591 50.3876),Hessen,Limburg-Weilburg,Limburg a.d. Lahn
DEHE102,8.7847,50.1014,POINT (8.7847 50.1014),Hessen,Offenbach am Main,Offenbach am Main
DEHE105,8.4917,50.5751,POINT (8.4917 50.5751),Hessen,Lahn-Dill-Kreis,Wetzlar
DEHE103,8.776,50.1024,POINT (8.776 50.1024),Hessen,Offenbach am Main,Offenbach am Main
DEHE111,8.4244,49.9956,POINT (8.4244 49.9956),Hessen,Groß-Gerau,Rüsselsheim
DEHE104,8.7728,50.1071,POINT (8.7728 50.1071),Hessen,Offenbach am Main,Offenbach am Main
DEHH016,10.0817,53.529,POINT (10.0817 53.529),Hamburg,Hamburg,Hamburg
DEHE132,8.6532,49.8694,POINT (8.6532 49.8694),Hessen,Darmstadt,Darmstadt
