Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;SPD;PDS;FDP;GRÜNE;NPD;PBC;Agrarb�ndnis;AfR;AMB;AU;AJL;Bv-L�ndlicher Raum;Bv;B�ndnis 90;BBLR;BFR;BfB;BfS;BB UER;BG;BMV;BUMV;GRAUE;Die Sozialen;ok;FORUM;Freie W�hlergemeinschaft;F-UER;HGR;MUG;RB;SAV;UWG Bansin;UWG Tramm;WG Bauernverband;Bauern;WGGM;WGK;WGLR;WG Prohn;"WG ""Rettet Prerow""";UR;WG Wittenhagen;Einzelbewerber
A;54;Ludwigslust;5425;D�mitz-Malli�;13054035;Gorlosen;2;2;471;311;66;87;822;229;218;94;79;41;17;7;x;x;x;x;x;x;x;x;99;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;29
P;54;Ludwigslust;5425;D�mitz-Malli�;13054035;Gorlosen;2;2;471;311;66;9,6;90,4;27,9;26,5;11,4;9,6;5;2,1;0,9;x;x;x;x;x;x;x;x;12;x;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,5
A;54;Ludwigslust;5425;D�mitz-Malli�;13054049;Karenz;1;1;236;157;66,5;24;438;143;64;117;14;9;4;0;x;x;x;x;x;x;x;x;85;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
P;54;Ludwigslust;5425;D�mitz-Malli�;13054049;Karenz;1;1;236;157;66,5;5,2;94,8;32,6;14,6;26,7;3,2;2,1;0,9;0;x;x;x;x;x;x;x;x;19,4;x;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
A;54;Ludwigslust;5425;D�mitz-Malli�;13054071;Malk G�hren;1;1;440;234;53,2;12;659;221;198;83;43;11;24;0;x;x;x;x;x;x;x;x;78;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
P;54;Ludwigslust;5425;D�mitz-Malli�;13054071;Malk G�hren;1;1;440;234;53,2;1,8;98,2;33,5;30;12,6;6,5;1,7;3,6;0;x;x;x;x;x;x;x;x;11,8;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
A;54;Ludwigslust;5425;D�mitz-Malli�;13054072;Malli�;3;3;1212;590;48,7;43;1552;546;444;294;75;41;36;6;x;x;x;x;x;x;x;x;97;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
P;54;Ludwigslust;5425;D�mitz-Malli�;13054072;Malli�;3;3;1212;590;48,7;2,7;97,3;35,2;28,6;18,9;4,8;2,6;2,3;0,4;x;x;x;x;x;x;x;x;6,3;x;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
A;54;Ludwigslust;5425;D�mitz-Malli�;13054079;Neu Kali�;2;2;1868;937;50,2;84;2680;690;516;390;799;36;68;4;x;x;x;x;x;x;x;x;175;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
P;54;Ludwigslust;5425;D�mitz-Malli�;13054079;Neu Kali�;2;2;1868;937;50,2;3;97;25,7;19,3;14,6;29,8;1,3;2,5;0,1;x;x;x;x;x;x;x;x;6,5;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
A;54;Ludwigslust;5425;D�mitz-Malli�;13054110;Vielank;4;4;1320;940;71,2;103;2582;1173;400;434;110;87;123;26;x;x;x;x;x;x;x;x;229;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
P;54;Ludwigslust;5425;D�mitz-Malli�;13054110;Vielank;4;4;1320;940;71,2;3,8;96,2;45,4;15,5;16,8;4,3;3,4;4,8;1;x;x;x;x;x;x;x;x;8,9;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
A;54;Ludwigslust;5425;D�mitz-Malli�;13054125;Grebs-Niendorf;2;2;558;393;70,4;59;1081;402;141;141;82;27;62;1;x;x;x;x;x;x;x;x;225;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
P;54;Ludwigslust;5425;D�mitz-Malli�;13054125;Grebs-Niendorf;2;2;558;393;70,4;5,2;94,8;37,2;13;13;7,6;2,5;5,7;0,1;x;x;x;x;x;x;x;x;20,8;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
A;55;Mecklenburg-Strelitz;5503;Neustrelitz, Stadt;13055050;Neustrelitz, Stadt;17;17;19194;6814;35,5;583;19452;6806;5155;4916;1100;851;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;624
P;55;Mecklenburg-Strelitz;5503;Neustrelitz, Stadt;13055050;Neustrelitz, Stadt;17;17;19194;6814;35,5;2,9;97,1;35;26,5;25,3;5,7;4,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,2
A;55;Mecklenburg-Strelitz;5504;Feldberger Seenlandschaft;13055082;Feldberger Seenlandschaft;9;9;4359;1914;43,9;159;5334;2171;1588;907;396;179;x;x;x;x;52;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;41
P;55;Mecklenburg-Strelitz;5504;Feldberger Seenlandschaft;13055082;Feldberger Seenlandschaft;9;9;4359;1914;43,9;2,9;97,1;40,7;29,8;17;7,4;3,4;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8
A;55;Mecklenburg-Strelitz;5513;Friedland;13055020;Friedland, Stadt;8;8;6417;2230;34,8;172;6348;3295;913;1388;573;107;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;72
P;55;Mecklenburg-Strelitz;5513;Friedland;13055020;Friedland, Stadt;8;8;6417;2230;34,8;2,6;97,4;51,9;14,4;21,9;9;1,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1
A;55;Mecklenburg-Strelitz;5513;Friedland;13055021;Genzkow;1;1;150;102;68;36;255;149;32;53;8;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8
P;55;Mecklenburg-Strelitz;5513;Friedland;13055021;Genzkow;1;1;150;102;68;12,4;87,6;58,4;12,5;20,8;3,1;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,1
A;55;Mecklenburg-Strelitz;5513;Friedland;13055022;Glienke;1;1;129;81;62,8;18;221;147;14;39;12;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0
P;55;Mecklenburg-Strelitz;5513;Friedland;13055022;Glienke;1;1;129;81;62,8;7,5;92,5;66,5;6,3;17,6;5,4;4,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0
A;55;Mecklenburg-Strelitz;5513;Friedland;13055085;Eichhorst;2;2;485;294;60,6;43;812;545;66;143;33;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13
P;55;Mecklenburg-Strelitz;5513;Friedland;13055085;Eichhorst;2;2;485;294;60,6;5;95;67,1;8,1;17,6;4,1;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6
A;55;Mecklenburg-Strelitz;5513;Friedland;13055088;Datzetal;2;2;865;459;53,1;87;1263;694;157;298;81;14;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19
P;55;Mecklenburg-Strelitz;5513;Friedland;13055088;Datzetal;2;2;865;459;53,1;6,4;93,6;54,9;12,4;23,6;6,4;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5
A;55;Mecklenburg-Strelitz;5513;Friedland;13055089;Galenbeck;5;5;1333;639;47,9;66;1813;754;610;326;73;28;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;22
P;55;Mecklenburg-Strelitz;5513;Friedland;13055089;Galenbeck;5;5;1333;639;47,9;3,5;96,5;41,6;33,6;18;4;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2
A;55;Mecklenburg-Strelitz;5515;Mirow;13055044;Mirow, Stadt;4;4;3491;1491;42,7;114;4141;1340;792;652;791;56;x;x;x;x;469;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;41
P;55;Mecklenburg-Strelitz;5515;Mirow;13055044;Mirow, Stadt;4;4;3491;1491;42,7;2,7;97,3;32,4;19,1;15,7;19,1;1,4;x;x;x;x;11,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1
A;55;Mecklenburg-Strelitz;5515;Mirow;13055058;Roggentin;1;1;649;331;51;16;911;340;186;265;55;22;x;x;x;x;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;18
P;55;Mecklenburg-Strelitz;5515;Mirow;13055058;Roggentin;1;1;649;331;51;1,7;98,3;37,3;20,4;29,1;6;2,4;x;x;x;x;2,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055004;Blankensee;3;3;1576;854;54,2;104;2388;853;359;843;146;109;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;78
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055004;Blankensee;3;3;1576;854;54,2;4,2;95,8;35,7;15;35,3;6,1;4,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,3
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055005;Blumenholz;1;1;686;418;60,9;45;1197;520;186;321;70;48;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;52
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055005;Blumenholz;1;1;686;418;60,9;3,6;96,4;43,4;15,5;26,8;5,8;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,3
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055011;Carpin;1;1;821;406;49,5;15;1188;467;215;302;35;152;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055011;Carpin;1;1;821;406;49,5;1,2;98,8;39,3;18,1;25,4;2,9;12,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055023;Godendorf;1;1;204;146;71,6;18;415;183;45;163;14;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055023;Godendorf;1;1;204;146;71,6;4,2;95,8;44,1;10,8;39,3;3,4;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055029;Gr�now;1;1;273;164;60,1;12;466;248;76;81;16;34;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055029;Gr�now;1;1;273;164;60,1;2,5;97,5;53,2;16,3;17,4;3,4;7,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,4
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055032;Hohenzieritz;1;1;479;308;64,3;25;899;259;79;408;37;34;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;82
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055032;Hohenzieritz;1;1;479;308;64,3;2,7;97,3;28,8;8,8;45,4;4,1;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9,1
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055035;Klein Vielen;1;1;658;423;64,3;14;1200;439;357;198;75;41;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;90
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055035;Klein Vielen;1;1;658;423;64,3;1,2;98,8;36,6;29,8;16,5;6,3;3,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7,5
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055037;Kratzeburg;1;1;467;253;54,2;13;698;309;93;202;32;28;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;34
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055037;Kratzeburg;1;1;467;253;54,2;1,8;98,2;44,3;13,3;28,9;4,6;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,9
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055045;M�llenbeck;1;1;668;314;47;24;885;511;106;152;54;23;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;39
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055045;M�llenbeck;1;1;668;314;47;2,6;97,4;57,7;12;17,2;6,1;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,4
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055070;Userin;1;1;651;459;70,5;15;1333;412;188;610;53;51;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055070;Userin;1;1;651;459;70,5;1,1;98,9;30,9;14,1;45,8;4;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4
A;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055086;Wokuhl-Dabelow;1;1;514;317;61,7;36;897;290;221;242;68;49;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;27
P;55;Mecklenburg-Strelitz;5516;Neustrelitz-Land;13055086;Wokuhl-Dabelow;1;1;514;317;61,7;3,9;96,1;32,3;24,6;27;7,6;5,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3
A;55;Mecklenburg-Strelitz;5517;Neverin;13055002;Beseritz;1;1;130;109;83,8;9;318;226;19;48;20;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4
P;55;Mecklenburg-Strelitz;5517;Neverin;13055002;Beseritz;1;1;130;109;83,8;2,8;97,2;71,1;6;15,1;6,3;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3
A;55;Mecklenburg-Strelitz;5517;Neverin;13055003;Blankenhof;1;1;646;361;55,9;42;1022;560;160;233;35;18;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;16
P;55;Mecklenburg-Strelitz;5517;Neverin;13055003;Blankenhof;1;1;646;361;55,9;3,9;96,1;54,8;15,7;22,8;3,4;1,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6
A;55;Mecklenburg-Strelitz;5517;Neverin;13055008;Brunn;4;4;1038;674;64,9;98;1860;1000;152;238;439;22;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9
P;55;Mecklenburg-Strelitz;5517;Neverin;13055008;Brunn;4;4;1038;674;64,9;5;95;53,8;8,2;12,8;23,6;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5
A;55;Mecklenburg-Strelitz;5517;Neverin;13055046;Neddemin;1;1;286;161;56,3;27;445;165;32;99;121;21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7
P;55;Mecklenburg-Strelitz;5517;Neverin;13055046;Neddemin;1;1;286;161;56,3;5,7;94,3;37,1;7,2;22,2;27,2;4,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6
A;55;Mecklenburg-Strelitz;5517;Neverin;13055049;Neuenkirchen;2;2;1121;706;63;27;2002;922;597;340;80;32;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;31
P;55;Mecklenburg-Strelitz;5517;Neverin;13055049;Neuenkirchen;2;2;1121;706;63;1,3;98,7;46,1;29,8;17;4;1,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5
A;55;Mecklenburg-Strelitz;5517;Neverin;13055051;Neverin;1;1;996;579;58,1;20;1656;1061;152;267;142;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;18
P;55;Mecklenburg-Strelitz;5517;Neverin;13055051;Neverin;1;1;996;579;58,1;1,2;98,8;64,1;9,2;16,1;8,6;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1
A;55;Mecklenburg-Strelitz;5517;Neverin;13055066;Staven;2;2;468;289;61,8;42;802;525;65;120;55;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;24
P;55;Mecklenburg-Strelitz;5517;Neverin;13055066;Staven;2;2;468;289;61,8;5;95;65,5;8,1;15;6,9;1,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3
A;55;Mecklenburg-Strelitz;5517;Neverin;13055069;Trollenhagen;1;1;940;508;54;39;1468;665;209;387;101;37;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;69
P;55;Mecklenburg-Strelitz;5517;Neverin;13055069;Trollenhagen;1;1;940;508;54;2,6;97,4;45,3;14,2;26,4;6,9;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,7
A;55;Mecklenburg-Strelitz;5517;Neverin;13055076;Woggersin;1;1;465;302;64,9;30;862;266;71;99;383;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;16
P;55;Mecklenburg-Strelitz;5517;Neverin;13055076;Woggersin;1;1;465;302;64,9;3,4;96,6;30,9;8,2;11,5;44,4;3,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9
A;55;Mecklenburg-Strelitz;5517;Neverin;13055079;Wulkenzin;2;2;1346;814;60,5;82;2308;871;316;750;187;95;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;89
P;55;Mecklenburg-Strelitz;5517;Neverin;13055079;Wulkenzin;2;2;1346;814;60,5;3,4;96,6;37,7;13,7;32,5;8,1;4,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,9
A;55;Mecklenburg-Strelitz;5517;Neverin;13055081;Zirzow;1;1;303;211;69,6;39;585;340;63;86;57;20;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19
P;55;Mecklenburg-Strelitz;5517;Neverin;13055081;Zirzow;1;1;303;211;69,6;6,3;93,8;58,1;10,8;14,7;9,7;3,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,2
A;55;Mecklenburg-Strelitz;5517;Neverin;13055090;Sponholz;2;2;711;430;60,5;84;1193;575;224;278;58;31;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;27
P;55;Mecklenburg-Strelitz;5517;Neverin;13055090;Sponholz;2;2;711;430;60,5;6,6;93,4;48,2;18,8;23,3;4,9;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3
A;55;Mecklenburg-Strelitz;5518;Wesenberg;13055055;Priepert;1;1;267;151;56,6;15;423;110;111;78;81;29;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8
P;55;Mecklenburg-Strelitz;5518;Wesenberg;13055055;Priepert;1;1;267;151;56,6;3,4;96,6;26;26,2;18,4;19,1;6,9;x;x;x;x;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9
A;55;Mecklenburg-Strelitz;5518;Wesenberg;13055074;Wesenberg, Stadt;5;5;2895;1179;40,7;174;3088;1199;570;650;474;153;x;x;x;x;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17
P;55;Mecklenburg-Strelitz;5518;Wesenberg;13055074;Wesenberg, Stadt;5;5;2895;1179;40,7;5,3;94,7;38,8;18,5;21;15,3;5;x;x;x;x;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6
A;55;Mecklenburg-Strelitz;5518;Wesenberg;13055080;Wustrow;1;1;626;306;48,9;21;879;395;167;186;75;36;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7
P;55;Mecklenburg-Strelitz;5518;Wesenberg;13055080;Wustrow;1;1;626;306;48,9;2,3;97,7;44,9;19;21,2;8,5;4,1;x;x;x;x;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8
A;55;Mecklenburg-Strelitz;5520;Stargarder Land;13055009;Burg Stargard, Stadt;3;3;4107;1742;42,4;219;4937;2403;973;1063;317;103;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;78
P;55;Mecklenburg-Strelitz;5520;Stargarder Land;13055009;Burg Stargard, Stadt;3;3;4107;1742;42,4;4,2;95,8;48,7;19,7;21,5;6,4;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6
