Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Normalized Pollution Level
DEBW038,SO2,1990,0.0,count,Traffic,urban,BW,Bodenseekreis,Friedrichshafen,0.0016450648055832502
DEHE021,SO2,1990,89.432,ug/m3,Traffic,urban,HE,Wiesbaden,Wiesbaden,0.003131139913592556
DEBY068,SO2,1990,80.5,ug/m3,Traffic,urban,BY,Schweinfurt (Kreisfreie Stadt),Schweinfurt,0.002982718511133267
DEBY003,SO2,1990,13.506,ug/m3,Background,urban,BY,Aschaffenburg (Kreisfreie Stadt),Aschaffenburg,0.0018694915254237289
DEBW014,NO2,1990,34.218,ug/m3,Industrial,suburban,BW,Stuttgart,Stuttgart,0.0022136590229312066
DEBY077,SO2,1990,133.833,ug/m3,Background,suburban,BY,Würzburg (Kreisfreie Stadt),Würzburg,0.0038689431704885344
DEHE035,NO2,1990,55.0,ug/m3,Traffic,urban,HE,Kassel (Kreisfreie Stadt),Kassel,0.002558989697573945
DENI011,SO2,1990,218.5,ug/m3,Background,suburban,NI,Braunschweig,Braunschweig,0.00527583914921901
DEBW051,NO2,1990,0.0,count,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn,0.0016450648055832502
DEBW052,SO2,1990,1.0,count,Background,urban,BW,Konstanz,Konstanz,0.001661681621801263
DEBW052,SO2,1990,261.3,ug/m3,Background,urban,BW,Konstanz,Konstanz,0.0059870388833499506
DEBE001,SO2,1990,38.568,ug/m3,Background,suburban,BE,Berlin,Berlin,0.002285942173479561
DEBE001,O3,1990,126.125,ug/m3,Background,suburban,BE,Berlin,Berlin,0.003740860751080093
DEBE001,O3,1990,124.75,ug/m3,Background,suburban,BE,Berlin,Berlin,0.0037180126287803257
DEBE004,SO2,1990,316.0,ug/m3,Background,rural,BE,Berlin,Berlin,0.006895978730475241
DEBY076,O3,1990,50.375,ug/m3,Traffic,urban,BY,Würzburg (Kreisfreie Stadt),Würzburg,0.0024821369225656365
DEBY076,O3,1990,8.25,ug/m3,Traffic,urban,BY,Würzburg (Kreisfreie Stadt),Würzburg,0.0017821535393818544
DEBY015,NO2,1990,153.0,ug/m3,Background,urban,BY,Erlangen,Erlangen,0.004187437686939182
DEBY016,SO2,1990,158.708,ug/m3,Background,suburban,BY,Erlangen,Erlangen,0.004282286473911598
DEBY016,SO2,1990,0.0,count,Background,suburban,BY,Erlangen,Erlangen,0.0016450648055832502
DEHH001,SO2,1990,19.614,ug/m3,Background,urban,HH,Hamburg,Hamburg,0.00197098703888335
DEHH002,SO2,1990,7.0,count,Background,urban,HH,Hamburg,Hamburg,0.0017613825191093386
DEHH002,SO2,1990,235.0,ug/m3,Background,urban,HH,Hamburg,Hamburg,0.005550016616816218
DEHH003,SO2,1990,353.0,ug/m3,Background,urban,HH,Hamburg,Hamburg,0.0075108009305417086
DEHH003,SO2,1990,226.0,ug/m3,Background,urban,HH,Hamburg,Hamburg,0.005400465270854104
DEHH005,SO2,1990,17.747,ug/m3,Background,suburban,HH,Hamburg,Hamburg,0.0019399634430043204
DEHE003,NO2,1990,111.477,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.003497457627118644
DEHE004,NO2,1990,184.5,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.00471086739780658
DEHE007,SO2,1990,12.5,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.001852775008308408
DEHH007,NO2,1990,49.676,ug/m3,Background,suburban,HH,Hamburg,Hamburg,0.0024705217680292455
DEBW024,SO2,1990,19.456,ug/m3,Background,suburban,BW,Ludwigsburg,Ludwigsburg,0.001968361581920904
DEBW024,SO2,1990,0.0,count,Background,suburban,BW,Ludwigsburg,Ludwigsburg,0.0016450648055832502
DEBW024,SO2,1990,107.5,ug/m3,Background,suburban,BW,Ludwigsburg,Ludwigsburg,0.003431372549019608
DEBW024,SO2,1990,14.5,ug/m3,Background,suburban,BW,Ludwigsburg,Ludwigsburg,0.0018860086407444334
DEBY015,SO2,1990,226.0,ug/m3,Background,urban,BY,Erlangen,Erlangen,0.005400465270854104
DENI054,SO2,1990,9.841,ug/m3,Background,urban,NI,Region Hannover,Hannover,0.0018085908939847123
DEBE008,SO2,1990,26.0,count,Background,suburban,BE,Berlin,Berlin,0.0020771020272515785
DEBE009,SO2,1990,261.542,ug/m3,Background,suburban,BE,Berlin,Berlin,0.005991060152874709
DEBW051,O3,1990,84.619,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn,0.003051163177135261
DEBW052,SO2,1990,120.4,ug/m3,Background,urban,BW,Konstanz,Konstanz,0.003645729478231971
DEBE010,SO2,1990,398.0,ug/m3,Background,urban,BE,Berlin,Berlin,0.008258557660352276
DEHE010,O3,1990,4.0,count,Background,urban,HE,Gießen,Gießen,0.0017115320704553009
DEHE010,O3,1990,70.0,ug/m3,Background,urban,HE,Gießen,Gießen,0.0028082419408441343
DEBE014,SO2,1990,225.583,ug/m3,Traffic,urban,BE,Berlin,Berlin,0.005393536058491193
DEHH009,NO2,1990,202.0,ug/m3,Traffic,urban,HH,Hamburg,Hamburg,0.005001661681621802
DEHH009,NO2,1990,140.0,ug/m3,Traffic,urban,HH,Hamburg,Hamburg,0.0039714190761050185
DEHH011,NO2,1990,136.0,ug/m3,Background,suburban,HH,Hamburg,Hamburg,0.0039049518112329678
DEHH012,SO2,1990,9.0,ug/m3,Background,suburban,HH,Hamburg,Hamburg,0.001794616151545364
DEHH013,SO2,1990,172.708,ug/m3,Industrial,suburban,HH,Hamburg,Hamburg,0.004514921900963775
DEHH013,NO2,1990,30.565,ug/m3,Industrial,suburban,HH,Hamburg,Hamburg,0.002152957793286806
DEHH013,NO2,1990,28.0,ug/m3,Industrial,suburban,HH,Hamburg,Hamburg,0.0021103356596876037
DEHH014,NO2,1990,128.0,ug/m3,Background,urban,HH,Hamburg,Hamburg,0.003772017281488867
DEBE005,SO2,1990,468.0,ug/m3,Background,suburban,BE,Berlin,Berlin,0.00942173479561316
DEHE035,SO2,1990,0.0,count,Traffic,urban,HE,Kassel (Kreisfreie Stadt),Kassel,0.0016450648055832502
DEHH019,SO2,1990,210.0,ug/m3,Industrial,urban,HH,Hamburg,Hamburg,0.005134596211365902
DEHH019,NO2,1990,34.75,ug/m3,Industrial,urban,HH,Hamburg,Hamburg,0.002222499169159189
DEBE006,SO2,1990,303.333,ug/m3,Background,suburban,BE,Berlin,Berlin,0.006685493519441675
DEBE006,SO2,1990,248.958,ug/m3,Background,suburban,BE,Berlin,Berlin,0.005781954137587238
DEBE007,SO2,1990,44.091,ug/m3,Background,suburban,BE,Berlin,Berlin,0.002377716849451645
DEBE007,SO2,1990,324.0,ug/m3,Background,suburban,BE,Berlin,Berlin,0.007028913260219342
DEBE009,SO2,1990,43.684,ug/m3,Background,suburban,BE,Berlin,Berlin,0.002370953805250914
DEBE010,SO2,1990,66.0,count,Background,urban,BE,Berlin,Berlin,0.0027417746759720836
DEBW002,SO2,1990,0.0,count,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe,0.0016450648055832502
DEBW002,SO2,1990,190.4,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe,0.0048089066134928546
DEBW002,SO2,1990,113.35,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe,0.0035285809238949817
DEBE020,SO2,1990,290.708,ug/m3,Background,urban,BE,Berlin,Berlin,0.006475706214689266
DEBE020,SO2,1990,231.708,ug/m3,Background,urban,BE,Berlin,Berlin,0.00549531405782652
DEBE025,SO2,1990,324.0,ug/m3,Background,suburban,BE,Berlin,Berlin,0.007028913260219342
DEBE025,SO2,1990,15.0,count,Background,suburban,BE,Berlin,Berlin,0.0018943170488534397
DEBW051,O3,1990,97.273,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn,0.0032614323695579926
DEBW051,O3,1990,181.944,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn,0.0046683948155533395
DEBW051,NO2,1990,122.0,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn,0.003672316384180791
DEBE029,SO2,1990,308.0,ug/m3,Background,suburban,BE,Berlin,Berlin,0.00676304420073114
DENW009,O3,1990,29.875,ug/m3,Background,suburban,NW,Dortmund,Dortmund,0.0021414921900963775
DEHE012,O3,1990,106.75,ug/m3,Background,urban,HE,Kassel (Kreisfreie Stadt),Kassel,0.0034189099368560983
DEBE012,SO2,1990,27.0,ug/m3,Background,suburban,BE,Berlin,Berlin,0.002093718843469591
DEHE014,O3,1990,101.896,ug/m3,Traffic,urban,HE,Kassel (Kreisfreie Stadt),Kassel,0.003338251910933865
DEBE013,SO2,1990,312.0,ug/m3,Background,rural,BE,Berlin,Berlin,0.0068295114656031905
DEBE014,SO2,1990,41.0,ug/m3,Traffic,urban,BE,Berlin,Berlin,0.002326354270521768
DEBE014,O3,1990,58.5,ug/m3,Traffic,urban,BE,Berlin,Berlin,0.002617148554336989
DEBE014,NO2,1990,200.0,ug/m3,Traffic,urban,BE,Berlin,Berlin,0.004968428049185776
DEBY018,SO2,1990,45.667,ug/m3,Background,suburban,BY,Erlangen,Erlangen,0.002403904951811233
DEBW002,NO2,1990,5.0,count,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe,0.0017281488866733134
DEHE003,O3,1990,8092.0,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.13610834164174143
DEHE003,NO2,1990,51.943,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.00250819209039548
DEHH001,NO2,1990,212.0,ug/m3,Background,urban,HH,Hamburg,Hamburg,0.005167829843801927
DEHH004,NO2,1990,0.0,count,Background,suburban,HH,Hamburg,Hamburg,0.0016450648055832502
DEBE033,O3,1990,39.737,ug/m3,Industrial,urban,BE,Berlin,Berlin,0.002305367231638418
DEBE014,NO2,1990,150.0,ug/m3,Traffic,urban,BE,Berlin,Berlin,0.004137587238285145
DEBY038,SO2,1990,87.042,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München,0.0030914257228315057
DEBY040,SO2,1990,0.0,count,Traffic,urban,BY,München (Kreisfreie Stadt),München,0.0016450648055832502
DEBE016,NO2,1990,38.749,ug/m3,Background,urban,BE,Berlin,Berlin,0.0022889498172150215
DEBE021,SO2,1990,240.875,ug/m3,Background,suburban,BE,Berlin,Berlin,0.005647640412097042
DEBY038,SO2,1990,152.0,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München,0.00417082087072117
DEBE025,SO2,1990,28.0,ug/m3,Background,suburban,BE,Berlin,Berlin,0.0021103356596876037
DEBW051,O3,1990,30547.0,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn,0.5092389498172151
DEBW051,O3,1990,14.8,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn,0.001890993685609837
DEBE026,SO2,1990,34.0,ug/m3,Industrial,rural,BE,Berlin,Berlin,0.0022100365569956795
DEBE027,SO2,1990,193.25,ug/m3,Industrial,rural,BE,Berlin,Berlin,0.004856264539714191
DEBW012,SO2,1990,12.55,ug/m3,Background,urban,BW,Stuttgart,Stuttgart,0.0018536058491193086
DEBW012,SO2,1990,0.0,count,Background,urban,BW,Stuttgart,Stuttgart,0.0016450648055832502
DEBE029,SO2,1990,27.0,ug/m3,Background,suburban,BE,Berlin,Berlin,0.002093718843469591
DEBE032,SO2,1990,32.476,ug/m3,Background,rural,BE,Berlin,Berlin,0.0021847125290794284
DEBW083,SO2,1990,71.0,ug/m3,Traffic,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau,0.002824858757062147
DEBW083,O3,1990,43001.0,ug/m3,Traffic,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau,0.7161847789963443
DEBW083,NO2,1990,32.163,ug/m3,Traffic,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau,0.0021795114656031904
DEBW014,SO2,1990,98.3,ug/m3,Industrial,suburban,BW,Stuttgart,Stuttgart,0.003278497839813892
DEBW014,O3,1990,266.2,ug/m3,Industrial,suburban,BW,Stuttgart,Stuttgart,0.006068461282818212
DEBW011,SO2,1990,107.9,ug/m3,Traffic,urban,BW,Stuttgart,Stuttgart,0.003438019275506813
DEBW012,SO2,1990,52.35,ug/m3,Background,urban,BW,Stuttgart,Stuttgart,0.002514955134596211
DEBW012,O3,1990,111.121,ug/m3,Background,urban,BW,Stuttgart,Stuttgart,0.003491542040545031
DEBW012,O3,1990,182.95,ug/m3,Background,urban,BW,Stuttgart,Stuttgart,0.0046851113326686605
DEBW012,O3,1990,114.544,ug/m3,Background,urban,BW,Stuttgart,Stuttgart,0.0035484214024592885
DEHE017,NO2,1990,173.5,ug/m3,Background,urban,HE,Offenbach am Main,Offenbach am Main,0.004528082419408441
DEBW002,SO2,1990,112.85,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe,0.003520272515785975
DEHE017,NO2,1990,41.5,ug/m3,Background,urban,HE,Offenbach am Main,Offenbach am Main,0.0023346626786307743
DEHE004,NO2,1990,53.0,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.0025257560651379195
DEHH006,SO2,1990,7.0,count,Background,urban,HH,Hamburg,Hamburg,0.0017613825191093386
DEHH006,O3,1990,100.083,ug/m3,Background,urban,HH,Hamburg,Hamburg,0.003308125623130608
DEBE033,O3,1990,3808.0,ug/m3,Industrial,urban,BE,Berlin,Berlin,0.06492190096377534
DEBE034,SO2,1990,42.333,ug/m3,Background,urban,BE,Berlin,Berlin,0.0023485044865403787
DEBE034,SO2,1990,37.0,count,Background,urban,BE,Berlin,Berlin,0.0022598870056497176
DEHE007,O3,1990,2012.0,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.03507809903622466
DEHE007,O3,1990,18.459,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.0019517946161515453
DEHE007,O3,1990,2.0,count,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.0016782984380192755
DEHE007,O3,1990,143.375,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.004027500830840811
DEHE007,NO2,1990,83.955,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.0030401296111665
DEBE035,SO2,1990,332.0,ug/m3,Industrial,urban,BE,Berlin,Berlin,0.007161847789963443
DEBW002,O3,1990,15612.0,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe,0.2610667996011964
DEHE008,SO2,1990,78.021,ug/m3,Background,urban,HE,Frankfurt am Main,Frankfurt am Main,0.0029415254237288137
DEBW002,O3,1990,14.0,count,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe,0.0018777002326354271
DEHH009,SO2,1990,322.0,ug/m3,Traffic,urban,HH,Hamburg,Hamburg,0.006995679627783317
DEHE010,SO2,1990,17.117,ug/m3,Background,urban,HE,Gießen,Gießen,0.0019294948487869725
DEHE010,SO2,1990,83.457,ug/m3,Background,urban,HE,Gießen,Gießen,0.00303185443668993
DEHE010,SO2,1990,0.0,count,Background,urban,HE,Gießen,Gießen,0.0016450648055832502
DEHH009,NO2,1990,2.0,count,Traffic,urban,HH,Hamburg,Hamburg,0.0016782984380192755
DEBW012,NO2,1990,175.35,ug/m3,Background,urban,BW,Stuttgart,Stuttgart,0.004558823529411765
DEBW014,SO2,1990,95.75,ug/m3,Industrial,suburban,BW,Stuttgart,Stuttgart,0.0032361249584579596
DEBY039,SO2,1990,61.333,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München,0.0026642239946826187
DEBY039,SO2,1990,85.0,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München,0.0030574941841143236
DEBW014,NO2,1990,108.7,ug/m3,Industrial,suburban,BW,Stuttgart,Stuttgart,0.0034513127284812226
DEBW014,NO2,1990,0.0,count,Industrial,suburban,BW,Stuttgart,Stuttgart,0.0016450648055832502
DEBY059,NO2,1990,0.0,count,Traffic,urban,BY,Nürnberg,Nürnberg,0.0016450648055832502
DEBY040,SO2,1990,14.0,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München,0.0018777002326354271
DEBY061,SO2,1990,84.0,ug/m3,Traffic,urban,BY,Passau (Kreisfreie Stadt),Passau,0.003040877367896311
DEBE025,SO2,1990,20.0,count,Background,suburban,BE,Berlin,Berlin,0.0019774011299435027
DEBY061,O3,1990,70.5,ug/m3,Traffic,urban,BY,Passau (Kreisfreie Stadt),Passau,0.0028165503489531404
DEBY041,SO2,1990,6.0,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München,0.001744765702891326
DEBE026,SO2,1990,298.0,ug/m3,Industrial,rural,BE,Berlin,Berlin,0.006596876038551014
DEBW002,NO2,1990,47.259,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe,0.002430358923230309
DEBW032,O3,1990,122.206,ug/m3,Background,urban,BW,Pforzheim,Pforzheim,0.0036757394483217017
DEBY045,NO2,1990,186.348,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München,0.004741575274177468
DEBE032,SO2,1990,217.043,ug/m3,Background,rural,BE,Berlin,Berlin,0.005251628447989366
DEBE033,SO2,1990,22.0,ug/m3,Industrial,urban,BE,Berlin,Berlin,0.0020106347623795283
DEBW083,O3,1990,53.335,ug/m3,Traffic,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau,0.002531322698570954
DEBE033,NO2,1990,1.0,count,Industrial,urban,BE,Berlin,Berlin,0.001661681621801263
DEBY040,NO2,1990,61.302,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München,0.0026637088733798605
DEBY040,NO2,1990,59.958,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München,0.0026413758723828513
DEBY041,SO2,1990,9.681,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München,0.0018059322033898305
DEBY043,SO2,1990,0.0,count,Traffic,urban,BY,München (Kreisfreie Stadt),München,0.0016450648055832502
DEBY044,SO2,1990,7.917,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München,0.0017766201395812563
DEBY044,SO2,1990,125.0,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München,0.0037221668328348287
DEBY045,SO2,1990,0.0,count,Traffic,urban,BY,München (Kreisfreie Stadt),München,0.0016450648055832502
DEBY045,SO2,1990,0.0,count,Traffic,urban,BY,München (Kreisfreie Stadt),München,0.0016450648055832502
DEHE021,O3,1990,15.0,count,Traffic,urban,HE,Wiesbaden,Wiesbaden,0.0018943170488534397
DEHH012,SO2,1990,4.0,count,Background,suburban,HH,Hamburg,Hamburg,0.0017115320704553009
DEHH014,SO2,1990,228.0,ug/m3,Background,urban,HH,Hamburg,Hamburg,0.00543369890329013
DEHH014,NO2,1990,0.0,count,Background,urban,HH,Hamburg,Hamburg,0.0016450648055832502
DEHH018,SO2,1990,1.0,count,Background,suburban,HH,Hamburg,Hamburg,0.001661681621801263
DEBY061,O3,1990,57.625,ug/m3,Traffic,urban,BY,Passau (Kreisfreie Stadt),Passau,0.002602608840146228
DEBY061,O3,1990,136.0,ug/m3,Traffic,urban,BY,Passau (Kreisfreie Stadt),Passau,0.0039049518112329678
DEHE007,SO2,1990,79.659,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.0029687437686939182
DEHE007,SO2,1990,13.438,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.001868361581920904
DEBW011,SO2,1990,18.069,ug/m3,Traffic,urban,BW,Stuttgart,Stuttgart,0.0019453140578265206
DEBW011,SO2,1990,99.076,ug/m3,Traffic,urban,BW,Stuttgart,Stuttgart,0.0032913924891990695
DEHE007,O3,1990,16.522,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main,0.0019196078431372547
DEBE001,SO2,1990,19.0,count,Background,suburban,BE,Berlin,Berlin,0.00196078431372549
DEBE004,SO2,1990,10.0,count,Background,rural,BE,Berlin,Berlin,0.0018112329677633765
DEBE005,SO2,1990,27.0,count,Background,suburban,BE,Berlin,Berlin,0.002093718843469591
DEBW032,NO2,1990,100.476,ug/m3,Background,urban,BW,Pforzheim,Pforzheim,0.003314656031904287
DEBW012,O3,1990,35.78,ug/m3,Background,urban,BW,Stuttgart,Stuttgart,0.002239614489863742
DEBW012,O3,1990,19.0,count,Background,urban,BW,Stuttgart,Stuttgart,0.00196078431372549
DEBW009,SO2,1990,0.0,count,Traffic,urban,BW,Heidelberg,Heidelberg,0.0016450648055832502
DEHE010,NO2,1990,42.319,ug/m3,Background,urban,HE,Gießen,Gießen,0.002348271851113327
DEBW002,SO2,1990,65.73,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe,0.0027372881355932207
