Stimmart,AGS,Kreis,Kreis_Name,Gemeinde,Gemeindename,Wahlvorschlagsträger,Art des Wahl-vorschlags-trägers,Stimmen,Sitze,darunter Sitze weiblich,Wahlberechtigte,Wähler,Wähler B1,gültige Stimmen,Ungültige Stimmzettel
Gemeindevertretung,12051000,51,Brandenburg an der Havel,000,Brandenburg an der Havel,CDU,P,24948,14,3,63392,28468,0,82715,798
Gemeindevertretung,12051000,51,Brandenburg an der Havel,000,Brandenburg an der Havel,SPD,P,22361,12,5,63392,28468,0,82715,798
Gemeindevertretung,12051000,51,Brandenburg an der Havel,000,Brandenburg an der Havel,DIE LINKE,P,20185,11,6,63392,28468,0,82715,798
Gemeindevertretung,12051000,51,Brandenburg an der Havel,000,Brandenburg an der Havel,FDP,P,4553,3,0,63392,28468,0,82715,798
Gemeindevertretung,12051000,51,Brandenburg an der Havel,000,Brandenburg an der Havel,Gartenfreunde,WG,3043,2,0,63392,28468,0,82715,798
Gemeindevertretung,12051000,51,Brandenburg an der Havel,000,Brandenburg an der Havel,Pro Kirchmöser,WG,3039,2,1,63392,28468,0,82715,798
Gemeindevertretung,12051000,51,Brandenburg an der Havel,000,Brandenburg an der Havel,GRÜNE/B 90,P,3149,2,1,63392,28468,0,82715,798
Gemeindevertretung,12051000,51,Brandenburg an der Havel,000,Brandenburg an der Havel,UBB,WG,770,0,0,63392,28468,0,82715,798
Gemeindevertretung,12051000,51,Brandenburg an der Havel,000,Brandenburg an der Havel,EB Barsch,EB,357,0,0,63392,28468,0,82715,798
Gemeindevertretung,12051000,51,Brandenburg an der Havel,000,Brandenburg an der Havel,BVB/50Plus,LV,310,0,0,63392,28468,0,82715,798
Gemeindevertretung,12052000,52,Cottbus,000,Cottbus,DIE LINKE,P,29142,14,6,86477,36891,0,108384,687
Gemeindevertretung,12052000,52,Cottbus,000,Cottbus,CDU,P,19780,9,2,86477,36891,0,108384,687
Gemeindevertretung,12052000,52,Cottbus,000,Cottbus,SPD,P,31030,14,3,86477,36891,0,108384,687
Gemeindevertretung,12052000,52,Cottbus,000,Cottbus,AUB,WG,9114,4,1,86477,36891,0,108384,687
Gemeindevertretung,12052000,52,Cottbus,000,Cottbus,GRÜNE/B 90,P,5207,2,0,86477,36891,0,108384,687
Gemeindevertretung,12052000,52,Cottbus,000,Cottbus,FDP,P,6144,3,1,86477,36891,0,108384,687
Gemeindevertretung,12052000,52,Cottbus,000,Cottbus,FLC,WG,3342,2,2,86477,36891,0,108384,687
Gemeindevertretung,12052000,52,Cottbus,000,Cottbus,DSU,P,471,0,0,86477,36891,0,108384,687
Gemeindevertretung,12052000,52,Cottbus,000,Cottbus,NPD,P,3202,2,0,86477,36891,0,108384,687
Gemeindevertretung,12052000,52,Cottbus,000,Cottbus,SUB,WG,952,0,0,86477,36891,0,108384,687
Gemeindevertretung,12053000,53,Frankfurt (Oder),000,Frankfurt (Oder),DIE LINKE,P,23981,17,8,52366,22188,0,64107,720
Gemeindevertretung,12053000,53,Frankfurt (Oder),000,Frankfurt (Oder),CDU,P,11343,8,2,52366,22188,0,64107,720
Gemeindevertretung,12053000,53,Frankfurt (Oder),000,Frankfurt (Oder),SPD,P,13317,10,2,52366,22188,0,64107,720
Gemeindevertretung,12053000,53,Frankfurt (Oder),000,Frankfurt (Oder),BürgerBündnis,PV,2045,2,1,52366,22188,0,64107,720
Gemeindevertretung,12053000,53,Frankfurt (Oder),000,Frankfurt (Oder),FDP,P,4810,3,0,52366,22188,0,64107,720
Gemeindevertretung,12053000,53,Frankfurt (Oder),000,Frankfurt (Oder),FfF,WG,2053,2,2,52366,22188,0,64107,720
Gemeindevertretung,12053000,53,Frankfurt (Oder),000,Frankfurt (Oder),GRÜNE/B 90,P,1970,1,0,52366,22188,0,64107,720
Gemeindevertretung,12053000,53,Frankfurt (Oder),000,Frankfurt (Oder),BVB/50Plus,LV,1555,1,0,52366,22188,0,64107,720
Gemeindevertretung,12053000,53,Frankfurt (Oder),000,Frankfurt (Oder),BI Stadtentw.,WG,1949,1,1,52366,22188,0,64107,720
Gemeindevertretung,12053000,53,Frankfurt (Oder),000,Frankfurt (Oder),BI Stadtumbau,WG,1084,1,0,52366,22188,0,64107,720
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,DIE LINKE,P,58533,17,8,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,SPD,P,51055,15,7,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,CDU,P,22208,7,1,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,GRÜNE/B 90,P,15636,5,2,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,BürgerBündnis,PV,6304,2,1,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,FAMILIE,P,8287,2,0,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,Andere,WG,9363,3,1,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,FDP,P,8600,3,1,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,DVU,P,3734,1,0,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,KWG,WG,367,0,0,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,Aktionsbündnis N/W,WG,2617,1,0,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,BVB/50Plus,LV,1083,0,0,125520,64910,0,188731,1584
Gemeindevertretung,12054000,54,Potsdam,000,Potsdam,DKP,P,944,0,0,125520,64910,0,188731,1584
Gemeindevertretung,12060005,60,Barnim,005,Ahrensfelde,DIE LINKE,P,2727,4,2,11296,5615,0,16256,141
Gemeindevertretung,12060005,60,Barnim,005,Ahrensfelde,CDU,P,3881,5,0,11296,5615,0,16256,141
Gemeindevertretung,12060005,60,Barnim,005,Ahrensfelde,SPD,P,2452,3,1,11296,5615,0,16256,141
Gemeindevertretung,12060005,60,Barnim,005,Ahrensfelde,FDP,P,785,1,0,11296,5615,0,16256,141
Gemeindevertretung,12060005,60,Barnim,005,Ahrensfelde,Freie Wählergemeinschaft,WG,4339,6,2,11296,5615,0,16256,141
Gemeindevertretung,12060005,60,Barnim,005,Ahrensfelde,Bürgerverein Eiche e.V.,WG,1626,2,1,11296,5615,0,16256,141
Gemeindevertretung,12060005,60,Barnim,005,Ahrensfelde,Die Unabhängigen,P,270,1,1,11296,5615,0,16256,141
Gemeindevertretung,12060005,60,Barnim,005,Ahrensfelde,Einzelwahlvorschlag Siebert,EB,176,0,0,11296,5615,0,16256,141
Gemeindevertretung,12060012,60,Barnim,012,Althüttendorf,DIE LINKE,P,92,1,0,565,331,13,948,13
Gemeindevertretung,12060012,60,Barnim,012,Althüttendorf,Freiwillige Feuerwehr Neugrimnitz,WG,248,3,0,565,331,13,948,13
Gemeindevertretung,12060012,60,Barnim,012,Althüttendorf,Gaedeke,EB,96,1,1,565,331,13,948,13
Gemeindevertretung,12060012,60,Barnim,012,Althüttendorf,Hennig,EB,39,0,0,565,331,13,948,13
Gemeindevertretung,12060012,60,Barnim,012,Althüttendorf,Riedel,EB,120,1,0,565,331,13,948,13
Gemeindevertretung,12060012,60,Barnim,012,Althüttendorf,Tradition und Zukunft Althüttendorf,WG,353,4,0,565,331,13,948,13
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,CDU,P,5581,5,1,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,SPD,P,6981,7,3,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,DIE LINKE,P,14780,14,5,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,FDP,P,1175,1,0,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,GRÜNE/B 90,P,1435,1,0,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,DVU,P,920,1,1,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,Wir für Schönow e.V,WG,1090,1,0,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,Die Unabhängigen,WG,3139,3,0,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,Alternative Jugendliste Bernau,WG,1030,1,0,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,Bürger für Ladeburg,WG,738,1,1,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,Unabhängige Wählergemeinschaft Schönow,WG,693,1,0,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,Bürgerinitiative Lobetal,WG,361,0,0,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,Bürgerliste Waldfrieden/Waldsiedlung,WG,256,0,0,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,Diana Sandler,EB,70,0,0,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,Gerhard Scherf,EB,137,0,0,30821,13168,2008,38689,222
Gemeindevertretung,12060020,60,Barnim,020,Bernau bei Berlin,Horst Werner,EB,303,0,0,30821,13168,2008,38689,222
Gemeindevertretung,12060024,60,Barnim,024,Biesenthal,DIE LINKE,P,3150,7,3,4747,2591,,7538,60
Gemeindevertretung,12060024,60,Barnim,024,Biesenthal,CDU,P,1252,3,0,4747,2591,,7538,60
Gemeindevertretung,12060024,60,Barnim,024,Biesenthal,SPD,P,1116,3,0,4747,2591,,7538,60
Gemeindevertretung,12060024,60,Barnim,024,Biesenthal,WG Büger für Biesenth,WG,515,1,0,4747,2591,,7538,60
Gemeindevertretung,12060024,60,Barnim,024,Biesenthal,NPD,P,514,1,0,4747,2591,,7538,60
Gemeindevertretung,12060024,60,Barnim,024,Biesenthal,GRÜNE/B 90,P,475,1,1,4747,2591,,7538,60
Gemeindevertretung,12060024,60,Barnim,024,Biesenthal,FDP,P,261,1,0,4747,2591,,7538,60
Gemeindevertretung,12060024,60,Barnim,024,Biesenthal,WG Pro Danewitz,WG,255,1,0,4747,2591,,7538,60
Gemeindevertretung,12060034,60,Barnim,034,Breydin,SPD,P,339,3,0,706,457,,1309,18
Gemeindevertretung,12060034,60,Barnim,034,Breydin,FDP,P,115,1,1,706,457,,1309,18
Gemeindevertretung,12060034,60,Barnim,034,Breydin,BVB,WG,366,3,2,706,457,,1309,18
Gemeindevertretung,12060034,60,Barnim,034,Breydin,WG Pro Breydin,WG,414,3,1,706,457,,1309,18
Gemeindevertretung,12060034,60,Barnim,034,Breydin,EB Bredereck,EB,65,0,0,706,457,,1309,18
Gemeindevertretung,12060034,60,Barnim,034,Breydin,EB Zänkert,EB,10,0,0,706,457,,1309,18
Gemeindevertretung,12060036,60,Barnim,036,Britz,FDP,P,116,1,1,1975,1033,87,3038,34
Gemeindevertretung,12060036,60,Barnim,036,Britz,Unabhängige Wählergemeinschft Britz,WG,2141,8,1,1975,1033,87,3038,34
Gemeindevertretung,12060036,60,Barnim,036,Britz,Lange,EB,429,1,0,1975,1033,87,3038,34
Gemeindevertretung,12060036,60,Barnim,036,Britz,Marten,EB,248,1,0,1975,1033,87,3038,34
Gemeindevertretung,12060036,60,Barnim,036,Britz,Petack,EB,104,0,0,1975,1033,87,3038,34
Gemeindevertretung,12060045,60,Barnim,045,Chorin,DIE LINKE,P,374,1,0,2156,1292,111,3635,69
Gemeindevertretung,12060045,60,Barnim,045,Chorin,Wählergemeinschaft für gelichberechtigte und dorftypische Entwicklung,WG,1236,5,1,2156,1292,111,3635,69
Gemeindevertretung,12060045,60,Barnim,045,Chorin,Liste für konstruktive Kommunalpolitik,WG,529,2,0,2156,1292,111,3635,69
Gemeindevertretung,12060045,60,Barnim,045,Chorin,Unabhängige Wählergemeinschaft Brodowin,WG,565,3,1,2156,1292,111,3635,69
Gemeindevertretung,12060045,60,Barnim,045,Chorin,Wählergruppe Serwest,WG,470,2,1,2156,1292,111,3635,69
Gemeindevertretung,12060045,60,Barnim,045,Chorin,Kirschke,EB,155,1,0,2156,1292,111,3635,69
Gemeindevertretung,12060045,60,Barnim,045,Chorin,Frenz,EB,89,0,0,2156,1292,111,3635,69
Gemeindevertretung,12060045,60,Barnim,045,Chorin,Engel,EB,149,1,0,2156,1292,111,3635,69
Gemeindevertretung,12060045,60,Barnim,045,Chorin,Klamann,EB,68,0,0,2156,1292,111,3635,69
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,DIE LINKE,P,9410,9,3,35343,12480,1616,35562,374
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,CDU,P,3792,4,0,35343,12480,1616,35562,374
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,SPD,P,7094,7,3,35343,12480,1616,35562,374
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,GRÜNE/B 90,P,2896,3,1,35343,12480,1616,35562,374
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,FDP,P,4911,5,0,35343,12480,1616,35562,374
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,BfB,WG,1865,2,0,35343,12480,1616,35562,374
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,EV  Bohn,EB,294,0,0,35343,12480,1616,35562,374
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,Bündnis,WG,1835,2,0,35343,12480,1616,35562,374
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,BKB/AfW,WG,2656,3,0,35343,12480,1616,35562,374
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,EV  Kikow,EB,182,0,0,35343,12480,1616,35562,374
Gemeindevertretung,12060052,60,Barnim,052,Eberswalde,EV Mai,EB,627,1,0,35343,12480,1616,35562,374
Gemeindevertretung,12060068,60,Barnim,068,Friedrichswalde,Ströbele,EB,351,2,0,776,563,71,1634,17
Gemeindevertretung,12060068,60,Barnim,068,Friedrichswalde,Westphal,EB,110,1,0,776,563,71,1634,17
Gemeindevertretung,12060068,60,Barnim,068,Friedrichswalde,Jaensch Heimfried,EB,156,1,0,776,563,71,1634,17
Gemeindevertretung,12060068,60,Barnim,068,Friedrichswalde,Senften,EB,107,0,0,776,563,71,1634,17
Gemeindevertretung,12060068,60,Barnim,068,Friedrichswalde,Für die Gemeinde Friedrichswalde,WG,627,4,0,776,563,71,1634,17
Gemeindevertretung,12060068,60,Barnim,068,Friedrichswalde,Jaensch Mario,EB,131,1,0,776,563,71,1634,17
Gemeindevertretung,12060068,60,Barnim,068,Friedrichswalde,Muster,EB,31,0,0,776,563,71,1634,17
Gemeindevertretung,12060068,60,Barnim,068,Friedrichswalde,Schädler,EB,121,1,1,776,563,71,1634,17
Gemeindevertretung,12060092,60,Barnim,092,Hohenfinow,Parteilose Wählergruppe Hohenfinow,WG,591,7,2,447,235,8,682,7
Gemeindevertretung,12060092,60,Barnim,092,Hohenfinow,Kindermann,EB,44,0,0,447,235,8,682,7
Gemeindevertretung,12060092,60,Barnim,092,Hohenfinow,Schiller,EB,47,1,0,447,235,8,682,7
Gemeindevertretung,12060096,60,Barnim,096,Hohensaaten,Bündnis für Freienwalde,WG,786,8,3,708,271,12,786,9
Gemeindevertretung,12060100,60,Barnim,100,Joachimsthal,DIE LINKE,P,539,2,1,2860,1349,178,3863,51
Gemeindevertretung,12060100,60,Barnim,100,Joachimsthal,CDU,P,587,3,1,2860,1349,178,3863,51
Gemeindevertretung,12060100,60,Barnim,100,Joachimsthal,SPD,P,615,3,0,2860,1349,178,3863,51
Gemeindevertretung,12060100,60,Barnim,100,Joachimsthal,FDP,P,535,2,2,2860,1349,178,3863,51
Gemeindevertretung,12060100,60,Barnim,100,Joachimsthal,Pro Joachimsthal,WG,1032,4,0,2860,1349,178,3863,51
Gemeindevertretung,12060100,60,Barnim,100,Joachimsthal,Bürger für Bürger,WG,320,1,0,2860,1349,178,3863,51
Gemeindevertretung,12060100,60,Barnim,100,Joachimsthal,Schneider,EB,149,1,1,2860,1349,178,3863,51
Gemeindevertretung,12060100,60,Barnim,100,Joachimsthal,von Kampen,EB,86,0,0,2860,1349,178,3863,51
Gemeindevertretung,12060128,60,Barnim,128,Liepe,Allianz für Liepe,WG,630,6,0,656,400,44,1139,16
Gemeindevertretung,12060128,60,Barnim,128,Liepe,Bündnis für Liepe,WG,509,4,2,656,400,44,1139,16
Gemeindevertretung,12060149,60,Barnim,149,Lunow-Stolzenhagen,AUK,WG,589,4,0,1098,573,31,1647,22
Gemeindevertretung,12060149,60,Barnim,149,Lunow-Stolzenhagen,AIG,WG,487,3,2,1098,573,31,1647,22
Gemeindevertretung,12060149,60,Barnim,149,Lunow-Stolzenhagen,ABLS,WG,491,3,1,1098,573,31,1647,22
Gemeindevertretung,12060149,60,Barnim,149,Lunow-Stolzenhagen,SPD,P,80,0,0,1098,573,31,1647,22
Gemeindevertretung,12060154,60,Barnim,154,Marienwerder,CDU,P,967,4,1,1549,1072,,3125,26
Gemeindevertretung,12060154,60,Barnim,154,Marienwerder,"WG Heimat, Tour. Länd. Entwic",WG,516,2,0,1549,1072,,3125,26
Gemeindevertretung,12060154,60,Barnim,154,Marienwerder,WG Bürger,WG,498,2,0,1549,1072,,3125,26
Gemeindevertretung,12060154,60,Barnim,154,Marienwerder,Bündnis für Marienwerder,WG,471,2,0,1549,1072,,3125,26
Gemeindevertretung,12060154,60,Barnim,154,Marienwerder,WG WWT,WG,309,1,0,1549,1072,,3125,26
Gemeindevertretung,12060154,60,Barnim,154,Marienwerder,DIE LINKE,P,169,1,1,1549,1072,,3125,26
Gemeindevertretung,12060154,60,Barnim,154,Marienwerder,WG Die Unabhängigen,WG,115,0,0,1549,1072,,3125,26
Gemeindevertretung,12060154,60,Barnim,154,Marienwerder,SPD,P,80,0,0,1549,1072,,3125,26
Gemeindevertretung,12060161,60,Barnim,161,Melchow,WG Pro Melchow,WG,965,6,0,818,519,,1495,19
Gemeindevertretung,12060161,60,Barnim,161,Melchow,Neue Liste Melchow,WG,274,2,0,818,519,,1495,19
Gemeindevertretung,12060161,60,Barnim,161,Melchow,EB Kreies,EB,138,1,0,818,519,,1495,19
Gemeindevertretung,12060161,60,Barnim,161,Melchow,EB Leisten,EB,69,1,0,818,519,,1495,19
Gemeindevertretung,12060161,60,Barnim,161,Melchow,SPD,P,49,0,0,818,519,,1495,19
Gemeindevertretung,12060172,60,Barnim,172,Niederfinow,Allgemeine Wählergruppe Niederfinow,WG,516,5,2,513,312,52,880,18
Gemeindevertretung,12060172,60,Barnim,172,Niederfinow,Gollner,EB,80,1,0,513,312,52,880,18
Gemeindevertretung,12060172,60,Barnim,172,Niederfinow,Wählergruppe für Niederfinow,WG,284,2,0,513,312,52,880,18
Gemeindevertretung,12060176,60,Barnim,176,Oderberg,DIE LINKE,P,432,2,1,2112,922,181,2633,32
Gemeindevertretung,12060176,60,Barnim,176,Oderberg,CDU,P,169,1,0,2112,922,181,2633,32
Gemeindevertretung,12060176,60,Barnim,176,Oderberg,SPD,P,758,3,1,2112,922,181,2633,32
Gemeindevertretung,12060176,60,Barnim,176,Oderberg,Bündnis für Oderberg,WG,1274,6,3,2112,922,181,2633,32
Gemeindevertretung,12060181,60,Barnim,181,Panketal,CDU,P,4711,6,1,16356,8248,1165,23509,226
Gemeindevertretung,12060181,60,Barnim,181,Panketal,SPD,P,6565,8,1,16356,8248,1165,23509,226
Gemeindevertretung,12060181,60,Barnim,181,Panketal,DIE LINKE,P,6019,7,4,16356,8248,1165,23509,226
Gemeindevertretung,12060181,60,Barnim,181,Panketal,FDP,P,964,1,0,16356,8248,1165,23509,226
Gemeindevertretung,12060181,60,Barnim,181,Panketal,GRÜNE/B 90,P,2181,2,0,16356,8248,1165,23509,226
Gemeindevertretung,12060181,60,Barnim,181,Panketal,WG Bündnis Panketal,WG,2232,3,1,16356,8248,1165,23509,226
Gemeindevertretung,12060181,60,Barnim,181,Panketal,Die Unabhängigen,WG,837,1,0,16356,8248,1165,23509,226
Gemeindevertretung,12060185,60,Barnim,185,Parsteinsee,AWP,WG,167,2,0,466,230,16,669,4
Gemeindevertretung,12060185,60,Barnim,185,Parsteinsee,Jan Michael Schulenburg,EB,92,1,0,466,230,16,669,4
Gemeindevertretung,12060185,60,Barnim,185,Parsteinsee,Hubert Hilker,EB,84,1,0,466,230,16,669,4
Gemeindevertretung,12060185,60,Barnim,185,Parsteinsee,Silvio Lange,EB,78,1,0,466,230,16,669,4
Gemeindevertretung,12060185,60,Barnim,185,Parsteinsee,Norbert Popper,EB,88,1,0,466,230,16,669,4
Gemeindevertretung,12060185,60,Barnim,185,Parsteinsee,Bodo Richter,EB,140,2,0,466,230,16,669,4
Gemeindevertretung,12060185,60,Barnim,185,Parsteinsee,GRÜNE/B 90,P,20,0,0,466,230,16,669,4
Gemeindevertretung,12060192,60,Barnim,192,Rüdnitz,Freie Wählerliste Rüdnitz,WG,1744,8,3,1625,925,,2654,29
Gemeindevertretung,12060192,60,Barnim,192,Rüdnitz,WG Pro Rüdnitz,WG,910,4,1,1625,925,,2654,29
Gemeindevertretung,12060198,60,Barnim,198,Schorfheide,CDU,P,841,2,0,9020,4645,0,13217,175
Gemeindevertretung,12060198,60,Barnim,198,Schorfheide,SPD,P,1352,3,1,9020,4645,0,13217,175
Gemeindevertretung,12060198,60,Barnim,198,Schorfheide,DIE LINKE,P,2934,7,3,9020,4645,0,13217,175
Gemeindevertretung,12060198,60,Barnim,198,Schorfheide,FDP,P,567,2,0,9020,4645,0,13217,175
Gemeindevertretung,12060198,60,Barnim,198,Schorfheide,DVU,P,329,1,1,9020,4645,0,13217,175
Gemeindevertretung,12060198,60,Barnim,198,Schorfheide,Bündnis Schorfheide,WG,5484,14,0,9020,4645,0,13217,175
Gemeindevertretung,12060198,60,Barnim,198,Schorfheide,BKB,WG,1291,3,0,9020,4645,0,13217,175
Gemeindevertretung,12060198,60,Barnim,198,Schorfheide,BVB/ Freie Wähler Schorfheide,WG,419,1,0,9020,4645,0,13217,175
Gemeindevertretung,12060250,60,Barnim,250,Sydower Fließ,WG KECK,WG,555,5,2,753,432,,1230,19
Gemeindevertretung,12060250,60,Barnim,250,Sydower Fließ,WG Sydower Fließ,WG,525,4,1,753,432,,1230,19
Gemeindevertretung,12060250,60,Barnim,250,Sydower Fließ,EB Bartz,EB,96,1,0,753,432,,1230,19
Gemeindevertretung,12060250,60,Barnim,250,Sydower Fließ,EB Gabsch,EB,54,0,0,753,432,,1230,19
Gemeindevertretung,12060269,60,Barnim,269,Wandlitz,CDU,P,3809,4,0,17827,8644,1059,24676,262
Gemeindevertretung,12060269,60,Barnim,269,Wandlitz,SPD,P,6910,8,2,17827,8644,1059,24676,262
Gemeindevertretung,12060269,60,Barnim,269,Wandlitz,DIE LINKE,P,6795,8,3,17827,8644,1059,24676,262
Gemeindevertretung,12060269,60,Barnim,269,Wandlitz,FDP,P,584,0,0,17827,8644,1059,24676,262
Gemeindevertretung,12060269,60,Barnim,269,Wandlitz,GRÜNE/B 90,P,882,1,1,17827,8644,1059,24676,262
Gemeindevertretung,12060269,60,Barnim,269,Wandlitz,Freie Wähler Wandlitz,LV,2619,3,1,17827,8644,1059,24676,262
Gemeindevertretung,12060269,60,Barnim,269,Wandlitz,Bürger für Bürger Basdorf Schönwalde,LV,1860,2,0,17827,8644,1059,24676,262
Gemeindevertretung,12060269,60,Barnim,269,Wandlitz,Die Unabhängigen,WG,627,1,0,17827,8644,1059,24676,262
Gemeindevertretung,12060269,60,Barnim,269,Wandlitz,Einzelbewerber Schalo,EB,590,1,0,17827,8644,1059,24676,262
Gemeindevertretung,12060280,60,Barnim,280,Werneuchen,DIE LINKE,P,2963,6,2,6900,3276,248,9374,120
Gemeindevertretung,12060280,60,Barnim,280,Werneuchen,CDU,P,1019,2,0,6900,3276,248,9374,120
Gemeindevertretung,12060280,60,Barnim,280,Werneuchen,SPD,P,2266,4,2,6900,3276,248,9374,120
Gemeindevertretung,12060280,60,Barnim,280,Werneuchen,FDP,P,549,1,0,6900,3276,248,9374,120
Gemeindevertretung,12060280,60,Barnim,280,Werneuchen,Unabhängige Wählergruppe Werneuchen,WG,1984,4,2,6900,3276,248,9374,120
Gemeindevertretung,12060280,60,Barnim,280,Werneuchen,Freie Christliche Liste,WG,311,1,0,6900,3276,248,9374,120
Gemeindevertretung,12060280,60,Barnim,280,Werneuchen,Die Unabhängigen,WG,282,0,0,6900,3276,248,9374,120
Gemeindevertretung,12060296,60,Barnim,296,Ziethen,Freiwillige Feuerwehr-Löschgruppe Groß-Ziethen,WG,342,4,1,400,255,20,739,7
Gemeindevertretung,12060296,60,Barnim,296,Ziethen,Wölk,EB,103,1,0,400,255,20,739,7
Gemeindevertretung,12060296,60,Barnim,296,Ziethen,Klamann,EB,50,0,0,400,255,20,739,7
Gemeindevertretung,12060296,60,Barnim,296,Ziethen,Beuster,EB,52,1,0,400,255,20,739,7
Gemeindevertretung,12060296,60,Barnim,296,Ziethen,Klein Ziethen,WG,192,2,1,400,255,20,739,7
Gemeindevertretung,12061005,61,Dahme-Spreewald,005,Alt Zauche-Wußwerk,SPD,P,41,0,0,492,305,0,851,17
Gemeindevertretung,12061005,61,Dahme-Spreewald,005,Alt Zauche-Wußwerk,Bürger für Wußwerk,WG,364,3,2,492,305,0,851,17
Gemeindevertretung,12061005,61,Dahme-Spreewald,005,Alt Zauche-Wußwerk,unabhängige WG Alt Zauche/Burglehn,WG,446,5,1,492,305,0,851,17
Gemeindevertretung,12061017,61,Dahme-Spreewald,017,Bersteland,CDU,P,779,6,0,795,492,0,1439,22
Gemeindevertretung,12061017,61,Dahme-Spreewald,017,Bersteland,WG Feuerwehr Freiwalde,WG,584,4,2,795,492,0,1439,22
Gemeindevertretung,12061017,61,Dahme-Spreewald,017,Bersteland,Einzelbewerber Noack,EB,76,0,0,795,492,0,1439,22
Gemeindevertretung,12061020,61,Dahme-Spreewald,020,Bestensee,SPD,P,660,1,0,5594,2936,0,8499,76
Gemeindevertretung,12061020,61,Dahme-Spreewald,020,Bestensee,CDU,P,1445,3,1,5594,2936,0,8499,76
Gemeindevertretung,12061020,61,Dahme-Spreewald,020,Bestensee,DIE LINKE,P,2125,5,2,5594,2936,0,8499,76
Gemeindevertretung,12061020,61,Dahme-Spreewald,020,Bestensee,FDP,P,151,0,0,5594,2936,0,8499,76
Gemeindevertretung,12061020,61,Dahme-Spreewald,020,Bestensee,UBBP,WG,4118,9,2,5594,2936,0,8499,76
Gemeindevertretung,12061061,61,Dahme-Spreewald,061,Byhlegure-Byhlen,DIE LINKE,P,129,1,1,744,421,0,1212,14
Gemeindevertretung,12061061,61,Dahme-Spreewald,061,Byhlegure-Byhlen,Bürger für Byhleguhre-Byhlen,WG,645,6,1,744,421,0,1212,14
Gemeindevertretung,12061061,61,Dahme-Spreewald,061,Byhlegure-Byhlen,Einzelwahlvorschlag Bramer,EB,114,1,0,744,421,0,1212,14
Gemeindevertretung,12061061,61,Dahme-Spreewald,061,Byhlegure-Byhlen,Wählergruppe Zukunft auf dem Lande,WG,324,2,1,744,421,0,1212,14
Gemeindevertretung,12061097,61,Dahme-Spreewald,097,Drahnsdorf,GRÜNE/B 90,P,35,0,0,555,394,0,1140,10
Gemeindevertretung,12061097,61,Dahme-Spreewald,097,Drahnsdorf,Wählergemeinschaft Drahnsdorf,WG,738,5,3,555,394,0,1140,10
