Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,State,District,City,Yearly Difference,Yearly Mean Difference,Normalized Difference
DEBY021,SO2,2011,4.726,ug/m3,Traffic,urban,11.4288,48.7694,BY,Ingolstadt,Ingolstadt,0.0,-0.32179802955665027,-0.0
DEBY021,SO2,2012,5.095,ug/m3,Traffic,urban,11.4288,48.7694,BY,Ingolstadt,Ingolstadt,0.3689999999999998,-0.07368877551020409,-5.007546908537004
DEBY021,SO2,2012,5.095,ug/m3,Traffic,urban,11.4288,48.7694,BY,Ingolstadt,Ingolstadt,0.0,-0.07368877551020409,-0.0
DEBY021,SO2,2012,5.095,ug/m3,Traffic,urban,11.4288,48.7694,BY,Ingolstadt,Ingolstadt,0.0,-0.07368877551020409,-0.0
DEBY021,SO2,2013,5.582,ug/m3,Traffic,Urban,11.4288,48.7694,BY,Ingolstadt,Ingolstadt,0.4870000000000001,-0.0844,-5.770142180094788
DEBY021,SO2,2014,3.313,ug/m3,Traffic,Urban,11.4288,48.7694,BY,Ingolstadt,Ingolstadt,-2.2689999999999997,-0.12961971830985913,17.505052700206456
DEBY021,SO2,2015,2.674,ug/m3,Traffic,Urban,11.4288,48.7694,BY,Ingolstadt,Ingolstadt,-0.6390000000000002,-0.26913868613138686,2.3742406161857246
DEBY021,SO2,2016,3.567,ug/m3,Traffic,Urban,11.4288,48.7694,BY,Ingolstadt,Ingolstadt,0.8930000000000002,-0.13095620437956207,-6.819073630232429
DEBY021,SO2,2017,4.526,ug/m3,Traffic,Urban,11.4288,48.7694,BY,Ingolstadt,Ingolstadt,0.9589999999999996,0.0027596899224806336,347.50280898876224
DEBY021,SO2,2018,5.991,ug/m3,Traffic,Urban,11.4288,48.7694,BY,Ingolstadt,Ingolstadt,1.4649999999999999,0.009551999999999996,153.37102177554442
DEBY027,SO2,1992,15.469,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,,-4.076051470588236,
DEBY027,SO2,1993,14.287,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,-1.1819999999999986,-0.5780514541387024,2.044800668759117
DEBY027,SO2,1994,10.162,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,-4.125,-3.604141818181818,1.1445165612492294
DEBY027,SO2,1995,8.167,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,-1.995000000000001,-3.681575313807531,0.5418875970071483
DEBY027,SO2,1996,9.275,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,1.1080000000000005,0.18959964412811386,5.843892825301491
DEBY027,SO2,1997,7.724,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,-1.5510000000000002,-2.4013371900826446,0.6458901342158536
DEBY027,SO2,1998,6.322,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,-1.4020000000000001,-1.3280461285008238,1.0556862219708134
DEBY027,SO2,1999,5.85,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,-0.4720000000000004,-0.9107466063348416,0.5182561172525156
DEBY027,SO2,2000,4.336,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,-1.5139999999999993,-0.5910747863247863,2.5614356000766376
DEBY027,SO2,2001,3.056,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,-1.2800000000000002,-0.2467912087912088,5.186570487131535
DEBY027,SO2,2002,3.391,ug/m3,Industrial,urban,9.0067,50.0687,BY,Aschaffenburg,Kahl a. Main,0.33499999999999996,0.051846153846153854,6.461424332344212
DEBY029,SO2,1976,24.922,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,,-1.1372857142857138,
DEBY028,SO2,1976,46.448,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,21.526,-1.1372857142857138,-18.92752166813215
DEBY028,SO2,1976,46.448,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-1.1372857142857138,-0.0
DEBY029,SO2,1977,18.176,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-28.272000000000002,2.5569791666666664,-11.05679716462297
DEBY028,SO2,1977,42.251,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,24.075,2.5569791666666664,9.415407178066568
DEBY028,SO2,1977,42.251,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,2.5569791666666664,0.0
DEBY029,SO2,1978,27.2,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-15.050999999999998,0.8707800000000006,-17.284503548542673
DEBY028,SO2,1978,43.144,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,15.943999999999999,0.8707800000000006,18.310020900801568
DEBY028,SO2,1978,43.144,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,0.8707800000000006,0.0
DEBY029,SO2,1979,23.976,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-19.168,-1.52484126984127,12.570488731587984
DEBY028,SO2,1979,64.503,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,40.527,-1.52484126984127,-26.577848331858632
DEBY028,SO2,1979,64.503,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-1.52484126984127,-0.0
DEBY029,SO2,1980,32.27,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-32.233,-1.5890547945205482,20.284385479435517
DEBY028,SO2,1980,61.064,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,28.793999999999997,-1.5890547945205482,-18.120205860294302
DEBY028,SO2,1980,61.064,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-1.5890547945205482,-0.0
DEBY029,SO2,1981,36.09,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-24.973999999999997,-0.7271627906976743,34.344441601637456
DEBY028,SO2,1981,37.186,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,1.0959999999999965,-0.7271627906976743,-1.5072278367660181
DEBY028,SO2,1981,37.186,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.7271627906976743,-0.0
DEBY029,SO2,1982,35.009,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-2.1769999999999996,-0.3892150537634409,5.5933088377489835
DEBY028,SO2,1982,27.52,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,-7.489000000000001,-0.3892150537634409,19.241290714700114
DEBY028,SO2,1982,27.52,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.3892150537634409,-0.0
DEBY029,SO2,1983,26.416,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-1.1039999999999992,-1.5735698924731185,0.7015894275054319
DEBY028,SO2,1983,27.894,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,1.477999999999998,-1.5735698924731185,-0.9392655560262931
DEBY028,SO2,1983,27.894,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-1.5735698924731185,-0.0
DEBY029,SO2,1992,9.484,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-18.409999999999997,-4.076051470588236,4.516625987881148
DEBY028,SO2,1992,8.69,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,-0.7940000000000005,-4.076051470588236,0.19479636254088184
DEBY028,SO2,1992,8.69,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-4.076051470588236,-0.0
DEBY029,SO2,1993,10.721,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,2.0310000000000006,-0.5780514541387024,-3.513528052664782
DEBY028,SO2,1993,10.595,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,-0.12599999999999945,-0.5780514541387024,0.2179736753499559
DEBY028,SO2,1993,10.595,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.5780514541387024,-0.0
DEBY029,SO2,1994,7.415,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-3.1800000000000006,-3.604141818181818,0.8823182217630425
DEBY028,SO2,1994,9.442,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,2.027,-3.604141818181818,-0.5624085017338638
DEBY028,SO2,1994,9.442,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-3.604141818181818,-0.0
DEBY029,SO2,1995,6.09,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-3.3520000000000003,-3.681575313807531,0.9104798121142659
DEBY028,SO2,1995,7.787,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,1.697,-3.681575313807531,-0.4609439860256292
DEBY028,SO2,1995,7.787,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-3.681575313807531,-0.0
DEBY029,SO2,1996,8.26,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,0.47299999999999986,0.18959964412811386,2.494730420909389
DEBY029,SO2,1996,8.26,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,0.0,0.18959964412811386,0.0
DEBY028,SO2,1996,9.867,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,1.607000000000001,0.18959964412811386,8.475754305288355
DEBY028,SO2,1996,9.867,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,0.18959964412811386,0.0
DEBY029,SO2,1997,5.441,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-4.426000000000001,-2.4013371900826446,1.8431397382587806
DEBY029,SO2,1997,5.479,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,0.038000000000000256,-2.4013371900826446,-0.015824516505610963
DEBY028,SO2,1997,5.334,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,-0.14500000000000046,-2.4013371900826446,0.060383023508252136
DEBY028,SO2,1997,5.334,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-2.4013371900826446,-0.0
DEBY028,SO2,1997,5.355,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.021000000000000796,-2.4013371900826446,-0.00874512754257475
DEBY028,SO2,1997,5.355,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-2.4013371900826446,-0.0
DEBY029,SO2,1998,5.764,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,0.4089999999999998,-1.3280461285008238,-0.3079712302325695
DEBY029,SO2,1998,5.756,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-0.008000000000000007,-1.3280461285008238,0.006023887143913349
DEBY028,SO2,1998,5.824,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.06799999999999962,-1.3280461285008238,-0.05120304072326313
DEBY028,SO2,1998,5.824,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-1.3280461285008238,-0.0
DEBY028,SO2,1998,5.83,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.006000000000000227,-1.3280461285008238,-0.004517915357935178
DEBY028,SO2,1998,5.83,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-1.3280461285008238,-0.0
DEBY029,SO2,1999,4.836,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-0.9939999999999998,-0.9107466063348416,1.0914122469258476
DEBY028,SO2,1999,5.042,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.20599999999999952,-0.9107466063348416,-0.2261880511737667
DEBY028,SO2,1999,5.042,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.9107466063348416,-0.0
DEBY029,SO2,2000,4.428,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-0.6139999999999999,-0.5910747863247863,1.0387856396611994
DEBY028,SO2,2000,4.205,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,-0.22299999999999986,-0.5910747863247863,0.37727882352515857
DEBY028,SO2,2000,4.205,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.5910747863247863,-0.0
DEBY029,SO2,2001,3.931,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,-0.274,-0.2467912087912088,1.110250244901594
DEBY028,SO2,2001,3.018,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,-0.9130000000000003,-0.2467912087912088,3.6994834802742904
DEBY028,SO2,2001,3.018,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.2467912087912088,-0.0
DEBY029,SO2,2002,4.531,ug/m3,Industrial,suburban,11.8744,48.9246,BY,Kelheim,Kelheim,1.513,0.051846153846153854,29.182492581602368
DEBY028,SO2,2002,2.627,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,-1.904,0.051846153846153854,-36.7240356083086
DEBY028,SO2,2002,2.627,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,0.051846153846153854,0.0
DEBY028,SO2,2003,3.23,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.6030000000000002,0.14543142857142857,4.146283962986976
DEBY028,SO2,2003,3.23,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,0.14543142857142857,0.0
DEBY028,SO2,2004,3.975,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.7450000000000001,-0.4348024691358025,-1.7134217325875238
DEBY028,SO2,2004,3.975,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.4348024691358025,-0.0
DEBY028,SO2,2005,4.672,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.6969999999999996,0.11199680511182111,6.223391812865493
DEBY028,SO2,2005,4.672,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,0.11199680511182111,0.0
DEBY028,SO2,2006,4.75,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.07800000000000029,-0.00441059602649007,-17.684684684684736
DEBY028,SO2,2006,4.75,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.00441059602649007,-0.0
DEBY028,SO2,2007,4.861,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.11099999999999977,-0.38034262948207176,-0.2918421218025259
DEBY028,SO2,2007,4.861,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.38034262948207176,-0.0
DEBY028,SO2,2008,4.135,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,-0.726,-0.1936810344827586,3.7484310321805316
DEBY028,SO2,2008,4.135,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.1936810344827586,-0.0
DEBY028,SO2,2009,4.464,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.3290000000000006,-0.1544830917874396,-2.129682906998566
DEBY028,SO2,2009,4.464,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.1544830917874396,-0.0
DEBY028,SO2,2010,4.528,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.06399999999999917,-0.15287745098039215,-0.41863597011574794
DEBY028,SO2,2010,4.528,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.15287745098039215,-0.0
DEBY028,SO2,2011,4.786,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.258,-0.32179802955665027,-0.8017451205510907
DEBY028,SO2,2011,4.786,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.32179802955665027,-0.0
DEBY028,SO2,2012,4.354,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,-0.4319999999999995,-0.07368877551020409,5.862493941701856
DEBY028,SO2,2012,4.354,ug/m3,Traffic,urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.0,-0.07368877551020409,-0.0
DEBY028,SO2,2013,3.963,ug/m3,Traffic,Urban,11.8792,48.9095,BY,Kelheim,Kelheim,-0.391,-0.0844,4.632701421800948
DEBY028,SO2,2014,3.393,ug/m3,Traffic,Urban,11.8792,48.9095,BY,Kelheim,Kelheim,-0.5700000000000003,-0.12961971830985913,4.397479082907751
DEBY028,SO2,2015,3.598,ug/m3,Traffic,Urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.20500000000000007,-0.26913868613138686,-0.7616890865697551
DEBY028,SO2,2016,3.816,ug/m3,Traffic,Urban,11.8792,48.9095,BY,Kelheim,Kelheim,0.21799999999999997,-0.13095620437956207,-1.664678668970514
DEBY028,SO2,2017,2.895,ug/m3,Traffic,Urban,11.8792,48.9095,BY,Kelheim,Kelheim,-0.9209999999999998,0.0027596899224806336,-333.73314606741405
DEBY028,SO2,2018,3.927,ug/m3,Traffic,Urban,11.8792,48.9095,BY,Kelheim,Kelheim,1.032,0.009551999999999996,108.04020100502517
DEBY031,SO2,1992,6.973,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),,-4.076051470588236,
DEBY031,SO2,1993,7.288,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),0.3150000000000004,-0.5780514541387024,-0.5449341883748928
DEBY031,SO2,1994,6.162,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),-1.1260000000000003,-3.604141818181818,0.3124183389010019
DEBY031,SO2,1995,5.504,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),-0.6580000000000004,-3.681575313807531,0.17872783901288403
DEBY031,SO2,1996,5.335,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),-0.1689999999999996,0.18959964412811386,-0.8913518840035641
DEBY031,SO2,1997,4.021,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),-1.314,-2.4013371900826446,0.547195123378228
DEBY031,SO2,1998,4.33,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),0.30900000000000016,-1.3280461285008238,-0.232672640933653
DEBY031,SO2,1999,3.943,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),-0.387,-0.9107466063348416,0.42492609613712584
DEBY031,SO2,2000,3.863,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),-0.08000000000000007,-0.5910747863247863,0.13534666314803917
DEBY031,SO2,2001,4.003,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),0.14000000000000012,-0.2467912087912088,-0.5672811470300121
DEBY031,SO2,2002,3.902,ug/m3,Background,suburban,10.3066,47.7251,BY,Kempten (Allgäu),Kempten (Allgäu),-0.10099999999999998,0.051846153846153854,-1.94807121661721
DEBY091,SO2,1994,5.865,ug/m3,Industrial,rural,12.9718,48.2312,BY,Rottal-Inn,Kirchdorf a. Inn,,-3.604141818181818,
DEBY091,SO2,1995,4.027,ug/m3,Industrial,rural,12.9718,48.2312,BY,Rottal-Inn,Kirchdorf a. Inn,-1.838,-3.681575313807531,0.4992428086712472
DEBY004,SO2,1992,9.947,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,,-4.076051470588236,
DEBY004,SO2,1993,10.615,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,0.668000000000001,-0.5780514541387024,-1.1556064693156463
DEBY004,SO2,1994,7.175,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-3.4400000000000004,-3.604141818181818,0.9544574474417817
DEBY004,SO2,1995,6.162,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-1.013,-3.681575313807531,0.27515395276603555
DEBY004,SO2,1996,7.955,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,1.7930000000000001,0.18959964412811386,9.456768804842572
DEBY004,SO2,1997,6.277,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-1.678,-2.4013371900826446,0.6987773341161846
DEBY004,SO2,1998,4.951,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-1.3260000000000005,-1.3280461285008238,0.998459294103637
DEBY004,SO2,1999,4.302,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-0.649,-0.9107466063348416,0.7126021612222084
DEBY004,SO2,2000,3.548,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-0.7539999999999996,-0.5910747863247863,1.2756423001702673
DEBY004,SO2,2001,3.895,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,0.347,-0.2467912087912088,-1.4060468429958142
DEBY004,SO2,2002,3.459,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-0.43599999999999994,0.051846153846153854,-8.409495548961422
DEBY004,SO2,2003,3.556,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,0.09699999999999998,0.14543142857142857,0.6669810023378714
DEBY004,SO2,2004,2.8,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-0.7560000000000002,-0.4348024691358025,1.7387205769612997
DEBY004,SO2,2005,3.23,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,0.43000000000000016,0.11199680511182111,3.8393952360576242
DEBY004,SO2,2006,3.477,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,0.2469999999999999,-0.00441059602649007,-56.00150150150143
DEBY004,SO2,2007,3.971,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,0.4940000000000002,-0.38034262948207176,-1.2988289024364699
DEBY004,SO2,2008,2.938,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-1.033,-0.1936810344827586,5.333511372234833
DEBY004,SO2,2009,4.592,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,1.6539999999999995,-0.1544830917874396,-10.706673337919817
DEBY004,SO2,2010,3.209,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-1.3829999999999996,-0.15287745098039215,9.046461666720106
DEBY004,SO2,2011,6.149,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,2.94,-0.32179802955665027,-9.136165327210103
DEBY004,SO2,2012,4.331,ug/m3,Background,rural,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-1.8179999999999996,-0.07368877551020409,24.671328671328666
DEBY004,SO2,2013,3.919,ug/m3,Background,Suburban,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-0.41200000000000037,-0.0844,4.881516587677729
DEBY004,SO2,2014,2.254,ug/m3,Background,Suburban,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-1.665,-0.12961971830985913,12.845267847441054
DEBY004,SO2,2015,2.596,ug/m3,Background,Suburban,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,0.3420000000000001,-0.26913868613138686,-1.2707203297895424
DEBY004,SO2,2016,3.502,ug/m3,Background,Suburban,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,0.9059999999999997,-0.13095620437956207,-6.918343459115988
DEBY004,SO2,2017,4.058,ug/m3,Background,Suburban,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,0.556,0.0027596899224806336,201.4719101123586
DEBY004,SO2,2018,3.047,ug/m3,Background,Suburban,9.1715,49.8694,BY,Miltenberg,Kleinwallstadt,-1.0109999999999997,0.009551999999999996,-105.84170854271358
DEBY032,SO2,1992,18.036,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,,-4.076051470588236,
DEBY032,SO2,1993,19.985,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,1.948999999999998,-0.5780514541387024,-3.371672168706869
DEBY032,SO2,1994,11.321,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,-8.664,-3.604141818181818,2.403900966463836
DEBY032,SO2,1995,9.261,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,-2.0600000000000005,-3.681575313807531,0.5595430826239224
DEBY032,SO2,1996,13.217,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,3.9560000000000013,0.18959964412811386,20.86501806578763
DEBY032,SO2,1997,8.648,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,-4.569000000000001,-2.4013371900826446,1.9026898924772635
DEBY032,SO2,1998,6.249,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,-2.399,-1.3280461285008238,1.8064131572810138
DEBY032,SO2,1999,5.471,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,-0.7779999999999996,-0.9107466063348416,0.8542441932679166
DEBY032,SO2,2000,4.25,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,-1.221,-0.5910747863247863,2.065728446296946
DEBY032,SO2,2001,4.328,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,0.07800000000000029,-0.2467912087912088,-0.31605663905957904
DEBY032,SO2,2002,4.103,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,-0.22500000000000053,0.051846153846153854,-4.339762611275974
DEBY032,SO2,2003,4.227,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,0.12400000000000055,0.14543142857142857,0.8526355081432623
DEBY032,SO2,2004,3.404,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,-0.8230000000000004,-0.4348024691358025,1.8928135381470237
DEBY032,SO2,2005,4.05,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,0.6459999999999999,0.11199680511182111,5.7680216802168
DEBY032,SO2,2006,3.906,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,-0.14399999999999968,-0.00441059602649007,32.64864864864855
DEBY032,SO2,2007,4.826,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,0.9199999999999995,-0.38034262948207176,-2.4188716401650834
DEBY032,SO2,2008,5.102,ug/m3,Background,urban,11.4426,50.1031,BY,Kulmbach,Kulmbach,0.2760000000000007,-0.1936810344827586,-1.4250233676058255
