Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude_x,Latitude_x,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency,Longitude_y,Latitude_y,geometry,state,district,town_city
Germany,,,DEHE012,,SPO-DEHE012_00007_100,O3,Ozone (air),P1Y-dmax-per93.15,1 year 93.15 percentile daily 8h maximum,1990,106.75,ug/m3,78.08,,Background,urban,9.5325,51.3063,140.0,Kassel                                                                          ,DE513C1                                           ,202137.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.5325,51.3063,POINT (9.5325 51.3063),Hessen,Kassel (Kreisfreie Stadt),Kassel
Germany,,,DEBE012,,SPO-DEBE012_00001_100,SO2,Sulphur dioxide (air),P1Y-day-per50,1 year 50 %ile of daily values in a year,1990,27.0,ug/m3,100.0,,Background,suburban,13.168,52.5128,35.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.168,52.5128,POINT (13.168 52.5128),Berlin,Berlin,Berlin
Germany,,,DEHE014,,SPO-DEHE014_00007_100,O3,Ozone (air),P1Y-day-max,1 year day max,1990,101.896,ug/m3,94.25,,Traffic,urban,9.481,51.3401,170.0,Kassel                                                                          ,DE513C1                                           ,202137.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.481,51.3401,POINT (9.481 51.3401),Hessen,Kassel (Kreisfreie Stadt),Kassel
Germany,,,DEBE013,,SPO-DEBE013_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-max-per99.73,1 year 99.73 %ile of hourly values in a given year,1990,312.0,ug/m3,95.9,,Background,rural,13.2177,52.5174,35.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.2177,52.5174,POINT (13.2177 52.5174),Berlin,Berlin,Berlin
Germany,,,DEBE014,,SPO-DEBE014_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-per50,1 year 50 percentile,1990,41.0,ug/m3,97.82,,Traffic,urban,13.2822,52.5174,50.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.2822,52.5174,POINT (13.2822 52.5174),Berlin,Berlin,Berlin
Germany,,,DEBE014,,SPO-DEBE014_00007_100,O3,Ozone (air),P1Y-dx-max26,1 year daymax max 26,1990,58.5,ug/m3,89.32,,Traffic,urban,13.2822,52.5174,50.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.2822,52.5174,POINT (13.2822 52.5174),Berlin,Berlin,Berlin
Germany,,,DEBE014,,SPO-DEBE014_00008_100,NO2,Nitrogen dioxide (air),P1Y-hr-max,1 year hour max,1990,200.0,ug/m3,97.02,,Traffic,urban,13.2822,52.5174,50.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.2822,52.5174,POINT (13.2822 52.5174),Berlin,Berlin,Berlin
Germany,,,DEBY018,,SPO-DEBY018_00001_100,SO2,Sulphur dioxide (air),P1Y-day-max4,1 year day max 4,1990,45.667,ug/m3,44.93,,Background,suburban,11.0312,49.5518,300.0,Erlangen                                                                        ,DE545C1                                           ,112528.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,11.0312,49.5518,POINT (11.0312 49.5518),Bayern,Erlangen,Erlangen
Germany,,,DEBW002,,SPO-DEBW002_00008_100,NO2,Nitrogen dioxide (air),P1Y-hrsAbove200,1 year hour exceed 200,1990,5.0,count,90.98,,Traffic,urban,8.3538,49.0091,115.0,Karlsruhe                                                                       ,DE035C1                                           ,312060.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.3538,49.0091,POINT (8.3538 49.0091),Baden-Württemberg,Karlsruhe (Stadtkreis),Karlsruhe
Germany,,,DEHE003,,SPO-DEHE003_00007_100,O3,Ozone (air),AOT40f,AOT40 for forest protection,1990,8092.0,ug/m3,81.56,,Traffic,urban,8.6345,50.1234,99.0,Frankfurt am Main                                                               ,DE005C1                                           ,763380.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.6345,50.1234,POINT (8.6345 50.1234),Hessen,Frankfurt am Main,Frankfurt am Main
Germany,,,DEHE003,,SPO-DEHE003_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1990,51.943,ug/m3,87.08,,Traffic,urban,8.6345,50.1234,99.0,Frankfurt am Main                                                               ,DE005C1                                           ,763380.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.6345,50.1234,POINT (8.6345 50.1234),Hessen,Frankfurt am Main,Frankfurt am Main
Germany,,,DEHH001,,SPO-DEHH001_00008_100,NO2,Nitrogen dioxide (air),P1Y-hr-max,1 year hour max,1990,212.0,ug/m3,97.74,,Background,urban,9.9068,53.5997,18.0,Hamburg                                                                         ,DE002C1                                           ,1847253.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.9068,53.5997,POINT (9.9068 53.5997),Hamburg,Hamburg,Hamburg
Germany,,,DEHH004,,SPO-DEHH004_00008_100,NO2,Nitrogen dioxide (air),P1Y-hrsAbove200,1 year hour exceed 200,1990,0.0,count,96.39,,Background,suburban,10.0819,53.5982,12.0,Hamburg                                                                         ,DE002C1                                           ,1847253.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,10.0819,53.5982,POINT (10.0819 53.5982),Hamburg,Hamburg,Hamburg
Germany,,,DEBE033,,SPO-DEBE033_00007_100,O3,Ozone (air),P1Y,Annual mean / 1 calendar year,1990,39.737,ug/m3,95.17,,Industrial,urban,13.2599,52.5325,35.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.2599,52.5325,POINT (13.2599 52.5325),Berlin,Berlin,Berlin
Germany,,,DEBE014,,SPO-DEBE014_00008_100,NO2,Nitrogen dioxide (air),P1Y-hr-max19,1 year hour max19,1990,150.0,ug/m3,97.02,,Traffic,urban,13.2822,52.5174,50.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.2822,52.5174,POINT (13.2822 52.5174),Berlin,Berlin,Berlin
Germany,,,DEBY038,,SPO-DEBY038_00001_100,SO2,Sulphur dioxide (air),P1Y-day-max,1 year day max,1990,87.042,ug/m3,97.53,,Traffic,urban,11.6138,48.1524,522.0,München                                                                         ,DE003C1                                           ,1484226.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,11.6138,48.1524,POINT (11.6138 48.1524),Bayern,München (Kreisfreie Stadt),München
Germany,,,DEBY040,,SPO-DEBY040_00001_100,SO2,Sulphur dioxide (air),P1Y-daysAbove125,1 year day exceed 125,1990,0.0,count,97.53,,Traffic,urban,11.4656,48.1464,531.0,München                                                                         ,DE003C1                                           ,1484226.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,11.4656,48.1464,POINT (11.4656 48.1464),Bayern,München (Kreisfreie Stadt),München
Germany,,,DEBE016,,SPO-DEBE016_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1990,38.749,ug/m3,97.9,,Background,urban,13.4045,52.4976,35.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.4045,52.4976,POINT (13.4045 52.4976),Berlin,Berlin,Berlin
Germany,,,DEBE021,,SPO-DEBE021_00001_100,SO2,Sulphur dioxide (air),P1Y-day-max4,1 year day max 4,1990,240.875,ug/m3,97.81,,Background,suburban,13.2427,52.4455,45.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.2427,52.4455,POINT (13.2427 52.4455),Berlin,Berlin,Berlin
Germany,,,DEBY038,,SPO-DEBY038_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-max,1 year hour max,1990,152.0,ug/m3,98.64,,Traffic,urban,11.6138,48.1524,522.0,München                                                                         ,DE003C1                                           ,1484226.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,11.6138,48.1524,POINT (11.6138 48.1524),Bayern,München (Kreisfreie Stadt),München
Germany,,,DEBE025,,SPO-DEBE025_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-per50,1 year 50 percentile,1990,28.0,ug/m3,98.58,,Background,suburban,13.4575,52.4466,35.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.4575,52.4466,POINT (13.4575 52.4466),Berlin,Berlin,Berlin
Germany,,,DEBW051,,SPO-DEBW051_00007_100,O3,Ozone (air),AOT40f,AOT40 for forest protection,1990,30547.0,ug/m3,36.61,,Background,urban,9.2214,49.1458,160.0,Heilbronn                                                                       ,DE529C1                                           ,126592.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.2214,49.1458,POINT (9.2214 49.1458),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
Germany,,,DEBW051,,SPO-DEBW051_00007_100,O3,Ozone (air),P1Y-hr-per50,1 year 50 percentile,1990,14.8,ug/m3,38.7,,Background,urban,9.2214,49.1458,160.0,Heilbronn                                                                       ,DE529C1                                           ,126592.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.2214,49.1458,POINT (9.2214 49.1458),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
Germany,,,DEBE026,,SPO-DEBE026_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-per50,1 year 50 percentile,1990,34.0,ug/m3,99.75,,Industrial,rural,13.2755,52.4092,40.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.2755,52.4092,POINT (13.2755 52.4092),Berlin,Berlin,Berlin
Germany,,,DEBE027,,SPO-DEBE027_00001_100,SO2,Sulphur dioxide (air),P1Y-day-max4,1 year day max 4,1990,193.25,ug/m3,97.81,,Industrial,rural,13.3681,52.3984,45.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.3681,52.3984,POINT (13.3681 52.3984),Berlin,Berlin,Berlin
Germany,,,DEBW012,,SPO-DEBW012_00001_140,SO2,Sulphur dioxide (air),P1Y-hr-per50,1 year 50 percentile,1990,12.55,ug/m3,88.85,,Background,urban,9.1648,48.7759,260.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.1648,48.7759,POINT (9.1648 48.7759),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEBW012,,SPO-DEBW012_00001_140,SO2,Sulphur dioxide (air),P1Y-hrsAbove350,1 year hour exceed 350,1990,0.0,count,88.85,,Background,urban,9.1648,48.7759,260.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.1648,48.7759,POINT (9.1648 48.7759),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEBE029,,SPO-DEBE029_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-per50,1 year 50 percentile,1990,27.0,ug/m3,97.14,,Background,suburban,13.4843,52.4113,40.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.4843,52.4113,POINT (13.4843 52.4113),Berlin,Berlin,Berlin
Germany,,,DEBE032,,SPO-DEBE032_00001_100,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,1990,32.476,ug/m3,97.18,,Background,rural,13.2251,52.4732,50.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.2251,52.4732,POINT (13.2251 52.4732),Berlin,Berlin,Berlin
Germany,,,DEBW083,,SPO-DEBW083_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-max-per99.73,1 year 99.73 %ile of hourly values in a given year,1990,71.0,ug/m3,90.3,,Traffic,urban,7.8549,47.9997,260.0,Freiburg im Breisgau                                                            ,DE027C1                                           ,231195.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,7.8549,47.9997,POINT (7.8549 47.9997),Baden-Württemberg,Freiburg im Breisgau,Freiburg im Breisgau
Germany,,,DEBW083,,SPO-DEBW083_00007_100,O3,Ozone (air),AOT40f,AOT40 for forest protection,1990,43001.0,ug/m3,93.08,,Traffic,urban,7.8549,47.9997,260.0,Freiburg im Breisgau                                                            ,DE027C1                                           ,231195.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,7.8549,47.9997,POINT (7.8549 47.9997),Baden-Württemberg,Freiburg im Breisgau,Freiburg im Breisgau
Germany,,,DEBW083,,SPO-DEBW083_00008_100,NO2,Nitrogen dioxide (air),P1Y-day-per50,1 year 50 %ile of daily values in a year,1990,32.163,ug/m3,94.8,,Traffic,urban,7.8549,47.9997,260.0,Freiburg im Breisgau                                                            ,DE027C1                                           ,231195.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,7.8549,47.9997,POINT (7.8549 47.9997),Baden-Württemberg,Freiburg im Breisgau,Freiburg im Breisgau
Germany,,,DEBW014,,SPO-DEBW014_00001_200,SO2,Sulphur dioxide (air),P1Y-hr-max-per99.73,1 year 99.73 %ile of hourly values in a given year,1990,98.3,ug/m3,84.68,,Industrial,suburban,9.2655,48.7523,235.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.2655,48.7523,POINT (9.2655 48.7523),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEBW014,,SPO-DEBW014_00007_200,O3,Ozone (air),P1Y-hr-max,1 year hour max,1990,266.2,ug/m3,71.93,,Industrial,suburban,9.2655,48.7523,235.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.2655,48.7523,POINT (9.2655 48.7523),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEBW011,,SPO-DEBW011_00001_120,SO2,Sulphur dioxide (air),P1Y-hr-max-per99.73,1 year 99.73 %ile of hourly values in a given year,1990,107.9,ug/m3,78.55,,Traffic,urban,9.1725,48.8256,272.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.1725,48.8256,POINT (9.1725 48.8256),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEBW012,,SPO-DEBW012_00001_140,SO2,Sulphur dioxide (air),P1Y-day-max4,1 year day max 4,1990,52.35,ug/m3,89.86,,Background,urban,9.1648,48.7759,260.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.1648,48.7759,POINT (9.1648 48.7759),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEBW012,,SPO-DEBW012_00007_100,O3,Ozone (air),P1Y-day-max,1 year day max,1990,111.121,ug/m3,95.07,,Background,urban,9.1648,48.7759,260.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.1648,48.7759,POINT (9.1648 48.7759),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEBW012,,SPO-DEBW012_00007_100,O3,Ozone (air),P1Y-dx-max,1 year day max max,1990,182.95,ug/m3,89.32,,Background,urban,9.1648,48.7759,260.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.1648,48.7759,POINT (9.1648 48.7759),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEBW012,,SPO-DEBW012_00007_100,O3,Ozone (air),P1Y-dx-max26,1 year daymax max 26,1990,114.544,ug/m3,89.32,,Background,urban,9.1648,48.7759,260.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.1648,48.7759,POINT (9.1648 48.7759),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEHE017,,SPO-DEHE017_00008_100,NO2,Nitrogen dioxide (air),P1Y-hr-max19,1 year hour max19,1990,173.5,ug/m3,80.46,,Background,urban,8.7612,50.1022,108.0,Offenbach am Main                                                               ,DE531C1                                           ,130280.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.7612,50.1022,POINT (8.7612 50.1022),Hessen,Offenbach am Main,Offenbach am Main
Germany,,,DEBW002,,SPO-DEBW002_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-max25,1 year hour max 25,1990,112.85,ug/m3,91.99,,Traffic,urban,8.3538,49.0091,115.0,Karlsruhe                                                                       ,DE035C1                                           ,312060.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.3538,49.0091,POINT (8.3538 49.0091),Baden-Württemberg,Karlsruhe (Stadtkreis),Karlsruhe
Germany,,,DEHE017,,SPO-DEHE017_00008_100,NO2,Nitrogen dioxide (air),P1Y-hr-per50,1 year 50 percentile,1990,41.5,ug/m3,80.46,,Background,urban,8.7612,50.1022,108.0,Offenbach am Main                                                               ,DE531C1                                           ,130280.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.7612,50.1022,POINT (8.7612 50.1022),Hessen,Offenbach am Main,Offenbach am Main
Germany,,,DEHE004,,SPO-DEHE004_00008_100,NO2,Nitrogen dioxide (air),P1Y-hr-per50,1 year 50 percentile,1990,53.0,ug/m3,94.1,,Traffic,urban,8.6076,50.0945,99.0,Frankfurt am Main                                                               ,DE005C1                                           ,763380.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.6076,50.0945,POINT (8.6076 50.0945),Hessen,Frankfurt am Main,Frankfurt am Main
Germany,,,DEHH006,,SPO-DEHH006_00001_100,SO2,Sulphur dioxide (air),P1Y-daysAbove125,1 year day exceed 125,1990,7.0,count,72.88,,Background,urban,9.8425,53.5606,30.0,Hamburg                                                                         ,DE002C1                                           ,1847253.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.8425,53.5606,POINT (9.8425 53.5606),Hamburg,Hamburg,Hamburg
Germany,,,DEHH006,,SPO-DEHH006_00007_100,O3,Ozone (air),P1Y-day-max,1 year day max,1990,100.083,ug/m3,93.97,,Background,urban,9.8425,53.5606,30.0,Hamburg                                                                         ,DE002C1                                           ,1847253.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.8425,53.5606,POINT (9.8425 53.5606),Hamburg,Hamburg,Hamburg
Germany,,,DEBE033,,SPO-DEBE033_00007_100,O3,Ozone (air),SOMO35,Sum of Ozone Means Over 35 ppb,1990,3808.0,ug/m3,93.15,,Industrial,urban,13.2599,52.5325,35.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.2599,52.5325,POINT (13.2599 52.5325),Berlin,Berlin,Berlin
Germany,,,DEBE034,,SPO-DEBE034_00001_100,SO2,Sulphur dioxide (air),P1Y-day-per50,1 year 50 %ile of daily values in a year,1990,42.333,ug/m3,99.18,,Background,urban,13.4308,52.4895,35.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.4308,52.4895,POINT (13.4308 52.4895),Berlin,Berlin,Berlin
Germany,,,DEBE034,,SPO-DEBE034_00001_100,SO2,Sulphur dioxide (air),P1Y-daysAbove125,1 year day exceed 125,1990,37.0,count,99.18,,Background,urban,13.4308,52.4895,35.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.4308,52.4895,POINT (13.4308 52.4895),Berlin,Berlin,Berlin
Germany,,,DEHE007,,SPO-DEHE007_00007_100,O3,Ozone (air),AOT40c,AOT40 vegetation protection,1990,2012.0,ug/m3,65.94,,Traffic,urban,8.6386,50.0861,102.0,Frankfurt am Main                                                               ,DE005C1                                           ,763380.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.6386,50.0861,POINT (8.6386 50.0861),Hessen,Frankfurt am Main,Frankfurt am Main
Germany,,,DEHE007,,SPO-DEHE007_00007_100,O3,Ozone (air),P1Y,Annual mean / 1 calendar year,1990,18.459,ug/m3,74.58,,Traffic,urban,8.6386,50.0861,102.0,Frankfurt am Main                                                               ,DE005C1                                           ,763380.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.6386,50.0861,POINT (8.6386 50.0861),Hessen,Frankfurt am Main,Frankfurt am Main
Germany,,,DEHE007,,SPO-DEHE007_00007_100,O3,Ozone (air),P1Y-dmaxAbove120,1 year daymax exceed 120,1990,2.0,count,75.34,,Traffic,urban,8.6386,50.0861,102.0,Frankfurt am Main                                                               ,DE005C1                                           ,763380.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.6386,50.0861,POINT (8.6386 50.0861),Hessen,Frankfurt am Main,Frankfurt am Main
Germany,,,DEHE007,,SPO-DEHE007_00007_100,O3,Ozone (air),P1Y-dx-max,1 year day max max,1990,143.375,ug/m3,75.34,,Traffic,urban,8.6386,50.0861,102.0,Frankfurt am Main                                                               ,DE005C1                                           ,763380.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.6386,50.0861,POINT (8.6386 50.0861),Hessen,Frankfurt am Main,Frankfurt am Main
Germany,,,DEHE007,,SPO-DEHE007_00008_100,NO2,Nitrogen dioxide (air),P1Y-day-max,1 year day max,1990,83.955,ug/m3,99.18,,Traffic,urban,8.6386,50.0861,102.0,Frankfurt am Main                                                               ,DE005C1                                           ,763380.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.6386,50.0861,POINT (8.6386 50.0861),Hessen,Frankfurt am Main,Frankfurt am Main
Germany,,,DEBE035,,SPO-DEBE035_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-max25,1 year hour max 25,1990,332.0,ug/m3,98.46,,Industrial,urban,13.4153,52.4588,50.0,Berlin                                                                          ,DE001C1                                           ,3669491.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,13.4153,52.4588,POINT (13.4153 52.4588),Berlin,Berlin,Berlin
Germany,,,DEBW002,,SPO-DEBW002_00007_100,O3,Ozone (air),AOT40f,AOT40 for forest protection,1990,15612.0,ug/m3,92.44,,Traffic,urban,8.3538,49.0091,115.0,Karlsruhe                                                                       ,DE035C1                                           ,312060.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.3538,49.0091,POINT (8.3538 49.0091),Baden-Württemberg,Karlsruhe (Stadtkreis),Karlsruhe
Germany,,,DEHE008,,SPO-DEHE008_00001_110,SO2,Sulphur dioxide (air),P1Y-day-max4,1 year day max 4,1990,78.021,ug/m3,95.89,,Background,urban,8.7463,50.1253,100.0,Frankfurt am Main                                                               ,DE005C1                                           ,763380.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.7463,50.1253,POINT (8.7463 50.1253),Hessen,Frankfurt am Main,Frankfurt am Main
Germany,,,DEBW002,,SPO-DEBW002_00007_100,O3,Ozone (air),P1Y-dmaxAbove120,1 year daymax exceed 120,1990,14.0,count,87.67,,Traffic,urban,8.3538,49.0091,115.0,Karlsruhe                                                                       ,DE035C1                                           ,312060.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.3538,49.0091,POINT (8.3538 49.0091),Baden-Württemberg,Karlsruhe (Stadtkreis),Karlsruhe
Germany,,,DEHH009,,SPO-DEHH009_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-max,1 year hour max,1990,322.0,ug/m3,98.74,,Traffic,urban,10.0281,53.5591,14.0,Hamburg                                                                         ,DE002C1                                           ,1847253.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,10.0281,53.5591,POINT (10.0281 53.5591),Hamburg,Hamburg,Hamburg
Germany,,,DEHE010,,SPO-DEHE010_00001_100,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,1990,17.117,ug/m3,94.26,,Background,urban,8.67,50.5876,159.0,Gießen                                                                          ,DE057C1                                           ,89802.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.67,50.5876,POINT (8.67 50.5876),Hessen,Gießen,Gießen
Germany,,,DEHE010,,SPO-DEHE010_00001_100,SO2,Sulphur dioxide (air),P1Y-day-max-per99.18,1 year 99.18 percentile of daily maximum,1990,83.457,ug/m3,99.73,,Background,urban,8.67,50.5876,159.0,Gießen                                                                          ,DE057C1                                           ,89802.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.67,50.5876,POINT (8.67 50.5876),Hessen,Gießen,Gießen
Germany,,,DEHE010,,SPO-DEHE010_00001_100,SO2,Sulphur dioxide (air),P1Y-daysAbove125,1 year day exceed 125,1990,0.0,count,99.73,,Background,urban,8.67,50.5876,159.0,Gießen                                                                          ,DE057C1                                           ,89802.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,8.67,50.5876,POINT (8.67 50.5876),Hessen,Gießen,Gießen
Germany,,,DEHH009,,SPO-DEHH009_00008_100,NO2,Nitrogen dioxide (air),P1Y-hrsAbove200,1 year hour exceed 200,1990,2.0,count,98.56,,Traffic,urban,10.0281,53.5591,14.0,Hamburg                                                                         ,DE002C1                                           ,1847253.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,10.0281,53.5591,POINT (10.0281 53.5591),Hamburg,Hamburg,Hamburg
Germany,,,DEBW012,,SPO-DEBW012_00008_100,NO2,Nitrogen dioxide (air),P1Y-hr-max-per99.79,1 year 99.79 %ile of hourly values in a given year,1990,175.35,ug/m3,86.61,,Background,urban,9.1648,48.7759,260.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.1648,48.7759,POINT (9.1648 48.7759),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEBW014,,SPO-DEBW014_00001_200,SO2,Sulphur dioxide (air),P1Y-hr-max25,1 year hour max 25,1990,95.75,ug/m3,84.68,,Industrial,suburban,9.2655,48.7523,235.0,Stuttgart                                                                       ,DE007C1                                           ,635911.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,9.2655,48.7523,POINT (9.2655 48.7523),Baden-Württemberg,Stuttgart,Stuttgart
Germany,,,DEBY039,,SPO-DEBY039_00001_100,SO2,Sulphur dioxide (air),P1Y-day-max4,1 year day max 4,1990,61.333,ug/m3,98.36,,Background,urban,11.5547,48.1545,521.0,München                                                                         ,DE003C1                                           ,1484226.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,11.5547,48.1545,POINT (11.5547 48.1545),Bayern,München (Kreisfreie Stadt),München
Germany,,,DEBY039,,SPO-DEBY039_00001_100,SO2,Sulphur dioxide (air),P1Y-hr-max25,1 year hour max 25,1990,85.0,ug/m3,98.58,,Background,urban,11.5547,48.1545,521.0,München                                                                         ,DE003C1                                           ,1484226.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,11.5547,48.1545,POINT (11.5547 48.1545),Bayern,München (Kreisfreie Stadt),München
