City,Year,Index
Aachen,2008,0.27309900990099006
Aachen,2009,0.2995029702970297
Aachen,2010,0.32452941176470584
Aachen,2011,0.28862745098039216
Aachen,2012,0.2629019607843137
Aachen,2013,0.27427450980392154
Aachen,2014,0.22991089108910892
Aachen,2015,0.21627450980392154
Aachen,2016,0.2061442786069652
Aachen,2017,0.20934439834024895
Aachen,2018,0.2196390041493776
Aachen,2019,0.2232780082987552
Aachen,2020,0.23463070539419087
Aachen,2021,0.21109958506224066
Aachen,2022,0.23656016597510374
Aachen,2023,0.24440663900414938
Aachen,2024,0.22194190871369293
Aachen,2025,0.24687551867219917
Aalen,2021,0.19657676348547717
Aalen,2022,0.2255850622406639
Aalen,2023,0.22512863070539418
Aalen,2024,0.21441078838174274
Aalen,2025,0.39957425742574254
Altenburg,2019,0.21834439834024896
Altenburg,2020,0.22015686274509805
Altenburg,2021,0.20210373443983404
Altenburg,2022,0.21449377593360994
Altenburg,2023,0.23884232365145228
Altenburg,2024,0.2202116182572614
Altenburg,2025,0.2322655601659751
Andechs,2012,0.2534149377593361
Andechs,2013,0.24425311203319502
Andechs,2014,0.2274356846473029
Andechs,2015,0.26436929460580916
Andechs,2016,0.23939004149377593
Andechs,2017,0.25516597510373445
Andechs,2018,0.26489211618257263
Andechs,2019,0.2609709543568465
Andechs,2020,0.24360580912863072
Andechs,2021,0.2379460580912863
Andechs,2022,0.25180912863070537
Andechs,2023,0.2716514522821577
Andechs,2024,0.24141908713692947
Andechs,2025,0.3303112033195021
Annaberg-Buchholz,2012,0.25854901960784316
Annaberg-Buchholz,2013,0.2802156862745098
Annaberg-Buchholz,2014,0.2771764705882353
Annaberg-Buchholz,2021,0.19368464730290455
Annaberg-Buchholz,2022,0.20754771784232365
Annaberg-Buchholz,2023,0.21789626556016597
Annaberg-Buchholz,2024,0.2114564315352697
Annaberg-Buchholz,2025,0.28965560165975107
Arzberg,2012,0.27825490196078434
Aschaffenburg,2011,0.24427450980392157
Aschaffenburg,2012,0.24705882352941175
Aue,2003,0.32372549019607844
Aue,2004,0.2688039215686274
Aue,2005,0.2624705882352941
Aue,2006,0.3220196078431372
Aue,2007,0.22117647058823528
Aue,2008,0.2178298755186722
Aue,2009,0.23035294117647057
Aue,2010,0.29545098039215684
Aue,2011,0.2796470588235294
Aue,2012,0.22384313725490196
Aue,2013,0.22663900414937757
Aue,2014,0.24752941176470586
Aue,2015,0.22076348547717842
Aue,2016,0.2103278008298755
Aue,2017,0.21220746887966807
Aue,2018,0.2433941908713693
Aue,2019,0.237298755186722
Aue,2020,0.22661410788381742
Aue,2021,0.21432365145228216
Aue,2022,0.24111203319502073
Aue,2023,0.23035684647302904
