KreisNr,GemeindeNr,Gemeindename,Anzahl Stimmbezirke,Zu vergebene Sitze,Mehrheitswahl,Wahlberechtiget,Wähler,Wahlbeteiligung,Ungültige Stimmabgaben,Gültige Stimmabgaben,Gültige Stimmen,CDU,DIE LINKE,SPD,FDP,GRÜNE,Sonstige
64,64004,"Bad Tennstedt, Stadt",14,,2248,1165,51.8,47,1118,3274,28.2,-,46.7,-,-,25.1
64,64005,Ballhausen,8,,781,390,49.9,45,345,1026,25.9,-,-,-,-,74.1
64,64007,Blankenburg,6,x,170,114,67.1,12,102,462,-,-,-,-,-,100
64,64008,Bothenheilingen,8,,400,247,61.8,10,237,691,55.7,-,-,-,-,44.3
64,64009,Bruchstedt,6,,258,195,75.6,10,185,552,5.1,-,-,-,-,94.9
64,64014,D�nwald,14,,2022,1198,59.2,46,1152,3420,72.4,-,-,-,-,27.6
64,64017,Flarchheim,6,,424,263,62,13,250,726,64.9,-,-,-,-,35.1
64,64018,Gro�engottern,14,,1947,1067,54.8,53,1014,2988,52.3,-,9.2,38.5,-,-
64,64019,Gro�vargula,8,,692,520,75.1,49,471,1394,-,-,-,-,-,100
64,64021,Hauss�mmern,6,,211,150,71.1,13,137,402,-,-,-,61.4,-,38.6
64,64022,Herbsleben,16,,2638,1424,54,51,1373,4083,72.7,27.3,-,-,-,-
64,64023,Heroldishausen,6,x,177,126,71.2,5,121,585,-,-,-,-,-,100
64,64024,Heyerode,14,,2107,1188,56.4,40,1148,3407,67.9,-,-,-,-,32.1
64,64025,Hildebrandshausen,6,x,330,278,84.2,8,270,1500,99.6,-,-,-,-,0.4
64,64027,Horns�mmern,6,x,130,107,82.3,18,89,429,-,-,-,-,-,100
64,64029,Issersheilingen,6,,108,103,95.4,3,100,299,-,-,-,-,-,100
64,64032,Kammerforst,8,,761,480,63.1,33,447,1285,41.2,-,-,-,-,58.8
64,64033,Kirchheilingen,8,x,736,511,69.4,17,494,3017,-,-,-,-,-,100
64,64035,Kleinwelsbach,6,x,113,76,67.3,3,73,397,-,-,-,-,-,100
64,64036,Klettstedt,6,x,218,179,82.1,12,167,845,-,-,-,-,-,100
