KreisNr,GemeindeNr,Gemeindename,Zu vergebene Sitze,Mehrheitswahl,Wahlberechtiget,Wähler,Wahlbeteiligung,Ungültige Stimmabgaben,Gültige Stimmabgaben,Gültige Stimmen,CDU,SPD,DIE LINKE,FDP,GRÜNE,Sonstige
77,77041,Posterstein,6,,266,204,76.7,6,198,570,2,3,-,-,-,1
77,77042,Rositz,16,,2917,2070,71,87,1983,5660,7,5,3,1,-,-
77,77043,"Schmölln, Stadt",24,,9870,7138,72.3,347,6791,19943,9,7,4,1,-,3
77,77044,Starkenberg,12,,1000,795,79.5,58,737,2139,7,3,2,-,-,-
77,77045,Taupadel,6,x,305,239,78.4,25,214,1003,6,-,-,-,-,-
77,77046,Tegkwitz,6,x,263,206,78.3,15,191,617,-,-,-,-,-,6
77,77047,Thonhausen,8,,523,421,80.5,29,392,1140,3,-,-,-,-,5
77,77048,Treben,12,,885,702,79.3,52,650,1919,5,-,-,-,-,7
77,77049,Vollmershain,6,,229,192,83.8,6,186,553,5,-,-,-,-,1
77,77051,Wildenbörten,6,,310,244,78.7,11,233,687,-,-,1,-,-,5
77,77052,Windischleuba,12,,1393,941,67.6,82,859,2452,9,2,-,-,-,1
77,77053,Wintersdorf,14,,1996,1532,76.8,114,1418,4173,4,2,-,-,-,8
77,77054,Zehma,8,,460,285,62,10,275,813,-,-,2,2,-,4
77,77055,Ziegelheim,12,,807,627,77.7,61,566,1643,5,-,-,-,-,7
