KreisNr,GemeindeNr,Gemeindename,Zu vergebene Sitze,Mehrheitswahl,Wahlberechtiget,Wähler,Wahlbeteiligung,Ungültige Stimmabgaben,Gültige Stimmabgaben,Gültige Stimmen,CDU,SPD,DIE LINKE,FDP,GRÜNE,Sonstige
74,74013,"Dornburg/Saale, Stadt",12,,771,619,80.3,32,587,1737,1,-,-,-,-,11
74,74014,Dorndorf-Steudnitz,12,,1330,1110,83.5,49,1061,3045,1,4,-,7,-,-
74,74015,Dothen,6,,293,249,85,11,238,703,-,-,-,-,-,6
74,74016,Eichenberg,6,,318,267,84,19,248,733,4,-,-,-,-,2
74,74017,Eineborn,6,,317,273,86.1,9,264,784,2,-,-,4,-,-
74,74018,"Eisenberg, Stadt",24,,9391,6028,64.2,337,5691,16631,6,5,4,3,-,6
74,74019,Frauenprießnitz,12,x,838,560,66.8,23,537,2687,-,-,-,-,-,12
74,74021,Freienorla,6,,281,227,80.8,5,222,660,1,-,1,4,-,-
74,74022,Geisenhain,6,,181,147,81.2,8,139,412,4,-,-,-,-,2
74,74023,Gernewitz,6,x,178,126,70.8,31,95,413,-,-,-,-,-,6
74,74024,Gneus,6,x,114,105,92.1,2,103,588,6,-,-,-,-,-
74,74025,Gösen,6,x,172,123,71.5,13,110,390,6,-,-,-,-,-
74,74026,Golmsdorf,8,x,452,355,78.5,20,335,2222,-,-,-,-,-,8
74,74027,Graitschen a.d. Höhe,6,,98,77,78.6,5,72,213,2,-,-,-,-,4
74,74028,Graitschen b. Bürgel,6,x,293,251,85.7,12,239,1230,-,-,-,-,-,6
74,74029,Großbockedra,6,x,153,121,79.1,7,114,545,-,-,-,-,-,6
74,74031,Großeutersdorf,6,,249,207,83.1,13,194,573,3,-,1,-,-,2
74,74032,Großlöbichau,6,,221,175,79.2,23,152,439,4,-,2,-,-,-
74,74033,Großpürschütz,6,,175,153,87.4,5,148,442,-,-,-,-,-,6
74,74034,Gumperda,6,,335,280,83.6,21,259,743,-,-,-,4,-,2
74,74035,Hainchen,6,,227,207,91.2,15,192,559,-,-,-,-,-,6
74,74036,Hainichen,6,x,157,134,85.4,12,122,634,-,-,-,-,-,6
74,74037,Hainspitz,8,,544,439,80.7,14,425,1264,3,2,-,-,-,3
74,74038,Hartmannsdorf,12,,848,667,78.7,61,606,1781,-,-,2,5,-,5
74,74039,Heideland,14,,1729,1320,76.3,80,1240,3609,4,-,2,2,-,6
74,74041,"Hermsdorf, Stadt",20,,7640,5421,71,135,5286,15645,7,6,4,1,-,2
74,74042,Hummelshain,8,,573,416,72.6,20,396,1171,-,-,-,-,-,8
74,74043,Jenalöbnitz,6,x,95,90,94.7,6,84,466,-,-,-,-,-,6
74,74044,"Kahla, Stadt",20,,6434,4457,69.3,216,4241,12641,5,5,-,9,1,-
74,74045,Karlsdorf,6,x,92,66,71.7,7,59,274,-,-,-,-,-,6
74,74046,Kleinbockedra,6,x,38,26,68.4,8,18,50,-,-,-,-,-,6
74,74047,Kleinebersdorf,6,x,159,137,86.2,6,131,712,6,-,-,-,-,-
74,74048,Kleineutersdorf,6,,332,289,87,17,272,813,-,-,-,-,-,6
74,74049,Laasdorf,6,x,312,234,75,25,209,953,-,-,-,-,-,6
74,74051,Lehesten,8,,412,360,87.4,16,344,1015,1,-,-,-,1,6
74,74052,Lindig,6,,236,209,88.6,10,199,581,4,-,-,-,-,2
74,74053,Lippersdorf-Erdmannsdorf,6,,396,358,90.4,21,337,1002,4,-,-,2,-,-
74,74054,Löberschütz,6,x,140,120,85.7,9,111,567,-,-,-,-,-,6
74,74055,Mertendorf,6,,145,107,73.8,2,105,314,-,-,-,-,-,6
74,74056,Meusebach,6,x,81,74,91.4,3,71,305,-,-,-,-,-,6
74,74057,Milda,8,,517,447,86.5,28,419,1214,2,1,-,-,-,5
74,74058,Möckern,6,,119,101,84.9,9,92,271,-,-,-,2,-,4
74,74059,Mörsdorf,6,,276,246,89.1,6,240,711,-,-,-,5,-,1
74,74061,Nausnitz,6,x,46,41,89.1,1,40,174,-,-,-,-,-,6
74,74062,Nautschütz,6,,205,184,89.8,6,178,527,-,-,-,-,-,6
74,74063,Neuengönna,8,,443,404,91.2,21,383,946,2,-,-,-,1,5
74,74064,Oberbodnitz,6,,195,173,88.7,22,151,446,2,-,-,-,-,4
74,74065,"Orlamünde, Stadt",12,,1115,880,78.9,57,823,2440,3,2,-,-,-,7
74,74066,Ottendorf,8,,402,312,77.6,14,298,872,2,2,-,-,-,4
74,74067,Petersberg,6,,223,181,81.2,13,168,491,-,-,-,-,-,6
74,74068,Poxdorf,6,x,87,75,86.2,9,66,314,-,-,-,-,-,6
74,74069,Quirla,6,,319,253,79.3,16,237,705,-,-,-,2,-,4
74,74071,Rattelsdorf,6,,69,64,92.8,13,51,151,-,-,-,5,-,1
74,74072,Rauda,6,,332,275,82.8,39,236,688,-,-,4,-,-,2
74,74073,Rauschwitz,6,x,200,149,74.5,9,140,626,-,-,-,-,-,6
74,74074,Rausdorf,6,x,93,78,83.9,1,77,407,-,-,-,-,-,6
74,74075,Reichenbach,8,,759,672,88.5,20,652,1935,6,-,-,-,-,2
74,74076,Reinstädt,8,,440,339,77,21,318,932,-,-,-,-,-,8
74,74077,Renthendorf,6,,377,273,72.4,21,252,737,-,-,-,-,-,6
74,74078,Rockau,6,x,267,212,79.4,18,194,863,-,-,-,-,-,6
74,74079,Rothenstein,12,,759,614,80.9,38,576,1625,4,-,-,8,-,-
74,74081,Ruttersdorf-Lotschen,6,,190,148,77.9,10,138,412,4,-,-,2,-,-
74,74082,Scheiditz,6,,50,47,94,1,46,134,2,-,-,-,-,4
74,74083,"Schkölen, Stadt",12,,1201,808,67.3,45,763,2235,-,-,3,-,-,9
74,74084,Schleifreisen,6,x,359,253,70.5,14,239,1210,-,-,-,-,-,6
74,74085,Schlöben,8,,485,376,77.5,39,337,1000,-,-,-,-,-,8
74,74086,Schöngleina,8,,380,326,85.8,8,318,935,5,-,-,-,-,3
74,74087,Schöps,6,,247,230,93.1,12,218,646,-,-,-,-,-,6
74,74088,Seifartsdorf,6,x,137,119,86.9,12,107,481,-,-,-,6,-,-
74,74089,Seitenroda,6,x,163,139,85.3,7,132,567,-,-,-,-,-,6
74,74091,Serba,8,,652,512,78.5,47,465,1364,5,-,-,-,-,3
74,74092,Silbitz,8,x,454,314,69.2,23,291,1111,-,-,-,8,-,-
74,74093,St.Gangloff,12,,1037,790,76.2,46,744,2175,1,-,-,3,-,8
74,74094,"Stadtroda, Stadt",20,,4534,3141,69.3,100,3041,8997,8,2,3,1,-,6
74,74095,Sulza,6,,201,189,94,5,184,541,-,-,-,-,-,6
74,74096,Tautenburg,6,x,259,220,84.9,9,211,1158,-,-,-,-,-,6
74,74097,Tautendorf,6,x,145,133,91.7,4,129,695,-,-,-,-,-,6
74,74098,Tautenhain,12,,1235,868,70.3,17,851,2528,3,1,4,2,-,2
74,74099,Thierschneck,6,x,95,74,77.9,13,61,344,-,-,-,-,-,6
74,74101,Tissa,6,x,107,82,76.6,6,76,348,-,-,-,-,-,6
74,74102,Trockenborn-Wolfersdorf,8,,430,357,83,15,342,1005,5,-,3,-,-,-
74,74103,Tröbnitz,6,,355,306,86.2,22,284,823,4,-,-,1,-,1
74,74104,Unterbodnitz,6,,160,136,85,5,131,391,-,-,-,-,-,6
74,74105,Waldeck,6,,198,152,76.8,14,138,383,-,-,-,-,-,6
74,74106,Walpernhain,6,,176,157,89.2,18,139,400,-,-,-,-,-,6
74,74107,Waltersdorf,6,x,100,84,84,-,84,501,-,-,-,-,-,6
74,74108,Weißbach,6,x,145,91,62.8,8,83,249,-,-,-,-,-,6
74,74109,Weißenborn,12,,798,615,77.1,21,594,1753,3,-,-,-,-,9
74,74111,Wetzdorf,6,,174,153,87.9,12,141,416,1,-,-,4,-,1
74,74112,Wichmar,6,,207,178,86,28,150,415,4,2,-,-,-,-
74,74113,Zimmern,6,x,169,133,78.7,44,89,447,-,-,-,-,-,6
74,74114,Zöllnitz,6,x,289,255,88.2,17,238,1297,6,-,-,-,-,-
74,74115,Zöthen,6,x,125,93,74.4,1,92,491,-,-,-,-,-,6
75,75001,Altengesees,6,,162,119,73.5,7,112,328,2,-,-,-,-,4
75,75002,Birkenhügel,8,,362,294,81.2,9,285,839,-,-,-,-,-,8
75,75003,Blankenberg,12,,1017,805,79.2,40,765,2120,5,6,1,-,-,-
75,75004,Blankenstein,12,,915,713,77.9,21,692,2074,-,-,-,-,-,12
75,75005,Blintendorf,6,,225,193,85.8,19,174,515,-,-,-,-,-,6
75,75006,Bodelwitz,8,,429,343,80,14,329,972,5,-,-,1,-,2
75,75007,Breitenhain,6,x,103,92,89.3,2,90,509,-,-,-,-,-,6
75,75008,Bucha,6,x,79,74,93.7,3,71,330,-,-,-,-,-,6
75,75009,Burgk,6,x,93,75,80.6,1,74,377,-,-,-,-,-,6
75,75011,Burglemnitz,6,x,82,71,86.6,9,62,337,-,-,-,-,-,6
75,75012,Chursdorf,6,,145,138,95.2,1,137,406,4,-,-,-,-,2
75,75013,Crispendorf,8,,382,317,83,21,296,879,1,-,-,-,-,7
75,75014,Dittersdorf,6,,182,154,84.6,8,146,428,5,-,-,1,-,-
75,75015,Dobareuth,6,,331,282,85.2,9,273,813,5,-,1,-,-,-
75,75016,Döbritz,6,,154,131,85.1,3,128,381,-,-,-,2,-,4
75,75017,Dragensdorf,6,x,62,59,95.2,-,59,339,-,-,-,-,-,6
75,75018,Dreba,6,x,247,188,76.1,32,156,1002,6,-,-,-,-,-
75,75019,Dreitzsch,6,,383,297,77.5,29,268,798,4,-,-,-,-,2
75,75021,Ebersdorf/Thüringen,14,,2170,1633,75.3,50,1583,4711,3,4,1,4,-,2
75,75022,Eliasbrunn,6,,188,144,76.6,8,136,407,-,-,-,-,-,6
75,75023,Eßbach,6,,238,196,82.4,6,190,570,4,-,1,-,-,1
75,75024,Friedebach,6,,145,114,78.6,9,105,314,-,-,-,-,-,6
75,75025,Frössen,6,x,175,137,78.3,17,120,563,-,-,-,-,-,6
75,75026,Gahma,6,,163,128,78.5,8,120,355,-,-,-,-,-,6
75,75027,Gebersreuth,6,x,206,185,89.8,9,176,926,6,-,-,-,-,-
75,75028,"Gefell, Stadt",12,,1115,893,80.1,30,863,2520,-,3,1,-,-,8
75,75029,Geroda,6,,213,170,79.8,8,162,480,4,-,-,-,-,2
75,75031,Gertewitz,6,x,130,117,90,14,103,374,-,-,-,-,-,6
75,75032,Gleima,6,x,71,59,83.1,9,50,219,-,-,-,-,-,6
75,75033,Görkwitz,6,,218,185,84.9,6,179,524,4,-,-,-,-,2
75,75034,Göschitz,6,x,204,167,81.9,12,155,787,-,-,-,-,-,6
75,75035,Gössitz,6,,312,271,86.9,12,259,762,2,-,-,-,-,4
75,75036,Göttengrün,6,,93,84,90.3,1,83,249,4,-,-,-,-,2
75,75037,Gräfendorf,6,x,340,250,73.5,76,174,866,-,-,-,6,-,-
75,75038,Gräfenwarth,6,,308,267,86.7,8,259,771,4,-,1,-,-,1
75,75039,Grobengereuth,6,,196,166,84.7,10,156,466,5,-,-,1,-,-
75,75041,Grumbach,6,x,160,121,75.6,30,91,230,-,-,-,-,-,6
75,75042,Harra,12,,789,630,79.8,23,607,1804,-,-,2,-,-,10
75,75043,Heberndorf,6,,247,192,77.7,7,185,546,-,-,1,-,-,5
75,75044,Heinersdorf,6,,319,278,87.1,11,267,709,-,4,-,-,-,2
75,75045,Herschdorf b. Pößneck,6,,235,194,82.6,24,170,500,4,-,-,-,-,2
75,75046,"Hirschberg, Stadt",16,,2299,1687,73.4,87,1600,4752,3,-,3,3,-,7
75,75047,Keila,6,x,74,62,83.8,8,54,292,-,-,-,-,-,6
75,75048,Kirschkau,6,,192,172,89.6,9,163,478,4,-,-,-,-,2
75,75049,Knau,8,x,592,453,76.5,20,433,2520,-,-,8,-,-,-
75,75051,Kospoda,6,,364,283,77.7,14,269,798,4,-,-,-,-,2
75,75052,Krölpa,12,,1352,991,73.3,57,934,2744,2,-,-,-,-,10
75,75053,Künsdorf,6,,160,151,94.4,10,141,418,4,-,-,-,-,2
75,75054,Langenorla,12,,1186,969,81.7,23,946,2803,4,7,-,-,-,1
75,75055,Langgrün,6,,187,170,90.9,6,164,491,-,-,-,-,-,6
75,75056,Lausnitz b. Neustadt an der Orla,6,x,292,240,82.2,30,210,894,-,-,-,-,-,6
75,75057,Lemnitz,6,,324,283,87.3,8,275,821,3,-,-,-,-,3
75,75058,Liebengrün,6,,377,290,76.9,15,275,814,1,1,-,-,-,4
75,75059,Liebschütz,8,,486,401,82.5,10,391,1173,-,-,-,-,-,8
75,75061,Linda b. Neustadt an der Orla,6,x,309,284,91.9,17,267,1050,-,-,-,-,-,6
75,75062,"Lobenstein, Moorbad, Stadt",20,,5498,4067,74,135,3932,11571,2,9,4,1,-,4
75,75063,Löhma,6,x,240,206,85.8,5,201,979,6,-,-,-,-,-
75,75064,Mielesdorf,6,x,210,187,89,2,185,1019,6,-,-,-,-,-
75,75065,Miesitz,6,,230,196,85.2,1,195,579,-,-,-,-,-,6
75,75066,Mittelpöllnitz,6,,254,212,83.5,10,202,600,-,-,-,-,-,6
75,75067,Möschlitz,8,,490,417,85.1,20,397,1175,2,-,-,-,-,6
75,75068,Moßbach,6,,360,311,86.4,21,290,865,2,-,-,-,-,4
75,75069,Moxa,6,,78,65,83.3,3,62,186,-,-,-,-,-,6
75,75071,Neundorf (bei Lobenstein),8,,609,507,83.3,25,482,1422,5,-,1,-,-,2
75,75072,Neundorf (bei Schleiz),6,,258,229,88.8,10,219,657,5,-,1,-,-,-
75,75073,"Neustadt an der Orla, Stadt",24,,7897,5200,65.8,191,5009,14587,9,8,5,2,-,-
75,75074,Nimritz,6,,214,199,93,5,194,579,-,-,1,-,-,5
75,75075,Oberoppurg,6,,166,146,88,7,139,408,2,-,-,-,-,4
75,75076,Oettersdorf,8,,656,487,74.2,16,471,1408,2,2,-,1,-,3
75,75077,Oppurg,12,,1154,923,80,25,898,2655,5,3,1,3,-,-
75,75078,Oßla,6,,313,239,76.4,9,230,683,-,-,-,-,-,6
75,75079,Paska,6,,99,82,82.8,10,72,210,-,-,-,-,-,6
75,75081,Peuschen,8,,426,335,78.6,24,311,922,-,-,-,-,-,8
75,75082,Pillingsdorf,6,,107,98,91.6,5,93,273,2,-,-,-,-,4
75,75083,Plothen,6,,249,204,81.9,14,190,564,4,-,-,-,-,2
75,75084,Pörmitz,6,x,159,115,72.3,4,111,484,-,-,-,6,-,-
75,75085,"Pößneck, Stadt",24,,12562,8387,66.8,264,8123,23732,10,8,4,2,-,-
75,75086,Pottiga,6,,387,296,76.5,19,277,815,-,-,-,-,-,6
75,75087,Quaschwitz,6,x,56,53,94.6,1,52,288,-,-,-,-,-,6
75,75088,"Ranis, Stadt",12,,1488,1161,78,45,1116,3301,7,2,1,-,-,2
75,75089,Rauschengesees,6,,101,84,83.2,3,81,241,-,-,-,-,-,6
75,75091,Remptendorf,12,,984,805,81.8,19,786,2303,5,-,3,1,-,3
75,75092,Rockendorf,8,,471,404,85.8,13,391,1157,-,-,-,-,-,8
75,75093,Rosendorf,6,,143,128,89.5,4,124,364,1,-,-,-,-,5
75,75094,Rothenacker,6,,237,186,78.5,1,185,555,-,-,-,4,-,2
75,75095,Ruppersdorf,6,,244,203,83.2,4,199,591,2,-,-,-,-,4
75,75096,"Saalburg, Stadt",12,,1143,922,80.7,27,895,2653,1,-,1,4,-,6
75,75097,Schlegel,6,,344,290,84.3,20,270,799,-,-,-,-,-,6
75,75098,"Schleiz, Stadt",20,,6751,4938,73.1,140,4798,14168,11,3,3,2,-,1
75,75099,Schmieritz,6,,346,260,75.1,27,233,672,1,-,-,-,-,5
75,75101,Schmorda,6,,89,83,93.3,9,74,220,-,-,-,-,-,6
75,75102,Schöndorf,6,,257,220,85.6,17,203,603,2,-,-,-,-,4
75,75103,Seisla,6,,131,106,80.9,3,103,305,2,-,-,-,-,4
75,75104,Seubtendorf,6,,186,155,83.3,16,139,413,2,-,-,1,-,3
75,75105,Solkwitz,6,x,60,51,85,4,47,248,-,-,-,6,-,-
75,75106,Stanau,6,,108,89,82.4,1,88,258,4,-,-,-,-,2
75,75107,Stelzen,6,,282,184,65.2,12,172,509,-,-,-,-,-,6
75,75108,"Tanna, Stadt",14,,1732,1332,76.9,64,1268,3756,6,-,-,3,-,5
75,75109,Tegau,6,,325,258,79.4,12,246,732,-,-,-,-,-,6
75,75111,Thierbach,6,x,123,103,83.7,3,100,542,-,-,-,-,-,6
75,75112,Thimmendorf,6,,256,216,84.4,10,206,612,4,-,-,-,-,2
75,75113,Titschendorf,6,x,225,170,75.6,2,168,829,-,-,-,-,-,6
75,75114,Tömmelsdorf,6,x,104,99,95.2,7,92,503,-,-,-,6,-,-
75,75115,Trannroda,6,x,101,94,93.1,2,92,453,-,-,-,-,-,6
75,75116,"Triptis, Stadt",16,,3576,2802,78.4,95,2707,7919,2,2,1,1,-,10
75,75117,Unterkoskau,6,,291,238,81.8,9,229,676,3,-,-,1,-,2
75,75118,Unterlemnitz,6,x,308,254,82.5,25,229,942,-,-,-,6,-,-
75,75119,Volkmannsdorf,6,,263,224,85.2,17,207,613,4,-,-,-,-,2
75,75121,Weira,6,,338,292,86.4,21,271,798,-,-,-,-,-,6
75,75122,Weisbach,6,,166,139,83.7,6,133,392,1,-,1,2,-,2
75,75123,Weitisberga,6,,172,147,85.5,9,138,380,-,-,1,-,-,5
75,75124,Wernburg,8,,529,423,80,28,395,1159,2,-,1,5,-,-
75,75125,Wilhelmsdorf,6,,198,177,89.4,16,161,482,2,-,-,-,-,4
75,75126,"Wurzbach, Stadt",14,,1865,1446,77.5,76,1370,4010,-,5,-,1,-,8
75,75127,"Ziegenrück, Stadt",12,,788,561,71.2,69,492,1436,-,9,-,-,-,3
75,75128,Zollgrün,6,,252,211,83.7,6,205,609,5,-,1,-,-,-
76,76001,Arnsgrün,6,,288,209,72.6,14,195,582,-,-,-,-,-,6
76,76002,"Auma, Stadt",16,,2801,2060,73.5,102,1958,5705,9,-,1,-,-,6
76,76003,"Bad Köstritz, Stadt",16,,2774,2133,76.9,88,2045,6055,7,5,4,-,-,-
76,76004,"Berga/Elster, Stadt",16,,3485,2706,77.6,104,2602,7432,4,8,1,-,-,3
76,76005,Bernsgrün,8,,326,326,100,22,304,888,5,-,-,-,-,3
76,76006,Bethenhausen,6,x,180,154,85.6,7,147,800,-,-,-,-,-,6
76,76007,Bocka,6,,227,200,88.1,38,162,486,-,-,-,-,-,6
76,76008,Brahmenau,8,,430,353,82.1,34,319,928,-,6,-,2,-,-
76,76009,Braunichswalde,8,,520,468,90,6,462,1375,6,-,1,1,-,-
76,76011,Braunsdorf,6,x,215,181,84.2,20,161,833,-,-,-,-,-,6
76,76012,Caaschwitz,8,,517,437,84.5,45,392,1154,-,-,-,-,-,8
76,76013,Cossengrün,6,,401,311,77.6,20,291,849,4,2,-,-,-,-
76,76014,Crimla,6,,256,211,82.4,17,194,579,-,-,-,-,-,6
76,76015,Daßlitz,6,,280,227,81.1,31,196,582,-,-,-,-,-,6
76,76016,Dörtendorf,6,x,163,136,83.4,4,132,720,-,-,-,-,-,6
76,76017,Endschütz,6,,304,249,81.9,26,223,655,-,-,-,-,-,6
76,76018,Friedmannsdorf,6,x,133,117,88,6,111,455,-,-,-,-,-,6
76,76019,Gauern,6,x,101,83,82.2,7,76,341,-,-,-,-,-,6
76,76021,Göhren-Döhlen,6,x,79,61,77.2,4,57,295,-,-,-,-,-,6
76,76022,"Greiz, Stadt",36,,24523,16245,66.2,643,15602,45612,11,15,5,3,-,2
76,76023,Großenstein,12,,1091,797,73.1,91,706,2203,-,7,-,5,-,-
76,76024,Hain,6,x,45,41,91.1,1,40,229,-,-,-,-,-,6
76,76025,Harth,12,,831,662,79.7,50,612,1806,2,-,-,-,-,10
76,76026,Hartmannsdorf,6,,249,205,82.3,37,168,494,-,-,-,-,-,6
76,76027,Hilbersdorf,6,,183,154,84.2,14,140,418,-,-,-,-,-,6
76,76028,Hirschfeld,6,x,88,76,86.4,5,71,307,-,-,-,-,-,6
76,76029,"Hohenleuben, Stadt",12,,1463,1181,80.7,78,1103,3232,2,-,2,4,-,4
76,76031,Hohenölsen,8,,442,373,84.4,11,362,1078,3,2,1,2,-,-
76,76032,Hohndorf,8,,571,465,81.4,22,443,1307,-,-,-,-,-,8
76,76033,Hundhaupten,6,,187,164,87.7,18,146,430,-,-,-,-,-,6
76,76034,Kauern,6,,337,282,83.7,18,264,775,-,-,-,-,-,6
76,76035,Kleinreinsdorf,6,,371,311,83.8,22,289,847,2,-,1,-,-,3
76,76036,Korbußen,6,,352,316,89.8,8,308,923,-,-,-,-,-,6
76,76037,Kraftsdorf,12,,1328,1014,76.4,65,949,2806,3,-,-,-,-,9
76,76038,Kühdorf,6,x,59,53,89.8,2,51,296,6,-,-,-,-,-
76,76039,Langenwetzendorf,16,,2576,2116,82.1,119,1997,5848,6,-,2,-,-,8
76,76041,Langenwolschendorf,8,,725,590,81.4,44,546,1543,5,-,-,3,-,-
76,76042,Lederhose,6,,229,169,73.8,23,146,429,-,-,-,-,-,6
76,76043,Linda b. Weida,6,,353,319,90.4,9,310,925,6,-,-,-,-,-
76,76044,Lindenkreuz,8,x,398,292,73.4,43,249,961,-,-,-,-,-,8
76,76045,Lunzig,6,x,166,145,87.3,6,139,731,-,-,-,-,-,6
76,76046,Merkendorf,6,x,251,219,87.3,3,216,1106,-,-,-,-,-,6
76,76047,Mohlsdorf,14,,2308,1847,80,89,1758,5186,6,1,-,-,-,7
76,76048,Mosen,6,x,198,174,87.9,3,171,937,-,-,-,-,-,6
76,76049,"Münchenbernsdorf, Stadt",16,,2738,2101,76.7,127,1974,5815,4,-,3,-,-,9
76,76051,Neugernsdorf,6,,152,130,85.5,2,128,383,-,-,-,-,-,6
76,76052,Neumühle/Elster,8,,396,345,87.1,13,332,958,4,-,1,-,-,3
76,76053,Niederndorf,8,,405,310,76.5,17,293,866,-,2,-,-,-,6
76,76054,Nitschareuth,6,,201,184,91.5,14,170,504,-,-,1,-,-,5
76,76055,Paitzdorf,6,,320,278,86.9,10,268,800,1,-,-,-,-,5
76,76056,Pöllnitz,14,,1628,1296,79.6,84,1212,3614,5,-,-,2,-,7
76,76057,Pöllwitz,8,,782,619,79.2,44,575,1699,2,-,-,-,-,6
76,76058,Pölzig,12,,961,743,77.3,60,683,2004,4,-,-,-,-,8
76,76059,Reichstädt,6,x,300,247,82.3,15,232,1119,-,-,-,-,-,6
76,76061,"Ronneburg, Stadt",20,,5237,3713,70.9,174,3539,10272,8,6,3,1,-,2
76,76062,Rückersdorf,12,,757,581,76.8,38,543,1598,7,4,1,-,-,-
76,76063,Rüdersdorf,8,,655,524,80,57,467,1349,2,-,-,-,-,6
76,76064,Saara,8,,506,419,82.8,45,374,1104,3,-,-,-,-,5
76,76065,Schömberg,6,x,88,69,78.4,8,61,301,-,-,-,-,-,6
76,76066,Schönbach,6,,268,134,50,12,122,364,-,-,1,-,-,5
76,76067,Schwaara,6,x,96,78,81.3,2,76,300,-,-,-,-,-,6
76,76068,Schwarzbach,6,x,200,155,77.5,3,152,790,-,-,-,-,-,6
76,76069,Seelingstädt,12,,1303,1054,80.9,45,1009,3019,5,1,2,-,-,4
76,76071,Silberfeld,6,x,85,72,84.7,5,67,350,-,-,-,-,-,6
76,76072,Staitz,6,,221,180,81.4,15,165,493,-,-,-,2,-,4
76,76073,Steinsdorf,8,,628,530,84.4,38,492,1466,-,-,2,-,-,6
76,76074,Teichwitz,6,,73,65,89,4,61,183,-,-,-,-,-,6
76,76075,Teichwolframsdorf,14,,1606,1238,77.1,63,1175,3496,10,-,-,-,-,4
76,76076,Töppeln,8,,691,542,78.4,46,496,1471,-,1,1,-,-,6
76,76077,"Triebes, Stadt",16,,3302,2413,73.1,96,2317,6815,9,3,1,3,-,-
76,76078,Waltersdorf b. Berga/Elster,6,,373,302,81,19,283,833,-,-,-,-,-,6
76,76079,"Weida, Stadt",20,,7324,4719,64.4,187,4532,13367,6,4,4,2,1,3
76,76081,Weißendorf,6,,303,255,84.2,7,248,738,-,-,1,-,-,5
76,76082,Wiebelsdorf,6,,226,165,73,8,157,466,-,-,-,-,-,6
76,76083,Wildetaube,8,,590,487,82.5,6,481,1433,3,-,-,-,5,-
76,76084,Wünschendorf/Elster,16,,2377,1866,78.5,88,1778,5270,4,2,-,-,-,10
76,76085,Zadelsdorf,6,x,133,115,86.5,5,110,547,-,-,-,-,-,6
76,76086,Zedlitz,6,x,321,285,88.8,11,274,1528,-,-,-,-,-,6
76,76087,"Zeulenroda, Stadt",24,,11558,8354,72.3,273,8081,23717,12,5,3,2,-,2
77,77001,"Altenburg, Stadt",36,,37434,23370,62.4,909,22461,65861,16,10,7,-,3,-
77,77002,Altkirchen,12,,979,709,72.4,40,669,1962,4,-,-,1,-,7
77,77003,Dobitschen,8,,512,403,78.7,49,354,1039,-,-,-,-,-,8
77,77004,Drogen,6,x,118,97,82.2,16,81,367,-,-,-,-,-,6
77,77005,Fockendorf,8,,715,568,79.4,34,534,1575,1,-,2,-,-,5
77,77006,Frohnsdorf,6,,264,211,79.9,19,192,570,-,-,-,-,-,6
77,77007,Gerstenberg,8,,468,394,84.2,37,357,1060,1,-,-,-,-,7
77,77008,Göhren,8,,390,282,72.3,32,250,738,6,-,-,-,-,2
77,77009,Göllnitz,6,,290,230,79.3,16,214,635,1,-,-,4,-,1
77,77011,Göpfersdorf,6,,176,142,80.7,6,136,402,-,-,-,-,-,6
77,77012,"Gößnitz, Stadt",16,,3816,2746,72,123,2623,7739,6,5,1,2,-,2
77,77013,Großröda,6,,239,212,88.7,20,192,554,2,-,-,-,-,4
77,77014,Großstöbnitz,8,,644,509,79,30,479,1409,-,5,1,-,-,2
77,77015,Haselbach,12,,881,633,71.9,64,569,1686,-,9,-,3,-,-
77,77016,Heukewalde,6,,169,143,84.6,7,136,407,4,-,-,-,-,2
77,77017,Heyersdorf,6,x,129,112,86.8,4,108,522,-,-,-,-,-,6
77,77018,Jonaswalde,6,,263,208,79.1,15,193,579,-,-,-,-,-,6
77,77019,Jückelberg,6,,273,220,80.6,12,208,605,4,-,-,-,-,2
77,77021,Kosma,6,,282,232,82.3,8,224,654,4,1,1,-,-,-
77,77022,Kriebitzsch,12,,1231,880,71.5,69,811,2354,-,-,3,-,-,9
77,77023,Langenleuba-Niederhain,14,,1719,1390,80.9,53,1337,3914,8,5,1,-,-,-
77,77024,Lehma,6,,335,282,84.2,29,253,734,2,-,-,-,-,4
77,77025,Lehndorf,8,,751,518,69,37,481,1357,-,-,1,7,-,-
77,77026,Löbichau,12,x,1002,685,68.4,31,654,4369,-,-,-,12,-,-
77,77027,Lödla,8,x,571,453,79.3,29,424,2228,-,8,-,-,-,-
77,77028,"Lucka, Stadt",20,,5196,3682,70.9,172,3510,10314,7,9,1,-,-,3
77,77029,Lumpzig,8,,535,421,78.7,22,399,1187,2,6,-,-,-,-
77,77031,Mehna,6,,283,225,79.5,24,201,576,-,-,-,-,-,6
77,77032,"Meuselwitz, Stadt",24,,8912,6297,70.7,197,6100,17265,12,7,5,-,-,-
77,77033,Mockern,8,,431,302,70.1,32,270,787,-,-,2,1,-,5
77,77034,Monstab,8,,409,319,78,34,285,816,3,-,-,-,-,5
77,77035,Naundorf,8,,448,374,83.5,17,357,1054,-,-,-,-,-,8
77,77036,Nobitz,16,,3075,2315,75.3,166,2149,6272,3,3,1,-,-,9
77,77037,Nöbdenitz,12,,941,712,75.7,35,677,1978,-,-,1,2,-,9
77,77038,Podelwitz,8,,580,438,75.5,11,427,1275,7,-,1,-,-,-
77,77039,Ponitz,12,,1489,1078,72.4,110,968,2847,5,6,-,1,-,-
