City,Year,Average,Air Quality Station Type
Chemnitz,2009,43.446,Background
Chemnitz,2010,47.158,Background
Chemnitz,2011,45.195,Background
Chemnitz,2012,46.398,Background
Chemnitz,2013,46.995,Background
Chemnitz,2014,44.646,Background
Chemnitz,2015,50.257,Background
Chemnitz,2016,44.815,Background
Chemnitz,2017,50.821,Background
Chemnitz,2018,57.344,Background
Chemnitz,2019,55.86,Background
Chemnitz,2020,52.245,Background
Chemnitz,2021,49.255,Background
Chemnitz,2022,55.103,Background
Chemnitz,2023,57.169,Background
Chemnitz,2024,54.579,Background
Chemnitz,2025,63.334,Background
Cottbus,1993,46.688,Background
Cottbus,1994,49.119,Background
Cottbus,1995,44.157,Background
Cottbus,1996,43.117,Background
Cottbus,1997,46.203,Background
Cottbus,1998,48.394,Background
Cottbus,1999,50.962,Background
Cottbus,2000,48.345,Background
Cottbus,2001,45.591,Background
Cottbus,2002,36.7425,Background
Cottbus,2003,55.649,Background
Cottbus,2004,50.532,Background
Cottbus,2005,52.34,Background
Cottbus,2006,56.941,Background
Cottbus,2007,52.666,Background
Cottbus,2008,51.666,Background
Cottbus,2009,48.206,Background
Cottbus,2010,52.887,Background
Cottbus,2011,52.842,Background
Cottbus,2012,52.706,Background
Cottbus,2013,53.242,Background
Cottbus,2014,49.164,Background
Cottbus,2015,51.241,Background
Cottbus,2016,47.206,Background
Cottbus,2017,52.327,Background
Cottbus,2018,59.982,Background
Cottbus,2019,58.92,Background
Cottbus,2020,52.634,Background
Cottbus,2021,57.659,Background
Cottbus,2022,58.433,Background
Cottbus,2023,61.143,Background
Cottbus,2024,57.207,Background
Cottbus,2025,62.419,Background
Cuxhaven,1998,55.849,Background
Cuxhaven,1999,57.233,Background
Cuxhaven,2000,52.403,Background
Cuxhaven,2001,51.573,Background
Cuxhaven,2002,55.476,Background
Cuxhaven,2003,54.575,Background
Cuxhaven,2004,53.134,Background
Cuxhaven,2005,52.057,Background
Cuxhaven,2006,54.659,Background
Cuxhaven,2007,53.227,Background
Cuxhaven,2008,52.646,Background
Cuxhaven,2009,50.759,Background
Cuxhaven,2010,55.164,Background
Cuxhaven,2011,51.54,Background
Cuxhaven,2012,51.476,Background
Cuxhaven,2013,54.669,Background
Cuxhaven,2014,51.223,Background
Cuxhaven,2015,55.099,Background
Cuxhaven,2016,51.583,Background
Cuxhaven,2017,53.341,Background
Cuxhaven,2018,56.816,Background
Cuxhaven,2019,54.941,Background
Cuxhaven,2020,55.237,Background
Cuxhaven,2021,57.266,Background
Cuxhaven,2022,57.636,Background
Cuxhaven,2023,60.135,Background
Cuxhaven,2024,59.493,Background
Cuxhaven,2025,70.311,Background
Dallgow-Döberitz,2019,49.628,Background
Dallgow-Döberitz,2020,52.691,Background
Dallgow-Döberitz,2021,53.073,Background
Dallgow-Döberitz,2022,55.76,Background
Dallgow-Döberitz,2023,59.018,Background
Dallgow-Döberitz,2024,56.159,Background
Dallgow-Döberitz,2025,57.721,Background
Darmstadt,1988,23.301,Background
Darmstadt,1989,26.888,Background
Darmstadt,1990,26.589,Background
Darmstadt,1991,22.217,Background
Darmstadt,1992,31.902,Background
Darmstadt,1993,32.254,Background
Darmstadt,1994,36.165,Background
Darmstadt,1995,24.723,Background
Darmstadt,1996,34.8715,Background
Darmstadt,1997,34.311499999999995,Background
Darmstadt,1998,36.339999999999996,Background
Darmstadt,1999,41.147999999999996,Background
Darmstadt,2000,36.217,Background
Darmstadt,2001,34.852999999999994,Background
Darmstadt,2002,35.918,Background
Darmstadt,2003,43.34,Background
Darmstadt,2004,40.107,Background
Darmstadt,2005,40.832,Background
Darmstadt,2006,41.482,Background
Darmstadt,2007,38.949,Background
Darmstadt,2008,41.599,Background
Darmstadt,2009,40.038,Background
Darmstadt,2010,39.148,Background
Darmstadt,2011,41.211,Background
Darmstadt,2012,41.02,Background
Darmstadt,2013,42.769,Background
Darmstadt,2014,38.62,Background
Darmstadt,2015,43.611,Background
Darmstadt,2016,40.488,Background
Darmstadt,2017,39.925,Background
Darmstadt,2018,48.474,Background
Darmstadt,2019,46.267,Background
Darmstadt,2020,49.749,Background
Darmstadt,2021,42.307,Background
Darmstadt,2022,49.141,Background
Darmstadt,2023,50.688,Background
Darmstadt,2024,45.329,Background
Darmstadt,2025,46.808,Background
Delitzsch,1995,42.885,Background
Delitzsch,1996,39.289,Background
Delitzsch,1997,48.892,Background
Delitzsch,1998,44.825,Background
Delitzsch,1999,45.844,Background
Delitzsch,2000,42.533,Background
Delitzsch,2001,42.731,Background
Delitzsch,2002,45.843,Background
Delitzsch,2003,50.213,Background
Delitzsch,2004,45.999,Background
Delitzsch,2005,47.105,Background
Delitzsch,2006,47.047,Background
Delitzsch,2007,44.741,Background
Delitzsch,2008,45.64,Background
Delitzsch,2009,44.108,Background
Delitzsch,2010,37.606,Background
Dessau-Roßlau,1993,40.138,Background
Dessau-Roßlau,1994,42.499,Background
Dessau-Roßlau,1995,40.362,Background
Dessau-Roßlau,1996,26.868,Traffic
Dessau-Roßlau,1996,41.511,Background
Dessau-Roßlau,1997,32.315,Traffic
Dessau-Roßlau,1997,44.962,Background
Dessau-Roßlau,1998,32.419,Traffic
Dessau-Roßlau,1998,45.846,Background
Dessau-Roßlau,1999,36.275,Traffic
Dessau-Roßlau,1999,48.797,Background
Dessau-Roßlau,2000,45.157,Traffic
Dessau-Roßlau,2000,42.094,Background
Dessau-Roßlau,2001,35.236,Traffic
Dessau-Roßlau,2001,42.833,Background
Dessau-Roßlau,2002,35.304,Traffic
Dessau-Roßlau,2002,48.163,Background
Dessau-Roßlau,2003,54.691,Background
Dessau-Roßlau,2004,49.31,Background
Dessau-Roßlau,2005,50.977,Background
Dessau-Roßlau,2006,51.568,Background
Dessau-Roßlau,2007,50.138,Background
Dessau-Roßlau,2008,46.705,Background
Dessau-Roßlau,2009,45.369,Background
Dessau-Roßlau,2010,51.444,Background
Dessau-Roßlau,2011,49.76,Background
Dessau-Roßlau,2012,48.743,Background
Dessau-Roßlau,2013,43.126,Background
Diehsa,2003,64.313,Background
Diehsa,2004,57.193,Background
Diehsa,2005,59.179,Background
Diehsa,2006,59.712,Background
Diehsa,2007,55.716,Background
Diehsa,2008,54.527,Background
Diehsa,2009,52.987,Background
Diehsa,2010,56.198,Background
Diehsa,2011,55.814,Background
Diehsa,2012,55.554,Background
Diehsa,2013,55.705,Background
Diehsa,2014,52.35,Background
Diehsa,2015,60.374,Background
Diehsa,2016,51.197,Background
Diehsa,2017,54.718,Background
Diehsa,2018,61.007,Background
Diehsa,2019,58.405,Background
Diehsa,2020,54.489,Background
Diehsa,2021,53.792,Background
Diehsa,2022,56.931,Background
Diehsa,2023,58.698,Background
Diehsa,2024,58.028,Background
Diehsa,2025,56.703,Background
Dillenburg,1990,20.792,Traffic
Dillenburg,1991,19.823,Traffic
Dillenburg,1992,22.471,Traffic
Dillenburg,1993,26.193,Traffic
Dillenburg,1994,31.18,Traffic
Dillenburg,1995,27.162,Traffic
Dillenburg,1996,27.204,Traffic
Dillenburg,1997,25.971,Traffic
Dillenburg,1998,28.644,Traffic
Dillenburg,1999,27.718,Traffic
Dillenburg,2000,23.662,Traffic
Dillenburg,2001,26.482,Traffic
Dillenburg,2002,26.237,Traffic
Dillenburg,2003,32.195,Traffic
Dillenburg,2004,28.995,Traffic
Dillenburg,2005,24.529,Traffic
Dillingen/Saar,1988,21.302,Background
Dillingen/Saar,1989,34.787,Background
Dillingen/Saar,1990,32.263,Background
Dillingen/Saar,1991,29.537,Background
Dillingen/Saar,1992,28.136,Background
Dillingen/Saar,1993,31.276,Background
Dillingen/Saar,1994,35.355,Background
Dillingen/Saar,1995,38.748,Background
Dillingen/Saar,1996,36.462,Background
Dillingen/Saar,1997,36.876,Background
Dillingen/Saar,1998,40.802,Background
Dillingen/Saar,1999,43.455,Background
Dillingen/Saar,2000,40.2595,Background
Dillingen/Saar,2001,46.6045,Background
Dillingen/Saar,2002,46.721,Background
Dillingen/Saar,2003,52.992,Background
Dillingen/Saar,2004,43.282,Background
Dillingen/Saar,2005,39.79,Background
Dillingen/Saar,2006,45.507,Background
Dillingen/Saar,2007,44.331,Background
Dillingen/Saar,2008,44.995,Background
Dillingen/Saar,2009,47.696,Background
Dillingen/Saar,2010,49.357,Background
Dillingen/Saar,2011,44.568,Background
Dillingen/Saar,2012,46.396,Background
Dillingen/Saar,2013,45.454,Industrial
Dillingen/Saar,2014,44.718,Industrial
Dillingen/Saar,2015,47.733,Industrial
Dillingen/Saar,2016,41.897,Industrial
Dillingen/Saar,2017,48.174,Industrial
Dillingen/Saar,2018,50.64,Industrial
Dillingen/Saar,2019,49.119,Industrial
Dillingen/Saar,2020,52.999,Industrial
Dillingen/Saar,2021,46.409,Industrial
Dillingen/Saar,2022,52.84,Industrial
Dillingen/Saar,2023,55.823,Industrial
Dillingen/Saar,2024,48.616,Industrial
Dillingen/Saar,2025,48.672,Industrial
Doberlug-Kirchhain,1991,40.476,Background
Doberlug-Kirchhain,1992,41.854,Background
Doberlug-Kirchhain,1993,48.373,Background
Doberlug-Kirchhain,1994,43.609,Background
Doberlug-Kirchhain,1995,53.285,Background
Doberlug-Kirchhain,1996,46.785,Background
Doberlug-Kirchhain,1997,47.731,Background
Doberlug-Kirchhain,1998,58.777,Background
Dormagen,1990,28.435,Background
Dormagen,1991,27.829,Background
Dormagen,1992,27.637,Background
Dormagen,1993,26.687,Background
Dormagen,1994,34.359,Background
Dormagen,1995,31.334,Background
Dormagen,1996,27.558,Background
Dormagen,1997,28.559,Background
Dormagen,1998,32.354,Background
Dormagen,1999,35.064,Background
Dormagen,2000,30.942,Background
Dormagen,2001,33.603,Background
Dormagen,2002,32.403,Background
Dormagen,2003,39.581,Background
Dormagen,2004,34.614,Background
Dormagen,2005,33.523,Background
Dormagen,2006,38.718,Background
Dormagen,2007,34.494,Background
Dormagen,2008,24.648,Background
Dornburg-Camburg,2003,46.607,Industrial
Dortmund,1988,28.12,Background
Dortmund,1989,31.14,Background
Dortmund,1990,20.402500000000003,Background
Dortmund,1991,27.666,Background
Dortmund,1992,27.307,Background
Dortmund,1993,27.629,Background
Dortmund,1994,33.727,Background
Dortmund,1995,30.671,Background
Dortmund,1996,27.879,Background
Dortmund,1997,30.562,Background
Dortmund,1998,31.34,Background
Dortmund,1999,35.133,Background
Dortmund,2000,32.333,Background
Dortmund,2001,33.682,Background
Dortmund,2002,32.47,Background
Dortmund,2003,41.678,Background
Dortmund,2004,34.9,Background
Dortmund,2005,34.782,Background
Dortmund,2006,40.254,Background
Dortmund,2007,36.789,Background
Dortmund,2008,36.8,Background
Dortmund,2009,37.013,Background
Dortmund,2010,36.529,Background
Dortmund,2011,35.377,Background
Dortmund,2012,37.323,Background
Dortmund,2013,38.322,Background
Dortmund,2014,35.792,Background
Dortmund,2015,41.524,Background
Dortmund,2016,37.865,Background
Dortmund,2017,39.602,Background
Dortmund,2018,46.953,Background
Dortmund,2019,45.587,Background
Dortmund,2020,47.52,Background
Dortmund,2021,43.767,Background
Dortmund,2022,47.998,Background
Dortmund,2023,49.679,Background
Dortmund,2024,48.223,Background
Dortmund,2025,50.723,Background
Dreisamtal,1984,93.444,Background
Dreisamtal,1985,86.584,Background
Dreisamtal,1986,88.724,Background
Dreisamtal,1988,96.909,Background
Dreisamtal,1989,103.547,Background
Dreisamtal,1990,84.491,Background
Dreisamtal,1991,83.228,Background
Dreisamtal,1992,78.04,Background
Dreisamtal,1993,82.228,Background
Dreisamtal,1994,84.749,Background
Dreisamtal,1995,89.252,Background
Dreisamtal,1996,79.89,Background
Dreisamtal,1997,88.663,Background
Dreisamtal,1998,87.054,Background
Dreisamtal,1999,85.031,Background
Dreisamtal,2000,85.277,Background
Dreisamtal,2001,84.404,Background
Dreisamtal,2002,83.671,Background
Dreisamtal,2003,92.313,Background
Dreisamtal,2004,87.304,Background
Dreisamtal,2005,88.403,Background
Dreisamtal,2006,88.351,Background
Dreisamtal,2007,80.977,Background
Dreisamtal,2008,79.11,Background
Dreisamtal,2009,86.955,Background
Dreisamtal,2010,87.942,Background
Dreisamtal,2011,87.04,Background
Dreisamtal,2012,85.084,Background
Dreisamtal,2013,82.947,Background
Dreisamtal,2014,79.872,Background
Dreisamtal,2015,89.768,Background
Dreisamtal,2016,83.573,Background
Dreisamtal,2017,84.374,Background
Dreisamtal,2018,91.989,Background
Dreisamtal,2019,84.185,Background
Dreisamtal,2020,75.1,Background
Dreisamtal,2021,77.976,Background
Dreisamtal,2022,85.808,Background
Dreisamtal,2023,82.001,Background
Dreisamtal,2024,79.895,Background
Dresden,1992,36.908,Background
Dresden,1993,38.921,Background
Dresden,1994,40.613,Background
Dresden,1995,26.973,Traffic
Dresden,1995,40.325,Background
Dresden,1996,23.014,Traffic
Dresden,1996,39.987,Background
Dresden,1997,28.821,Traffic
Dresden,1997,39.593,Background
Dresden,1998,33.318,Traffic
Dresden,1998,42.447,Background
Dresden,1999,30.44,Traffic
Dresden,1999,42.842,Background
Dresden,2000,29.397,Traffic
Dresden,2000,41.152,Background
Dresden,2001,27.953,Traffic
Dresden,2001,40.458,Background
Dresden,2002,33.934,Traffic
Dresden,2002,42.592,Background
Dresden,2003,36.94,Traffic
Dresden,2003,48.35,Background
Dresden,2004,31.405,Traffic
Dresden,2004,44.16,Background
Dresden,2005,35.877,Traffic
Dresden,2005,47.454,Background
Dresden,2006,36.522,Traffic
Dresden,2006,46.642,Background
Dresden,2007,36.867,Traffic
Dresden,2007,44.378,Background
Dresden,2008,35.148,Traffic
Dresden,2008,43.2565,Background
Dresden,2009,35.222,Traffic
Dresden,2009,42.047,Background
Dresden,2010,37.363,Traffic
Dresden,2010,47.715,Background
Dresden,2011,35.819,Traffic
Dresden,2011,43.752,Background
Dresden,2012,37.22,Traffic
Dresden,2012,45.405,Background
Dresden,2013,37.61,Traffic
Dresden,2013,47.237,Background
Dresden,2014,36.767,Traffic
Dresden,2014,44.047,Background
Dresden,2015,42.28,Traffic
Dresden,2015,48.597,Background
Dresden,2016,36.1665,Traffic
Dresden,2016,43.822,Background
Dresden,2017,42.062,Traffic
Dresden,2017,49.093,Background
Dresden,2018,45.88,Traffic
Dresden,2018,53.147,Background
Dresden,2019,44.2505,Traffic
Dresden,2019,52.051,Background
Dresden,2020,41.896,Traffic
Dresden,2020,48.723,Background
Dresden,2021,39.817499999999995,Traffic
Dresden,2021,47.94,Background
Dresden,2022,44.914500000000004,Traffic
Dresden,2022,51.661,Background
Dresden,2023,46.932,Traffic
Dresden,2023,54.152,Background
Dresden,2024,46.4655,Traffic
Dresden,2024,51.74,Background
Dresden,2025,58.367999999999995,Traffic
Dresden,2025,64.296,Background
Duderstadt,1990,43.104,Background
Duderstadt,1991,32.279,Background
Duderstadt,1992,42.796,Background
Duderstadt,1993,38.799,Background
Duderstadt,1994,49.723,Background
Duderstadt,1995,49.259,Background
Duderstadt,1996,46.507,Background
Duderstadt,1997,47.739,Background
Duderstadt,1998,50.242,Background
Duderstadt,1999,52.835,Background
Duderstadt,2000,48.056,Background
Duderstadt,2001,45.899,Background
Duderstadt,2002,47.754,Background
Duderstadt,2003,52.025,Background
Duderstadt,2004,47.684,Background
Duderstadt,2005,49.419,Background
Duderstadt,2006,53.234,Background
Duderstadt,2007,49.527,Background
Duderstadt,2008,49.674,Background
Duderstadt,2009,46.648,Background
Duderstadt,2010,51.172,Background
Duderstadt,2011,47.795,Background
Duderstadt,2012,48.674,Background
Duderstadt,2013,53.382,Background
Duisburg,1989,31.475,Industrial
Duisburg,1990,34.413,Industrial
Duisburg,1991,30.635,Industrial
Duisburg,1992,32.767,Industrial
Duisburg,1993,30.625,Industrial
Duisburg,1994,35.944,Industrial
Duisburg,1995,32.401,Industrial
Duisburg,1996,29.521,Industrial
Duisburg,1997,31.843,Industrial
Duisburg,1998,30.0655,Industrial
Duisburg,1999,33.7265,Industrial
Duisburg,2000,30.8885,Industrial
Duisburg,2001,34.114,Industrial
Duisburg,2002,33.74,Industrial
Duisburg,2003,38.343,Industrial
Duisburg,2004,34.764,Industrial
Duisburg,2005,34.53,Industrial
Duisburg,2006,38.831,Industrial
Duisburg,2007,35.793,Industrial
Duisburg,2008,35.376,Industrial
Duisburg,2009,37.501,Industrial
Duisburg,2010,36.713,Industrial
Duisburg,2011,35.177,Industrial
Duisburg,2012,35.864,Industrial
Duisburg,2013,38.641,Industrial
Duisburg,2014,35.147,Industrial
Duisburg,2015,39.522,Industrial
Duisburg,2016,36.982,Industrial
Duisburg,2017,37.59,Industrial
Duisburg,2018,44.515,Industrial
Duisburg,2019,44.113,Industrial
Duisburg,2020,44.527,Industrial
Duisburg,2021,40.816,Industrial
Duisburg,2022,47.131,Industrial
Duisburg,2023,48.173,Industrial
Duisburg,2024,45.959,Industrial
Duisburg,2025,43.393,Industrial
Düsseldorf,1989,29.382,Background
Düsseldorf,1990,33.11,Background
Düsseldorf,1991,28.059,Background
Düsseldorf,1992,29.639,Background
Düsseldorf,1993,30.25,Background
Düsseldorf,1994,36.357,Background
Düsseldorf,1995,34.446,Background
Düsseldorf,1996,29.301,Background
Düsseldorf,1997,30.0595,Background
Düsseldorf,1998,32.187,Background
Düsseldorf,1999,34.272,Background
Düsseldorf,2000,30.281,Background
Düsseldorf,2001,34.1235,Background
Düsseldorf,2002,32.109,Background
Düsseldorf,2003,37.388,Background
Düsseldorf,2004,33.356,Background
Düsseldorf,2005,34.272,Background
Düsseldorf,2006,40.005,Background
Düsseldorf,2007,35.349,Background
Düsseldorf,2008,35.323,Background
Düsseldorf,2009,35.125,Background
Düsseldorf,2010,36.16,Background
Düsseldorf,2011,36.066,Background
Düsseldorf,2012,36.392,Background
Düsseldorf,2013,37.986,Background
Düsseldorf,2014,36.541,Background
Düsseldorf,2015,40.828,Background
Düsseldorf,2016,37.668,Background
Düsseldorf,2017,40.174,Background
Düsseldorf,2018,44.455,Background
Düsseldorf,2019,45.243,Background
Düsseldorf,2020,46.72,Background
Düsseldorf,2021,42.346,Background
Düsseldorf,2022,47.927,Background
Düsseldorf,2023,50.812,Background
Düsseldorf,2024,47.5265,Background
Düsseldorf,2025,57.968,Background
Eberswalde,1996,39.341,Traffic
Eberswalde,1997,43.182,Traffic
Eberswalde,1998,44.647,Traffic
Eberswalde,1999,52.696,Traffic
Edertal,2005,37.637,Background
Edertal,2006,63.511,Background
Edertal,2007,62.364,Background
Edertal,2008,63.868,Background
Edertal,2009,58.688,Background
Edertal,2010,57.292,Background
Edertal,2011,59.288,Background
Edertal,2012,61.577,Background
Edertal,2013,59.346,Background
Edertal,2014,52.52,Background
Edertal,2015,60.567,Background
Edertal,2016,58.156,Background
Edertal,2017,58.842,Background
Edertal,2018,65.34,Background
Edertal,2019,66.068,Background
Edertal,2020,64.125,Background
Edertal,2021,59.567,Background
Edertal,2022,65.522,Background
Edertal,2023,64.772,Background
Edertal,2024,57.391,Background
Edertal,2025,60.696,Background
Eggebek,2017,52.312,Background
Eggebek,2018,55.978,Background
Eggebek,2019,52.944,Background
Eggebek,2020,52.642,Background
Eggebek,2021,53.423,Background
Eggebek,2022,55.855,Background
Eggebek,2023,58.668,Background
Eggebek,2024,58.932,Background
Eggebek,2025,69.707,Background
Eggenstein-Leopoldshafen,1984,30.388,Background
Eggenstein-Leopoldshafen,1985,37.097,Background
Eggenstein-Leopoldshafen,1986,37.211,Background
Eggenstein-Leopoldshafen,1988,34.166,Background
Eggenstein-Leopoldshafen,1989,35.32,Background
Eggenstein-Leopoldshafen,1990,38.189,Background
Eggenstein-Leopoldshafen,1991,40.38,Background
Eggenstein-Leopoldshafen,1992,36.746,Background
Eggenstein-Leopoldshafen,1993,41.037,Background
Eggenstein-Leopoldshafen,1994,38.756,Background
Eggenstein-Leopoldshafen,1995,39.894,Background
Eggenstein-Leopoldshafen,1996,35.357,Background
Eggenstein-Leopoldshafen,1997,37.983,Background
Eggenstein-Leopoldshafen,1998,43.744,Background
Eggenstein-Leopoldshafen,1999,42.863,Background
Eggenstein-Leopoldshafen,2000,38.784,Background
Eggenstein-Leopoldshafen,2001,42.9355,Background
Eggenstein-Leopoldshafen,2002,39.006,Background
Eggenstein-Leopoldshafen,2003,45.306000000000004,Background
Eggenstein-Leopoldshafen,2004,42.608,Background
Eggenstein-Leopoldshafen,2005,39.2,Background
Eggenstein-Leopoldshafen,2006,40.245,Background
Eggenstein-Leopoldshafen,2007,37.894,Background
Eggenstein-Leopoldshafen,2008,40.983,Background
Eggenstein-Leopoldshafen,2009,40.27,Background
Eggenstein-Leopoldshafen,2010,42.028,Background
Eggenstein-Leopoldshafen,2011,40.273,Background
Eggenstein-Leopoldshafen,2012,42.272,Background
Eggenstein-Leopoldshafen,2013,39.925,Background
Eggenstein-Leopoldshafen,2014,38.685,Background
Eggenstein-Leopoldshafen,2015,44.98,Background
Eggenstein-Leopoldshafen,2016,39.701,Background
Eggenstein-Leopoldshafen,2017,43.396,Background
Eggenstein-Leopoldshafen,2018,48.661,Background
Eggenstein-Leopoldshafen,2019,44.983,Background
Eggenstein-Leopoldshafen,2020,48.294,Background
Eggenstein-Leopoldshafen,2021,41.92,Background
Eggenstein-Leopoldshafen,2022,51.374,Background
Eggenstein-Leopoldshafen,2023,51.061,Background
Eggenstein-Leopoldshafen,2024,44.208,Background
Eggenstein-Leopoldshafen,2025,41.76,Background
Ehingen (Donau),1990,20.907,Industrial
Ehingen (Donau),1991,42.028,Industrial
Ehingen (Donau),1992,48.278,Industrial
Ehingen (Donau),1993,47.226,Industrial
Ehingen (Donau),1994,46.104,Industrial
Ehingen (Donau),1995,40.564,Industrial
Ehingen (Donau),1996,42.578,Industrial
Ehingen (Donau),1997,48.368,Industrial
Ehingen (Donau),1998,50.839,Industrial
Ehingen (Donau),1999,47.88,Industrial
Ehingen (Donau),2000,42.736,Industrial
Ehingen (Donau),2001,47.587,Industrial
Ehingen (Donau),2002,50.691,Industrial
Ehingen (Donau),2003,61.136,Industrial
Eibenstock,1990,50.713,Background
Eibenstock,1991,46.697,Background
Eibenstock,1992,44.183,Background
Eibenstock,1993,55.173,Background
Eibenstock,1994,54.654,Background
Eibenstock,1995,60.085,Background
Eibenstock,1996,66.219,Background
Eibenstock,1997,71.4465,Background
Eibenstock,1998,72.05799999999999,Background
Eibenstock,1999,73.374,Background
Eibenstock,2000,71.648,Background
Eibenstock,2001,70.206,Background
Eibenstock,2002,70.637,Background
Eibenstock,2003,81.222,Background
Eibenstock,2004,72.772,Background
Eibenstock,2005,73.844,Background
Eibenstock,2006,74.072,Background
Eibenstock,2007,67.962,Background
Eibenstock,2008,66.736,Background
Eibenstock,2009,68.739,Background
Eibenstock,2010,69.232,Background
Eibenstock,2011,69.906,Background
Eibenstock,2012,69.353,Background
Eibenstock,2013,67.45,Background
Eibenstock,2014,63.408,Background
Eibenstock,2015,69.848,Background
Eibenstock,2016,67.016,Background
Eibenstock,2017,66.075,Background
Eibenstock,2018,72.419,Background
Eibenstock,2019,70.856,Background
Eibenstock,2020,65.869,Background
Eibenstock,2021,62.865,Background
Eibenstock,2022,68.413,Background
Eibenstock,2023,68.23,Background
Eibenstock,2024,66.123,Background
Eibenstock,2025,67.125,Background
Eiderstedt,1994,58.362,Background
Eiderstedt,1995,56.535,Background
Eiderstedt,1996,56.046,Background
Eiderstedt,1997,53.826,Background
Eiderstedt,1998,58.345,Background
Eiderstedt,1999,61.333,Background
Eiderstedt,2000,56.203,Background
Eiderstedt,2001,58.682,Background
Eiderstedt,2002,55.641,Background
Eiderstedt,2006,58.509,Background
Eiderstedt,2007,60.129,Background
Eiderstedt,2008,59.252,Background
Eiderstedt,2009,55.28,Background
Eiderstedt,2010,59.867,Background
Eiderstedt,2011,58.951,Background
Eiderstedt,2012,59.413,Background
Eiderstedt,2013,61.081,Background
Eiderstedt,2014,57.992,Background
Eiderstedt,2015,62.026,Background
Eiderstedt,2016,59.532,Background
Eiderstedt,2017,61.537,Background
Eiderstedt,2018,61.682,Background
Eiderstedt,2019,61.718,Background
Eiderstedt,2020,60.43,Background
Eiderstedt,2021,61.646,Background
Eiderstedt,2022,62.015,Background
Eiderstedt,2023,64.838,Background
Eiderstedt,2024,64.058,Background
Eiderstedt,2025,74.183,Background
Eisenach,1996,39.521,Background
Eisenach,1997,39.363,Background
Eisenach,1998,43.374,Background
Eisenach,1999,44.281,Background
Eisenach,2000,40.576,Background
Eisenach,2001,41.368,Background
Eisenach,2002,41.9,Background
Eisenach,2003,44.255,Background
Eisenach,2004,42.577,Background
Eisenach,2005,43.722,Background
Eisenach,2006,46.301,Background
Eisenach,2007,44.078,Background
Eisenach,2008,45.466,Background
Eisenach,2009,42.816,Background
Eisenach,2010,46.481,Background
Eisenach,2011,44.859,Background
Eisenach,2012,46.104,Background
Eisenach,2013,46.465,Background
Eisenach,2014,40.687,Background
Eisenach,2015,47.468,Background
Eisenach,2016,44.189,Background
Eisenach,2017,45.563,Background
Eisenach,2018,49.221,Background
Eisenach,2019,48.085,Background
Eisenach,2020,49.46,Background
Eisenach,2021,44.888,Background
Eisenach,2022,51.031,Background
Eisenach,2023,56.31,Background
Eisenach,2024,50.959,Background
Eisenach,2025,58.847,Background
Eisenhüttenstadt,1994,42.893,Industrial
Eisenhüttenstadt,1995,47.497,Industrial
Eisenhüttenstadt,1996,41.873,Industrial
Eisenhüttenstadt,1997,48.378,Industrial
Eisenhüttenstadt,1998,50.464,Industrial
Eisenhüttenstadt,1999,52.056,Industrial
Eisenhüttenstadt,2000,49.025,Industrial
Eisenhüttenstadt,2001,48.16,Industrial
Eisenhüttenstadt,2002,46.221,Industrial
Eisenhüttenstadt,2003,52.002,Industrial
Eisenhüttenstadt,2004,51.901,Industrial
Eisenhüttenstadt,2005,53.357,Industrial
Eisenhüttenstadt,2006,56.501,Industrial
Eisenhüttenstadt,2007,53.959,Industrial
Eisenhüttenstadt,2008,52.027,Industrial
Eisenhüttenstadt,2009,49.618,Industrial
Eisenhüttenstadt,2010,51.915,Industrial
Eisenhüttenstadt,2011,51.259,Industrial
Eisenhüttenstadt,2012,48.548,Industrial
Eisenhüttenstadt,2013,52.14,Industrial
Eisenhüttenstadt,2014,49.049,Industrial
Eisenhüttenstadt,2015,53.36,Industrial
Eisenhüttenstadt,2016,49.774,Industrial
Eisenhüttenstadt,2017,52.649,Industrial
Eisenhüttenstadt,2018,58.023,Industrial
Eisenhüttenstadt,2019,59.276,Industrial
Eisenhüttenstadt,2020,56.913,Industrial
Eisenhüttenstadt,2021,53.692,Industrial
Eisenhüttenstadt,2022,57.604,Industrial
Eisenhüttenstadt,2023,56.677,Industrial
Eisenhüttenstadt,2024,55.699,Industrial
Eisenhüttenstadt,2025,62.571,Industrial
Eisleben,1993,37.564,Background
Eisleben,1994,41.411,Background
Eisleben,1995,43.029,Background
Eisleben,1996,41.174,Background
Eisleben,1997,43.186,Background
Eisleben,1998,48.068,Background
Elsdorf,2004,45.741,Industrial
Elsdorf,2005,44.058,Industrial
Elsdorf,2006,31.0355,Industrial
Elsterwerda,2007,51.037,Background
Elsterwerda,2008,49.721,Background
Elsterwerda,2009,46.991,Background
Elsterwerda,2010,49.825,Background
Elsterwerda,2011,51.049,Background
Elsterwerda,2012,49.352,Background
Elsterwerda,2013,50.285,Background
Elsterwerda,2014,45.895,Background
Elsterwerda,2015,48.506,Background
Elsterwerda,2016,45.874,Background
Elsterwerda,2017,49.445,Background
Elsterwerda,2018,53.996,Background
Elsterwerda,2019,54.598,Background
Elsterwerda,2020,52.842,Background
Elsterwerda,2021,49.964,Background
Elsterwerda,2022,57.143,Background
Elsterwerda,2023,57.781,Background
Elsterwerda,2024,55.979,Background
Elsterwerda,2025,61.372,Background
Emden,1990,38.504,Background
Emden,1991,32.951,Background
Emden,1992,40.928,Background
Emden,1993,40.097,Background
Emden,1994,51.178,Background
