Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;W�hler;Wahlbeteiligung;Ung�ltige Stimmen;G�ltige Stimmen;CDU;DIE LINKE;SPD;GRÜNE;AfD;FDP;NPD;PIRATEN;ASK Schwerin;AWD;AWGV;ABLR;AfL;AUFBRUCH 09;B�ndnis C;B�rger f�r Stralsund;BVR;B�rgerb�ndnis "Landleben Tollensetal";BG;DKP;DF;FREIE W�HLER;Freier Horizont LUP;Freier Horizont MSE;Freier Horizont VG;Freier Horizont LRO;FPA;FR;Graue;KfV;Die PARTEI;Tierschutzpartei;Pro Aktiv;UB;UFR;Rostocker Bund;WGW;WGK;LUL;W�hlergruppe Adomeit;WLD;Einzelbewerber
05.06.2019 13:48:38;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071054;Gro� Miltzow;3;3;831;450;54,2;90;1260;352;249;214;72;196;24;43;7;x;x;x;x;x;x;x;x;x;x;x;x;x;44;x;39;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20
05.06.2019 13:48:38;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071054;Gro� Miltzow;3;3;831;450;54,2;6,7;93,3;27,9;19,8;17,0;5,7;15,6;1,9;3,4;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;3,5;x;3,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6
05.06.2019 13:48:38;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071083;Kublank;1;1;146;104;71,2;24;288;59;39;58;25;85;0;6;0;x;x;x;x;x;x;x;x;x;x;x;x;x;7;x;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4
05.06.2019 13:48:38;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071083;Kublank;1;1;146;104;71,2;7,7;92,3;20,5;13,5;20,1;8,7;29,5;0,0;2,1;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;2,4;x;1,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4
05.06.2019 13:48:38;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071105;Neetzka;1;1;194;130;67,0;26;364;59;80;80;42;83;3;4;1;x;x;x;x;x;x;x;x;x;x;x;x;x;4;x;8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0
05.06.2019 13:48:38;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071105;Neetzka;1;1;194;130;67,0;6,7;93,3;16,2;22,0;22,0;11,5;22,8;0,8;1,1;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;x;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0
05.06.2019 13:48:38;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071130;Sch�nbeck;1;1;391;238;60,9;40;674;187;93;147;41;123;19;10;4;x;x;x;x;x;x;x;x;x;x;x;x;x;22;x;19;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9
05.06.2019 13:48:38;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071130;Sch�nbeck;1;1;391;238;60,9;5,6;94,4;27,7;13,8;21,8;6,1;18,2;2,8;1,5;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;3,3;x;2,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3
05.06.2019 13:48:38;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071132;Sch�nhausen;1;1;204;137;67,2;12;399;66;99;67;17;91;11;12;1;x;x;x;x;x;x;x;x;x;x;x;x;x;16;x;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4
05.06.2019 13:48:38;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071132;Sch�nhausen;1;1;204;137;67,2;2,9;97,1;16,5;24,8;16,8;4,3;22,8;2,8;3,0;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;4,0;x;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0
05.06.2019 13:48:38;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071153;Voigtsdorf;1;1;86;61;70,9;14;169;26;31;25;10;46;3;5;4;x;x;x;x;x;x;x;x;x;x;x;x;x;7;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3
05.06.2019 13:48:38;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071153;Voigtsdorf;1;1;86;61;70,9;7,7;92,3;15,4;18,3;14,8;5,9;27,2;1,8;3,0;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;4,1;x;5,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8
05.06.2019 13:48:38;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071164;Woldegk, Stadt;11;11;3821;2091;54,7;266;6007;1632;509;1940;314;1060;142;129;24;x;x;x;x;x;x;x;x;x;x;x;x;x;148;x;70;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;39
05.06.2019 13:48:38;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071164;Woldegk, Stadt;11;11;3821;2091;54,7;4,2;95,8;27,2;8,5;32,3;5,2;17,6;2,4;2,1;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;2,5;x;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6
05.06.2019 13:48:38;A;72;Landkreis Rostock;211;Bad Doberan, Stadt;13072006;Bad Doberan, Stadt;12;12;10436;5824;55,8;405;16521;3991;3050;3034;2341;2063;649;232;x;x;x;x;x;x;x;77;x;x;x;x;x;x;722;x;x;x;111;x;x;x;x;x;x;34;x;x;x;x;x;x;x;x;217
05.06.2019 13:48:38;P;72;Landkreis Rostock;211;Bad Doberan, Stadt;13072006;Bad Doberan, Stadt;12;12;10436;5824;55,8;2,4;97,6;24,2;18,5;18,4;14,2;12,5;3,9;1,4;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;4,4;x;x;x;0,7;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;1,3
05.06.2019 13:48:38;A;72;Landkreis Rostock;212;Dummerstorf;13072029;Dummerstorf;11;11;6047;3678;60,8;383;10651;3818;1870;1548;883;1235;329;109;x;x;x;x;x;x;x;45;x;x;x;x;x;x;493;x;x;x;141;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;167
05.06.2019 13:48:38;P;72;Landkreis Rostock;212;Dummerstorf;13072029;Dummerstorf;11;11;6047;3678;60,8;3,5;96,5;35,8;17,6;14,5;8,3;11,6;3,1;1,0;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;4,6;x;x;x;1,3;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;1,6
05.06.2019 13:48:38;A;72;Landkreis Rostock;213;Graal-M�ritz;13072036;Graal-M�ritz;4;4;3693;2331;63,1;117;6666;2400;1367;1018;656;750;166;29;x;x;x;x;x;x;x;25;x;x;x;x;x;x;120;x;x;x;49;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;74
05.06.2019 13:48:38;P;72;Landkreis Rostock;213;Graal-M�ritz;13072036;Graal-M�ritz;4;4;3693;2331;63,1;1,7;98,3;36,0;20,5;15,3;9,8;11,3;2,5;0,4;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;1,8;x;x;x;0,7;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;1,1
05.06.2019 13:48:38;A;72;Landkreis Rostock;214;G�strow, Stadt;13072043;G�strow, Stadt;18;18;24324;12252;50,4;809;34514;9159;5317;6187;2778;4600;2188;434;x;x;x;x;x;x;x;279;x;x;x;x;x;x;2610;x;x;x;126;x;x;x;x;x;x;33;x;x;x;x;x;x;x;x;803
05.06.2019 13:48:38;P;72;Landkreis Rostock;214;G�strow, Stadt;13072043;G�strow, Stadt;18;18;24324;12252;50,4;2,3;97,7;26,5;15,4;17,9;8,0;13,3;6,3;1,3;x;x;x;x;x;x;x;0,8;x;x;x;x;x;x;7,6;x;x;x;0,4;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;2,3
05.06.2019 13:48:38;A;72;Landkreis Rostock;215;Kr�pelin, Stadt;13072058;Kr�pelin, Stadt;7;7;4134;2079;50,3;135;6021;2174;1013;837;539;816;207;117;x;x;x;x;x;x;x;12;x;x;x;x;x;x;183;x;x;x;53;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;64
05.06.2019 13:48:38;P;72;Landkreis Rostock;215;Kr�pelin, Stadt;13072058;Kr�pelin, Stadt;7;7;4134;2079;50,3;2,2;97,8;36,1;16,8;13,9;9,0;13,6;3,4;1,9;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;3,0;x;x;x;0,9;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;1,1
05.06.2019 13:48:38;A;72;Landkreis Rostock;216;K�hlungsborn, Stadt;13072060;K�hlungsborn, Stadt;7;7;6961;4269;61,3;385;12349;4477;1427;2306;1446;1556;596;48;x;x;x;x;x;x;x;43;x;x;x;x;x;x;271;x;x;x;82;x;x;x;x;x;x;14;x;x;x;x;x;x;x;x;83
05.06.2019 13:48:38;P;72;Landkreis Rostock;216;K�hlungsborn, Stadt;13072060;K�hlungsborn, Stadt;7;7;6961;4269;61,3;3,0;97,0;36,3;11,6;18,7;11,7;12,6;4,8;0,4;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;2,2;x;x;x;0,7;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;0,7
05.06.2019 13:48:38;A;72;Landkreis Rostock;217;Neubukow, Stadt;13072074;Neubukow, Stadt;4;4;3286;1626;49,5;114;4652;1318;1204;730;390;619;102;59;x;x;x;x;x;x;x;30;x;x;x;x;x;x;111;x;x;x;45;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;39
05.06.2019 13:48:38;P;72;Landkreis Rostock;217;Neubukow, Stadt;13072074;Neubukow, Stadt;4;4;3286;1626;49,5;2,4;97,6;28,3;25,9;15,7;8,4;13,3;2,2;1,3;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;2,4;x;x;x;1,0;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;0,8
05.06.2019 13:48:38;A;72;Landkreis Rostock;218;Sanitz;13072091;Sanitz;7;7;4985;2756;55,3;157;7884;1890;1779;1055;488;856;1208;95;x;x;x;x;x;x;x;22;x;x;x;x;x;x;140;x;x;x;29;x;x;x;x;x;x;24;x;x;x;x;x;x;x;x;298
05.06.2019 13:48:38;P;72;Landkreis Rostock;218;Sanitz;13072091;Sanitz;7;7;4985;2756;55,3;2,0;98,0;24,0;22,6;13,4;6,2;10,9;15,3;1,2;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;1,8;x;x;x;0,4;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;3,8
05.06.2019 13:48:38;A;72;Landkreis Rostock;219;Satow;13072093;Satow;9;9;4807;3059;63,6;108;8902;1877;1683;1535;705;1181;688;214;x;x;x;x;x;x;x;13;x;x;x;x;x;x;832;x;x;x;62;x;x;x;x;x;x;22;x;x;x;x;x;x;x;x;90
05.06.2019 13:48:38;P;72;Landkreis Rostock;219;Satow;13072093;Satow;9;9;4807;3059;63,6;1,2;98,8;21,1;18,9;17,2;7,9;13,3;7,7;2,4;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;9,3;x;x;x;0,7;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;1,0
05.06.2019 13:48:38;A;72;Landkreis Rostock;220;Teterow, Stadt;13072106;Teterow, Stadt;6;6;7376;3441;46,7;172;9783;3513;1172;1496;327;1723;132;82;x;x;x;x;x;x;x;79;x;x;x;x;x;x;298;x;x;x;20;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;932
05.06.2019 13:48:38;P;72;Landkreis Rostock;220;Teterow, Stadt;13072106;Teterow, Stadt;6;6;7376;3441;46,7;1,7;98,3;35,9;12,0;15,3;3,3;17,6;1,3;0,8;x;x;x;x;x;x;x;0,8;x;x;x;x;x;x;3,0;x;x;x;0,2;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;9,5
05.06.2019 13:48:38;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072001;Admannshagen-Bargeshagen;2;2;2437;1784;73,2;75;5200;1654;784;500;480;636;791;19;x;x;x;x;x;x;x;12;x;x;x;x;x;x;262;x;x;x;24;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;35
05.06.2019 13:48:38;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072001;Admannshagen-Bargeshagen;2;2;2437;1784;73,2;1,4;98,6;31,8;15,1;9,6;9,2;12,2;15,2;0,4;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;5,0;x;x;x;0,5;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;0,7
05.06.2019 13:48:38;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072007;Bartenshagen-Parkentin;1;1;1133;880;77,7;12;2498;650;364;333;459;367;150;23;x;x;x;x;x;x;x;6;x;x;x;x;x;x;90;x;x;x;13;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;42
05.06.2019 13:48:38;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072007;Bartenshagen-Parkentin;1;1;1133;880;77,7;0,5;99,5;26,0;14,6;13,3;18,4;14,7;6,0;0,9;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;3,6;x;x;x;0,5;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;1,7
05.06.2019 13:48:38;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072017;B�rgerende-Rethwisch;2;2;1472;1119;76,0;69;3174;775;427;338;360;420;355;26;x;x;x;x;x;x;x;12;x;x;x;x;x;x;387;x;x;x;28;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;42
05.06.2019 13:48:38;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072017;B�rgerende-Rethwisch;2;2;1472;1119;76,0;2,1;97,9;24,4;13,5;10,6;11,3;13,2;11,2;0,8;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;12,2;x;x;x;0,9;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;1,3
05.06.2019 13:48:38;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072047;Hohenfelde;1;1;661;488;73,8;33;1393;413;322;197;144;156;64;5;x;x;x;x;x;x;x;8;x;x;x;x;x;x;43;x;x;x;9;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;23
05.06.2019 13:48:38;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072047;Hohenfelde;1;1;661;488;73,8;2,3;97,7;29,6;23,1;14,1;10,3;11,2;4,6;0,4;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;3,1;x;x;x;0,6;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;1,7
05.06.2019 13:48:38;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072075;Nienhagen;2;2;1719;1320;76,8;40;3822;1105;601;269;595;638;204;19;x;x;x;x;x;x;x;17;x;x;x;x;x;x;310;x;x;x;28;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;32
05.06.2019 13:48:38;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072075;Nienhagen;2;2;1719;1320;76,8;1,0;99,0;28,9;15,7;7,0;15,6;16,7;5,3;0,5;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;8,1;x;x;x;0,7;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;0,8
05.06.2019 13:48:38;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072083;Reddelich;1;1;776;552;71,1;36;1582;368;259;226;211;289;109;8;x;x;x;x;x;x;x;2;x;x;x;x;x;x;65;x;x;x;18;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;22
05.06.2019 13:48:38;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072083;Reddelich;1;1;776;552;71,1;2,2;97,8;23,3;16,4;14,3;13,3;18,3;6,9;0,5;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;4,1;x;x;x;1,1;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;1,4
05.06.2019 13:48:38;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072086;Retschow;1;1;788;526;66,8;11;1523;302;353;203;261;196;88;7;x;x;x;x;x;x;x;7;x;x;x;x;x;x;65;x;x;x;20;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;21
05.06.2019 13:48:38;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072086;Retschow;1;1;788;526;66,8;0,7;99,3;19,8;23,2;13,3;17,1;12,9;5,8;0,5;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;4,3;x;x;x;1,3;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;1,4
05.06.2019 13:48:38;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072099;Steffenshagen;1;1;462;339;73,4;14;936;270;128;124;117;173;45;25;x;x;x;x;x;x;x;5;x;x;x;x;x;x;23;x;x;x;5;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;17
05.06.2019 13:48:38;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072099;Steffenshagen;1;1;462;339;73,4;1,5;98,5;28,8;13,7;13,2;12,5;18,5;4,8;2,7;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;2,5;x;x;x;0,5;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;1,8
05.06.2019 13:48:38;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072117;Wittenbeck;1;1;744;505;67,9;18;1385;327;203;257;199;266;61;18;x;x;x;x;x;x;x;1;x;x;x;x;x;x;26;x;x;x;6;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;15
05.06.2019 13:48:38;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072117;Wittenbeck;1;1;744;505;67,9;1,3;98,7;23,6;14,7;18,6;14,4;19,2;4,4;1,3;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;1,9;x;x;x;0,4;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;1,1
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072009;Baumgarten;3;3;664;429;64,6;22;1230;292;121;339;134;96;37;16;x;x;x;x;x;x;x;6;x;x;x;x;x;x;136;x;x;x;17;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;36
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072009;Baumgarten;3;3;664;429;64,6;1,8;98,2;23,7;9,8;27,6;10,9;7,8;3,0;1,3;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;11,1;x;x;x;1,4;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;2,9
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072013;Bernitt;5;5;1322;829;62,7;57;2382;852;237;572;176;244;76;14;x;x;x;x;x;x;x;8;x;x;x;x;x;x;118;x;x;x;20;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;64
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072013;Bernitt;5;5;1322;829;62,7;2,3;97,7;35,8;9,9;24,0;7,4;10,2;3,2;0,6;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;5,0;x;x;x;0,8;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;2,7
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072020;B�tzow, Stadt;7;7;6411;3228;50,4;240;9268;2176;971;2057;332;897;220;167;x;x;x;x;x;x;x;44;x;x;x;x;x;x;1796;x;x;x;19;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;576
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072020;B�tzow, Stadt;7;7;6411;3228;50,4;2,5;97,5;23,5;10,5;22,2;3,6;9,7;2,4;1,8;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;19,4;x;x;x;0,2;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;6,2
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072028;Dreetz;1;1;180;130;72,2;12;378;120;46;63;40;48;2;7;x;x;x;x;x;x;x;1;x;x;x;x;x;x;30;x;x;x;3;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;18
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072028;Dreetz;1;1;180;130;72,2;3,1;96,9;31,7;12,2;16,7;10,6;12,7;0,5;1,9;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;7,9;x;x;x;0,8;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;4,8
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072050;J�rgenshagen;2;2;949;670;70,6;48;1886;547;180;294;244;277;129;41;x;x;x;x;x;x;x;3;x;x;x;x;x;x;83;x;x;x;37;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;51
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072050;J�rgenshagen;2;2;949;670;70,6;2,5;97,5;29,0;9,5;15,6;12,9;14,7;6,8;2,2;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;4,4;x;x;x;2,0;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;2,7
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072053;Klein Belitz;2;2;728;438;60,2;12;1274;306;126;263;122;172;62;64;x;x;x;x;x;x;x;0;x;x;x;x;x;x;77;x;x;x;25;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;57
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072053;Klein Belitz;2;2;728;438;60,2;0,9;99,1;24,0;9,9;20,6;9,6;13,5;4,9;5,0;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;6,0;x;x;x;2,0;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;4,5
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072078;Penzin;1;1;119;80;67,2;0;228;58;32;26;7;30;31;13;x;x;x;x;x;x;x;2;x;x;x;x;x;x;23;x;x;x;1;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;5
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072078;Penzin;1;1;119;80;67,2;0,0;100,0;25,4;14,0;11,4;3,1;13,2;13,6;5,7;x;x;x;x;x;x;x;0,9;x;x;x;x;x;x;10,1;x;x;x;0,4;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;2,2
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072089;R�hn;1;1;506;341;67,4;12;991;314;111;190;73;78;34;14;x;x;x;x;x;x;x;3;x;x;x;x;x;x;131;x;x;x;3;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;40
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072089;R�hn;1;1;506;341;67,4;1,2;98,8;31,7;11,2;19,2;7,4;7,9;3,4;1,4;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;13,2;x;x;x;0,3;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;4,0
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072101;Steinhagen;2;2;599;357;59,6;27;1025;278;117;258;32;83;85;19;x;x;x;x;x;x;x;2;x;x;x;x;x;x;94;x;x;x;1;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;52
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072101;Steinhagen;2;2;599;357;59,6;2,6;97,4;27,1;11,4;25,2;3,1;8,1;8,3;1,9;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;9,2;x;x;x;0,1;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;5,1
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072104;Tarnow;2;2;941;534;56,7;21;1551;419;210;303;81;180;83;6;x;x;x;x;x;x;x;11;x;x;x;x;x;x;130;x;x;x;37;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;91
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072104;Tarnow;2;2;941;534;56,7;1,3;98,7;27,0;13,5;19,5;5,2;11,6;5,4;0,4;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;8,4;x;x;x;2,4;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;5,9
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072114;Warnow;3;3;787;554;70,4;69;1566;406;156;356;120;220;34;24;x;x;x;x;x;x;x;1;x;x;x;x;x;x;160;x;x;x;14;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;72
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072114;Warnow;3;3;787;554;70,4;4,2;95,8;25,9;10,0;22,7;7,7;14,0;2,2;1,5;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;10,2;x;x;x;0,9;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;4,6
05.06.2019 13:48:38;A;72;Landkreis Rostock;5252;B�tzow-Land;13072120;Zepelin;2;2;372;262;70,4;15;762;249;78;133;49;91;25;7;x;x;x;x;x;x;x;5;x;x;x;x;x;x;89;x;x;x;5;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;31
05.06.2019 13:48:38;P;72;Landkreis Rostock;5252;B�tzow-Land;13072120;Zepelin;2;2;372;262;70,4;1,9;98,1;32,7;10,2;17,5;6,4;11,9;3,3;0,9;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;11,7;x;x;x;0,7;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;4,1
05.06.2019 13:48:38;A;72;Landkreis Rostock;5253;Carb�k;13072019;Broderstorf;4;4;3204;2174;67,9;112;6314;1696;1303;815;614;1034;335;36;x;x;x;x;x;x;x;14;x;x;x;x;x;x;229;x;x;x;50;x;x;x;x;x;x;58;x;x;x;x;x;x;x;x;130
05.06.2019 13:48:38;P;72;Landkreis Rostock;5253;Carb�k;13072019;Broderstorf;4;4;3204;2174;67,9;1,7;98,3;26,9;20,6;12,9;9,7;16,4;5,3;0,6;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;3,6;x;x;x;0,8;x;x;x;x;x;x;0,9;x;x;x;x;x;x;x;x;2,1
05.06.2019 13:48:38;A;72;Landkreis Rostock;5253;Carb�k;13072081;Poppendorf;1;1;615;452;73,5;15;1311;482;270;146;82;161;60;18;x;x;x;x;x;x;x;5;x;x;x;x;x;x;29;x;x;x;13;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;39
05.06.2019 13:48:38;P;72;Landkreis Rostock;5253;Carb�k;13072081;Poppendorf;1;1;615;452;73,5;1,1;98,9;36,8;20,6;11,1;6,3;12,3;4,6;1,4;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;2,2;x;x;x;1,0;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;3,0
05.06.2019 13:48:38;A;72;Landkreis Rostock;5253;Carb�k;13072087;Roggentin;3;3;2280;1604;70,4;43;4662;1010;1233;901;386;590;226;21;x;x;x;x;x;x;x;18;x;x;x;x;x;x;122;x;x;x;22;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;121
