Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;W�hler;Wahlbeteiligung;Ung�ltige Stimmen;G�ltige Stimmen;CDU;DIE LINKE;SPD;GRÜNE;AfD;FDP;NPD;PIRATEN;ASK Schwerin;AWD;AWGV;ABLR;AfL;AUFBRUCH 09;B�ndnis C;B�rger f�r Stralsund;BVR;B�rgerb�ndnis "Landleben Tollensetal";BG;DKP;DF;FREIE W�HLER;Freier Horizont LUP;Freier Horizont MSE;Freier Horizont VG;Freier Horizont LRO;FPA;FR;Graue;KfV;Die PARTEI;Tierschutzpartei;Pro Aktiv;UB;UFR;Rostocker Bund;WGW;WGK;LUL;W�hlergruppe Adomeit;WLD;Einzelbewerber
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074005;Bernstorf;1;1;281;177;63,0;1,1;98,9;29,8;8,8;7,1;4,0;12,3;2,3;1,2;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;3,7;x;x;29,4
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074022;G�gelow;2;2;2194;1165;53,1;63;3230;435;1068;415;198;483;96;135;18;x;x;x;x;x;x;x;x;x;x;x;x;x;29;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;333;x;x;18
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074022;G�gelow;2;2;2194;1165;53,1;1,9;98,1;13,5;33,1;12,8;6,1;15,0;3,0;4,2;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;10,3;x;x;0,6
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074069;Roggenstorf;1;1;404;229;56,7;9;660;172;130;96;71;78;28;0;6;x;x;x;x;x;x;x;x;x;x;x;x;x;13;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;47;x;x;17
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074069;Roggenstorf;1;1;404;229;56,7;1,3;98,7;26,1;19,7;14,5;10,8;11,8;4,2;0,0;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;2,0;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;7,1;x;x;2,6
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074071;R�ting;1;1;456;252;55,3;18;729;270;95;114;53;78;21;2;0;x;x;x;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;54;x;x;28
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074071;R�ting;1;1;456;252;55,3;2,4;97,6;37,0;13,0;15,6;7,3;10,7;2,9;0,3;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;7,4;x;x;3,8
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074077;Testorf-Steinfort;1;1;502;295;58,8;30;843;248;122;93;79;120;43;15;9;x;x;x;x;x;x;x;x;x;x;x;x;x;19;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;70;x;x;24
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074077;Testorf-Steinfort;1;1;502;295;58,8;3,4;96,6;29,4;14,5;11,0;9,4;14,2;5,1;1,8;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;8,3;x;x;2,8
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074079;Upahl;3;3;1297;710;54,7;48;1995;413;291;337;123;353;50;49;19;x;x;x;x;x;x;x;x;x;x;x;x;x;34;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;292;x;x;32
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074079;Upahl;3;3;1297;710;54,7;2,3;97,7;20,7;14,6;16,9;6,2;17,7;2,5;2,5;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;14,6;x;x;1,6
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074085;Warnow;1;1;527;276;52,4;27;793;184;130;143;127;80;21;14;9;x;x;x;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;67;x;x;10
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074085;Warnow;1;1;527;276;52,4;3,3;96,7;23,2;16,4;18,0;16,0;10,1;2,6;1,8;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;8,4;x;x;1,3
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074093;Stepenitztal;4;4;1436;800;55,7;66;2300;771;368;324;191;298;61;25;16;x;x;x;x;x;x;x;x;x;x;x;x;x;53;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;123;x;x;67
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074093;Stepenitztal;4;4;1436;800;55,7;2,8;97,2;33,5;16,0;14,1;8,3;13,0;2,7;1,1;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;5,3;x;x;2,9
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074753;Briefwahl Grevesm�hlen-Land;1;1;0;692;x;12;2062;470;377;354;209;169;60;15;8;x;x;x;x;x;x;x;x;x;x;x;x;x;25;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;322;x;x;50
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074753;Briefwahl Grevesm�hlen-Land;1;1;0;692;x;0,6;99,4;22,8;18,3;17,2;10,1;8,2;2,9;0,7;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;15,6;x;x;2,4
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074010;Boltenhagen;3;3;2237;2215;99,0;111;6458;1702;1389;1058;947;727;172;24;63;x;x;x;x;x;x;x;x;x;x;x;x;x;47;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;x;217;x;x;101
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074010;Boltenhagen;3;3;2237;2215;99,0;1,7;98,3;26,4;21,5;16,4;14,7;11,3;2,7;0,4;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;3,4;x;x;1,6
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074016;Damshagen;1;1;1076;552;51,3;60;1554;284;403;217;170;277;37;26;9;x;x;x;x;x;x;x;x;x;x;x;x;x;31;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;75;x;x;23
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074016;Damshagen;1;1;1076;552;51,3;3,7;96,3;18,3;25,9;14,0;10,9;17,8;2,4;1,7;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;2,0;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;4,8;x;x;1,5
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074032;Hohenkirchen;1;1;1118;564;50,4;33;1640;601;284;191;141;232;46;28;15;x;x;x;x;x;x;x;x;x;x;x;x;x;18;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;70;x;x;12
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074032;Hohenkirchen;1;1;1118;564;50,4;2,0;98,0;36,6;17,3;11,6;8,6;14,1;2,8;1,7;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;4,3;x;x;0,7
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074037;Kalkhorst;2;2;1500;694;46,3;54;1993;456;439;338;265;223;72;27;26;x;x;x;x;x;x;x;x;x;x;x;x;x;39;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;77;x;x;30
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074037;Kalkhorst;2;2;1500;694;46,3;2,6;97,4;22,9;22,0;17,0;13,3;11,2;3,6;1,4;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;2,0;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;3,9;x;x;1,5
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074039;Kl�tz, Stadt;2;2;2688;1147;42,7;128;3225;932;730;455;268;479;70;35;33;x;x;x;x;x;x;x;x;x;x;x;x;x;46;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;135;x;x;40
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074039;Kl�tz, Stadt;2;2;2688;1147;42,7;3,8;96,2;28,9;22,6;14,1;8,3;14,9;2,2;1,1;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;4,2;x;x;1,2
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074089;Zierow;1;1;659;402;61,0;30;1114;236;201;186;113;156;75;22;4;x;x;x;x;x;x;x;x;x;x;x;x;x;22;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;84;x;x;15
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074089;Zierow;1;1;659;402;61,0;2,6;97,4;21,2;18,0;16,7;10,1;14,0;6,7;2,0;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;2,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;7,5;x;x;1,3
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074001;Alt Meteln;1;1;981;516;52,6;66;1442;242;181;299;146;224;91;8;21;x;x;x;x;x;x;x;x;x;x;x;x;x;61;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;155;x;x;13
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074001;Alt Meteln;1;1;981;516;52,6;4,4;95,6;16,8;12,6;20,7;10,1;15,5;6,3;0,6;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;4,2;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;10,7;x;x;0,9
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074012;Br�sewitz;2;2;1760;937;53,2;96;2661;735;276;438;282;389;305;41;28;x;x;x;x;x;x;x;x;x;x;x;x;x;57;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;x;77;x;x;20
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074012;Br�sewitz;2;2;1760;937;53,2;3,5;96,5;27,6;10,4;16,5;10,6;14,6;11,5;1,5;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;2,9;x;x;0,8
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074014;Cramonshagen;1;1;453;273;60,3;15;800;209;103;92;88;166;49;6;12;x;x;x;x;x;x;x;x;x;x;x;x;x;20;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;46;x;x;9
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074014;Cramonshagen;1;1;453;273;60,3;1,8;98,2;26,1;12,9;11,5;11,0;20,8;6,1;0,8;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;2,5;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;5,8;x;x;1,1
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074015;Dalberg-Wendelstorf;1;1;445;277;62,2;38;793;316;90;86;88;108;46;10;8;x;x;x;x;x;x;x;x;x;x;x;x;x;11;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;16;x;x;10
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074015;Dalberg-Wendelstorf;1;1;445;277;62,2;4,6;95,4;39,8;11,3;10,8;11,1;13,6;5,8;1,3;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;2,0;x;x;1,3
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074024;Gottesgabe;1;1;629;327;52,0;24;942;199;124;148;101;157;34;11;10;x;x;x;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;117;x;x;21
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074024;Gottesgabe;1;1;629;327;52,0;2,5;97,5;21,1;13,2;15,7;10,7;16,7;3,6;1,2;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;12,4;x;x;2,2
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074025;Grambow;1;1;550;335;60,9;36;954;215;126;184;95;195;40;8;12;x;x;x;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;x;45;x;x;13
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074025;Grambow;1;1;550;335;60,9;3,6;96,4;22,5;13,2;19,3;10,0;20,4;4,2;0,8;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;x;0,6;x;x;x;x;x;x;x;x;x;x;x;4,7;x;x;1,4
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074038;Klein Trebbow;1;1;864;493;57,1;30;1425;519;131;241;140;251;39;22;13;x;x;x;x;x;x;x;x;x;x;x;x;x;18;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;36;x;x;13
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074038;Klein Trebbow;1;1;864;493;57,1;2,1;97,9;36,4;9,2;16,9;9,8;17,6;2,7;1,5;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;2,5;x;x;0,9
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074048;L�bstorf;1;1;1298;689;53,1;19;2032;454;327;262;303;328;100;13;22;x;x;x;x;x;x;x;x;x;x;x;x;x;59;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;148;x;x;15
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074048;L�bstorf;1;1;1298;689;53,1;0,9;99,1;22,3;16,1;12,9;14,9;16,1;4,9;0,6;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;2,9;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;7,3;x;x;0,7
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074050;L�tzow;2;2;1287;630;49,0;51;1811;385;214;284;124;290;99;7;30;x;x;x;x;x;x;x;x;x;x;x;x;x;39;x;x;x;x;73;x;x;x;x;x;x;x;x;x;x;x;256;x;x;10
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074050;L�tzow;2;2;1287;630;49,0;2,7;97,3;21,3;11,8;15,7;6,8;16,0;5,5;0,4;1,7;x;x;x;x;x;x;x;x;x;x;x;x;x;2,2;x;x;x;x;4,0;x;x;x;x;x;x;x;x;x;x;x;14,1;x;x;0,6
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074061;Perlin;1;1;319;228;71,5;48;626;214;68;72;14;166;19;2;6;x;x;x;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;39;x;x;9
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074061;Perlin;1;1;319;228;71,5;7,1;92,9;34,2;10,9;11,5;2,2;26,5;3,0;0,3;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;2,4;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;6,2;x;x;1,4
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074062;Pingelshagen;1;1;464;302;65,1;30;861;204;193;167;104;89;50;6;5;x;x;x;x;x;x;x;x;x;x;x;x;x;10;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;22;x;x;9
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074062;Pingelshagen;1;1;464;302;65,1;3,4;96,6;23,7;22,4;19,4;12,1;10,3;5,8;0,7;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;2,6;x;x;1,0
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074064;Pokrent;1;1;582;323;55,5;9;921;213;128;116;66;173;26;14;5;x;x;x;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;10;x;x;x;x;x;x;x;x;x;x;x;149;x;x;14
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074064;Pokrent;1;1;582;323;55,5;1,0;99,0;23,1;13,9;12,6;7,2;18,8;2,8;1,5;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;x;x;x;x;1,1;x;x;x;x;x;x;x;x;x;x;x;16,2;x;x;1,5
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074072;Schildetal;2;2;643;359;55,8;21;1037;286;145;143;92;155;36;13;11;x;x;x;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;19;x;x;x;x;x;x;x;x;x;x;x;113;x;x;12
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074072;Schildetal;2;2;643;359;55,8;2,0;98,0;27,6;14,0;13,8;8,9;14,9;3,5;1,3;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;1,8;x;x;x;x;x;x;x;x;x;x;x;10,9;x;x;1,2
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074075;Seehof;1;1;817;475;58,1;27;1386;319;165;244;159;196;80;12;2;x;x;x;x;x;x;x;x;x;x;x;x;x;141;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;53;x;x;11
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074075;Seehof;1;1;817;475;58,1;1,9;98,1;23,0;11,9;17,6;11,5;14,1;5,8;0,9;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;10,2;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;3,8;x;x;0,8
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074088;Zickhusen;1;1;453;291;64,2;30;830;72;92;92;106;147;19;5;6;x;x;x;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;270;x;x;5
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074088;Zickhusen;1;1;453;291;64,2;3,5;96,5;8,7;11,1;11,1;12,8;17,7;2,3;0,6;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;32,5;x;x;0,6
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074755;Briefwahl L�tzow-L�bstorf;1;1;0;1584;x;36;4711;1075;693;755;431;433;331;25;31;x;x;x;x;x;x;x;x;x;x;x;x;x;161;x;x;x;x;55;x;x;x;x;x;x;x;x;x;x;x;667;x;x;54
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5455;L�tzow-L�bstorf;13074755;Briefwahl L�tzow-L�bstorf;1;1;0;1584;x;0,8;99,2;22,8;14,7;16,0;9,1;9,2;7,0;0,5;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;3,4;x;x;x;x;1,2;x;x;x;x;x;x;x;x;x;x;x;14,2;x;x;1,1
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5456;Neuburg;13074004;Benz;1;1;542;280;51,7;6;813;141;92;111;43;139;39;15;20;x;x;x;x;x;x;x;x;x;x;x;x;x;11;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;197;x;x;3
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5456;Neuburg;13074004;Benz;1;1;542;280;51,7;0,7;99,3;17,3;11,3;13,7;5,3;17,1;4,8;1,8;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;24,2;x;x;0,4
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5456;Neuburg;13074007;Blowatz;1;1;954;463;48,5;27;1350;467;139;183;137;232;28;17;13;x;x;x;x;x;x;x;x;x;x;x;x;x;26;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;x;90;x;x;12
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5456;Neuburg;13074007;Blowatz;1;1;954;463;48,5;2,0;98,0;34,6;10,3;13,6;10,1;17,2;2,1;1,3;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;6,7;x;x;0,9
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5456;Neuburg;13074009;Boiensdorf;1;1;404;227;56,2;7;643;267;79;67;46;102;15;7;7;x;x;x;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;40;x;x;7
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5456;Neuburg;13074009;Boiensdorf;1;1;404;227;56,2;1,1;98,9;41,5;12,3;10,4;7,2;15,9;2,3;1,1;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;6,2;x;x;1,1
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5456;Neuburg;13074034;Hornstorf;1;1;929;483;52,0;48;1370;281;200;280;120;208;65;17;12;x;x;x;x;x;x;x;x;x;x;x;x;x;23;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;125;x;x;39
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5456;Neuburg;13074034;Hornstorf;1;1;929;483;52,0;3,4;96,6;20,5;14,6;20,4;8,8;15,2;4,7;1,2;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;9,1;x;x;2,8
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5456;Neuburg;13074044;Krusenhagen;1;1;473;271;57,3;33;772;196;116;118;62;122;33;16;11;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;41;x;x;55
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5456;Neuburg;13074044;Krusenhagen;1;1;473;271;57,3;4,1;95,9;25,4;15,0;15,3;8,0;15,8;4,3;2,1;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;5,3;x;x;7,1
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5456;Neuburg;13074056;Neuburg;2;2;1747;819;46,9;63;2274;547;312;375;158;328;91;44;24;x;x;x;x;x;x;x;x;x;x;x;x;x;40;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;338;x;x;17
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5456;Neuburg;13074056;Neuburg;2;2;1747;819;46,9;2,7;97,3;24,1;13,7;16,5;6,9;14,4;4,0;1,9;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;14,9;x;x;0,7
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5456;Neuburg;13074756;Briefwahl Neuburg;1;1;0;588;x;12;1742;476;228;274;123;191;61;20;20;x;x;x;x;x;x;x;x;x;x;x;x;x;24;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;x;295;x;x;23
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5456;Neuburg;13074756;Briefwahl Neuburg;1;1;0;588;x;0,7;99,3;27,3;13,1;15,7;7,1;11,0;3,5;1,1;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;16,9;x;x;1,3
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5457;Neukloster-Warin;13074006;Bibow;1;1;360;137;38,1;0;404;58;91;54;36;83;38;8;4;x;x;x;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;24;x;x;0
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5457;Neukloster-Warin;13074006;Bibow;1;1;360;137;38,1;0,0;100,0;14,4;22,5;13,4;8,9;20,5;9,4;2,0;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;2,0;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;5,9;x;x;0,0
05.06.2019 13:48:38;A;74;Nordwestmecklenburg;5457;Neukloster-Warin;13074023;Glasin;1;1;692;355;51,3;51;1001;329;58;153;69;153;24;7;10;x;x;x;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;177;x;x;8
05.06.2019 13:48:38;P;74;Nordwestmecklenburg;5457;Neukloster-Warin;13074023;Glasin;1;1;692;355;51,3;4,8;95,2;32,9;5,8;15,3;6,9;15,3;2,4;0,7;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;17,7;x;x;0,8
