Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;DIE LINKE;SPD;FDP;GRÜNE;NPD;DIE GRAUEN;REP;Adomeit;AWK;"BfL";RP;Agrarb�ndnis;AfR;APD;AUFBRUCH 09;AUF;Bauernverband;Bv;BBLR;BFR;BsG;BfB;BfS;BB UER;BfP;BG;FORUM;Freie  W�hler;Freie W�hler;FWG;FWG Niepars;F�R Rostock - pro OB;Haus und Grund Rostock;IfA;MUG;Rostocker Bund;SAV;UB;UBL 94;UWG;WG Bv-L�ndlicher Raum;Bauern;WG;WGW;WIK;WGK;KL;WGLR;WPL;WG Prohn;WG SVS 93;WIP;Einzelbewerber;
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058015;B�rzow;2;2;630;410;65,1;42;1173;678;105;261;37;28;27;x;x;x;x;x;x;x;x;x;x;x;x;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;2;x;9;
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058015;B�rzow;2;2;630;410;65,1;3,5;96,5;57,8;9,0;22,3;3,2;2,4;2,3;x;x;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;0,2;x;0,8;
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058029;G�gelow;2;2;2230;1163;52,2;69;3387;699;851;905;151;83;229;x;x;x;x;x;x;x;x;x;x;x;x;97;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;342;x;x;x;x;x;x;x;0;x;30;
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058029;G�gelow;2;2;2230;1163;52,2;2,0;98,0;20,6;25,1;26,7;4,5;2,5;6,8;x;x;x;x;x;x;x;x;x;x;x;x;2,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10,1;x;x;x;x;x;x;x;0,0;x;0,9;
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058045;Hanshagen;1;1;326;159;48,8;3;468;130;20;109;38;0;21;x;x;x;x;x;x;x;x;x;x;x;x;49;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;92;x;8;
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058045;Hanshagen;1;1;326;159;48,8;0,6;99,4;27,8;4,3;23,3;8,1;0,0;4,5;x;x;x;x;x;x;x;x;x;x;x;x;10,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;19,7;x;1,7;
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058067;Mallentin;1;1;635;260;40,9;27;735;216;159;196;47;33;34;x;x;x;x;x;x;x;x;x;x;x;x;37;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;0;x;13;
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058067;Mallentin;1;1;635;260;40,9;3,5;96,5;29,4;21,6;26,7;6,4;4,5;4,6;x;x;x;x;x;x;x;x;x;x;x;x;5,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;0,0;x;1,8;
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058081;Pl�schow;1;1;445;258;58,0;6;760;193;143;234;50;30;44;x;x;x;x;x;x;x;x;x;x;x;x;40;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;2;x;24;
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058081;Pl�schow;1;1;445;258;58,0;0,8;99,2;25,4;18,8;30,8;6,6;3,9;5,8;x;x;x;x;x;x;x;x;x;x;x;x;5,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;0,3;x;3,2;
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058089;Roggenstorf;1;1;399;198;49,6;25;569;210;74;148;49;27;15;x;x;x;x;x;x;x;x;x;x;x;x;39;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;0;x;6;
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058089;Roggenstorf;1;1;399;198;49,6;4,2;95,8;36,9;13,0;26,0;8,6;4,7;2,6;x;x;x;x;x;x;x;x;x;x;x;x;6,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;0,0;x;1,1;
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058091;R�ting;1;1;496;276;55,6;39;778;293;80;211;25;24;8;x;x;x;x;x;x;x;x;x;x;x;x;28;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;9;x;100;
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058091;R�ting;1;1;496;276;55,6;4,8;95,2;37,7;10,3;27,1;3,2;3,1;1,0;x;x;x;x;x;x;x;x;x;x;x;x;3,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;1,2;x;12,9;
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058098;Testorf-Steinfort;1;1;525;235;44,8;12;657;264;114;162;40;13;22;x;x;x;x;x;x;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;0;x;25;
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058098;Testorf-Steinfort;1;1;525;235;44,8;1,8;98,2;40,2;17,4;24,7;6,1;2,0;3,3;x;x;x;x;x;x;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;0,0;x;3,8;
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058100;Upahl;1;1;628;341;54,3;39;952;341;145;241;49;19;47;x;x;x;x;x;x;x;x;x;x;x;x;61;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;4;x;42;
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058100;Upahl;1;1;628;341;54,3;3,9;96,1;35,8;15,2;25,3;5,1;2,0;4,9;x;x;x;x;x;x;x;x;x;x;x;x;6,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;0,4;x;4,4;
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058106;Warnow;1;1;540;308;57,0;45;864;268;131;240;63;72;44;x;x;x;x;x;x;x;x;x;x;x;x;29;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;3;x;14;
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058106;Warnow;1;1;540;308;57,0;5,0;95,0;31,0;15,2;27,8;7,3;8,3;5,1;x;x;x;x;x;x;x;x;x;x;x;x;3,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;0,3;x;1,6;
A;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058054;Kl�tz, Stadt;2;2;2650;1054;39,8;172;2990;981;545;807;164;109;106;x;x;x;x;x;x;x;x;x;x;x;x;250;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;23;
P;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058054;Kl�tz, Stadt;2;2;2650;1054;39,8;5,4;94,6;32,8;18,2;27,0;5,5;3,6;3,5;x;x;x;x;x;x;x;x;x;x;x;x;8,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;0,8;
A;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058109;Zierow;1;1;649;428;65,9;81;1203;334;180;168;89;48;53;x;x;x;x;x;x;x;x;x;x;x;x;215;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;79;x;x;x;x;x;x;x;x;x;37;
P;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058109;Zierow;1;1;649;428;65,9;6,3;93,7;27,8;15,0;14,0;7,4;4,0;4,4;x;x;x;x;x;x;x;x;x;x;x;x;17,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6,6;x;x;x;x;x;x;x;x;x;3,1;
A;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058113;Kalkhorst;2;2;1580;622;39,4;100;1760;405;362;512;168;187;33;x;x;x;x;x;x;x;x;x;x;x;x;70;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;22;
P;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058113;Kalkhorst;2;2;1580;622;39,4;5,4;94,6;23,0;20,6;29,1;9,5;10,6;1,9;x;x;x;x;x;x;x;x;x;x;x;x;4,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;1,3;
A;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058116;Hohenkirchen;2;2;1149;534;46,5;54;1523;422;305;298;121;92;41;x;x;x;x;x;x;x;x;x;x;x;x;151;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;70;x;x;x;x;x;x;x;x;x;23;
P;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058116;Hohenkirchen;2;2;1149;534;46,5;3,4;96,6;27,7;20,0;19,6;7,9;6,0;2,7;x;x;x;x;x;x;x;x;x;x;x;x;9,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,6;x;x;x;x;x;x;x;x;x;1,5;
A;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058118;Damshagen;2;2;1152;600;52,1;30;1719;448;459;551;71;78;58;x;x;x;x;x;x;x;x;x;x;x;x;41;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;6;
P;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058118;Damshagen;2;2;1152;600;52,1;1,7;98,3;26,1;26,7;32,1;4,1;4,5;3,4;x;x;x;x;x;x;x;x;x;x;x;x;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;0,3;
A;58;Nordwestmecklenburg;5819;Neuburg;13058007;Benz;1;1;533;279;52,3;12;791;180;86;179;59;15;36;x;x;x;x;x;x;x;x;x;x;x;x;230;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;6;
P;58;Nordwestmecklenburg;5819;Neuburg;13058007;Benz;1;1;533;279;52,3;1,5;98,5;22,8;10,9;22,6;7,5;1,9;4,6;x;x;x;x;x;x;x;x;x;x;x;x;29,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;0,8;
A;58;Nordwestmecklenburg;5819;Neuburg;13058010;Blowatz;1;1;938;459;48,9;9;1299;366;268;344;117;61;51;x;x;x;x;x;x;x;x;x;x;x;x;71;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;20;
P;58;Nordwestmecklenburg;5819;Neuburg;13058010;Blowatz;1;1;938;459;48,9;0,7;99,3;28,2;20,6;26,5;9,0;4,7;3,9;x;x;x;x;x;x;x;x;x;x;x;x;5,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;1,5;
A;58;Nordwestmecklenburg;5819;Neuburg;13058012;Boiensdorf;1;1;448;297;66,3;54;834;336;165;174;78;20;29;x;x;x;x;x;x;x;x;x;x;x;x;22;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;9;
P;58;Nordwestmecklenburg;5819;Neuburg;13058012;Boiensdorf;1;1;448;297;66,3;6,1;93,9;40,3;19,8;20,9;9,4;2,4;3,5;x;x;x;x;x;x;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;1,1;
A;58;Nordwestmecklenburg;5819;Neuburg;13058049;Hornstorf;1;1;863;430;49,8;6;1281;387;253;270;170;37;81;x;x;x;x;x;x;x;x;x;x;x;x;60;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;21;
P;58;Nordwestmecklenburg;5819;Neuburg;13058049;Hornstorf;1;1;863;430;49,8;0,5;99,5;30,2;19,8;21,1;13,3;2,9;6,3;x;x;x;x;x;x;x;x;x;x;x;x;4,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;1,6;
A;58;Nordwestmecklenburg;5819;Neuburg;13058059;Krusenhagen;1;1;454;286;63,0;33;823;225;293;88;92;40;56;x;x;x;x;x;x;x;x;x;x;x;x;21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;5;
P;58;Nordwestmecklenburg;5819;Neuburg;13058059;Krusenhagen;1;1;454;286;63,0;3,9;96,1;27,3;35,6;10,7;11,2;4,9;6,8;x;x;x;x;x;x;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;0,6;
A;58;Nordwestmecklenburg;5819;Neuburg;13058073;Neuburg;2;2;1817;888;48,9;81;2408;455;467;801;181;109;134;x;x;x;x;x;x;x;x;x;x;x;x;242;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;16;
P;58;Nordwestmecklenburg;5819;Neuburg;13058073;Neuburg;2;2;1817;888;48,9;3,3;96,7;18,9;19,4;33,3;7,5;4,5;5,6;x;x;x;x;x;x;x;x;x;x;x;x;10,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;0,7;
A;58;Nordwestmecklenburg;5822;Rehna;13058018;Carlow;1;1;1035;537;51,9;33;1534;389;298;361;207;64;8;x;x;x;x;x;x;x;x;x;x;x;x;195;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;10;
P;58;Nordwestmecklenburg;5822;Rehna;13058018;Carlow;1;1;1035;537;51,9;2,1;97,9;25,4;19,4;23,5;13,5;4,2;0,5;x;x;x;x;x;x;x;x;x;x;x;x;12,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;0,7;
A;58;Nordwestmecklenburg;5822;Rehna;13058023;Dechow;1;1;165;119;72,1;9;340;72;69;69;13;29;9;x;x;x;x;x;x;x;x;x;x;x;x;72;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;7;
P;58;Nordwestmecklenburg;5822;Rehna;13058023;Dechow;1;1;165;119;72,1;2,6;97,4;21,2;20,3;20,3;3,8;8,5;2,6;x;x;x;x;x;x;x;x;x;x;x;x;21,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;2,1;
A;58;Nordwestmecklenburg;5822;Rehna;13058038;Gro� Molzahn;1;1;304;213;70,1;33;606;254;57;195;34;11;29;x;x;x;x;x;x;x;x;x;x;x;x;21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;5;
P;58;Nordwestmecklenburg;5822;Rehna;13058038;Gro� Molzahn;1;1;304;213;70,1;5,2;94,8;41,9;9,4;32,2;5,6;1,8;4,8;x;x;x;x;x;x;x;x;x;x;x;x;3,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;0,8;
A;58;Nordwestmecklenburg;5822;Rehna;13058048;Holdorf;1;1;346;189;54,6;36;527;115;127;171;36;9;23;x;x;x;x;x;x;x;x;x;x;x;x;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;21;
P;58;Nordwestmecklenburg;5822;Rehna;13058048;Holdorf;1;1;346;189;54,6;6,4;93,6;21,8;24,1;32,4;6,8;1,7;4,4;x;x;x;x;x;x;x;x;x;x;x;x;4,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;4,0;
A;58;Nordwestmecklenburg;5822;Rehna;13058056;K�chelstorf;1;1;347;143;41,2;60;369;161;78;70;22;7;3;x;x;x;x;x;x;x;x;x;x;x;x;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;3;
P;58;Nordwestmecklenburg;5822;Rehna;13058056;K�chelstorf;1;1;347;143;41,2;14,0;86,0;43,6;21,1;19,0;6,0;1,9;0,8;x;x;x;x;x;x;x;x;x;x;x;x;6,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;0,8;
A;58;Nordwestmecklenburg;5822;Rehna;13058072;Nesow;1;1;219;137;62,6;51;359;92;91;63;32;12;20;x;x;x;x;x;x;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;40;
P;58;Nordwestmecklenburg;5822;Rehna;13058072;Nesow;1;1;219;137;62,6;12,4;87,6;25,6;25,3;17,5;8,9;3,3;5,6;x;x;x;x;x;x;x;x;x;x;x;x;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;11,1;
A;58;Nordwestmecklenburg;5822;Rehna;13058084;Rehna, Stadt;3;3;2536;1328;52,4;177;3778;1251;963;887;187;150;128;x;x;x;x;x;x;x;x;x;x;x;x;143;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;66;
P;58;Nordwestmecklenburg;5822;Rehna;13058084;Rehna, Stadt;3;3;2536;1328;52,4;4,5;95,5;33,1;25,5;23,5;4,9;4,0;3,4;x;x;x;x;x;x;x;x;x;x;x;x;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;1,7;
A;58;Nordwestmecklenburg;5822;Rehna;13058086;Rieps;1;1;319;180;56,4;30;496;220;63;102;54;31;6;x;x;x;x;x;x;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;7;
P;58;Nordwestmecklenburg;5822;Rehna;13058086;Rieps;1;1;319;180;56,4;5,7;94,3;44,4;12,7;20,6;10,9;6,3;1,2;x;x;x;x;x;x;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;1,4;
A;58;Nordwestmecklenburg;5822;Rehna;13058093;Schlagsdorf;1;1;919;584;63,5;15;1717;579;228;655;94;59;31;x;x;x;x;x;x;x;x;x;x;x;x;48;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;22;
P;58;Nordwestmecklenburg;5822;Rehna;13058093;Schlagsdorf;1;1;919;584;63,5;0,9;99,1;33,7;13,3;38,1;5,5;3,4;1,8;x;x;x;x;x;x;x;x;x;x;x;x;2,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;1,3;
A;58;Nordwestmecklenburg;5822;Rehna;13058099;Thandorf;1;1;160;108;67,5;9;315;104;53;55;7;45;8;x;x;x;x;x;x;x;x;x;x;x;x;30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;12;
P;58;Nordwestmecklenburg;5822;Rehna;13058099;Thandorf;1;1;160;108;67,5;2,8;97,2;33,0;16,8;17,5;2,2;14,3;2,5;x;x;x;x;x;x;x;x;x;x;x;x;9,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;3,8;
A;58;Nordwestmecklenburg;5822;Rehna;13058101;Utecht;1;1;237;179;75,5;3;524;173;79;112;37;93;13;x;x;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;5;
P;58;Nordwestmecklenburg;5822;Rehna;13058101;Utecht;1;1;237;179;75,5;0,6;99,4;33,0;15,1;21,4;7,1;17,7;2,5;x;x;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;1,0;
A;58;Nordwestmecklenburg;5822;Rehna;13058104;Vitense;1;1;280;172;61,4;30;485;163;86;121;19;47;8;x;x;x;x;x;x;x;x;x;x;x;x;30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;9;
P;58;Nordwestmecklenburg;5822;Rehna;13058104;Vitense;1;1;280;172;61,4;5,8;94,2;33,6;17,7;24,9;3,9;9,7;1,6;x;x;x;x;x;x;x;x;x;x;x;x;6,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;1,9;
A;58;Nordwestmecklenburg;5822;Rehna;13058107;Wedendorf;1;1;238;148;62,2;9;410;107;120;69;18;22;39;x;x;x;x;x;x;x;x;x;x;x;x;19;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;13;
P;58;Nordwestmecklenburg;5822;Rehna;13058107;Wedendorf;1;1;238;148;62,2;2,1;97,9;26,1;29,3;16,8;4,4;5,4;9,5;x;x;x;x;x;x;x;x;x;x;x;x;4,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;3,2;
A;58;Nordwestmecklenburg;5822;Rehna;13058115;K�nigsfeld;3;3;820;536;65,4;75;1506;337;291;350;92;71;41;x;x;x;x;x;x;x;x;x;x;x;x;286;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;38;
P;58;Nordwestmecklenburg;5822;Rehna;13058115;K�nigsfeld;3;3;820;536;65,4;4,7;95,3;22,4;19,3;23,2;6,1;4,7;2,7;x;x;x;x;x;x;x;x;x;x;x;x;19,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;2,5;
A;58;Nordwestmecklenburg;5825;Gadebusch;13058026;Dragun;1;1;684;444;64,9;81;1243;344;242;395;123;26;29;x;x;x;x;x;x;x;x;x;x;x;x;41;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;43;
P;58;Nordwestmecklenburg;5825;Gadebusch;13058026;Dragun;1;1;684;444;64,9;6,1;93,9;27,7;19,5;31,8;9,9;2,1;2,3;x;x;x;x;x;x;x;x;x;x;x;x;3,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;3,5;
A;58;Nordwestmecklenburg;5825;Gadebusch;13058028;Gadebusch, Stadt;4;4;4975;2149;43,2;153;6228;2204;1806;824;509;171;155;x;x;x;x;x;x;x;x;x;x;x;x;142;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;416;
P;58;Nordwestmecklenburg;5825;Gadebusch;13058028;Gadebusch, Stadt;4;4;4975;2149;43,2;2,4;97,6;35,4;29,0;13,2;8,2;2,7;2,5;x;x;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;6,7;
A;58;Nordwestmecklenburg;5825;Gadebusch;13058055;Kneese;1;1;279;174;62,4;32;490;147;146;64;56;20;13;x;x;x;x;x;x;x;x;x;x;x;x;38;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;6;
P;58;Nordwestmecklenburg;5825;Gadebusch;13058055;Kneese;1;1;279;174;62,4;6,1;93,9;30,0;29,8;13,1;11,4;4,1;2,7;x;x;x;x;x;x;x;x;x;x;x;x;7,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;1,2;
A;58;Nordwestmecklenburg;5825;Gadebusch;13058058;Krembz;1;1;787;388;49,3;72;1080;287;280;181;62;92;36;x;x;x;x;x;x;x;x;x;x;x;x;99;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;43;
