Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;SPD;DIE LINKE;GRÜNE;NPD;FDP;PIRATEN;AUF;RENTNER;[ASK];AB gegen WK- Ausbau;AWD;Allianz Bauern u. LR;AfD;AfL;AL;AUFBRUCH 09;Bauernverband;BFR;B�rger f�r Stralsund;BBG;BG;Freie W�hler LUP;Freie W�hler MSP;Freie W�hler LRO;Freie W�hler NWM;GRAUE;KfV;LUL;UB;UFR;UBL 94;Rostocker Bund;WG BV-LR;WGB;WG B;WGW;WGLR;WG Upahl-Hanshagen;WG "W�bbelin";Adomeit;WIR;Einzelbewerber
03.06.2014 08:19:06;P;73;Vorpommern-R�gen;5362;West-R�gen;13073079;Samtens;2;2;1702;620;36,4;3,8;96,2;26,9;11,4;13,6;3,2;2,4;2,8;x;x;x;x;x;x;x;4,2;x;x;x;4,4;30,2;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;0,2;x;0,6
03.06.2014 08:19:06;A;73;Vorpommern-R�gen;5362;West-R�gen;13073081;Schaprode;1;1;393;250;63,6;87;651;407;47;44;14;21;15;x;x;x;x;x;x;x;25;x;x;x;47;21;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;1;x;3
03.06.2014 08:19:06;P;73;Vorpommern-R�gen;5362;West-R�gen;13073081;Schaprode;1;1;393;250;63,6;11,8;88,2;62,5;7,2;6,8;2,2;3,2;2,3;x;x;x;x;x;x;x;3,8;x;x;x;7,2;3,2;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;0,2;x;0,5
03.06.2014 08:19:06;A;73;Vorpommern-R�gen;5362;West-R�gen;13073092;Trent;1;1;638;342;53,6;81;935;405;90;173;59;9;26;x;x;x;x;x;x;x;42;x;x;x;61;61;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;2;x;4
03.06.2014 08:19:06;P;73;Vorpommern-R�gen;5362;West-R�gen;13073092;Trent;1;1;638;342;53,6;8,0;92,0;43,3;9,6;18,5;6,3;1,0;2,8;x;x;x;x;x;x;x;4,5;x;x;x;6,5;6,5;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;0,2;x;0,4
03.06.2014 08:19:06;A;73;Vorpommern-R�gen;5362;West-R�gen;13073095;Ummanz;1;1;525;312;59,4;24;857;367;61;170;59;25;53;x;x;x;x;x;x;x;51;x;x;x;20;36;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;5;x;5
03.06.2014 08:19:06;P;73;Vorpommern-R�gen;5362;West-R�gen;13073095;Ummanz;1;1;525;312;59,4;2,7;97,3;42,8;7,1;19,8;6,9;2,9;6,2;x;x;x;x;x;x;x;6,0;x;x;x;2,3;4,2;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;0,6;x;0,6
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;401;Wismar, Hansestadt;13074087;Wismar, Hansestadt;32;32;35827;14501;40,5;780;41644;8744;14893;7293;3139;986;2119;749;x;457;x;x;x;x;2242;x;x;x;x;x;x;x;x;x;x;x;335;x;x;477;x;x;x;x;x;x;x;x;x;x;x;x;28;182
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;401;Wismar, Hansestadt;13074087;Wismar, Hansestadt;32;32;35827;14501;40,5;1,8;98,2;21,0;35,8;17,5;7,5;2,4;5,1;1,8;x;1,1;x;x;x;x;5,4;x;x;x;x;x;x;x;x;x;x;x;0,8;x;x;1,1;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,4
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;411;Grevesm�hlen, Stadt;13074026;Grevesm�hlen, Stadt;9;9;9237;3690;39,9;243;10570;2811;3346;2030;262;325;139;105;x;125;x;x;x;x;409;x;x;x;x;x;x;x;x;x;x;x;649;x;x;285;x;x;x;x;x;47;x;x;x;17;x;x;7;13
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;411;Grevesm�hlen, Stadt;13074026;Grevesm�hlen, Stadt;9;9;9237;3690;39,9;2,2;97,8;26,6;31,7;19,2;2,5;3,1;1,3;1,0;x;1,2;x;x;x;x;3,9;x;x;x;x;x;x;x;x;x;x;x;6,1;x;x;2,7;x;x;x;x;x;0,4;x;x;x;0,2;x;x;0,1;0,1
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;412;Insel Poel;13074035;Insel Poel;2;2;2238;1171;52,3;90;3373;1418;755;423;116;85;59;29;x;28;x;x;x;x;131;x;x;x;x;x;x;x;x;x;x;x;21;x;x;285;x;x;x;x;x;x;x;x;x;x;x;x;4;19
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;412;Insel Poel;13074035;Insel Poel;2;2;2238;1171;52,3;2,6;97,4;42,0;22,4;12,5;3,4;2,5;1,7;0,9;x;0,8;x;x;x;x;3,9;x;x;x;x;x;x;x;x;x;x;x;0,6;x;x;8,4;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,6
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074002;Bad Kleinen;3;3;3001;1359;45,3;80;3768;1067;602;1097;114;100;437;49;x;31;x;x;x;x;143;x;x;x;x;x;x;x;x;x;x;x;9;x;x;106;x;x;x;x;x;x;x;x;x;x;x;x;0;13
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074002;Bad Kleinen;3;3;3001;1359;45,3;2,1;97,9;28,3;16,0;29,1;3,0;2,7;11,6;1,3;x;0,8;x;x;x;x;3,8;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;2,8;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,3
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074003;Barnekow;1;1;515;270;52,4;18;789;344;102;164;31;30;24;9;x;8;x;x;x;x;31;x;x;x;x;x;x;x;x;x;x;x;12;x;x;30;x;x;x;x;x;x;x;x;x;x;x;x;0;4
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074003;Barnekow;1;1;515;270;52,4;2,2;97,8;43,6;12,9;20,8;3,9;3,8;3,0;1,1;x;1,0;x;x;x;x;3,9;x;x;x;x;x;x;x;x;x;x;x;1,5;x;x;3,8;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,5
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074008;Bobitz;3;3;2124;1088;51,2;73;3092;979;680;526;179;155;71;28;x;44;x;x;x;x;131;x;x;x;x;x;x;x;x;x;x;x;13;x;x;273;x;x;x;x;x;x;x;x;x;x;x;x;2;11
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074008;Bobitz;3;3;2124;1088;51,2;2,3;97,7;31,7;22,0;17,0;5,8;5,0;2,3;0,9;x;1,4;x;x;x;x;4,2;x;x;x;x;x;x;x;x;x;x;x;0,4;x;x;8,8;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,4
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074019;Dorf Mecklenburg;3;3;2498;1254;50,2;84;3584;1120;833;634;148;99;98;58;x;28;x;x;x;x;163;x;x;x;x;x;x;x;x;x;x;x;50;x;x;329;x;x;x;x;x;x;x;x;x;x;x;x;3;21
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074019;Dorf Mecklenburg;3;3;2498;1254;50,2;2,3;97,7;31,3;23,2;17,7;4,1;2,8;2,7;1,6;x;0,8;x;x;x;x;4,5;x;x;x;x;x;x;x;x;x;x;x;1,4;x;x;9,2;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,6
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074030;Gro� Stieten;1;1;459;226;49,2;21;654;319;90;121;11;12;16;5;x;10;x;x;x;x;18;x;x;x;x;x;x;x;x;x;x;x;9;x;x;38;x;x;x;x;x;x;x;x;x;x;x;x;0;5
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074030;Gro� Stieten;1;1;459;226;49,2;3,1;96,9;48,8;13,8;18,5;1,7;1,8;2,4;0,8;x;1,5;x;x;x;x;2,8;x;x;x;x;x;x;x;x;x;x;x;1,4;x;x;5,8;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,8
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074031;Hohen Viecheln;1;1;564;300;53,2;24;871;401;136;100;35;15;43;11;x;5;x;x;x;x;36;x;x;x;x;x;x;x;x;x;x;x;15;x;x;71;x;x;x;x;x;x;x;x;x;x;x;x;0;3
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074031;Hohen Viecheln;1;1;564;300;53,2;2,7;97,3;46,0;15,6;11,5;4,0;1,7;4,9;1,3;x;0,6;x;x;x;x;4,1;x;x;x;x;x;x;x;x;x;x;x;1,7;x;x;8,2;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,3
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074047;L�bow;2;2;1309;753;57,5;146;2091;653;447;360;103;34;88;21;x;15;x;x;x;x;112;x;x;x;x;x;x;x;x;x;x;x;18;x;x;236;x;x;x;x;x;x;x;x;x;x;x;x;0;4
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074047;L�bow;2;2;1309;753;57,5;6,5;93,5;31,2;21,4;17,2;4,9;1,6;4,2;1,0;x;0,7;x;x;x;x;5,4;x;x;x;x;x;x;x;x;x;x;x;0,9;x;x;11,3;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,2
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074053;Metelsdorf;1;1;394;274;69,5;24;737;195;207;93;32;17;47;7;x;5;x;x;x;x;35;x;x;x;x;x;x;x;x;x;x;x;19;x;x;75;x;x;x;x;x;x;x;x;x;x;x;x;0;5
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074053;Metelsdorf;1;1;394;274;69,5;3,2;96,8;26,5;28,1;12,6;4,3;2,3;6,4;0,9;x;0,7;x;x;x;x;4,7;x;x;x;x;x;x;x;x;x;x;x;2,6;x;x;10,2;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,7
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074082;Ventschow;1;1;595;300;50,4;24;858;194;132;214;22;49;27;5;x;25;x;x;x;x;51;x;x;x;x;x;x;x;x;x;x;x;4;x;x;117;x;x;x;x;x;x;x;x;x;x;x;x;2;16
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074082;Ventschow;1;1;595;300;50,4;2,7;97,3;22,6;15,4;24,9;2,6;5,7;3,1;0,6;x;2,9;x;x;x;x;5,9;x;x;x;x;x;x;x;x;x;x;x;0,5;x;x;13,6;x;x;x;x;x;x;x;x;x;x;x;x;0,2;1,9
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5452;Gadebusch;13074020;Dragun;1;1;671;463;69,0;66;1300;361;319;226;67;34;32;36;x;4;x;x;x;x;33;x;x;x;x;x;x;x;x;x;x;x;25;x;x;153;x;x;x;x;x;x;x;x;x;x;x;x;0;10
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5452;Gadebusch;13074020;Dragun;1;1;671;463;69,0;4,8;95,2;27,8;24,5;17,4;5,2;2,6;2,5;2,8;x;0,3;x;x;x;x;2,5;x;x;x;x;x;x;x;x;x;x;x;1,9;x;x;11,8;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,8
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5452;Gadebusch;13074021;Gadebusch, Stadt;5;5;4747;2152;45,3;159;6188;2243;915;1623;216;113;162;121;x;68;x;x;x;x;272;x;x;x;x;x;x;x;x;x;x;x;60;x;x;380;x;x;x;x;x;x;x;x;x;x;x;x;4;11
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5452;Gadebusch;13074021;Gadebusch, Stadt;5;5;4747;2152;45,3;2,5;97,5;36,2;14,8;26,2;3,5;1,8;2,6;2,0;x;1,1;x;x;x;x;4,4;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;6,1;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,2
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5452;Gadebusch;13074040;Kneese;1;1;262;155;59,2;9;456;181;59;85;18;12;15;2;x;1;x;x;x;x;22;x;x;x;x;x;x;x;x;x;x;x;12;x;x;46;x;x;x;x;x;x;x;x;x;x;x;x;0;3
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5452;Gadebusch;13074040;Kneese;1;1;262;155;59,2;1,9;98,1;39,7;12,9;18,6;3,9;2,6;3,3;0,4;x;0,2;x;x;x;x;4,8;x;x;x;x;x;x;x;x;x;x;x;2,6;x;x;10,1;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,7
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5452;Gadebusch;13074043;Krembz;1;1;745;419;56,2;71;1186;353;134;234;114;27;26;14;x;8;x;x;x;x;65;x;x;x;x;x;x;x;x;x;x;x;21;x;x;181;x;x;x;x;x;x;x;x;x;x;x;x;6;3
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5452;Gadebusch;13074043;Krembz;1;1;745;419;56,2;5,6;94,4;29,8;11,3;19,7;9,6;2,3;2,2;1,2;x;0,7;x;x;x;x;5,5;x;x;x;x;x;x;x;x;x;x;x;1,8;x;x;15,3;x;x;x;x;x;x;x;x;x;x;x;x;0,5;0,3
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5452;Gadebusch;13074054;M�hlen Eichsen;1;1;840;383;45,6;33;1103;243;133;212;47;21;245;6;x;7;x;x;x;x;40;x;x;x;x;x;x;x;x;x;x;x;14;x;x;132;x;x;x;x;x;x;x;x;x;x;x;x;3;0
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5452;Gadebusch;13074054;M�hlen Eichsen;1;1;840;383;45,6;2,9;97,1;22,0;12,1;19,2;4,3;1,9;22,2;0,5;x;0,6;x;x;x;x;3,6;x;x;x;x;x;x;x;x;x;x;x;1,3;x;x;12,0;x;x;x;x;x;x;x;x;x;x;x;x;0,3;0,0
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5452;Gadebusch;13074068;Roggendorf;1;1;868;550;63,4;15;1561;865;133;241;31;58;10;11;x;10;x;x;x;x;43;x;x;x;x;x;x;x;x;x;x;x;20;x;x;139;x;x;x;x;x;x;x;x;x;x;x;x;0;0
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5452;Gadebusch;13074068;Roggendorf;1;1;868;550;63,4;1,0;99,0;55,4;8,5;15,4;2,0;3,7;0,6;0,7;x;0,6;x;x;x;x;2,8;x;x;x;x;x;x;x;x;x;x;x;1,3;x;x;8,9;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,0
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5452;Gadebusch;13074070;R�gnitz;1;1;169;121;71,6;33;319;103;34;37;67;22;7;0;x;3;x;x;x;x;18;x;x;x;x;x;x;x;x;x;x;x;1;x;x;27;x;x;x;x;x;x;x;x;x;x;x;x;0;0
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5452;Gadebusch;13074070;R�gnitz;1;1;169;121;71,6;9,4;90,6;32,3;10,7;11,6;21,0;6,9;2,2;0,0;x;0,9;x;x;x;x;5,6;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;8,5;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,0
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5452;Gadebusch;13074081;Veelb�ken;1;1;608;300;49,3;48;849;273;139;137;19;12;23;8;x;26;x;x;x;x;35;x;x;x;x;x;x;x;x;x;x;x;28;x;x;146;x;x;x;x;x;x;x;x;x;x;x;x;1;2
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5452;Gadebusch;13074081;Veelb�ken;1;1;608;300;49,3;5,4;94,6;32,2;16,4;16,1;2,2;1,4;2,7;0,9;x;3,1;x;x;x;x;4,1;x;x;x;x;x;x;x;x;x;x;x;3,3;x;x;17,2;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,2
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074005;Bernstorf;1;1;270;161;59,6;12;427;86;24;45;16;23;5;6;x;1;x;x;x;x;32;x;x;x;x;x;x;x;x;x;x;x;2;x;x;18;x;x;x;x;x;168;x;x;x;1;x;x;0;0
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074005;Bernstorf;1;1;270;161;59,6;2,7;97,3;20,1;5,6;10,5;3,7;5,4;1,2;1,4;x;0,2;x;x;x;x;7,5;x;x;x;x;x;x;x;x;x;x;x;0,5;x;x;4,2;x;x;x;x;x;39,3;x;x;x;0,2;x;x;0,0;0,0
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074022;G�gelow;2;2;2133;1109;52,0;81;3168;692;564;1068;132;156;48;25;x;23;x;x;x;x;151;x;x;x;x;x;x;x;x;x;x;x;21;x;x;278;x;x;x;x;x;2;x;x;x;1;x;x;2;5
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074022;G�gelow;2;2;2133;1109;52,0;2,5;97,5;21,8;17,8;33,7;4,2;4,9;1,5;0,8;x;0,7;x;x;x;x;4,8;x;x;x;x;x;x;x;x;x;x;x;0,7;x;x;8,8;x;x;x;x;x;0,1;x;x;x;0,0;x;x;0,1;0,2
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074063;Pl�schow;1;1;423;234;55,3;36;658;165;215;89;35;18;31;4;x;7;x;x;x;x;22;x;x;x;x;x;x;x;x;x;x;x;11;x;x;54;x;x;x;x;x;1;x;x;x;3;x;x;0;3
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074063;Pl�schow;1;1;423;234;55,3;5,2;94,8;25,1;32,7;13,5;5,3;2,7;4,7;0,6;x;1,1;x;x;x;x;3,3;x;x;x;x;x;x;x;x;x;x;x;1,7;x;x;8,2;x;x;x;x;x;0,2;x;x;x;0,5;x;x;0,0;0,5
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074069;Roggenstorf;1;1;389;274;70,4;24;786;248;179;142;50;15;19;16;x;13;x;x;x;x;28;x;x;x;x;x;x;x;x;x;x;x;15;x;x;54;x;x;x;x;x;4;x;x;x;1;x;x;2;0
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074069;Roggenstorf;1;1;389;274;70,4;3,0;97,0;31,6;22,8;18,1;6,4;1,9;2,4;2,0;x;1,7;x;x;x;x;3,6;x;x;x;x;x;x;x;x;x;x;x;1,9;x;x;6,9;x;x;x;x;x;0,5;x;x;x;0,1;x;x;0,3;0,0
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074071;R�ting;1;1;471;271;57,5;36;768;336;178;79;28;20;14;16;x;4;x;x;x;x;22;x;x;x;x;x;x;x;x;x;x;x;13;x;x;49;x;x;x;x;x;3;x;x;x;6;x;x;0;0
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074071;R�ting;1;1;471;271;57,5;4,5;95,5;43,8;23,2;10,3;3,6;2,6;1,8;2,1;x;0,5;x;x;x;x;2,9;x;x;x;x;x;x;x;x;x;x;x;1,7;x;x;6,4;x;x;x;x;x;0,4;x;x;x;0,8;x;x;0,0;0,0
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074077;Testorf-Steinfort;1;1;515;284;55,1;15;809;294;174;134;56;21;18;1;x;8;x;x;x;x;32;x;x;x;x;x;x;x;x;x;x;x;10;x;x;57;x;x;x;x;x;2;x;x;x;2;x;x;0;0
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074077;Testorf-Steinfort;1;1;515;284;55,1;1,8;98,2;36,3;21,5;16,6;6,9;2,6;2,2;0,1;x;1,0;x;x;x;x;4,0;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;7,0;x;x;x;x;x;0,2;x;x;x;0,2;x;x;0,0;0,0
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074079;Upahl;2;2;901;530;58,8;63;1509;435;273;169;30;73;18;16;x;10;x;x;x;x;69;x;x;x;x;x;x;x;x;x;x;x;40;x;x;100;x;x;x;x;x;13;x;x;x;258;x;x;0;5
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074079;Upahl;2;2;901;530;58,8;4,0;96,0;28,8;18,1;11,2;2,0;4,8;1,2;1,1;x;0,7;x;x;x;x;4,6;x;x;x;x;x;x;x;x;x;x;x;2,7;x;x;6,6;x;x;x;x;x;0,9;x;x;x;17,1;x;x;0,0;0,3
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074085;Warnow;1;1;550;391;71,1;24;1055;361;273;142;79;24;12;18;x;10;x;x;x;x;24;x;x;x;x;x;x;x;x;x;x;x;53;x;x;43;x;x;x;x;x;4;x;x;x;11;x;x;0;1
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074085;Warnow;1;1;550;391;71,1;2,2;97,8;34,2;25,9;13,5;7,5;2,3;1,1;1,7;x;0,9;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;x;5,0;x;x;4,1;x;x;x;x;x;0,4;x;x;x;1,0;x;x;0,0;0,1
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074093;Stepenitztal;4;4;1463;851;58,2;133;2409;1100;465;307;94;68;33;34;x;11;x;x;x;x;90;x;x;x;x;x;x;x;x;x;x;x;58;x;x;109;x;x;x;x;x;34;x;x;x;5;x;x;0;1
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5453;Grevesm�hlen-Land;13074093;Stepenitztal;4;4;1463;851;58,2;5,2;94,8;45,7;19,3;12,7;3,9;2,8;1,4;1,4;x;0,5;x;x;x;x;3,7;x;x;x;x;x;x;x;x;x;x;x;2,4;x;x;4,5;x;x;x;x;x;1,4;x;x;x;0,2;x;x;0,0;0,0
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074010;Boltenhagen;2;2;2204;1374;62,3;165;3799;926;677;592;117;76;105;32;x;34;x;x;x;x;230;x;x;x;x;x;x;x;x;x;x;x;571;x;x;106;x;x;x;x;x;x;x;x;x;x;x;x;321;12
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074010;Boltenhagen;2;2;2204;1374;62,3;4,2;95,8;24,4;17,8;15,6;3,1;2,0;2,8;0,8;x;0,9;x;x;x;x;6,1;x;x;x;x;x;x;x;x;x;x;x;15,0;x;x;2,8;x;x;x;x;x;x;x;x;x;x;x;x;8,4;0,3
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074016;Damshagen;1;1;1093;532;48,7;63;1533;310;338;455;104;40;17;12;x;21;x;x;x;x;124;x;x;x;x;x;x;x;x;x;x;x;30;x;x;77;x;x;x;x;x;x;x;x;x;x;x;x;3;2
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074016;Damshagen;1;1;1093;532;48,7;3,9;96,1;20,2;22,0;29,7;6,8;2,6;1,1;0,8;x;1,4;x;x;x;x;8,1;x;x;x;x;x;x;x;x;x;x;x;2,0;x;x;5,0;x;x;x;x;x;x;x;x;x;x;x;x;0,2;0,1
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074032;Hohenkirchen;1;1;1117;597;53,4;45;1691;465;255;385;127;71;26;31;x;20;x;x;x;x;62;x;x;x;x;x;x;x;x;x;x;x;50;x;x;194;x;x;x;x;x;x;x;x;x;x;x;x;2;3
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074032;Hohenkirchen;1;1;1117;597;53,4;2,6;97,4;27,5;15,1;22,8;7,5;4,2;1,5;1,8;x;1,2;x;x;x;x;3,7;x;x;x;x;x;x;x;x;x;x;x;3,0;x;x;11,5;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,2
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074037;Kalkhorst;2;2;1515;650;42,9;65;1873;429;520;421;167;29;31;13;x;25;x;x;x;x;88;x;x;x;x;x;x;x;x;x;x;x;35;x;x;99;x;x;x;x;x;x;x;x;x;x;x;x;8;8
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074037;Kalkhorst;2;2;1515;650;42,9;3,4;96,6;22,9;27,8;22,5;8,9;1,5;1,7;0,7;x;1,3;x;x;x;x;4,7;x;x;x;x;x;x;x;x;x;x;x;1,9;x;x;5,3;x;x;x;x;x;x;x;x;x;x;x;x;0,4;0,4
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074039;Kl�tz, Stadt;2;2;2662;1123;42,2;126;3243;872;675;758;125;94;28;37;x;38;x;x;x;x;199;x;x;x;x;x;x;x;x;x;x;x;136;x;x;261;x;x;x;x;x;x;x;x;x;x;x;x;12;8
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074039;Kl�tz, Stadt;2;2;2662;1123;42,2;3,7;96,3;26,9;20,8;23,4;3,9;2,9;0,9;1,1;x;1,2;x;x;x;x;6,1;x;x;x;x;x;x;x;x;x;x;x;4,2;x;x;8,0;x;x;x;x;x;x;x;x;x;x;x;x;0,4;0,2
03.06.2014 08:19:06;A;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074089;Zierow;1;1;646;397;61,5;60;1116;376;179;229;50;42;49;5;x;16;x;x;x;x;72;x;x;x;x;x;x;x;x;x;x;x;47;x;x;48;x;x;x;x;x;x;x;x;x;x;x;x;0;3
03.06.2014 08:19:06;P;74;Nordwestmecklenburg;5454;Kl�tzer Winkel;13074089;Zierow;1;1;646;397;61,5;5,1;94,9;33,7;16,0;20,5;4,5;3,8;4,4;0,4;x;1,4;x;x;x;x;6,5;x;x;x;x;x;x;x;x;x;x;x;4,2;x;x;4,3;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,3
