Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;SPD;DIE LINKE;GRÜNE;NPD;FDP;PIRATEN;AUF;RENTNER;[ASK];AB gegen WK- Ausbau;AWD;Allianz Bauern u. LR;AfD;AfL;AL;AUFBRUCH 09;Bauernverband;BFR;B�rger f�r Stralsund;BBG;BG;Freie W�hler LUP;Freie W�hler MSP;Freie W�hler LRO;Freie W�hler NWM;GRAUE;KfV;LUL;UB;UFR;UBL 94;Rostocker Bund;WG BV-LR;WGB;WG B;WGW;WGLR;WG Upahl-Hanshagen;WG "W�bbelin";Adomeit;WIR;Einzelbewerber
03.06.2014 08:19:06;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071105;Neetzka;1;1;208;100;48,1;13,7;86,3;25,9;28,2;19,7;9,3;6,2;0,8;1,5;x;x;x;0,8;x;x;6,6;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;0,8
03.06.2014 08:19:06;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071116;Petersdorf;1;1;124;91;73,4;32;241;94;78;23;3;9;19;1;x;x;x;2;x;x;2;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;7
03.06.2014 08:19:06;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071116;Petersdorf;1;1;124;91;73,4;11,7;88,3;39,0;32,4;9,5;1,2;3,7;7,9;0,4;x;x;x;0,8;x;x;0,8;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;2,9
03.06.2014 08:19:06;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071130;Sch�nbeck;1;1;371;201;54,2;24;579;194;169;99;22;23;7;8;x;x;x;21;x;x;26;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;5
03.06.2014 08:19:06;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071130;Sch�nbeck;1;1;371;201;54,2;4,0;96,0;33,5;29,2;17,1;3,8;4,0;1,2;1,4;x;x;x;3,6;x;x;4,5;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;x;x;x;x;0,9
03.06.2014 08:19:06;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071132;Sch�nhausen;1;1;210;138;65,7;20;394;86;91;119;22;19;9;7;x;x;x;5;x;x;34;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;0
03.06.2014 08:19:06;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071132;Sch�nhausen;1;1;210;138;65,7;4,8;95,2;21,8;23,1;30,2;5,6;4,8;2,3;1,8;x;x;x;1,3;x;x;8,6;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;0,0
03.06.2014 08:19:06;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071153;Voigtsdorf;1;1;93;73;78,5;11;208;70;42;52;6;11;3;3;x;x;x;2;x;x;11;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;3
03.06.2014 08:19:06;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071153;Voigtsdorf;1;1;93;73;78,5;5,0;95,0;33,7;20,2;25,0;2,9;5,3;1,4;1,4;x;x;x;1,0;x;x;5,3;x;x;x;x;x;x;x;x;x;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;1,4
03.06.2014 08:19:06;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071164;Woldegk, Stadt;9;9;3483;1915;55,0;215;5530;2405;1887;496;118;193;37;30;x;x;x;11;x;x;234;x;x;x;x;x;x;x;x;x;16;x;x;x;x;x;x;x;x;x;x;x;x;x;5;x;x;x;x;98
03.06.2014 08:19:06;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071164;Woldegk, Stadt;9;9;3483;1915;55,0;3,7;96,3;43,5;34,1;9,0;2,1;3,5;0,7;0,5;x;x;x;0,2;x;x;4,2;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;1,8
03.06.2014 08:19:06;A;72;Landkreis Rostock;211;Bad Doberan, Stadt;13072006;Bad Doberan, Stadt;8;8;9931;3795;38,2;54;11117;3716;2463;2522;788;439;253;x;74;x;x;x;x;x;512;x;x;x;x;x;x;x;x;x;x;226;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;124
03.06.2014 08:19:06;P;72;Landkreis Rostock;211;Bad Doberan, Stadt;13072006;Bad Doberan, Stadt;8;8;9931;3795;38,2;0,5;99,5;33,4;22,2;22,7;7,1;3,9;2,3;x;0,7;x;x;x;x;x;4,6;x;x;x;x;x;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1
03.06.2014 08:19:06;A;72;Landkreis Rostock;212;Dummerstorf;13072029;Dummerstorf;12;12;5863;2857;48,7;226;8195;4012;1225;1686;396;190;115;x;52;x;x;x;x;x;299;x;x;x;x;x;x;x;x;x;x;121;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;99
03.06.2014 08:19:06;P;72;Landkreis Rostock;212;Dummerstorf;13072029;Dummerstorf;12;12;5863;2857;48,7;2,7;97,3;49,0;14,9;20,6;4,8;2,3;1,4;x;0,6;x;x;x;x;x;3,6;x;x;x;x;x;x;x;x;x;x;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2
03.06.2014 08:19:06;A;72;Landkreis Rostock;213;Graal-M�ritz;13072036;Graal-M�ritz;4;4;3778;1964;52,0;111;5685;2027;1386;1346;235;98;63;x;39;x;x;x;x;x;223;x;x;x;x;x;x;x;x;x;x;215;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;53
03.06.2014 08:19:06;P;72;Landkreis Rostock;213;Graal-M�ritz;13072036;Graal-M�ritz;4;4;3778;1964;52,0;1,9;98,1;35,7;24,4;23,7;4,1;1,7;1,1;x;0,7;x;x;x;x;x;3,9;x;x;x;x;x;x;x;x;x;x;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
03.06.2014 08:19:06;A;72;Landkreis Rostock;214;G�strow, Stadt;13072043;G�strow, Stadt;18;18;24861;8818;35,5;504;25251;8316;5627;5009;1300;850;1010;x;216;x;x;x;x;x;835;x;x;x;x;x;x;x;x;x;x;1689;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;399
03.06.2014 08:19:06;P;72;Landkreis Rostock;214;G�strow, Stadt;13072043;G�strow, Stadt;18;18;24861;8818;35,5;2,0;98,0;32,9;22,3;19,8;5,1;3,4;4,0;x;0,9;x;x;x;x;x;3,3;x;x;x;x;x;x;x;x;x;x;6,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6
03.06.2014 08:19:06;A;72;Landkreis Rostock;215;Kr�pelin, Stadt;13072058;Kr�pelin, Stadt;7;7;4126;1587;38,5;155;4556;1765;907;963;394;174;130;x;9;x;x;x;x;x;91;x;x;x;x;x;x;x;x;x;x;73;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;50
03.06.2014 08:19:06;P;72;Landkreis Rostock;215;Kr�pelin, Stadt;13072058;Kr�pelin, Stadt;7;7;4126;1587;38,5;3,3;96,7;38,7;19,9;21,1;8,6;3,8;2,9;x;0,2;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1
03.06.2014 08:19:06;A;72;Landkreis Rostock;216;K�hlungsborn, Stadt;13072060;K�hlungsborn, Stadt;8;8;6720;3297;49,1;244;9393;4684;2055;1211;629;197;173;x;37;x;x;x;x;x;276;x;x;x;x;x;x;x;x;x;x;67;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;64
03.06.2014 08:19:06;P;72;Landkreis Rostock;216;K�hlungsborn, Stadt;13072060;K�hlungsborn, Stadt;8;8;6720;3297;49,1;2,5;97,5;49,9;21,9;12,9;6,7;2,1;1,8;x;0,4;x;x;x;x;x;2,9;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7
03.06.2014 08:19:06;A;72;Landkreis Rostock;217;Neubukow, Stadt;13072074;Neubukow, Stadt;4;4;3325;1300;39,1;159;3653;1994;414;692;213;92;44;x;19;x;x;x;x;x;108;x;x;x;x;x;x;x;x;x;x;36;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;41
03.06.2014 08:19:06;P;72;Landkreis Rostock;217;Neubukow, Stadt;13072074;Neubukow, Stadt;4;4;3325;1300;39,1;4,2;95,8;54,6;11,3;18,9;5,8;2,5;1,2;x;0,5;x;x;x;x;x;3,0;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1
03.06.2014 08:19:06;A;72;Landkreis Rostock;218;Sanitz;13072091;Sanitz;7;7;4858;2205;45,4;190;6425;2016;1080;1623;187;219;999;x;15;x;x;x;x;x;194;x;x;x;x;x;x;x;x;x;x;48;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;44
03.06.2014 08:19:06;P;72;Landkreis Rostock;218;Sanitz;13072091;Sanitz;7;7;4858;2205;45,4;2,9;97,1;31,4;16,8;25,3;2,9;3,4;15,5;x;0,2;x;x;x;x;x;3,0;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7
03.06.2014 08:19:06;A;72;Landkreis Rostock;219;Satow;13072093;Satow;9;9;4687;2341;49,9;112;6836;1873;1743;1400;275;272;709;x;17;x;x;x;x;x;276;x;x;x;x;x;x;x;x;x;x;154;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;117
03.06.2014 08:19:06;P;72;Landkreis Rostock;219;Satow;13072093;Satow;9;9;4687;2341;49,9;1,6;98,4;27,4;25,5;20,5;4,0;4,0;10,4;x;0,2;x;x;x;x;x;4,0;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7
03.06.2014 08:19:06;A;72;Landkreis Rostock;220;Teterow, Stadt;13072106;Teterow, Stadt;6;6;7566;3045;40,2;290;8595;2696;1499;1612;132;324;100;x;120;x;x;x;x;x;172;x;x;x;x;x;x;x;x;x;x;213;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1727
03.06.2014 08:19:06;P;72;Landkreis Rostock;220;Teterow, Stadt;13072106;Teterow, Stadt;6;6;7566;3045;40,2;3,3;96,7;31,4;17,4;18,8;1,5;3,8;1,2;x;1,4;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20,1
03.06.2014 08:19:06;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072001;Admannshagen-Bargeshagen;2;2;2403;1423;59,2;87;4119;1660;511;764;182;82;495;x;18;x;x;x;x;x;239;x;x;x;x;x;x;x;x;x;x;110;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;58
03.06.2014 08:19:06;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072001;Admannshagen-Bargeshagen;2;2;2403;1423;59,2;2,1;97,9;40,3;12,4;18,5;4,4;2,0;12,0;x;0,4;x;x;x;x;x;5,8;x;x;x;x;x;x;x;x;x;x;2,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4
03.06.2014 08:19:06;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072007;Bartenshagen-Parkentin;1;1;1071;708;66,1;66;2014;741;531;279;135;56;65;x;12;x;x;x;x;x;85;x;x;x;x;x;x;x;x;x;x;69;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;41
03.06.2014 08:19:06;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072007;Bartenshagen-Parkentin;1;1;1071;708;66,1;3,2;96,8;36,8;26,4;13,9;6,7;2,8;3,2;x;0,6;x;x;x;x;x;4,2;x;x;x;x;x;x;x;x;x;x;3,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,0
03.06.2014 08:19:06;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072017;B�rgerende-Rethwisch;2;2;1451;1004;69,2;111;2861;761;373;394;123;59;470;x;12;x;x;x;x;x;121;x;x;x;x;x;x;x;x;x;x;522;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;26
03.06.2014 08:19:06;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072017;B�rgerende-Rethwisch;2;2;1451;1004;69,2;3,7;96,3;26,6;13,0;13,8;4,3;2,1;16,4;x;0,4;x;x;x;x;x;4,2;x;x;x;x;x;x;x;x;x;x;18,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
03.06.2014 08:19:06;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072047;Hohenfelde;1;1;687;433;63,0;12;1214;472;309;236;62;23;22;x;2;x;x;x;x;x;41;x;x;x;x;x;x;x;x;x;x;28;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19
03.06.2014 08:19:06;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072047;Hohenfelde;1;1;687;433;63,0;1,0;99,0;38,9;25,5;19,4;5,1;1,9;1,8;x;0,2;x;x;x;x;x;3,4;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6
03.06.2014 08:19:06;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072075;Nienhagen;2;2;1668;1007;60,4;54;2907;1347;496;514;176;72;69;x;12;x;x;x;x;x;127;x;x;x;x;x;x;x;x;x;x;67;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;27
03.06.2014 08:19:06;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072075;Nienhagen;2;2;1668;1007;60,4;1,8;98,2;46,3;17,1;17,7;6,1;2,5;2,4;x;0,4;x;x;x;x;x;4,4;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
03.06.2014 08:19:06;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072083;Reddelich;1;1;750;442;58,9;21;1266;494;245;254;93;36;39;x;5;x;x;x;x;x;45;x;x;x;x;x;x;x;x;x;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;31
03.06.2014 08:19:06;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072083;Reddelich;1;1;750;442;58,9;1,6;98,4;39,0;19,4;20,1;7,3;2,8;3,1;x;0,4;x;x;x;x;x;3,6;x;x;x;x;x;x;x;x;x;x;1,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,4
03.06.2014 08:19:06;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072086;Retschow;1;1;800;436;54,5;39;1253;397;189;329;93;49;61;x;1;x;x;x;x;x;79;x;x;x;x;x;x;x;x;x;x;32;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;23
03.06.2014 08:19:06;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072086;Retschow;1;1;800;436;54,5;3,0;97,0;31,7;15,1;26,3;7,4;3,9;4,9;x;0,1;x;x;x;x;x;6,3;x;x;x;x;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8
03.06.2014 08:19:06;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072099;Steffenshagen;1;1;433;244;56,4;36;680;171;146;169;44;49;39;x;10;x;x;x;x;x;27;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10
03.06.2014 08:19:06;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072099;Steffenshagen;1;1;433;244;56,4;5,0;95,0;25,1;21,5;24,9;6,5;7,2;5,7;x;1,5;x;x;x;x;x;4,0;x;x;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5
03.06.2014 08:19:06;A;72;Landkreis Rostock;5251;Bad Doberan-Land;13072117;Wittenbeck;1;1;713;416;58,3;30;1188;394;229;201;121;55;57;x;5;x;x;x;x;x;62;x;x;x;x;x;x;x;x;x;x;43;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;21
03.06.2014 08:19:06;P;72;Landkreis Rostock;5251;Bad Doberan-Land;13072117;Wittenbeck;1;1;713;416;58,3;2,5;97,5;33,2;19,3;16,9;10,2;4,6;4,8;x;0,4;x;x;x;x;x;5,2;x;x;x;x;x;x;x;x;x;x;3,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072009;Baumgarten;3;3;699;387;55,4;18;1112;446;289;119;106;22;22;x;3;x;x;x;x;x;36;x;x;x;x;x;x;x;x;x;x;41;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;28
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072009;Baumgarten;3;3;699;387;55,4;1,6;98,4;40,1;26,0;10,7;9,5;2,0;2,0;x;0,3;x;x;x;x;x;3,2;x;x;x;x;x;x;x;x;x;x;3,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,5
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072013;Bernitt;5;5;1327;735;55,4;63;2086;977;504;262;58;48;39;x;10;x;x;x;x;x;66;x;x;x;x;x;x;x;x;x;x;82;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;40
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072013;Bernitt;5;5;1327;735;55,4;2,9;97,1;46,8;24,2;12,6;2,8;2,3;1,9;x;0,5;x;x;x;x;x;3,2;x;x;x;x;x;x;x;x;x;x;3,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072020;B�tzow, Stadt;7;7;6480;2426;37,4;201;6985;3027;1561;817;110;197;106;x;12;x;x;x;x;x;358;x;x;x;x;x;x;x;x;x;x;516;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;281
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072020;B�tzow, Stadt;7;7;6480;2426;37,4;2,8;97,2;43,3;22,3;11,7;1,6;2,8;1,5;x;0,2;x;x;x;x;x;5,1;x;x;x;x;x;x;x;x;x;x;7,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,0
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072028;Dreetz;1;1;178;102;57,3;9;295;122;96;39;13;5;3;x;0;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072028;Dreetz;1;1;178;102;57,3;3,0;97,0;41,4;32,5;13,2;4,4;1,7;1,0;x;0,0;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,1
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072050;J�rgenshagen;2;2;912;501;54,9;57;1394;647;312;178;81;54;42;x;2;x;x;x;x;x;31;x;x;x;x;x;x;x;x;x;x;22;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;25
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072050;J�rgenshagen;2;2;912;501;54,9;3,9;96,1;46,4;22,4;12,8;5,8;3,9;3,0;x;0,1;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072053;Klein Belitz;2;2;716;404;56,4;45;1135;500;249;162;34;37;21;x;5;x;x;x;x;x;24;x;x;x;x;x;x;x;x;x;x;60;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;43
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072053;Klein Belitz;2;2;716;404;56,4;3,8;96,2;44,1;21,9;14,3;3,0;3,3;1,9;x;0,4;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;x;x;5,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,8
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072078;Penzin;1;1;121;77;63,6;6;222;93;56;31;4;3;15;x;0;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072078;Penzin;1;1;121;77;63,6;2,6;97,4;41,9;25,2;14,0;1,8;1,4;6,8;x;0,0;x;x;x;x;x;4,1;x;x;x;x;x;x;x;x;x;x;3,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072089;R�hn;1;1;525;306;58,3;21;878;410;173;126;13;29;26;x;3;x;x;x;x;x;35;x;x;x;x;x;x;x;x;x;x;58;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072089;R�hn;1;1;525;306;58,3;2,3;97,7;46,7;19,7;14,4;1,5;3,3;3,0;x;0,3;x;x;x;x;x;4,0;x;x;x;x;x;x;x;x;x;x;6,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072101;Steinhagen;2;2;634;343;54,1;27;992;437;262;102;15;31;47;x;0;x;x;x;x;x;39;x;x;x;x;x;x;x;x;x;x;45;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072101;Steinhagen;2;2;634;343;54,1;2,6;97,4;44,1;26,4;10,3;1,5;3,1;4,7;x;0,0;x;x;x;x;x;3,9;x;x;x;x;x;x;x;x;x;x;4,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072104;Tarnow;3;3;954;429;45,0;63;1193;535;267;169;39;35;54;x;5;x;x;x;x;x;51;x;x;x;x;x;x;x;x;x;x;23;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072104;Tarnow;3;3;954;429;45,0;5,0;95,0;44,8;22,4;14,2;3,3;2,9;4,5;x;0,4;x;x;x;x;x;4,3;x;x;x;x;x;x;x;x;x;x;1,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072114;Warnow;3;3;812;517;63,7;51;1467;697;365;152;61;38;27;x;6;x;x;x;x;x;51;x;x;x;x;x;x;x;x;x;x;56;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072114;Warnow;3;3;812;517;63,7;3,4;96,6;47,5;24,9;10,4;4,2;2,6;1,8;x;0,4;x;x;x;x;x;3,5;x;x;x;x;x;x;x;x;x;x;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0
03.06.2014 08:19:06;A;72;Landkreis Rostock;5252;B�tzow-Land;13072120;Zepelin;2;2;396;231;58,3;18;675;296;156;76;11;15;10;x;2;x;x;x;x;x;68;x;x;x;x;x;x;x;x;x;x;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14
03.06.2014 08:19:06;P;72;Landkreis Rostock;5252;B�tzow-Land;13072120;Zepelin;2;2;396;231;58,3;2,6;97,4;43,9;23,1;11,3;1,6;2,2;1,5;x;0,3;x;x;x;x;x;10,1;x;x;x;x;x;x;x;x;x;x;4,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1
03.06.2014 08:19:06;A;72;Landkreis Rostock;5253;Carb�k;13072019;Broderstorf;4;4;3155;1606;50,9;99;4638;1729;632;1164;215;107;161;x;34;x;x;x;x;x;437;x;x;x;x;x;x;x;x;x;x;98;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;61
03.06.2014 08:19:06;P;72;Landkreis Rostock;5253;Carb�k;13072019;Broderstorf;4;4;3155;1606;50,9;2,1;97,9;37,3;13,6;25,1;4,6;2,3;3,5;x;0,7;x;x;x;x;x;9,4;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3
03.06.2014 08:19:06;A;72;Landkreis Rostock;5253;Carb�k;13072054;Klein Kussewitz;1;1;594;297;50,0;79;812;320;115;153;79;21;31;x;7;x;x;x;x;x;62;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9
03.06.2014 08:19:06;P;72;Landkreis Rostock;5253;Carb�k;13072054;Klein Kussewitz;1;1;594;297;50,0;8,9;91,1;39,4;14,2;18,8;9,7;2,6;3,8;x;0,9;x;x;x;x;x;7,6;x;x;x;x;x;x;x;x;x;x;1,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1
03.06.2014 08:19:06;A;72;Landkreis Rostock;5253;Carb�k;13072081;Poppendorf;1;1;607;409;67,4;57;1143;430;204;314;41;16;6;x;11;x;x;x;x;x;66;x;x;x;x;x;x;x;x;x;x;33;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;22
03.06.2014 08:19:06;P;72;Landkreis Rostock;5253;Carb�k;13072081;Poppendorf;1;1;607;409;67,4;4,8;95,3;37,6;17,8;27,5;3,6;1,4;0,5;x;1,0;x;x;x;x;x;5,8;x;x;x;x;x;x;x;x;x;x;2,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9
03.06.2014 08:19:06;A;72;Landkreis Rostock;5253;Carb�k;13072087;Roggentin;3;3;2270;1198;52,8;69;3420;944;751;981;170;93;107;x;14;x;x;x;x;x;246;x;x;x;x;x;x;x;x;x;x;72;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;42
