Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City
DESL017,O3,1990,39.026,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Völklingen
DESL003,SO2,1990,23.131,ug/m3,Background,urban,SL,Saarlouis,Dillingen/Saar
DESL003,SO2,1990,80.875,ug/m3,Background,urban,SL,Saarlouis,Dillingen/Saar
DESL003,SO2,1990,1.0,count,Background,urban,SL,Saarlouis,Dillingen/Saar
DESL003,SO2,1990,141.708,ug/m3,Background,urban,SL,Saarlouis,Dillingen/Saar
DESL017,SO2,1990,83.75,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Völklingen
DESL017,SO2,1990,162.0,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Völklingen
DESL017,SO2,1990,166.0,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Völklingen
DESL017,SO2,1990,22.0,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Völklingen
DESL017,SO2,1990,302.0,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Völklingen
DESL017,SO2,1990,25.167,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Völklingen
DEHE030,O3,1990,15.0,count,Background,urban,HE,Marburg-Biedenkopf,Marburg
DEHB001,SO2,1990,119.542,ug/m3,Background,urban,HB,Bremen,Bremen
DEHE030,O3,1990,202.188,ug/m3,Background,urban,HE,Marburg-Biedenkopf,Marburg
DEBY037,O3,1990,23.339,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEHE005,O3,1990,11.0,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main
DEHB004,SO2,1990,15.189,ug/m3,Background,urban,HB,Bremen,Bremen
DEHB004,O3,1990,178.375,ug/m3,Background,urban,HB,Bremen,Bremen
DEHE022,O3,1990,17.118,ug/m3,Background,urban,HE,Wiesbaden,Wiesbaden
DEHB004,O3,1990,97.375,ug/m3,Background,urban,HB,Bremen,Bremen
DEHE002,SO2,1990,51.217,ug/m3,Background,rural,HE,Groß-Gerau,Biebesheim am Rhein
DENW029,SO2,1990,54.708,ug/m3,Background,suburban,NW,Ennepe-Ruhr-Kreis,Hattingen
DENW029,SO2,1990,234.0,ug/m3,Background,suburban,NW,Ennepe-Ruhr-Kreis,Hattingen
DEBW040,SO2,1990,45.878,ug/m3,Traffic,suburban,BW,Waldshut,Waldshut-Tiengen
DEBW040,SO2,1990,72.5,ug/m3,Traffic,suburban,BW,Waldshut,Waldshut-Tiengen
DEBW041,SO2,1990,59.192,ug/m3,Background,urban,BW,Lörrach,Rheinfelden (Baden)
DEBW041,SO2,1990,0.0,count,Background,urban,BW,Lörrach,Rheinfelden (Baden)
DEBW048,NO2,1990,0.0,count,Industrial,urban,BW,Alb-Donau-Kreis,Ehingen (Donau)
DEHE025,NO2,1990,0.0,count,Background,rural,HE,Hochtaunuskreis,Königstein im Taunus
DENW051,SO2,1990,16.522,ug/m3,Background,suburban,NW,Mettmann,Langenfeld (Rhld.)
DERP022,SPM,1990,334.0,ug/m3,Background,urban,RP,Bad Kreuznach,Bad Kreuznach(Verbandsfreie Geme
DEBW050,SO2,1990,166.145,ug/m3,Background,suburban,BW,Heidenheim,Heidenheim an der Brenz
DESL008,NO2,1990,54.0,ug/m3,Background,rural,RP,Trier-Saarburg,Hermeskeil
DESL008,NO2,1990,44.0,ug/m3,Background,rural,RP,Trier-Saarburg,Hermeskeil
DENW052,SO2,1990,60.5,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Pulheim
DENW052,NO2,1990,106.0,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Pulheim
DENW052,SO2,1990,0.0,count,Background,suburban,NW,Rhein-Erft-Kreis,Pulheim
DENW052,SO2,1990,114.0,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Pulheim
DENW052,NO2,1990,30.0,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Pulheim
DENW057,SO2,1990,110.0,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Frechen
DENW063,NO2,1990,63.0,ug/m3,Background,rural,NW,Lippe,Horn-Bad Meinberg
DENW064,SO2,1990,0.0,count,Background,rural,NW,Städteregion Aachen,Simmerath
DENW057,SO2,1990,76.174,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Frechen
DENW060,SO2,1990,178.0,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Wesseling
DEHH005,SO2,1990,218.0,ug/m3,Background,suburban,HH,Hamburg,Hamburg
DERP020,O3,1990,244.0,ug/m3,Traffic,urban,RP,Trier,Trier
DEBE006,SO2,1990,372.0,ug/m3,Background,suburban,BE,Berlin,Berlin
DEBE007,SO2,1990,217.333,ug/m3,Background,suburban,BE,Berlin,Berlin
DENW011,SO2,1990,24.918,ug/m3,Background,suburban,NW,Dortmund,Dortmund
DEBE008,SO2,1990,313.0,ug/m3,Background,suburban,BE,Berlin,Berlin
DEBW014,SO2,1990,16.811,ug/m3,Industrial,suburban,BW,Stuttgart,Stuttgart
DEBW014,SO2,1990,128.0,ug/m3,Industrial,suburban,BW,Stuttgart,Stuttgart
DEBE029,SO2,1990,176.75,ug/m3,Background,suburban,BE,Berlin,Berlin
DEHE014,O3,1990,26.014,ug/m3,Traffic,urban,HE,Kassel (Kreisfreie Stadt),Kassel
DEHE033,SO2,1990,6.0,ug/m3,Background,suburban,HE,Schwalm-Eder-Kreis,Borken (Hessen)
DEHE028,SO2,1990,0.0,count,Background,rural,HE,Bergstraße,Fürth
DEHE015,SO2,1990,16.444,ug/m3,Background,suburban,HE,Main-Kinzig-Kreis,Maintal
DEHE015,SO2,1990,161.5,ug/m3,Background,suburban,HE,Main-Kinzig-Kreis,Maintal
DEHE015,SO2,1990,0.0,count,Background,suburban,HE,Main-Kinzig-Kreis,Maintal
DENW029,SO2,1990,0.0,count,Background,suburban,NW,Ennepe-Ruhr-Kreis,Hattingen
DENW063,SO2,1990,101.917,ug/m3,Background,rural,NW,Lippe,Horn-Bad Meinberg
DENW063,SO2,1990,349.0,ug/m3,Background,rural,NW,Lippe,Horn-Bad Meinberg
DEHE034,SO2,1990,5.5,ug/m3,Background,rural,HE,Wetteraukreis,Nidda
DEBY075,SO2,1990,2.0,count,Traffic,urban,BY,Weiden in der Oberpfalz,Weiden i.d. OPf.
DEBW060,SO2,1990,0.0,count,Background,suburban,BW,Tuttlingen,Tuttlingen
DEBW035,SO2,1990,0.0,count,Background,urban,BW,Böblingen,Böblingen
DENW004,SO2,1990,156.0,ug/m3,Background,suburban,NW,Recklinghausen,Castrop-Rauxel
DESL017,O3,1990,152.375,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Völklingen
DERP015,NO2,1990,15.329,ug/m3,Background,rural,RP,Eifelkreis Bitburg-Prüm,Prüm
DERP015,NO2,1990,11.958,ug/m3,Background,rural,RP,Eifelkreis Bitburg-Prüm,Prüm
DERP021,O3,1990,32.31,ug/m3,Background,urban,RP,Neuwied,Neuwied
DERP021,O3,1990,264.0,ug/m3,Background,urban,RP,Neuwied,Neuwied
DERP014,SO2,1990,109.0,ug/m3,Background,rural,RP,Birkenfeld,Birkenfeld
DESL003,O3,1990,32.263,ug/m3,Background,urban,SL,Saarlouis,Dillingen/Saar
DESL003,O3,1990,11750.0,ug/m3,Background,urban,SL,Saarlouis,Dillingen/Saar
DESH008,O3,1990,223.875,ug/m3,Background,rural,SH,Plön,Bokhorst-Wankendorf
DESH008,O3,1990,113.875,ug/m3,Background,rural,SH,Plön,Bokhorst-Wankendorf
DERP022,O3,1990,28678.0,(ug/m3).h,Background,urban,RP,Bad Kreuznach,Bad Kreuznach(Verbandsfreie Geme
DEHB004,O3,1990,178.375,ug/m3,Background,urban,HB,Bremen,Bremen
DEHB004,SO2,1990,210.0,ug/m3,Background,urban,HB,Bremen,Bremen
DEHB004,SO2,1990,4.0,count,Background,urban,HB,Bremen,Bremen
DEHE001,O3,1990,18510.0,(ug/m3).h,Background,urban,HE,Darmstadt,Darmstadt
DEHE001,O3,1990,3263.0,ug/m3,Background,urban,HE,Darmstadt,Darmstadt
DEHE001,O3,1990,106.625,ug/m3,Background,urban,HE,Darmstadt,Darmstadt
DEHB003,SO2,1990,234.0,ug/m3,Background,urban,HB,Bremen,Bremen
DEHB003,SO2,1990,235.0,ug/m3,Background,urban,HB,Bremen,Bremen
DEBY053,O3,1990,109.125,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg
DENW006,SO2,1990,0.0,count,Background,suburban,NW,Unna,Lünen
DENW063,NO2,1990,0.0,count,Background,rural,NW,Lippe,Horn-Bad Meinberg
DENW057,SO2,1990,109.0,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Frechen
DENW058,SO2,1990,0.0,count,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DENW065,SO2,1990,59.5,ug/m3,Background,rural,NW,Siegen-Wittgenstein,Netphen
DENW065,SO2,1990,114.0,ug/m3,Background,rural,NW,Siegen-Wittgenstein,Netphen
DENW061,SO2,1990,56.125,ug/m3,Background,suburban,NW,Rhein-Sieg-Kreis,Niederkassel
DEHE019,SO2,1990,94.0,ug/m3,Background,suburban,HE,Bergstraße,Viernheim
DESN031,SO2,1990,645.417,ug/m3,Background,urban,SN,Zwickau,Meerane
DESN031,SO2,1990,198.0,count,Background,urban,SN,Zwickau,Meerane
DEBY069,SO2,1990,10.583,ug/m3,Background,suburban,BY,Wunsiedel im Fichtelgebirge,Selb
DENW045,SO2,1990,106.0,ug/m3,Background,suburban,NW,Mettmann,Ratingen
DEBE011,SO2,1990,418.0,ug/m3,Traffic,suburban,BE,Berlin,Berlin
DEHE010,O3,1990,720.0,ug/m3,Background,urban,HE,Gießen,Gießen
DEBW002,O3,1990,98.846,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEHE016,SO2,1990,13.0,ug/m3,Background,suburban,HE,Wiesbaden,Wiesbaden
DEBW083,O3,1990,143.058,ug/m3,Traffic,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau
DEHE010,O3,1990,15.229,ug/m3,Background,urban,HE,Gießen,Gießen
DEBW051,O3,1990,27.523,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW051,O3,1990,15.0,count,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW051,NO2,1990,46.75,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBY077,SO2,1990,74.417,ug/m3,Background,suburban,BY,Würzburg (Kreisfreie Stadt),Würzburg
DENW057,NO2,1990,32.672,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Frechen
DENW057,NO2,1990,157.0,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Frechen
DENW061,NO2,1990,0.0,count,Background,suburban,NW,Rhein-Sieg-Kreis,Niederkassel
DETH054,SO2,1990,103.0,count,Background,urban,TH,Schmalkalden-Meiningen,Meiningen
DENW068,SO2,1990,15.379,ug/m3,Background,rural,NW,Soest,Soest
DESL004,SO2,1990,88.958,ug/m3,Background,suburban,SL,Saarlouis,Dillingen/Saar
DENW063,SO2,1990,0.0,count,Background,rural,NW,Lippe,Horn-Bad Meinberg
DENW064,SO2,1990,10.0,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DETH054,SO2,1990,74.57,ug/m3,Background,urban,TH,Schmalkalden-Meiningen,Meiningen
DENW066,O3,1990,4376.0,ug/m3,Background,rural,NW,Viersen,Nettetal
DENW068,SO2,1990,0.0,count,Background,rural,NW,Soest,Soest
DENW063,SO2,1990,15.999,ug/m3,Background,rural,NW,Lippe,Horn-Bad Meinberg
DENW063,O3,1990,19946.0,ug/m3,Background,rural,NW,Lippe,Horn-Bad Meinberg
DENW013,SO2,1990,17.292,ug/m3,Background,urban,NW,Unna,Schwerte
DESN035,SO2,1990,23.0,ug/m3,Background,suburban,SN,Nordsachsen,Oschatz
DEBY069,NO2,1990,0.0,count,Background,suburban,BY,Wunsiedel im Fichtelgebirge,Selb
DESN035,SO2,1990,1.0,count,Background,suburban,SN,Nordsachsen,Oschatz
DENW007,SO2,1990,0.0,count,Background,suburban,NW,Recklinghausen,Castrop-Rauxel
DERP015,SPM,1990,21.472,ug/m3,Background,rural,RP,Eifelkreis Bitburg-Prüm,Prüm
DENW010,SO2,1990,70.25,ug/m3,Background,suburban,NW,Unna,Unna
DENW057,SO2,1990,63.917,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Frechen
DERP015,SPM,1990,19.292,ug/m3,Background,rural,RP,Eifelkreis Bitburg-Prüm,Prüm
DENW050,SO2,1990,69.913,ug/m3,Background,suburban,NW,Rhein-Kreis Neuss,Dormagen
DENW010,SO2,1990,99.0,ug/m3,Background,suburban,NW,Unna,Unna
DENW058,SO2,1990,138.0,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DEBW084,O3,1990,39527.0,(ug/m3).h,Background,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau
DEHB003,O3,1990,98.625,ug/m3,Background,urban,HB,Bremen,Bremen
DEBY039,O3,1990,113.375,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München
DEBY039,O3,1990,48.303,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München
DEHE005,O3,1990,5398.0,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main
DEHE008,O3,1990,36.617,ug/m3,Background,urban,HE,Frankfurt am Main,Frankfurt am Main
DEHE008,O3,1990,172.0,ug/m3,Background,urban,HE,Frankfurt am Main,Frankfurt am Main
DEBY053,O3,1990,22.125,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg
DEBY031,O3,1990,21.65,ug/m3,Background,suburban,BY,Kempten (Allgäu),Kempten (Allgäu)
DERP022,O3,1990,38.792,ug/m3,Background,urban,RP,Bad Kreuznach,Bad Kreuznach(Verbandsfreie Geme
DERP025,O3,1990,40.149,ug/m3,Background,urban,RP,Germersheim,Wörth am Rhein
DERP021,O3,1990,56.177,ug/m3,Background,urban,RP,Neuwied,Neuwied
DERP021,O3,1990,213.5,ug/m3,Background,urban,RP,Neuwied,Neuwied
DERP021,O3,1990,3853.0,ug/m3,Background,urban,RP,Neuwied,Neuwied
DESN052,SO2,1990,174.5,ug/m3,Background,rural,SN,Sächsische Schweiz-Osterzgebirge,Altenberg
DESN053,O3,1990,53887.0,(ug/m3).h,Background,rural,SN,Erzgebirgskreis,Oberwiesenthal
DESN053,SO2,1990,232.917,ug/m3,Background,rural,SN,Erzgebirgskreis,Oberwiesenthal
DERP022,O3,1990,18384.0,ug/m3,Background,urban,RP,Bad Kreuznach,Bad Kreuznach(Verbandsfreie Geme
DERP022,O3,1990,39.27,ug/m3,Background,urban,RP,Bad Kreuznach,Bad Kreuznach(Verbandsfreie Geme
DESL017,O3,1990,7722.0,(ug/m3).h,Background,urban,SL,Regionalverband Saarbrücken,Völklingen
DEBY077,SO2,1990,12.417,ug/m3,Background,suburban,BY,Würzburg (Kreisfreie Stadt),Würzburg
DEBW012,O3,1990,24055.0,ug/m3,Background,urban,BW,Stuttgart,Stuttgart
DEHE012,O3,1990,107.604,ug/m3,Background,urban,HE,Kassel (Kreisfreie Stadt),Kassel
DEBW051,O3,1990,4950.0,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW051,NO2,1990,151.75,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEHE012,O3,1990,52.724,ug/m3,Background,urban,HE,Kassel (Kreisfreie Stadt),Kassel
DEBW014,O3,1990,54073.0,ug/m3,Industrial,suburban,BW,Stuttgart,Stuttgart
DEBW036,O3,1990,136.271,ug/m3,Background,urban,BW,Tübingen,Tübingen
DEBW036,O3,1990,130.319,ug/m3,Background,urban,BW,Tübingen,Tübingen
DEBW014,O3,1990,223.414,ug/m3,Industrial,suburban,BW,Stuttgart,Stuttgart
DENW010,SO2,1990,53.833,ug/m3,Background,suburban,NW,Unna,Unna
DESN003,SO2,1990,1715.0,ug/m3,Background,urban,SN,Erzgebirgskreis,Bärenstein
DEUB003,SO2,1990,41.068,ug/m3,Background,rural,BY,Freyung-Grafenau,Schönberg
DEUB003,SO2,1990,63.3,ug/m3,Background,rural,BY,Freyung-Grafenau,Schönberg
DEBW021,SO2,1990,0.0,count,Background,suburban,BW,Ortenaukreis,Kehl
DEUB003,SO2,1990,66.55,ug/m3,Background,rural,BY,Freyung-Grafenau,Schönberg
DEHE032,SO2,1990,167.0,ug/m3,Background,urban,HE,Hersfeld-Rotenburg,Bebra
DEBW023,SO2,1990,78.0,ug/m3,Background,suburban,BW,Lörrach,Weil am Rhein
DEUB006,SO2,1990,0.0,count,Background,rural,SH,Rendsburg-Eckernförde,Mittelholstein
DENI019,SO2,1990,106.37,ug/m3,Background,rural,NI,Northeim,Solling (Landkreis Northeim)
DEHE023,SO2,1990,6.5,ug/m3,Background,rural,HE,Vogelsbergkreis,Grebenau
DEHE023,SO2,1990,289.0,ug/m3,Background,rural,HE,Vogelsbergkreis,Grebenau
DENW068,SO2,1990,10.0,ug/m3,Background,rural,NW,Soest,Soest
DENW070,SO2,1990,61.333,ug/m3,Background,suburban,NW,Rhein-Kreis Neuss,Meerbusch
DENW057,NO2,1990,30.0,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Frechen
DEUB037,O3,1990,8698.0,ug/m3,Background,rural,NI,Lüchow-Dannenberg,Gartow(Samtgemeinde)
DEUB037,O3,1990,3212.0,ug/m3,Background,rural,NI,Lüchow-Dannenberg,Gartow(Samtgemeinde)
DEUB002,SO2,1990,41.337,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DENW061,SO2,1990,108.0,ug/m3,Background,suburban,NW,Rhein-Sieg-Kreis,Niederkassel
DESH003,SO2,1990,114.083,ug/m3,Background,suburban,SH,Herzogtum Lauenburg,Geesthacht
DESH003,NO2,1990,94.0,ug/m3,Background,suburban,SH,Herzogtum Lauenburg,Geesthacht
DESH004,O3,1990,60.325,ug/m3,Background,suburban,SH,Stormarn,Bargteheide
DEUB002,NO2,1990,12.116,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DENW013,NO2,1990,0.0,count,Background,urban,NW,Unna,Schwerte
DEHB003,O3,1990,30.5,ug/m3,Background,urban,HB,Bremen,Bremen
DEHB004,O3,1990,3082.0,ug/m3,Background,urban,HB,Bremen,Bremen
DEHB004,O3,1990,31.567,ug/m3,Background,urban,HB,Bremen,Bremen
DEHB002,SO2,1990,1.0,count,Background,urban,HB,Bremen,Bremen
DEHE005,O3,1990,94.667,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main
DEHB002,SO2,1990,129.375,ug/m3,Background,urban,HB,Bremen,Bremen
DEHE005,O3,1990,5398.0,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main
DEHE005,O3,1990,8866.0,(ug/m3).h,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main
DEHE005,O3,1990,19.938,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main
DENI016,SO2,1990,11.587,ug/m3,Background,suburban,NI,Goslar,Goslar
DEHE025,SO2,1990,79.804,ug/m3,Background,rural,HE,Hochtaunuskreis,Königstein im Taunus
DEUB019,SO2,1990,500.35,ug/m3,Background,rural,TH,Saale-Orla-Kreis,Schleiz
DEUB021,SO2,1990,750.1,ug/m3,Background,rural,BB,Potsdam-Mittelmark,Wiesenburg/Mark
DEHE033,SO2,1990,0.0,count,Background,suburban,HE,Schwalm-Eder-Kreis,Borken (Hessen)
DEBY075,SO2,1990,228.0,ug/m3,Traffic,urban,BY,Weiden in der Oberpfalz,Weiden i.d. OPf.
DEBW042,SO2,1990,138.18,ug/m3,Background,suburban,BW,Esslingen,Filderstadt
DEHE032,SO2,1990,7.0,ug/m3,Background,urban,HE,Hersfeld-Rotenburg,Bebra
DEBW057,NO2,1990,0.0,count,Background,suburban,BW,Sigmaringen,Sigmaringen
DESN051,SO2,1990,59.62,ug/m3,Background,rural,SN,Meißen,Radebeul
DENI036,SO2,1990,8.727,ug/m3,Industrial,urban,NI,Wesermarsch,Nordenham
DEBW045,SO2,1990,0.0,count,Background,urban,BW,Zollernalbkreis,Balingen
DERP016,NO2,1990,19.348,ug/m3,Background,rural,RP,Altenkirchen (Westerwald),Herdorf-Daaden
DESN049,O3,1990,118.75,ug/m3,Background,rural,SN,Erzgebirgskreis,Eibenstock
DESN049,O3,1990,66.054,ug/m3,Background,rural,SN,Erzgebirgskreis,Eibenstock
DERP022,O3,1990,257.0,ug/m3,Background,urban,RP,Bad Kreuznach,Bad Kreuznach(Verbandsfreie Geme
DESL003,O3,1990,3307.0,ug/m3,Background,urban,SL,Saarlouis,Dillingen/Saar
DERP016,SO2,1990,7.25,ug/m3,Background,rural,RP,Altenkirchen (Westerwald),Herdorf-Daaden
DERP016,SO2,1990,123.0,ug/m3,Background,rural,RP,Altenkirchen (Westerwald),Herdorf-Daaden
DESN049,O3,1990,46.0,ug/m3,Background,rural,SN,Erzgebirgskreis,Eibenstock
DESN053,O3,1990,162.25,ug/m3,Background,rural,SN,Erzgebirgskreis,Oberwiesenthal
DESH008,O3,1990,11693.0,ug/m3,Background,rural,SH,Plön,Bokhorst-Wankendorf
DESH008,O3,1990,117.5,ug/m3,Background,rural,SH,Plön,Bokhorst-Wankendorf
DEBY077,SO2,1990,17.014,ug/m3,Background,suburban,BY,Würzburg (Kreisfreie Stadt),Würzburg
DEBW032,O3,1990,38.78,ug/m3,Background,urban,BW,Pforzheim,Pforzheim
DEBW025,O3,1990,13.25,ug/m3,Background,urban,BW,Esslingen,Esslingen am Neckar
DEHE021,O3,1990,13163.0,ug/m3,Traffic,urban,HE,Wiesbaden,Wiesbaden
DENW062,SO2,1990,93.292,ug/m3,Background,suburban,NW,Bonn,Bonn
DEBE014,O3,1990,0.0,count,Traffic,urban,BE,Berlin,Berlin
DEHE021,O3,1990,2224.0,ug/m3,Traffic,urban,HE,Wiesbaden,Wiesbaden
DENW062,O3,1990,220.5,ug/m3,Background,suburban,NW,Bonn,Bonn
DEHH011,SO2,1990,21.966,ug/m3,Background,suburban,HH,Hamburg,Hamburg
DEHH011,NO2,1990,2.0,count,Background,suburban,HH,Hamburg,Hamburg
DEBW065,SO2,1990,106.2,ug/m3,Background,urban,BW,Ravensburg,Mittleres Schussental
DESH006,SO2,1990,14.0,ug/m3,Background,suburban,SH,Schleswig-Flensburg,Schleswig
DENW013,SO2,1990,18.965,ug/m3,Background,urban,NW,Unna,Schwerte
DENW057,SO2,1990,18.5,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Frechen
DEHE032,SO2,1990,126.636,ug/m3,Background,urban,HE,Hersfeld-Rotenburg,Bebra
DEHE019,SO2,1990,94.0,ug/m3,Background,suburban,HE,Bergstraße,Viernheim
DENW014,SO2,1990,0.0,count,Background,suburban,NW,Ennepe-Ruhr-Kreis,Herdecke
DENW058,SO2,1990,22.208,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DEHE033,SO2,1990,11.485,ug/m3,Background,suburban,HE,Schwalm-Eder-Kreis,Borken (Hessen)
DENW018,SO2,1990,22.4,ug/m3,Background,suburban,NW,Recklinghausen,Herten
DENW018,SO2,1990,197.0,ug/m3,Background,suburban,NW,Recklinghausen,Herten
DENW013,SO2,1990,52.818,ug/m3,Background,urban,NW,Unna,Schwerte
DEHE030,O3,1990,231.5,ug/m3,Background,urban,HE,Marburg-Biedenkopf,Marburg
DEHE030,O3,1990,29.109,ug/m3,Background,urban,HE,Marburg-Biedenkopf,Marburg
DEHE030,O3,1990,25.104,ug/m3,Background,urban,HE,Marburg-Biedenkopf,Marburg
DEHE030,O3,1990,2938.0,ug/m3,Background,urban,HE,Marburg-Biedenkopf,Marburg
DEBY037,O3,1990,1184.0,(ug/m3).h,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEHE005,O3,1990,94.667,ug/m3,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main
DEHE005,O3,1990,5.0,count,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main
DEHB004,SO2,1990,3.0,count,Background,urban,HB,Bremen,Bremen
DEHB004,SO2,1990,210.0,ug/m3,Background,urban,HB,Bremen,Bremen
DENW015,SO2,1990,134.783,ug/m3,Background,suburban,NW,Recklinghausen,Marl
DENW049,SO2,1990,20.0,ug/m3,Background,suburban,NW,Mettmann,Hilden
DENW049,O3,1990,108.042,ug/m3,Background,suburban,NW,Mettmann,Hilden
DENW016,SO2,1990,16.0,ug/m3,Background,suburban,NW,Recklinghausen,Dorsten
DENW049,NO2,1990,38.421,ug/m3,Background,suburban,NW,Mettmann,Hilden
DENW016,NO2,1990,23.0,ug/m3,Background,suburban,NW,Recklinghausen,Dorsten
DENW016,NO2,1990,0.0,count,Background,suburban,NW,Recklinghausen,Dorsten
DENW050,SO2,1990,21.431,ug/m3,Background,suburban,NW,Rhein-Kreis Neuss,Dormagen
DENW017,NO2,1990,37.378,ug/m3,Background,suburban,NW,Recklinghausen,Marl
DENW050,SO2,1990,192.0,ug/m3,Background,suburban,NW,Rhein-Kreis Neuss,Dormagen
DENW018,SO2,1990,86.565,ug/m3,Background,suburban,NW,Recklinghausen,Herten
DEUB002,NO2,1990,58.7,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DENW018,SO2,1990,0.0,count,Background,suburban,NW,Recklinghausen,Herten
DENW060,SO2,1990,128.0,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Wesseling
DENW013,SO2,1990,52.818,ug/m3,Background,urban,NW,Unna,Schwerte
DENW013,SO2,1990,222.0,ug/m3,Background,urban,NW,Unna,Schwerte
DESH001,SO2,1990,150.417,ug/m3,Background,rural,SH,Pinneberg,Moorrege
DESH001,SO2,1990,14.421,ug/m3,Background,rural,SH,Pinneberg,Moorrege
DEHE019,SO2,1990,12.043,ug/m3,Background,suburban,HE,Bergstraße,Viernheim
DENW003,SO2,1990,34.075,ug/m3,Background,suburban,NW,Unna,Bergkamen
DENW004,SO2,1990,30.739,ug/m3,Background,suburban,NW,Recklinghausen,Castrop-Rauxel
DENW029,SO2,1990,54.708,ug/m3,Background,suburban,NW,Ennepe-Ruhr-Kreis,Hattingen
DENW010,SO2,1990,221.0,ug/m3,Background,suburban,NW,Unna,Unna
DEHE024,SO2,1990,15.984,ug/m3,Background,rural,HE,Werra-Meißner-Kreis,Gutsbezirk Kaufunger Wald
DEHE025,SO2,1990,7.022,ug/m3,Background,rural,HE,Hochtaunuskreis,Königstein im Taunus
DEHH012,SO2,1990,182.625,ug/m3,Background,suburban,HH,Hamburg,Hamburg
DEHH012,SO2,1990,375.0,ug/m3,Background,suburban,HH,Hamburg,Hamburg
DEBE001,O3,1990,27252.0,ug/m3,Background,suburban,BE,Berlin,Berlin
DEHH018,SO2,1990,209.0,ug/m3,Background,suburban,HH,Hamburg,Hamburg
DERP003,O3,1990,15180.0,ug/m3,Traffic,urban,RP,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DEBW039,SO2,1990,42.239,ug/m3,Background,suburban,BW,Schwarzwald-Baar-Kreis,Villingen-Schwenningen
DEBW039,SO2,1990,42.239,ug/m3,Background,suburban,BW,Schwarzwald-Baar-Kreis,Villingen-Schwenningen
DEBE003,SO2,1990,456.0,ug/m3,Background,suburban,BE,Berlin,Berlin
DEBE003,SO2,1990,20.0,ug/m3,Background,suburban,BE,Berlin,Berlin
DEBW025,O3,1990,22.0,count,Background,urban,BW,Esslingen,Esslingen am Neckar
