Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City
DEBW084,NO2,1990,97.9,ug/m3,Background,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau
DEBW084,NO2,1990,98.35,ug/m3,Background,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau
DEBY006,NO2,1990,57.576,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY006,NO2,1990,172.0,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY006,NO2,1990,179.0,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBW084,NO2,1990,98.35,ug/m3,Background,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau
DEBY063,SO2,1990,16.649,ug/m3,Traffic,urban,BY,Regensburg (Kreisfreie Stadt),Regensburg
DEBY063,SO2,1990,115.0,ug/m3,Traffic,urban,BY,Regensburg (Kreisfreie Stadt),Regensburg
DEBY006,NO2,1990,179.0,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY006,SO2,1990,76.0,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY006,SO2,1990,77.0,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY006,SO2,1990,10.0,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY056,NO2,1990,68.0,ug/m3,Traffic,urban,BY,Fürth (Kreisfreie Stadt),Fürth
DEBY056,NO2,1990,57.0,ug/m3,Traffic,urban,BY,Fürth (Kreisfreie Stadt),Fürth
DEBW084,NO2,1990,28.179,ug/m3,Background,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau
DEBY037,SO2,1990,17.902,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBY037,SO2,1990,64.083,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBY037,SO2,1990,17.902,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBY037,SO2,1990,158.0,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBY021,SO2,1990,64.042,ug/m3,Traffic,urban,BY,Ingolstadt,Ingolstadt
DEBY021,NO2,1990,134.0,ug/m3,Traffic,urban,BY,Ingolstadt,Ingolstadt
DEBY037,NO2,1990,33.0,count,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBY063,SO2,1990,104.542,ug/m3,Traffic,urban,BY,Regensburg (Kreisfreie Stadt),Regensburg
DEBY006,SO2,1990,76.0,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY063,SO2,1990,115.0,ug/m3,Traffic,urban,BY,Regensburg (Kreisfreie Stadt),Regensburg
DEBW052,NO2,1990,33.85,ug/m3,Background,urban,BW,Konstanz,Konstanz
DEBY006,NO2,1990,129.0,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY006,SO2,1990,10.958,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY056,NO2,1990,24.227,ug/m3,Traffic,urban,BY,Fürth (Kreisfreie Stadt),Fürth
DEBY006,SO2,1990,70.083,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY056,NO2,1990,0.0,count,Traffic,urban,BY,Fürth (Kreisfreie Stadt),Fürth
DEBY006,NO2,1990,57.576,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY039,NO2,1990,50.094,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München
DEBY039,NO2,1990,46.0,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München
DEBY063,SO2,1990,104.542,ug/m3,Traffic,urban,BY,Regensburg (Kreisfreie Stadt),Regensburg
DEBY021,SO2,1990,71.167,ug/m3,Traffic,urban,BY,Ingolstadt,Ingolstadt
DEBW081,NO2,1990,234.8,ug/m3,Background,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBY037,SO2,1990,93.0,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBY063,SO2,1990,220.0,ug/m3,Traffic,urban,BY,Regensburg (Kreisfreie Stadt),Regensburg
DEBY063,SO2,1990,14.0,ug/m3,Traffic,urban,BY,Regensburg (Kreisfreie Stadt),Regensburg
DEBY039,NO2,1990,410.0,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München
DEBY037,NO2,1990,72.458,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBY037,NO2,1990,425.0,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBY039,NO2,1990,233.0,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München
DEHE011,NO2,1990,45.568,ug/m3,Traffic,urban,HE,Main-Kinzig-Kreis,Hanau
DEBY063,SO2,1990,84.917,ug/m3,Traffic,urban,BY,Regensburg (Kreisfreie Stadt),Regensburg
DEBY056,NO2,1990,21.792,ug/m3,Traffic,urban,BY,Fürth (Kreisfreie Stadt),Fürth
DEBW038,NO2,1990,0.0,count,Traffic,urban,BW,Bodenseekreis,Friedrichshafen
DEBY021,SO2,1990,6.0,ug/m3,Traffic,urban,BY,Ingolstadt,Ingolstadt
DEBY006,SO2,1990,70.083,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY021,SO2,1990,6.0,ug/m3,Traffic,urban,BY,Ingolstadt,Ingolstadt
DEBY021,NO2,1990,134.0,ug/m3,Traffic,urban,BY,Ingolstadt,Ingolstadt
DEBY021,NO2,1990,30.0,ug/m3,Traffic,urban,BY,Ingolstadt,Ingolstadt
DEHE011,NO2,1990,162.5,ug/m3,Traffic,urban,HE,Main-Kinzig-Kreis,Hanau
DEBY021,SO2,1990,133.0,ug/m3,Traffic,urban,BY,Ingolstadt,Ingolstadt
DEBY006,NO2,1990,55.167,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DEBY063,SO2,1990,84.917,ug/m3,Traffic,urban,BY,Regensburg (Kreisfreie Stadt),Regensburg
DEBY021,SO2,1990,133.0,ug/m3,Traffic,urban,BY,Ingolstadt,Ingolstadt
DEBY037,SO2,1990,15.0,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBY037,SO2,1990,64.083,ug/m3,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBW084,NO2,1990,0.0,count,Background,urban,BW,Freiburg im Breisgau,Freiburg im Breisgau
DEBW081,NO2,1990,49.124,ug/m3,Background,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBY006,NO2,1990,129.0,ug/m3,Traffic,urban,BY,Augsburg (Kreisfreie Stadt),Augsburg
DERP007,O3,1990,122.875,ug/m3,Background,urban,RP,Mainz,Mainz
DERP007,SO2,1990,16.514,ug/m3,Background,urban,RP,Mainz,Mainz
DERP007,SO2,1990,0.0,count,Background,urban,RP,Mainz,Mainz
DERP018,SO2,1990,77.708,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP018,SO2,1990,16.864,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP018,SO2,1990,120.0,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP019,SO2,1990,106.0,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP018,O3,1990,21590.0,(ug/m3).h,Traffic,urban,RP,Speyer,Speyer
DERP008,SO2,1990,0.0,count,Traffic,urban,RP,Mainz,Mainz
DERP019,NO2,1990,98.083,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP001,NO2,1990,206.0,ug/m3,Background,urban,RP,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DERP002,SO2,1990,118.958,ug/m3,Traffic,urban,RP,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DERP008,SO2,1990,12.333,ug/m3,Traffic,urban,RP,Mainz,Mainz
DERP008,SO2,1990,3.0,count,Traffic,urban,RP,Mainz,Mainz
DERP019,O3,1990,134.125,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,NO2,1990,50.988,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP018,SO2,1990,0.0,count,Traffic,urban,RP,Speyer,Speyer
DERP008,SO2,1990,112.0,ug/m3,Traffic,urban,RP,Mainz,Mainz
DESL012,NO2,1990,42.0,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Saarbrücken
DERP018,NO2,1990,156.0,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP008,SO2,1990,66.708,ug/m3,Traffic,urban,RP,Mainz,Mainz
DERP018,NO2,1990,156.0,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP018,O3,1990,3959.0,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP018,O3,1990,34.625,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP009,SO2,1990,18.673,ug/m3,Background,urban,RP,Mainz,Mainz
DESN020,SO2,1990,13.0,count,Traffic,urban,SN,Görlitz,Görlitz
DESL012,SO2,1990,101.417,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Saarbrücken
DESL012,SO2,1990,0.0,count,Background,urban,SL,Regionalverband Saarbrücken,Saarbrücken
DESL012,SO2,1990,166.0,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Saarbrücken
DESN020,SO2,1990,420.0,ug/m3,Traffic,urban,SN,Görlitz,Görlitz
DERP018,O3,1990,118.0,ug/m3,Traffic,urban,RP,Speyer,Speyer
DESN020,SO2,1990,343.75,ug/m3,Traffic,urban,SN,Görlitz,Görlitz
DERP019,NO2,1990,98.083,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DESN020,SO2,1990,590.0,ug/m3,Traffic,urban,SN,Görlitz,Görlitz
DESN020,SO2,1990,40.0,ug/m3,Traffic,urban,SN,Görlitz,Görlitz
DESN020,SO2,1990,214.167,ug/m3,Traffic,urban,SN,Görlitz,Görlitz
DESN020,SO2,1990,440.0,ug/m3,Traffic,urban,SN,Görlitz,Görlitz
DESN020,SO2,1990,56.139,ug/m3,Traffic,urban,SN,Görlitz,Görlitz
DESL012,NO2,1990,230.0,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Saarbrücken
DESN020,SO2,1990,55.0,count,Traffic,urban,SN,Görlitz,Görlitz
DESL012,SO2,1990,168.0,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Saarbrücken
DEBW048,NO2,1990,27.874,ug/m3,Industrial,urban,BW,Alb-Donau-Kreis,Ehingen (Donau)
DEBW048,NO2,1990,59.2,ug/m3,Industrial,urban,BW,Alb-Donau-Kreis,Ehingen (Donau)
DEBW057,O3,1990,48.0,ug/m3,Background,suburban,BW,Sigmaringen,Sigmaringen
DENW010,O3,1990,3953.0,ug/m3,Background,suburban,NW,Unna,Unna
DEHH017,SO2,1990,3.0,count,Background,urban,HH,Hamburg,Hamburg
DEBY057,SO2,1990,126.917,ug/m3,Background,urban,BY,Nürnberg,Nürnberg
DEHE034,O3,1990,6913.0,ug/m3,Background,rural,HE,Wetteraukreis,Nidda
DEBW060,O3,1990,21.299,ug/m3,Background,suburban,BW,Tuttlingen,Tuttlingen
DEBY046,SO2,1990,126.0,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München
DEHH020,SO2,1990,276.0,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEBY046,SO2,1990,84.0,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München
DEBW047,NO2,1990,21.97,ug/m3,Background,suburban,BW,Calw,Calw
DEBW035,O3,1990,39994.0,ug/m3,Background,urban,BW,Böblingen,Böblingen
DEBW025,SO2,1990,158.5,ug/m3,Background,urban,BW,Esslingen,Esslingen am Neckar
DEBW036,SO2,1990,50.548,ug/m3,Background,urban,BW,Tübingen,Tübingen
DEBW049,O3,1990,237.4,ug/m3,Background,urban,BW,Emmendingen,Emmendingen
DEBW045,O3,1990,72.66,ug/m3,Background,urban,BW,Zollernalbkreis,Balingen
DEBW058,NO2,1990,29.7,ug/m3,Background,suburban,BW,Konstanz,Singen (Hohentwiel)
DEBW045,NO2,1990,102.45,ug/m3,Background,urban,BW,Zollernalbkreis,Balingen
DEHE025,O3,1990,142.391,ug/m3,Background,rural,HE,Hochtaunuskreis,Königstein im Taunus
DEHE025,O3,1990,181.071,ug/m3,Background,rural,HE,Hochtaunuskreis,Königstein im Taunus
DEHE012,SO2,1990,3.0,count,Background,urban,HE,Kassel (Kreisfreie Stadt),Kassel
DEBE034,SO2,1990,58.968,ug/m3,Background,urban,BE,Berlin,Berlin
DEHE012,SO2,1990,2.0,count,Background,urban,HE,Kassel (Kreisfreie Stadt),Kassel
DEBY003,SO2,1990,106.0,ug/m3,Background,urban,BY,Aschaffenburg (Kreisfreie Stadt),Aschaffenburg
DEHE027,O3,1990,149.435,ug/m3,Background,rural,HE,Waldeck-Frankenberg,Frankenberg (Eder)
DEHE017,SO2,1990,59.659,ug/m3,Background,urban,HE,Offenbach am Main,Offenbach am Main
DEHE033,NO2,1990,15.5,ug/m3,Background,suburban,HE,Schwalm-Eder-Kreis,Borken (Hessen)
DEBW028,O3,1990,40.857,ug/m3,Background,urban,BW,Göppingen,Göppingen
DEBW028,O3,1990,222.214,ug/m3,Background,urban,BW,Göppingen,Göppingen
DEBW028,O3,1990,31.85,ug/m3,Background,urban,BW,Göppingen,Göppingen
DEBW028,NO2,1990,128.4,ug/m3,Background,urban,BW,Göppingen,Göppingen
DEBW021,O3,1990,150.033,ug/m3,Background,suburban,BW,Ortenaukreis,Kehl
DEBY069,O3,1990,3469.0,ug/m3,Background,suburban,BY,Wunsiedel im Fichtelgebirge,Selb
DEHE034,O3,1990,20.5,ug/m3,Background,rural,HE,Wetteraukreis,Nidda
DEHH002,SO2,1990,162.208,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEHH002,SO2,1990,10.0,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEBW032,SO2,1990,154.65,ug/m3,Background,urban,BW,Pforzheim,Pforzheim
DEHH001,SO2,1990,230.0,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEHH001,SO2,1990,9.0,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEBW052,SO2,1990,71.502,ug/m3,Background,urban,BW,Konstanz,Konstanz
DEBW052,SO2,1990,105.467,ug/m3,Background,urban,BW,Konstanz,Konstanz
DEBW052,SO2,1990,12.104,ug/m3,Background,urban,BW,Konstanz,Konstanz
DEBE016,SO2,1990,562.0,ug/m3,Background,urban,BE,Berlin,Berlin
DEHE030,SO2,1990,135.5,ug/m3,Background,urban,HE,Marburg-Biedenkopf,Marburg
DEBW053,NO2,1990,28.5,ug/m3,Background,suburban,BW,Hohenlohekreis,Künzelsau
DEBW053,NO2,1990,87.55,ug/m3,Background,suburban,BW,Hohenlohekreis,Künzelsau
DENW004,NO2,1990,87.857,ug/m3,Background,suburban,NW,Recklinghausen,Castrop-Rauxel
DENW004,NO2,1990,160.0,ug/m3,Background,suburban,NW,Recklinghausen,Castrop-Rauxel
DENW042,SO2,1990,21.658,ug/m3,Background,urban,NW,Krefeld,Krefeld
DEBW007,SO2,1990,22.017,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW007,SO2,1990,0.0,count,Background,urban,BW,Mannheim,Mannheim
DEBW007,SO2,1990,117.2,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW007,SO2,1990,22.1,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW028,O3,1990,145.733,ug/m3,Background,urban,BW,Göppingen,Göppingen
DENW045,NO2,1990,120.0,ug/m3,Background,suburban,NW,Mettmann,Ratingen
DEBW030,NO2,1990,17.328,ug/m3,Background,rural,BW,Rems-Murr-Kreis,Rudersberg
DEBW030,NO2,1990,13.857,ug/m3,Background,rural,BW,Rems-Murr-Kreis,Rudersberg
DEBW030,NO2,1990,182.05,ug/m3,Background,rural,BW,Rems-Murr-Kreis,Rudersberg
DEBW057,O3,1990,33.67,ug/m3,Background,suburban,BW,Sigmaringen,Sigmaringen
DEBW057,NO2,1990,59.474,ug/m3,Background,suburban,BW,Sigmaringen,Sigmaringen
DEBW032,SO2,1990,13.449,ug/m3,Background,urban,BW,Pforzheim,Pforzheim
DENI036,NO2,1990,84.5,ug/m3,Industrial,urban,NI,Wesermarsch,Nordenham
DEBY058,SO2,1990,142.0,ug/m3,Background,urban,BY,Nürnberg,Nürnberg
DEBW060,O3,1990,33.481,ug/m3,Background,suburban,BW,Tuttlingen,Tuttlingen
DEBW047,O3,1990,64.85,ug/m3,Background,suburban,BW,Calw,Calw
DEHE017,SO2,1990,0.0,count,Background,urban,HE,Offenbach am Main,Offenbach am Main
DEBW065,NO2,1990,79.263,ug/m3,Background,urban,BW,Ravensburg,Mittleres Schussental
DEHE004,SO2,1990,0.0,count,Traffic,urban,HE,Frankfurt am Main,Frankfurt am Main
DEBW065,NO2,1990,145.25,ug/m3,Background,urban,BW,Ravensburg,Mittleres Schussental
DEBW048,O3,1990,63.96,ug/m3,Industrial,urban,BW,Alb-Donau-Kreis,Ehingen (Donau)
DEHE017,SO2,1990,156.5,ug/m3,Background,urban,HE,Offenbach am Main,Offenbach am Main
DEBW065,NO2,1990,45.95,ug/m3,Background,urban,BW,Ravensburg,Mittleres Schussental
DEHE019,O3,1990,25.644,ug/m3,Background,suburban,HE,Bergstraße,Viernheim
DENW015,NO2,1990,37.785,ug/m3,Background,suburban,NW,Recklinghausen,Marl
DENW063,NO2,1990,13.0,ug/m3,Background,rural,NW,Lippe,Horn-Bad Meinberg
DEBY055,SO2,1990,0.0,count,Industrial,urban,BY,Nürnberg,Nürnberg
DEHE002,NO2,1990,122.5,ug/m3,Background,rural,HE,Groß-Gerau,Biebesheim am Rhein
DEHE008,SO2,1990,0.0,count,Background,urban,HE,Frankfurt am Main,Frankfurt am Main
DEHE008,SO2,1990,0.0,count,Background,urban,HE,Frankfurt am Main,Frankfurt am Main
DEHE010,SO2,1990,12.13,ug/m3,Background,urban,HE,Gießen,Gießen
DEBW049,O3,1990,37.211,ug/m3,Background,urban,BW,Emmendingen,Emmendingen
DEBW050,O3,1990,20.952,ug/m3,Background,suburban,BW,Heidenheim,Heidenheim an der Brenz
DEHE008,SO2,1990,107.909,ug/m3,Background,urban,HE,Frankfurt am Main,Frankfurt am Main
DEBW051,SO2,1990,117.53,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW051,SO2,1990,13.0,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW053,NO2,1990,53.652,ug/m3,Background,suburban,BW,Hohenlohekreis,Künzelsau
DEBW028,NO2,1990,33.763,ug/m3,Background,urban,BW,Göppingen,Göppingen
DEBW028,NO2,1990,4.0,count,Background,urban,BW,Göppingen,Göppingen
DEBW030,O3,1990,62.0,ug/m3,Background,rural,BW,Rems-Murr-Kreis,Rudersberg
DEBW035,O3,1990,48.063,ug/m3,Background,urban,BW,Böblingen,Böblingen
DEHE034,O3,1990,20110.0,ug/m3,Background,rural,HE,Wetteraukreis,Nidda
DEHE034,O3,1990,119.357,ug/m3,Background,rural,HE,Wetteraukreis,Nidda
DEBW032,SO2,1990,0.0,count,Background,urban,BW,Pforzheim,Pforzheim
DEHE030,SO2,1990,73.5,ug/m3,Background,urban,HE,Marburg-Biedenkopf,Marburg
DEBY003,SO2,1990,9.583,ug/m3,Background,urban,BY,Aschaffenburg (Kreisfreie Stadt),Aschaffenburg
DEHH001,SO2,1990,388.0,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEHH002,SO2,1990,162.208,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEBW030,NO2,1990,110.3,ug/m3,Background,rural,BW,Rems-Murr-Kreis,Rudersberg
DENW038,SO2,1990,0.0,count,Background,urban,NW,Mülheim an der Ruhr,Mülheim an der Ruhr
DENI036,NO2,1990,76.043,ug/m3,Industrial,urban,NI,Wesermarsch,Nordenham
DEBE034,SO2,1990,247.0,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW007,SO2,1990,167.15,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEHH006,SO2,1990,360.0,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEBW008,O3,1990,89.05,ug/m3,Background,urban,BW,Rhein-Neckar-Kreis,Weinheim
DEBW008,O3,1990,121.338,ug/m3,Background,urban,BW,Rhein-Neckar-Kreis,Weinheim
DEBY044,SO2,1990,92.0,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München
DEBE016,SO2,1990,328.0,ug/m3,Background,urban,BE,Berlin,Berlin
DENW017,NO2,1990,124.0,ug/m3,Background,suburban,NW,Recklinghausen,Marl
DEBY034,O3,1990,63.0,ug/m3,Background,suburban,BY,Nürnberger Land,Lauf a.d. Pegnitz
DENW018,O3,1990,54.286,ug/m3,Background,suburban,NW,Recklinghausen,Herten
DEBE018,SO2,1990,215.167,ug/m3,Background,urban,BE,Berlin,Berlin
DEBE018,SO2,1990,501.0,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW032,SO2,1990,9.867,ug/m3,Background,urban,BW,Pforzheim,Pforzheim
DEHH014,SO2,1990,136.125,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEBY039,SO2,1990,0.0,count,Background,urban,BY,München (Kreisfreie Stadt),München
DENW038,SO2,1990,0.0,count,Background,urban,NW,Mülheim an der Ruhr,Mülheim an der Ruhr
DEBW036,SO2,1990,130.0,ug/m3,Background,urban,BW,Tübingen,Tübingen
DEBY040,SO2,1990,0.0,count,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEBY041,SO2,1990,0.0,count,Background,urban,BY,München (Kreisfreie Stadt),München
DEBY046,SO2,1990,60.042,ug/m3,Background,urban,BY,München (Kreisfreie Stadt),München
DEHE034,O3,1990,47.484,ug/m3,Background,rural,HE,Wetteraukreis,Nidda
DEBY046,SO2,1990,0.0,count,Background,urban,BY,München (Kreisfreie Stadt),München
DEHE034,O3,1990,2579.0,ug/m3,Background,rural,HE,Wetteraukreis,Nidda
DEHH002,SO2,1990,12.826,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEHE010,SO2,1990,11.0,ug/m3,Background,urban,HE,Gießen,Gießen
DEHH002,SO2,1990,334.0,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEBW016,O3,1990,39.054,ug/m3,Industrial,suburban,BW,Heilbronn,Neckarsulm
DENW004,NO2,1990,41.957,ug/m3,Background,suburban,NW,Recklinghausen,Castrop-Rauxel
DEBE010,SO2,1990,61.019,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW020,NO2,1990,36.991,ug/m3,Background,suburban,BW,Rastatt,Rastatt
DEHE008,SO2,1990,78.021,ug/m3,Background,urban,HE,Frankfurt am Main,Frankfurt am Main
DEBW054,O3,1990,23.565,ug/m3,Background,suburban,BW,Rottweil,Rottweil
DEBW054,O3,1990,38.544,ug/m3,Background,suburban,BW,Rottweil,Rottweil
DEHH001,SO2,1990,230.0,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEBW054,O3,1990,91.15,ug/m3,Background,suburban,BW,Rottweil,Rottweil
DEHH010,SO2,1990,148.75,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEHH010,SO2,1990,10.0,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEBW054,O3,1990,27.588,ug/m3,Background,suburban,BW,Rottweil,Rottweil
DEBY038,SO2,1990,0.0,count,Traffic,urban,BY,München (Kreisfreie Stadt),München
DEHH006,SO2,1990,2.0,count,Background,urban,HH,Hamburg,Hamburg
DEHE019,O3,1990,21.761,ug/m3,Background,suburban,HE,Bergstraße,Viernheim
DEHE019,O3,1990,13.0,ug/m3,Background,suburban,HE,Bergstraße,Viernheim
DEHH020,SO2,1990,20.527,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEHH020,SO2,1990,0.0,count,Background,urban,HH,Hamburg,Hamburg
DENW020,NO2,1990,38.087,ug/m3,Background,suburban,NW,Recklinghausen,Gladbeck
DEBW021,O3,1990,33821.0,ug/m3,Background,suburban,BW,Ortenaukreis,Kehl
DEBW050,O3,1990,0.0,ug/m3,Background,suburban,BW,Heidenheim,Heidenheim an der Brenz
DEBW050,NO2,1990,64.8,ug/m3,Background,suburban,BW,Heidenheim,Heidenheim an der Brenz
DEBW051,SO2,1990,13.485,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW051,SO2,1990,182.15,ug/m3,Background,urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW052,SO2,1990,128.115,ug/m3,Background,urban,BW,Konstanz,Konstanz
DEBW052,SO2,1990,0.0,count,Background,urban,BW,Konstanz,Konstanz
DEBW041,O3,1990,7172.0,ug/m3,Background,urban,BW,Lörrach,Rheinfelden (Baden)
DEBW016,O3,1990,72.224,ug/m3,Industrial,suburban,BW,Heilbronn,Neckarsulm
DEBW041,NO2,1990,121.25,ug/m3,Background,urban,BW,Lörrach,Rheinfelden (Baden)
DEBW053,O3,1990,15.204,ug/m3,Background,suburban,BW,Hohenlohekreis,Künzelsau
DEBW053,O3,1990,27.904,ug/m3,Background,suburban,BW,Hohenlohekreis,Künzelsau
DENI036,NO2,1990,24.109,ug/m3,Industrial,urban,NI,Wesermarsch,Nordenham
DENW013,O3,1990,119.0,ug/m3,Background,urban,NW,Unna,Schwerte
DENW013,NO2,1990,115.0,ug/m3,Background,urban,NW,Unna,Schwerte
DEBW035,O3,1990,118.325,ug/m3,Background,urban,BW,Böblingen,Böblingen
DENW014,NO2,1990,119.0,ug/m3,Background,suburban,NW,Ennepe-Ruhr-Kreis,Herdecke
DENI054,SO2,1990,123.152,ug/m3,Background,urban,NI,Region Hannover,Hannover
DENI054,SO2,1990,205.5,ug/m3,Background,urban,NI,Region Hannover,Hannover
DENW018,O3,1990,54.739,ug/m3,Background,suburban,NW,Recklinghausen,Herten
DEBW035,O3,1990,20051.0,ug/m3,Background,urban,BW,Böblingen,Böblingen
DEBW008,NO2,1990,131.1,ug/m3,Background,urban,BW,Rhein-Neckar-Kreis,Weinheim
DEBW035,O3,1990,76.129,ug/m3,Background,urban,BW,Böblingen,Böblingen
DENW018,NO2,1990,154.0,ug/m3,Background,suburban,NW,Recklinghausen,Herten
DEHH001,SO2,1990,193.833,ug/m3,Background,urban,HH,Hamburg,Hamburg
DEHH002,SO2,1990,20.804,ug/m3,Background,urban,HH,Hamburg,Hamburg
DENW007,NO2,1990,36.478,ug/m3,Background,suburban,NW,Recklinghausen,Castrop-Rauxel
DEHH003,SO2,1990,7.0,count,Background,urban,HH,Hamburg,Hamburg
DENW010,O3,1990,126.0,ug/m3,Background,suburban,NW,Unna,Unna
DESL008,O3,1990,69.862,ug/m3,Background,rural,RP,Trier-Saarburg,Hermeskeil
DEBW002,SO2,1990,0.0,count,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEHE012,SO2,1990,10.63,ug/m3,Background,urban,HE,Kassel (Kreisfreie Stadt),Kassel
DEBY069,O3,1990,15032.0,ug/m3,Background,suburban,BY,Wunsiedel im Fichtelgebirge,Selb
DEBW047,NO2,1990,25.05,ug/m3,Background,suburban,BW,Calw,Calw
DEBW049,O3,1990,54307.0,ug/m3,Background,urban,BW,Emmendingen,Emmendingen
DEBW048,O3,1990,0.0,count,Industrial,urban,BW,Alb-Donau-Kreis,Ehingen (Donau)
DEBW048,O3,1990,69.106,ug/m3,Industrial,urban,BW,Alb-Donau-Kreis,Ehingen (Donau)
