Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Normalized Pollution Level
DEBB084,NO2,2009,11.771,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.08669281284202847
DEBB084,NO2,2010,11.251,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.08924040881310666
DEBB084,NO2,2011,10.6,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.09171448917186778
DEBB084,NO2,2012,10.529,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.09227552247866802
DEBB001,NO2,1997,11.34,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),0.11045198872366292
DEBB001,NO2,1998,15.429,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),0.1783252655154974
DEBB001,NO2,1999,15.292,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),0.17435931929777362
DEBB001,NO2,2000,13.389,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),0.16113703375032204
DEBB001,NO2,2001,12.43,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),0.13805334846765038
DEBB001,NO2,2002,10.223,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),0.10964421570821213
DEBB001,NO2,2003,14.609,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),0.15248030328429035
DEBB006,NO2,1993,21.19,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.31497168530912156
DEBB006,NO2,1994,19.481,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.27013890033118587
DEBB006,NO2,1995,20.082,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.2409348441926346
DEBB006,NO2,1996,20.52,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.2810930311946291
DEBB006,NO2,1997,17.359,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.19086937352198485
DEBB044,NO2,1997,60.336,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.7650674041711758
DEBB006,NO2,1998,19.519,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.237425041543241
DEBB006,NO2,1999,17.379,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.20243492298378965
DEBB044,NO2,1999,49.58,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.6356225196744467
DEBB006,NO2,2000,17.079,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.21395242321014515
DEBB044,NO2,2000,42.533,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.5782784186872012
DEBB006,NO2,2001,19.496,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.2383087400681044
DEBB044,NO2,2001,35.085,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.45949205448354136
DEBB006,NO2,2002,19.203,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.2352315954352204
DEBB044,NO2,2002,42.064,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.5549479749384649
DEBB064,NO2,2002,22.722,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.284445625419557
DEBB044,NO2,2003,49.583,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.603460948279197
DEBB064,NO2,2003,17.881,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.19467189333470883
DEBB044,NO2,2004,51.411,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.5877611793369921
DEBB064,NO2,2004,17.003,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.16436147958555852
DEBB064,NO2,2005,16.992,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.1598274813630324
DEBB044,NO2,2005,46.357,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.4905069705637261
DEBB044,NO2,2006,47.637,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.37998990238976776
DEBB064,NO2,2006,17.588,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.12713732749915854
DEBB044,NO2,2007,44.526,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.40138782847367865
DEBB064,NO2,2007,15.328,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.11920248185481921
DEBB044,NO2,2008,40.008,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.36035611164581327
DEBB064,NO2,2008,16.904,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.13798845043310876
DEBB064,NO2,2009,15.039,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.11649945275446917
DEBB044,NO2,2009,44.234,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.3827800072966071
