Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Normalized Pollution Level
DEBB086,PM10,2012,19.43,ug/m3,Background,suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.4158045699184634
DEBB086,PM10,2012,21.044,ug/m3,Background,suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.46782042605304713
DEBB086,PM10,2012,21.044,ug/m3,Background,suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.46782042605304713
DEBB086,PM10,2012,19.43,ug/m3,Background,suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.4158045699184634
DEBB086,PM10,2013,19.29,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.3587171255710581
DEBB086,PM10,2013,19.893,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.3773305346339054
DEBB086,PM10,2014,22.158,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.49338654880100274
DEBB086,PM10,2014,22.068,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.4904179173401062
DEBB086,PM10,2015,19.749,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.40719074986316356
DEBB086,PM10,2015,19.405,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.39542282430213466
DEBB086,PM10,2016,19.883,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.41974984406290006
DEBB086,PM10,2016,19.799,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.4169922195594366
DEBB086,PM10,2017,19.325,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.5113661940130543
DEBB086,PM10,2017,20.743,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.5569595832931417
DEBB086,PM10,2018,21.028,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.6582500780518262
DEBB086,PM10,2018,20.058,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.6203949422416484
DEBB086,PM10,2019,17.478,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.5615464560382457
DEBB086,PM10,2019,17.237,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.5515277489087507
DEBB086,PM10,2020,16.159,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.6048371367271308
DEBB086,PM10,2020,13.339,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.46732982250828936
DEBB086,PM10,2021,15.176,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.4628681177976952
DEBB086,PM10,2021,16.132,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.5036705078958601
DEBB086,PM10,2022,15.99,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.4584883493244566
DEBB086,PM10,2022,16.816,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.49892304679851185
DEBB086,PM10,2023,13.441,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.49191285269656626
DEBB086,PM10,2023,14.791,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.5607939180570437
DEBB086,PM10,2024,14.797,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.24574392831879277
DEBB086,PM10,2025,10.977,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.022101060806337648
DEBB055,PM10,2001,16.977,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.2222767552828903
DEBB055,PM10,2001,16.977,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.2222767552828903
DEBB003,PM10,2001,23.725,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.40627130197682354
DEBB055,PM10,2002,19.083,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.30415606794124883
DEBB055,PM10,2002,19.083,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.30415606794124883
DEBB049,PM10,2003,38.008,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.7235752008610117
DEBB055,PM10,2003,21.883,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.31997597176682596
DEBB049,PM10,2003,38.008,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.7235752008610117
DEBB055,PM10,2003,21.883,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.31997597176682596
DEBB049,PM10,2004,25.997,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.42171503453547726
DEBB049,PM10,2004,25.997,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.42171503453547726
DEBB055,PM10,2004,17.308,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.18449862131098305
DEBB055,PM10,2004,17.308,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.18449862131098305
DEBB049,PM10,2005,30.848,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.6037687439420718
DEBB049,PM10,2005,30.848,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.6037687439420718
DEBB055,PM10,2005,21.805,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.3459718341980728
DEBB055,PM10,2005,21.805,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.3459718341980728
DEBB049,PM10,2006,34.907,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.5495088930183168
DEBB055,PM10,2006,24.842,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.3268516060525617
DEBB049,PM10,2006,34.907,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.5495088930183168
DEBB055,PM10,2006,24.842,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.3268516060525617
DEBB049,PM10,2007,25.902,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.3788523948719129
DEBB055,PM10,2007,19.565,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.23299652450111633
DEBB055,PM10,2007,19.565,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.23299652450111633
DEBB049,PM10,2007,25.902,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.3788523948719129
DEBB055,PM10,2008,18.944,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.2927481672280563
DEBB049,PM10,2008,25.383,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.45222409352090354
DEBB049,PM10,2008,25.383,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.45222409352090354
DEBB055,PM10,2008,18.944,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.2927481672280563
DEBB049,PM10,2009,28.039,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.31675828092575287
DEBB049,PM10,2009,28.039,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.31675828092575287
DEBB055,PM10,2009,20.124,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.19137611481616423
DEBB055,PM10,2009,20.124,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.19137611481616423
DEBB049,PM10,2010,29.588,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.599662722547827
DEBB049,PM10,2010,27.72,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.5480205683954439
