Gifhorn,37.2,25.8,11.5,4.1,21.4,10.7,3.1
Bad Harzburg,31.8,31.9,11.2,3.2,22.0,12.5,3.2
Goslar,26.1,37.6,6.7,7.0,22.7,9.3,5.4
Helmstedt,33.4,35.7,6.3,5.4,19.2,8.2,3.0
Northeim,29.0,34.3,7.9,11.1,17.7,9.6,2.4
Einbeck,29.5,43.1,5.0,4.9,17.5,3.4,1.0
Peine,31.7,45.4,7.7,2.6,12.6,0,3.5
Ilsede,0,0,0,0,0,0,0
Wolfenbüttel,31.7,32.4,13.5,5.9,16.6,10.8,4.1
Duderstadt,56.0,17.4,7.9,5.4,13.4,0,0
Göttingen,24.4,32.6,20.6,5.4,17.0,0,0
Hann. Münden,26.0,42.6,6.5,3.6,21.2,0,4.4
Osterode am Harz,34.2,47.1,10.3,8.4,0,0,0
Hannover,24.5,31.3,16.3,5.1,22.8,8.6,7.0
Barsinghausen,29.5,31.7,12.4,4.8,21.7,10.8,0
Burgdorf,30.9,30.6,9.6,6.3,22.7,9.3,6.4
Burgwedel,48.0,24.1,9.3,5.9,12.7,3.0,0
Garbsen,30.9,37.5,9.4,3.4,18.8,12.8,2.5
Isernhagen,35.9,24.2,11.8,13.1,14.9,9.9,0
Laatzen,33.8,37.5,9.7,7.4,11.7,0,5.6
Langenhagen,27.9,32.4,9.9,3.2,26.6,12.2,3.4
Lehrte,34.7,37.0,11.2,3.9,13.3,5.3,3.7
Ronnenberg,28.0,31.9,13.8,3.8,22.6,13.3,3.2
Seelze,32.9,41.4,9.2,4.3,12.2,0,4.8
Sehnde,39.7,35.5,8.3,2.9,13.5,11.1,2.5
Springe,35.0,30.6,10.0,7.2,17.3,8.6,3.0
Uetze,35.3,41.4,9.6,3.2,10.4,0,0
Wunstorf,32.8,38.6,9.7,5.4,13.4,10.2,2.7
Stuhr,39.8,29.8,12.0,8.7,9.7,0,0
Syke,26.3,25.2,11.8,5.1,31.6,0,3.4
Weyhe,28.3,43.7,14.7,10.4,3.0,0,0
Hameln,31.6,31.2,11.6,7.5,18.1,5.9,5.3
Hildesheim,31.5,30.1,15.7,3.9,18.9,9.3,4.3
Holzminden,36.3,28.7,12.1,12.6,10.4,0,4.2
Rinteln,31.0,37.2,8.5,3.6,19.8,0,0
Stadthagen,31.5,37.7,8.9,4.8,17.0,0,3.7
Lüneburg.Celle,37.5,27.4,7.6,4.5,23.0,6.4,1.2
Celle,35.7,29.4,7.4,4.7,22.8,9.4,2.1
Cuxhaven,33.6,32.5,9.7,3.0,21.2,8.6,2.4
Geestland,0,0,0,0,0,0,0
Neu Wulmstorf,22.6,41.1,7.3,3.3,25.7,10.9,2.3
Seevetal,33.8,25.2,10.5,5.1,25.4,8.9,2.2
Winsen (Luhe),39.3,20.5,16.1,4.6,19.5,9.5,3.2
Lüneburg,20.7,32.9,22.0,6.0,18.5,9.0,9.5
Lilienthal,37.9,26.6,16.3,4.3,14.9,0,5.3
Osterholz-Scharmbeck,26.4,37.7,9.0,2.9,24.0,0,9.2
Schwanewede,34.9,36.3,9.3,3.3,16.3,0,3.8
Rotenburg (Wümme),33.5,31.8,15.1,2.4,17.2,6.8,0
Soltau,36.3,26.0,9.1,2.8,25.7,8.7,1.3
Walsrode,30.7,33.0,7.2,2.7,26.4,8.6,0
Buxtehude,26.1,29.8,17.9,5.8,20.5,9.6,3.7
Stade,33.3,30.6,10.5,5.6,19.9,0,4.5
Uelzen,33.2,34.6,9.4,2.6,20.2,0,2.8
Achim,32.0,33.6,13.7,7.4,13.3,0,3.7
Verden (Aller),35.2,35.3,11.1,8.9,9.4,0,3.7
Bad Zwischenahn,35.2,29.5,11.2,6.7,17.4,0,3.8
Edewecht,41.2,33.1,9.3,6.1,10.3,0,2.7
Rastede,39.6,31.6,13.5,4.2,11.0,0,3.2
Westerstede,39.0,22.9,10.1,11.2,16.8,0,0
Aurich,26.8,32.5,8.0,2.3,30.4,0,4.9
Norden,29.9,37.3,9.0,11.3,12.4,0,0
Cloppenburg,43.4,25.6,7.9,4.2,18.9,0,3.0
Friesoythe,53.1,41.4,0,3.4,2.2,0,2.2
Haren (Ems),73.2,26.8,0,0,0,0,0
Lingen (Ems),56.2,20.8,7.9,4.4,10.7,0,0.9
Meppen,44.6,24.2,8.4,4.5,18.3,0,0
Papenburg,42.1,21.5,6.3,8.4,21.6,7.0,0
Schortens,28.2,36.6,11.0,6.2,18.1,0,0
Varel,19.7,27.3,9.2,4.6,39.3,0,2.4
Nordhorn,35.9,34.6,9.3,4.1,16.1,0,5.3
Moormerland,34.6,47.5,8.1,2.0,7.9,0,0
Westoverledingen,30.8,48.9,7.1,1.4,11.8,0,0
Ganderkesee,29.8,31.9,12.0,11.0,15.3,0,1.6
Wildeshausen,30.7,27.6,6.9,5.1,29.8,0,3.6
