Gifhorn,42.5,34.5,7.6,6.2,9.3,0,0
Bad Harzburg,35.0,38.4,8.5,6.9,11.3,0,0
Goslar,34.7,41.3,4.0,8.7,11.4,0,0
Helmstedt,33.6,38.0,3.9,8.5,16.1,0,0
Northeim,33.6,41.8,7.2,12.1,5.2,0,1.6
Einbeck,38.0,43.6,3.1,9.7,5.6,0,1.5
Peine,30.1,51.0,5.2,2.8,10.8,0,0
Ilsede,34.5,47.7,4.1,4.1,9.6,0,0
Wolfenbüttel,45.3,33.4,10.3,5.9,5.2,0,0
Duderstadt,65.4,18.5,3.5,4.7,7.9,0,0
Göttingen,28.2,34.8,20.8,8.8,7.4,0,0
Hann. Münden,37.4,46.2,7.0,3.2,6.2,0,2.0
Osterode am Harz,31.7,51.0,5.8,6.8,4.7,0,2.0
Hannover,30.8,41.0,13.6,6.6,8.0,0,0
Barsinghausen,38.0,39.2,11.2,11.0,0.6,0,0
Burgdorf,35.6,36.8,7.5,7.8,12.3,0,0
Burgwedel,49.0,26.9,5.3,9.2,9.7,0,0
Garbsen,39.1,40.1,7.0,5.6,8.2,0,0
Isernhagen,52.6,29.5,7.8,10.1,0,0,0
Laatzen,34.1,52.4,6.7,6.8,0,0,0
Langenhagen,38.9,44.3,10.2,6.0,0.6,0,0
Lehrte,37.5,42.6,7.5,5.8,6.5,0,0
Ronnenberg,37.4,43.5,12.3,6.7,0,0,0
Seelze,41.4,43.5,7.0,3.2,4.9,0,0
Sehnde,46.2,41.7,5.7,3.8,2.6,0,0
Springe,40.7,43.0,8.8,6.7,0.8,0,0
Uetze,39.6,45.2,5.7,3.8,5.7,0,0
Wunstorf,38.3,44.5,6.8,7.6,2.7,0,0
Stuhr,41.0,33.7,8.8,11.1,5.5,0,0
Syke,29.6,38.6,7.5,10.1,14.1,0,0
Weyhe,27.4,50.3,12.2,10.2,0,0,0
Hameln,31.9,32.6,9.8,8.7,17.0,0,0
Hildesheim,32.0,30.0,10.8,4.3,22.9,0,0
Holzminden,40.2,38.6,7.0,8.1,6.1,0,0
Rinteln,34.3,47.2,4.8,3.2,10.5,0,0
Stadthagen,36.7,44.4,6.0,5.0,7.9,0,0
Lüneburg.Celle,44.6,30.3,4.9,8.7,11.5,0,0
Celle,41.3,30.6,8.9,12.4,6.8,0,0
Cuxhaven,40.4,34.4,7.2,6.8,11.2,0,0
Geestland,49.3,32.0,3.7,1.2,13.8,0,0
Neu Wulmstorf,34.4,32.1,5.5,11.3,16.6,0,0
Seevetal,42.4,32.4,6.9,8.0,10.2,0,0
Winsen (Luhe),38.0,23.8,7.6,6.8,23.9,0,0
Lüneburg,28.4,40.9,18.1,7.0,5.7,0,4.3
Lilienthal,35.9,27.9,17.5,14.8,4.0,0,0
Osterholz-Scharmbeck,30.0,49.0,5.8,3.9,11.3,0,0
Schwanewede,28.9,48.8,5.9,5.0,11.4,0,0
Rotenburg (Wümme),46.8,30.5,12.1,7.3,3.2,0,0
Soltau,35.0,31.4,5.1,6.4,22.0,0,0
Walsrode,39.3,36.9,6.0,4.7,13.0,0,0
Buxtehude,36.5,37.9,7.3,8.1,10.1,0,3.4
Stade,39.1,38.0,8.8,4.5,9.6,0,0
Uelzen,40.0,47.3,6.9,4.4,1.4,0,0
Achim,34.2,39.4,10.6,5.6,10.2,0,0
Verden (Aller),33.8,38.5,9.2,12.3,6.2,0,0
Bad Zwischenahn,41.8,35.0,5.9,8.3,9.0,0,0
Edewecht,42.8,37.5,5.8,8.4,5.5,0,0
Rastede,43.2,31.5,10.2,6.0,9.1,0,0
Westerstede,37.8,22.9,5.9,23.8,9.6,0,0
Aurich,32.3,37.6,6.2,2.5,21.4,0,3.8
Norden,15.4,38.1,8.6,5.2,32.8,0,1.6
Cloppenburg,57.6,18.5,8.9,3.0,12.0,0,0
Friesoythe,68.8,31.2,0,0,0,0,0
Haren (Ems),73.1,16.5,3.8,0,6.6,0,0
Lingen (Ems),64.6,24.2,5.4,5.5,0.3,0,0.3
Meppen,54.3,24.8,5.5,4.1,11.3,0,0
Papenburg,53.3,22.6,6.1,17.5,0.6,0,0
Schortens,31.0,34.6,7.3,8.3,18.8,0,0
Varel,23.1,49.3,6.8,9.3,11.5,0,0
Nordhorn,37.8,40.7,5.4,5.3,10.7,0,0
Moormerland,35.2,54.3,7.6,2.8,0,0,0
Westoverledingen,40.4,49.0,5.7,3.1,1.9,0,0
Ganderkesee,32.5,39.1,7.3,12.9,8.2,0,0
Wildeshausen,41.6,30.8,6.0,9.9,11.7,0,0
Bramsche,37.8,49.5,8.1,4.6,0,0,0
Georgsmarienhütte,52.2,35.0,7.8,2.8,2.2,0,0
Melle,44.9,37.3,9.3,8.6,0,0,0
Wallenhorst,48.0,38.5,5.8,2.8,4.9,0,0
Lohne (Oldenburg),72.5,16.7,3.8,3.5,3.5,0,0
Vechta,63.7,19.7,3.2,5.5,7.9,0,0
Nordenham.Norden,33.5,41.0,3.3,11.3,10.9,0,0
Wittmund,50.2,36.3,3.1,4.0,6.4,0,0
Braunschweig,44.5,29.2,9.8,5.1,11.4,0,4.4
Salzgitter,34.9,41.7,3.2,3.9,16.2,0,0
Wolfsburg,39.8,32.8,5.6,5.3,16.5,0,0
Delmenhorst,27.4,42.9,4.4,10.5,14.8,0,0
Emden,19.2,54.1,7.7,15.1,3.8,0,3.8
Oldenburg,26.0,32.7,21.2,6.3,13.7,0,7.2
Osnabrück,38.4,34.7,12.1,10.0,4.8,0,0
Wilhelmshaven,32.3,37.9,6.4,10.4,13.0,0,0
