Braunschweig,44.5,29.2,9.8,5.1,11.4,0,4.4
Salzgitter,34.9,41.7,3.2,3.9,16.2,0,0
Wolfsburg,39.8,32.8,5.6,5.3,16.5,0,0
Delmenhorst,27.4,42.9,4.4,10.5,14.8,0,0
Emden,19.2,54.1,7.7,15.1,3.8,0,3.8
Oldenburg,26.0,32.7,21.2,6.3,13.7,0,7.2
Osnabrück,38.4,34.7,12.1,10.0,4.8,0,0
Wilhelmshaven,32.3,37.9,6.4,10.4,13.0,0,0
