City,State,Date,Linke,Gruene,SPD,FDP,CDU,AfD,Others
Westerstede,NI,2006,0,5.9,22.9,23.8,37.8,0,9.6
Aurich,NI,2006,3.8,6.2,37.6,2.5,32.3,0,21.4
Norden,NI,2006,1.6,8.6,38.1,5.2,15.4,0,32.8
Cloppenburg,NI,2006,0,8.9,18.5,3.0,57.6,0,12.0
Friesoythe,NI,2006,0,0,31.2,0,68.8,0,0
Haren (Ems),NI,2006,0,3.8,16.5,0,73.1,0,6.6
Lingen (Ems),NI,2006,0.3,5.4,24.2,5.5,64.6,0,0.3
Meppen,NI,2006,0,5.5,24.8,4.1,54.3,0,11.3
Papenburg,NI,2006,0,6.1,22.6,17.5,53.3,0,0.6
Schortens,NI,2006,0,7.3,34.6,8.3,31.0,0,18.8
Varel,NI,2006,0,6.8,49.3,9.3,23.1,0,11.5
Nordhorn,NI,2006,0,5.4,40.7,5.3,37.8,0,10.7
Moormerland,NI,2006,0,7.6,54.3,2.8,35.2,0,0
Westoverledingen,NI,2006,0,5.7,49.0,3.1,40.4,0,1.9
Ganderkesee,NI,2006,0,7.3,39.1,12.9,32.5,0,8.2
Wildeshausen,NI,2006,0,6.0,30.8,9.9,41.6,0,11.7
Bramsche,NI,2006,0,8.1,49.5,4.6,37.8,0,0
Georgsmarienhütte,NI,2006,0,7.8,35.0,2.8,52.2,0,2.2
Melle,NI,2006,0,9.3,37.3,8.6,44.9,0,0
Wallenhorst,NI,2006,0,5.8,38.5,2.8,48.0,0,4.9
Lohne (Oldenburg),NI,2006,0,3.8,16.7,3.5,72.5,0,3.5
Vechta,NI,2006,0,3.2,19.7,5.5,63.7,0,7.9
Nordenham.Norden,NI,2006,0,3.3,41.0,11.3,33.5,0,10.9
Wittmund,NI,2006,0,3.1,36.3,4.0,50.2,0,6.4
Braunschweig,NI,2006,4.4,9.8,29.2,5.1,44.5,0,11.4
Salzgitter,NI,2006,0,3.2,41.7,3.9,34.9,0,16.2
Wolfsburg,NI,2006,0,5.6,32.8,5.3,39.8,0,16.5
Delmenhorst,NI,2006,0,4.4,42.9,10.5,27.4,0,14.8
Emden,NI,2006,3.8,7.7,54.1,15.1,19.2,0,3.8
Oldenburg,NI,2006,7.2,21.2,32.7,6.3,26.0,0,13.7
