City,State,Date,Linke,Gruene,SPD,FDP,CDU,AfD,Others
Düsseldorf,NRW,2020,4.444444444444445,24.444444444444443,17.77777777777778,8.88888888888889,33.33333333333333,3.3333333333333335,7.777777777777784
Duisburg,NRW,2020,5.88235294117647,18.627450980392158,31.372549019607842,2.941176470588235,21.568627450980394,9.803921568627452,9.80392156862745
Essen,NRW,2020,3.488372093023256,18.6046511627907,24.418604651162788,3.488372093023256,34.883720930232556,6.976744186046512,8.139534883720934
Krefeld,NRW,2020,3.4482758620689653,20.689655172413794,27.586206896551722,5.172413793103448,31.03448275862069,5.172413793103448,6.896551724137945
Mönchengladbach,NRW,2020,3.9473684210526314,21.052631578947366,26.31578947368421,5.263157894736842,34.21052631578947,6.578947368421052,2.6315789473684403
Mülheim an der Ruhr,NRW,2020,1.8518518518518516,24.074074074074073,22.22222222222222,5.555555555555555,25.925925925925924,7.4074074074074066,12.962962962962965
Oberhausen,NRW,2020,5.172413793103448,13.793103448275861,32.758620689655174,3.4482758620689653,32.758620689655174,6.896551724137931,5.172413793103459
Remscheid,NRW,2020,5.172413793103448,15.517241379310345,34.48275862068966,5.172413793103448,29.310344827586203,0,10.344827586206895
Solingen,NRW,2020,3.8461538461538463,17.307692307692307,28.846153846153843,5.769230769230769,30.76923076923077,5.769230769230769,7.692307692307687
Wuppertal,NRW,2020,6.25,20.0,28.749999999999996,7.5,25.0,6.25,6.25
Aachen,NRW,2020,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.137931034482758,3.4482758620689653,8.62068965517241
Bonn,NRW,2020,6.0606060606060606,28.78787878787879,16.666666666666664,4.545454545454546,25.757575757575758,3.0303030303030303,15.15151515151516
Köln,NRW,2020,6.666666666666667,28.888888888888886,21.11111111111111,5.555555555555555,21.11111111111111,4.444444444444445,12.222222222222223
Leverkusen,NRW,2020,3.8461538461538463,17.307692307692307,25.0,5.769230769230769,26.923076923076923,5.769230769230769,15.384615384615374
Bottrop,NRW,2020,3.4482758620689653,13.793103448275861,41.37931034482759,3.4482758620689653,24.137931034482758,6.896551724137931,6.896551724137923
Gelsenkirchen,NRW,2020,3.4090909090909087,12.5,35.22727272727273,4.545454545454546,22.727272727272727,12.5,9.090909090909093
Münster,NRW,2020,4.545454545454546,30.303030303030305,18.181818181818183,4.545454545454546,33.33333333333333,1.5151515151515151,7.575757575757591
Bielefeld,NRW,2020,6.0606060606060606,22.727272727272727,24.242424242424242,7.575757575757576,27.27272727272727,3.0303030303030303,9.090909090909093
Bochum,NRW,2020,5.813953488372093,22.093023255813954,33.72093023255814,3.488372093023256,20.930232558139537,5.813953488372093,8.139534883720934
Dortmund,NRW,2020,5.555555555555555,24.444444444444443,30.0,3.3333333333333335,22.22222222222222,5.555555555555555,8.888888888888891
Hagen,NRW,2020,3.8461538461538463,13.461538461538462,25.0,3.8461538461538463,26.923076923076923,9.615384615384617,17.307692307692303
Hamm,NRW,2020,3.4482758620689653,12.068965517241379,37.93103448275862,5.172413793103448,32.758620689655174,5.172413793103448,3.4482758620689724
Herne,NRW,2020,4.838709677419355,16.129032258064516,45.16129032258064,3.225806451612903,19.35483870967742,8.064516129032258,3.2258064516129115
Paderborn,NRW,2020,5.0,23.333333333333332,11.666666666666666,5.0,40.0,5.0,9.999999999999986
Neuss,NRW,2020,3.4482758620689653,13.793103448275861,32.758620689655174,3.4482758620689653,36.206896551724135,3.4482758620689653,6.896551724137934
Recklinghausen,NRW,2020,3.571428571428571,17.857142857142858,25.0,3.571428571428571,37.5,7.142857142857142,5.35714285714286
Bergisch Gladbach,NRW,2020,0,28.57142857142857,17.857142857142858,5.357142857142857,35.714285714285715,5.357142857142857,7.14285714285714
Siegen,NRW,2020,5.714285714285714,17.142857142857142,21.428571428571427,5.714285714285714,31.428571428571427,7.142857142857142,11.428571428571432
Moers,NRW,2020,3.7037037037037033,16.666666666666664,29.629629629629626,3.7037037037037033,31.48148148148148,5.555555555555555,9.259259259259256
Gütersloh,NRW,2020,1.7857142857142856,25.0,19.642857142857142,3.571428571428571,30.357142857142854,5.357142857142857,14.28571428571428
Düren,NRW,2020,1.9230769230769231,17.307692307692307,28.846153846153843,3.8461538461538463,32.69230769230769,7.6923076923076925,7.692307692307709
Iserlohn,NRW,2020,7.352941176470589,11.76470588235294,19.11764705882353,4.411764705882353,35.294117647058826,5.88235294117647,16.176470588235293
Witten,NRW,2020,4.6875,20.3125,25.0,3.125,23.4375,4.6875,18.75
Ratingen,NRW,2020,0,20.0,15.714285714285714,5.714285714285714,34.285714285714285,4.285714285714286,20.000000000000007
Marl,NRW,2020,2.272727272727273,9.090909090909092,36.36363636363637,4.545454545454546,27.27272727272727,9.090909090909092,11.363636363636365
Lünen,NRW,2020,3.571428571428571,14.285714285714285,33.92857142857143,3.571428571428571,21.428571428571427,7.142857142857142,16.07142857142858
Minden,NRW,2020,3.571428571428571,16.071428571428573,37.5,3.571428571428571,26.785714285714285,5.357142857142857,7.14285714285714
Velbert,NRW,2020,4.285714285714286,21.428571428571427,17.142857142857142,4.285714285714286,30.0,5.714285714285714,17.14285714285715
Rheine,NRW,2020,4.166666666666666,14.583333333333334,20.833333333333336,6.25,47.91666666666667,0,6.25
Viersen,NRW,2020,5.555555555555555,18.51851851851852,24.074074074074073,5.555555555555555,42.592592592592595,3.7037037037037033,0.0
Gladbeck,NRW,2020,3.8461538461538463,13.461538461538462,36.53846153846153,3.8461538461538463,26.923076923076923,9.615384615384617,5.7692307692307825
Troisdorf,NRW,2020,4.0,18.0,26.0,4.0,38.0,4.0,5.999999999999995
Arnsberg,NRW,2020,1.9230769230769231,13.461538461538462,28.846153846153843,7.6923076923076925,38.46153846153847,3.8461538461538463,5.7692307692307825
Detmold,NRW,2020,2.1739130434782608,19.565217391304348,34.78260869565217,4.3478260869565215,26.08695652173913,4.3478260869565215,8.695652173913038
Dorsten,NRW,2020,2.272727272727273,13.636363636363635,18.181818181818183,2.272727272727273,52.27272727272727,6.8181818181818175,4.545454545454541
Castrop-Rauxel,NRW,2020,3.8461538461538463,15.384615384615385,38.46153846153847,3.8461538461538463,26.923076923076923,0,11.538461538461542
Bocholt,NRW,2020,4.166666666666666,12.5,18.75,4.166666666666666,47.91666666666667,2.083333333333333,10.416666666666663
Lüdenscheid,NRW,2020,4.3478260869565215,10.869565217391305,34.78260869565217,6.521739130434782,36.95652173913043,0,6.521739130434789
Lippstadt,NRW,2020,3.225806451612903,16.129032258064516,25.806451612903224,6.451612903225806,35.483870967741936,4.838709677419355,8.064516129032262
Herford,NRW,2020,4.545454545454546,15.909090909090908,31.818181818181817,4.545454545454546,34.090909090909086,0,9.090909090909104
Dinslaken,NRW,2020,6.451612903225806,19.35483870967742,29.03225806451613,4.838709677419355,22.58064516129032,0,17.741935483870975
Kerpen,NRW,2020,4.3478260869565215,17.391304347826086,26.08695652173913,4.3478260869565215,36.95652173913043,4.3478260869565215,6.521739130434789
Grevenbroich,NRW,2020,2.0,12.0,32.0,8.0,30.0,2.0,14.000000000000012
Dormagen,NRW,2020,0,13.636363636363635,40.909090909090914,4.545454545454546,27.27272727272727,2.272727272727273,11.363636363636376
Bergheim,NRW,2020,2.1739130434782608,13.043478260869565,19.565217391304348,6.521739130434782,47.82608695652174,6.521739130434782,4.34782608695653
Hürth,NRW,2020,2.083333333333333,20.833333333333336,22.916666666666664,2.083333333333333,45.83333333333333,4.166666666666666,2.083333333333337
Herten,NRW,2020,3.7037037037037033,12.962962962962962,25.925925925925924,3.7037037037037033,22.22222222222222,7.4074074074074066,24.07407407407408
Wesel,NRW,2020,4.0,14.000000000000002,34.0,6.0,34.0,0,7.999999999999985
Langenfeld ,NRW,2020,0,18.0,10.0,4.0,44.0,0,24.0
Unna,NRW,2020,2.083333333333333,27.083333333333332,27.083333333333332,4.166666666666666,25.0,0,14.583333333333337
Euskirchen,NRW,2020,3.4482758620689653,17.24137931034483,22.413793103448278,8.620689655172415,36.206896551724135,6.896551724137931,5.172413793103436
Stolberg (Rhld.),NRW,2020,2.272727272727273,11.363636363636363,31.818181818181817,4.545454545454546,38.63636363636363,6.8181818181818175,4.545454545454541
Eschweiler,NRW,2020,2.0,8.0,46.0,4.0,28.000000000000004,4.0,7.999999999999985
Meerbusch,NRW,2020,1.6666666666666667,23.333333333333332,15.0,10.0,41.66666666666667,1.6666666666666667,6.666666666666654
Sankt Augustin,NRW,2020,2.0,20.0,28.000000000000004,4.0,40.0,0,5.999999999999995
Pulheim,NRW,2020,1.5625,20.3125,23.4375,6.25,35.9375,4.6875,7.8125
Hilden,NRW,2020,1.5625,20.3125,23.4375,6.25,34.375,6.25,7.8125
Bad Salzuflen,NRW,2020,1.6129032258064515,19.35483870967742,25.806451612903224,6.451612903225806,33.87096774193548,4.838709677419355,8.064516129032274
Hattingen,NRW,2020,0,22.916666666666664,33.33333333333333,6.25,31.25,0,6.25
Ahlen,NRW,2020,2.272727272727273,9.090909090909092,29.545454545454547,4.545454545454546,40.909090909090914,0,13.636363636363624
Menden (Sauerland),NRW,2020,3.3333333333333335,21.666666666666668,18.333333333333332,11.666666666666666,36.666666666666664,5.0,3.3333333333333215
Kleve,NRW,2020,0,22.22222222222222,18.51851851851852,7.4074074074074066,38.88888888888889,3.7037037037037033,9.259259259259256
Frechen,NRW,2020,3.8461538461538463,17.307692307692307,23.076923076923077,5.769230769230769,36.53846153846153,3.8461538461538463,9.615384615384615
Gummersbach,NRW,2020,4.3478260869565215,13.043478260869565,23.91304347826087,6.521739130434782,45.65217391304348,6.521739130434782,1.1102230246251565e-14
Ibbenbüren,NRW,2020,4.545454545454546,13.636363636363635,38.63636363636363,4.545454545454546,31.818181818181817,0,6.818181818181834
Bad Oeynhausen,NRW,2020,3.7037037037037033,18.51851851851852,24.074074074074073,5.555555555555555,35.18518518518518,5.555555555555555,7.4074074074074066
Gronau (Westf.),NRW,2020,2.1739130434782608,8.695652173913043,19.565217391304348,6.521739130434782,34.78260869565217,2.1739130434782608,26.086956521739125
Willich,NRW,2020,0,25.0,15.384615384615385,7.6923076923076925,46.15384615384615,0,5.769230769230771
Bergkamen,NRW,2020,4.0,16.0,42.0,4.0,28.000000000000004,0,5.999999999999995
Alsdorf,NRW,2020,0,10.526315789473683,50.0,2.631578947368421,26.31578947368421,10.526315789473683,1.1102230246251565e-14
Erftstadt,NRW,2020,4.545454545454546,18.181818181818183,20.454545454545457,11.363636363636363,38.63636363636363,0,6.818181818181812
Hennef (Sieg),NRW,2020,4.166666666666666,16.666666666666664,27.083333333333332,6.25,39.58333333333333,0,6.25
Herzogenrath,NRW,2020,2.083333333333333,16.666666666666664,37.5,8.333333333333332,29.166666666666668,0,6.25
Bornheim,NRW,2020,2.0,22.0,20.0,6.0,36.0,0,14.000000000000002
Rheda-Wiedenbrück,NRW,2020,1.9230769230769231,19.230769230769234,11.538461538461538,7.6923076923076925,32.69230769230769,1.9230769230769231,24.99999999999999
Dülmen,NRW,2020,2.272727272727273,15.909090909090908,22.727272727272727,6.8181818181818175,52.27272727272727,0,0.0
Bünde,NRW,2020,4.166666666666666,18.75,29.166666666666668,4.166666666666666,31.25,6.25,6.25
Soest,NRW,2020,4.166666666666666,20.833333333333336,16.666666666666664,4.166666666666666,35.41666666666667,4.166666666666666,14.583333333333337
Schwerte,NRW,2020,2.272727272727273,22.727272727272727,34.090909090909086,4.545454545454546,27.27272727272727,4.545454545454546,4.545454545454564
Brühl,NRW,2020,2.272727272727273,25.0,29.545454545454547,4.545454545454546,31.818181818181817,4.545454545454546,2.272727272727293
Erkelenz,NRW,2020,2.0,28.000000000000004,10.0,6.0,42.0,0,12.0
Erkrath,NRW,2020,4.166666666666666,20.833333333333336,16.666666666666664,4.166666666666666,37.5,4.166666666666666,12.50000000000001
Kaarst,NRW,2020,1.9230769230769231,25.0,11.538461538461538,13.461538461538462,36.53846153846153,3.8461538461538463,7.692307692307699
Heinsberg,NRW,2020,0,13.636363636363635,15.909090909090908,4.545454545454546,56.81818181818182,4.545454545454546,4.545454545454541
Borken,NRW,2020,0,13.157894736842104,15.789473684210526,5.263157894736842,52.63157894736842,2.631578947368421,10.526315789473683
Kamen,NRW,2020,4.0,18.0,42.0,4.0,26.0,2.0,3.9999999999999925
Monheim,NRW,2020,0,10.0,7.5,2.5,22.5,0,57.49999999999999
Siegburg,NRW,2020,4.0,20.0,28.000000000000004,4.0,38.0,0,5.999999999999995
Nettetal,NRW,2020,0,22.0,16.0,8.0,40.0,4.0,9.999999999999986
Löhne,NRW,2020,4.166666666666666,14.583333333333334,45.83333333333333,2.083333333333333,25.0,0,8.333333333333337
Hückelhoven,NRW,2020,2.272727272727273,15.909090909090908,13.636363636363635,4.545454545454546,59.09090909090909,0,4.545454545454541
Königswinter,NRW,2020,3.8461538461538463,15.384615384615385,15.384615384615385,3.8461538461538463,32.69230769230769,3.8461538461538463,25.00000000000001
Lemgo,NRW,2020,2.083333333333333,18.75,25.0,6.25,29.166666666666668,4.166666666666666,14.583333333333337
Würselen,NRW,2020,0,15.789473684210526,31.57894736842105,7.894736842105263,34.21052631578947,0,10.526315789473696
Mettmann,NRW,2020,3.4482758620689653,22.413793103448278,15.517241379310345,12.068965517241379,31.03448275862069,5.172413793103448,10.344827586206895
Ahaus,NRW,2020,0,11.904761904761903,11.904761904761903,4.761904761904762,47.61904761904761,0,23.809523809523814
Haltern,NRW,2020,0,20.454545454545457,20.454545454545457,6.8181818181818175,40.909090909090914,0,11.363636363636353
Niederkassel,NRW,2020,2.5,20.0,22.5,7.5,45.0,2.5,0.0
Greven,NRW,2020,4.166666666666666,18.75,22.916666666666664,4.166666666666666,37.5,0,12.5
Kamp-Lintfort,NRW,2020,4.545454545454546,11.363636363636363,54.54545454545454,4.545454545454546,20.454545454545457,0,4.545454545454552
Coesfeld,NRW,2020,0,19.565217391304348,15.217391304347828,4.3478260869565215,39.130434782608695,0,21.739130434782616
Wesseling,NRW,2020,2.631578947368421,15.789473684210526,31.57894736842105,5.263157894736842,39.473684210526315,0,5.263157894736848
Warendorf,NRW,2020,4.166666666666666,20.833333333333336,20.833333333333336,6.25,37.5,0,10.416666666666663
Beckum,NRW,2020,0,18.421052631578945,31.57894736842105,5.263157894736842,36.84210526315789,0,7.8947368421052655
Porta Westfalica,NRW,2020,0,21.052631578947366,28.947368421052634,7.894736842105263,28.947368421052634,5.263157894736842,7.8947368421052655
Emsdetten,NRW,2020,5.0,30.0,20.0,2.5,27.500000000000004,0,14.999999999999991
Voerde (Niederrhein),NRW,2020,2.272727272727273,13.636363636363635,38.63636363636363,6.8181818181818175,29.545454545454547,0,9.090909090909104
Datteln,NRW,2020,4.761904761904762,0,38.095238095238095,4.761904761904762,28.57142857142857,0,23.809523809523814
Lage,NRW,2020,0,20.0,27.500000000000004,7.5,27.500000000000004,7.5,9.999999999999998
Hemer,NRW,2020,4.166666666666666,0,18.75,6.25,41.66666666666667,2.083333333333333,27.083333333333336
Geldern,NRW,2020,2.380952380952381,14.285714285714285,21.428571428571427,7.142857142857142,47.61904761904761,2.380952380952381,4.761904761904767
Wermelskirchen,NRW,2020,1.8518518518518516,16.666666666666664,18.51851851851852,7.4074074074074066,35.18518518518518,3.7037037037037033,16.666666666666675
Goch,NRW,2020,0,12.5,10.0,5.0,35.0,5.0,32.49999999999999
Jülich,NRW,2020,0,15.789473684210526,18.421052631578945,5.263157894736842,36.84210526315789,0,23.684210526315795
Korschenbroich,NRW,2020,2.380952380952381,21.428571428571427,16.666666666666664,7.142857142857142,45.23809523809524,0,7.14285714285714
