Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Normalized Pollution Level
DEBB021,CO,2006,0.334,mg/m3,Background,urban,BB,Potsdam,Potsdam,0.28301886792452835
DEBB054,CO,2006,0.627,mg/m3,Traffic,urban,BB,Potsdam,Potsdam,0.6515723270440251
DEBB054,CO,2007,0.554,mg/m3,Traffic,urban,BB,Potsdam,Potsdam,0.5404761904761906
DEBB021,CO,2007,0.302,mg/m3,Background,urban,BB,Potsdam,Potsdam,0.24047619047619045
DEBB021,CO,2008,0.376,mg/m3,Background,urban,BB,Potsdam,Potsdam,0.32443531827515404
DEBB054,CO,2008,0.527,mg/m3,Traffic,urban,BB,Potsdam,Potsdam,0.47946611909650927
DEBB054,CO,2009,0.548,mg/m3,Traffic,urban,BB,Potsdam,Potsdam,0.5637426900584795
DEBB054,CO,2010,0.514,mg/m3,Traffic,urban,BB,Potsdam,Potsdam,0.7700729927007299
DEBB054,CO,2011,0.482,mg/m3,Traffic,urban,BB,Potsdam,Potsdam,0.7205240174672489
DEBB054,CO,2012,0.492,mg/m3,Traffic,urban,BB,Potsdam,Potsdam,0.7676056338028169
DEBB054,CO,2013,0.447,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.45118343195266286
DEBB054,CO,2014,0.425,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.6477876106194691
DEBB054,CO,2015,0.397,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.6100217864923748
DEBB054,CO,2016,0.368,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.5518072289156626
DEBB054,CO,2017,0.36,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.5935334872979214
DEBB054,CO,2018,0.358,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.5579868708971553
DEBB054,CO,2019,0.297,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.001486767766874814
DEBB054,CO,2020,0.314,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.6678082191780823
DEBB054,CO,2021,0.311,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.6146179401993356
DEBB054,CO,2022,0.225,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.3376623376623377
DEBB054,CO,2023,0.272,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.4850746268656717
DEBB054,CO,2024,0.262,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.3852459016393443
DEBB054,CO,2025,0.192,mg/m3,Traffic,Urban,BB,Potsdam,Potsdam,0.16690042075736325
DEBB030,CO,1999,0.335,mg/m3,Industrial,suburban,BB,Havelland,Premnitz,0.0967472894078399
