City,Year,Air Quality Station Type,Index
Blankenfelde-Mahlow,2018,Background,0.2039045643153527
Blankenfelde-Mahlow,2019,Background,0.1912448132780083
Blankenfelde-Mahlow,2020,Background,0.2404742951907131
Blankenfelde-Mahlow,2021,Background,0.2165841584158415
Blankenfelde-Mahlow,2022,Background,0.2443366336633663
Blankenfelde-Mahlow,2023,Background,0.2122282157676348
Blankenfelde-Mahlow,2024,Background,0.2155
Blankenfelde-Mahlow,2025,Background,0.2045975103734439
Bochum,2007,Traffic,0.328049504950495
Bokhorst-Wankendorf,2000,Background,0.2048879668049792
Bokhorst-Wankendorf,2003,Background,0.2345352697095435
Bokhorst-Wankendorf,2004,Background,0.2003900414937759
Bokhorst-Wankendorf,2005,Background,0.2263267326732673
Bokhorst-Wankendorf,2007,Background,0.168039603960396
Bokhorst-Wankendorf,2008,Background,0.1993070539419087
Bokhorst-Wankendorf,2009,Background,0.242039603960396
Bokhorst-Wankendorf,2010,Background,0.2007623762376237
Bokhorst-Wankendorf,2011,Background,0.1689626556016597
Bokhorst-Wankendorf,2012,Background,0.4213069306930693
Bokhorst-Wankendorf,2013,Background,0.2367227722772277
Bokhorst-Wankendorf,2014,Background,0.2563564356435643
Bokhorst-Wankendorf,2015,Background,0.2156307053941908
Bokhorst-Wankendorf,2016,Background,0.2175008891523414
Bokhorst-Wankendorf,2017,Background,0.2443366336633663
Bokhorst-Wankendorf,2018,Background,0.2436307053941908
Bokhorst-Wankendorf,2019,Background,0.2109009900990099
Bokhorst-Wankendorf,2020,Background,0.2247425742574257
