Air Quality Station EoI Code,Date,Air Pollution Level,City,Air Quality Station Type,Linke,Gruene,SPD,FDP,CDU,AfD,Change
DEBW023,2004,22.462499999999995,Weil am Rhein,Background,0.0,6.0606060606060606,21.21212121212121,0.0,27.27272727272727,0.0,-4.0064999999999955
DEBW023,2009,18.456,Weil am Rhein,Background,0.0,11.538461538461538,23.07692307692308,0.0,23.07692307692308,0.0,-3.2734999999999985
DEBW023,2014,15.182500000000001,Weil am Rhein,Background,0.0,15.384615384615383,19.230769230769237,0.0,23.07692307692308,0.0,-3.1285000000000007
DEBW023,2019,12.054,Weil am Rhein,Background,0.0,26.923076923076923,15.384615384615383,0.0,19.230769230769237,0.0,-0.8080000000000016
DEBW024,2004,24.38,Ludwigsburg,Background,0.0,15.0,20.0,5.0,32.5,0.0,-4.069499999999998
DEBW024,2009,20.3105,Ludwigsburg,Background,0.0,17.5,20.0,10.0,25.0,0.0,-2.213000000000001
DEBW024,2014,18.0975,Ludwigsburg,Background,0.0,20.0,20.0,5.0,27.500000000000004,0.0,-3.4924999999999997
DEBW024,2019,14.605,Ludwigsburg,Background,5.0,27.500000000000004,15.0,10.0,20.0,0.0,-0.6125000000000007
DEBW025,1999,28.605,Esslingen am Neckar,Background,0.0,0.0,32.55813953488372,2.3255813953488373,34.88372093023256,0.0,-4.260000000000002
DEBW027,1999,19.488,Reutlingen,Background,0.0,0.0,22.5,2.5,37.5,0.0,0.21000000000000085
DEBW027,2004,19.698,Reutlingen,Background,0.0,0.0,22.5,5.0,30.0,0.0,1.0109999999999992
DEBW027,2009,20.709,Reutlingen,Background,0.0,0.0,22.5,10.0,27.500000000000004,0.0,-4.3614999999999995
DEBW027,2014,16.3475,Reutlingen,Background,0.0,0.0,20.0,7.5,27.500000000000004,0.0,-3.4130000000000003
DEBW027,2019,12.9345,Reutlingen,Background,0.0,22.5,15.0,7.5,22.5,7.5,-1.5069999999999997
DEBW028,1999,22.278,Göppingen,Background,0.0,2.5,27.500000000000004,0.0,40.0,0.0,-0.04399999999999693
DEBW029,1999,21.702,Aalen,Background,0.0,9.523809523809524,33.33333333333333,0.0,50.0,0.0,-2.7645000000000017
DEBW029,2004,18.9375,Aalen,Background,0.0,12.5,25.0,0.0,45.83333333333333,0.0,0.1700000000000017
DEBW029,2009,19.1075,Aalen,Background,0.0,16.666666666666664,24.074074074074076,0.0,38.88888888888889,0.0,-1.5715000000000003
DEBW029,2014,17.536,Aalen,Background,0.0,15.68627450980392,21.568627450980397,0.0,37.25490196078432,0.0,-3.8935000000000013
DEBW029,2019,13.6425,Aalen,Background,4.081632653061225,26.53061224489796,18.367346938775512,0.0,28.57142857142857,6.122448979591836,-1.8134999999999994
DEBW032,1999,21.634,Pforzheim,Background,0.0,0.0,22.5,5.0,50.0,0.0,-0.40700000000000003
DEBW033,2009,19.5215,Pforzheim,Traffic,0.0,0.0,20.0,12.5,32.5,0.0,-3.796999999999999
DEBW033,2014,15.7245,Pforzheim,Background,0.0,0.0,15.0,7.5,30.0,0.0,-1.2494999999999994
DEBW033,2019,14.475000000000001,Pforzheim,Background,2.5,7.5,12.5,10.0,20.0,15.0,-2.294500000000001
DEBW034,1999,20.262,Waiblingen,Background,0.0,0.0,28.57142857142857,0.0,40.0,0.0,2.405999999999999
DEBW034,2004,22.668,Waiblingen,Background,0.0,0.0,25.0,6.25,34.375,0.0,-2.8294999999999995
DEBW035,1999,19.493,Böblingen,Background,0.0,7.317073170731707,21.951219512195124,4.878048780487805,41.46341463414634,0.0,0.45899999999999963
DEBW037,1999,14.267,Freudenstadt,Background,0.0,0.0,17.24137931034483,0.0,37.93103448275862,0.0,-1.5829999999999984
DEBW037,2004,12.684000000000001,Freudenstadt,Background,0.0,0.0,20.0,0.0,36.66666666666666,0.0,-0.07700000000000173
DEBW038,1999,21.193,Friedrichshafen,Traffic,0.0,7.5,22.5,0.0,40.0,0.0,-0.16600000000000037
DEBW038,2004,21.027,Friedrichshafen,Traffic,0.0,7.142857142857142,21.428571428571427,2.380952380952381,33.33333333333333,0.0,-1.7800000000000011
DEBW038,2009,19.247,Friedrichshafen,Traffic,0.0,10.0,20.0,5.0,27.500000000000004,0.0,-1.7149999999999999
DEBW038,2014,17.532,Friedrichshafen,Background,0.0,15.0,20.0,5.0,30.0,0.0,-3.5175
DEBW038,2019,14.0145,Friedrichshafen,Background,2.5,20.0,15.0,7.5,22.5,0.0,-2.381500000000001
DEBW039,1999,19.49,Villingen-Schwenningen,Background,0.0,7.5,22.5,5.0,42.5,0.0,-0.4319999999999986
DEBW039,2004,19.058,Villingen-Schwenningen,Background,0.0,10.0,20.0,7.5,37.5,0.0,-3.026500000000002
DEBW039,2009,16.031499999999998,Villingen-Schwenningen,Background,0.0,12.5,20.0,7.5,32.5,0.0,-2.017999999999997
DEBW039,2014,14.0135,Villingen-Schwenningen,Background,0.0,12.5,20.0,5.0,32.5,0.0,-1.399000000000001
DEBW039,2019,12.6145,Villingen-Schwenningen,Background,0.0,20.0,15.0,10.0,27.500000000000004,7.5,-2.4924999999999997
DEBW040,1999,20.168,Waldshut-Tiengen,Traffic,0.0,6.25,25.0,6.25,53.125,0.0,4.616500000000002
DEBW040,2004,24.7845,Waldshut-Tiengen,Traffic,0.0,7.6923076923076925,23.07692307692308,7.6923076923076925,50.0,0.0,-7.158500000000004
DEBW042,1999,24.276,Filderstadt,Background,0.0,12.5,21.875,6.25,31.25,0.0,-2.0165000000000006
DEBW042,2004,22.2595,Filderstadt,Background,0.0,15.625,21.875,9.375,28.125,0.0,-0.6475000000000009
DEBW042,2009,21.612,Filderstadt,Background,0.0,18.75,25.0,9.375,18.75,0.0,-3.174999999999997
DEBW042,2014,18.437,Filderstadt,Background,0.0,18.75,21.875,6.25,25.0,0.0,-2.745000000000001
DEBW042,2019,15.692,Filderstadt,Background,3.125,21.875,15.625,9.375,21.875,0.0,-0.4559999999999995
DEBW044,1999,23.481,Mosbach,Background,0.0,0.0,26.31578947368421,5.263157894736842,44.73684210526316,0.0,0.9269999999999996
DEBW046,1999,19.382,Biberach an der Riß,Background,0.0,6.666666666666667,20.0,6.666666666666667,50.0,0.0,-0.3049999999999997
DEBW046,2004,19.077,Biberach an der Riß,Background,0.0,12.5,21.875,6.25,40.625,0.0,-2.1990000000000016
DEBW046,2009,16.878,Biberach an der Riß,Background,0.0,13.79310344827586,20.689655172413797,10.344827586206897,37.93103448275862,0.0,-1.0830000000000002
DEBW046,2014,15.795,Biberach an der Riß,Background,0.0,15.625,18.75,9.375,34.375,0.0,-1.9210000000000012
DEBW046,2019,13.873999999999999,Biberach an der Riß,Background,3.125,28.125,15.625,9.375,28.125,0.0,-2.5959999999999983
DEBW052,1999,21.517,Konstanz,Background,0.0,0.0,20.0,7.5,30.0,0.0,0.35600000000000165
DEBW052,2004,21.873,Konstanz,Background,0.0,0.0,17.5,7.5,27.500000000000004,0.0,-1.9430000000000014
DEBW052,2009,19.93,Konstanz,Background,0.0,0.0,17.5,10.0,22.5,0.0,-3.3919999999999995
DEBW052,2014,16.538,Konstanz,Background,0.0,0.0,17.5,7.5,25.0,0.0,-1.8745000000000012
DEBW052,2019,14.663499999999999,Konstanz,Background,0.0,0.0,12.5,7.5,17.5,0.0,-3.296499999999998
DEBW056,1999,22.867,Schwäbisch Hall,Background,0.0,5.714285714285714,28.57142857142857,11.428571428571429,31.428571428571427,0.0,0.49099999999999966
DEBW056,2004,23.358,Schwäbisch Hall,Background,0.0,16.216216216216218,24.324324324324326,10.81081081081081,29.72972972972973,0.0,-2.8550000000000004
DEBW056,2009,20.503,Schwäbisch Hall,Background,0.0,17.94871794871795,25.64102564102564,10.256410256410255,28.205128205128204,0.0,-2.862000000000002
DEBW076,1999,17.707,Baden-Baden,Background,0.0,8.88888888888889,15.555555555555555,6.666666666666667,46.66666666666666,0.0,-0.14649999999999963
DEBW076,2004,17.5605,Baden-Baden,Background,0.0,15.217391304347828,15.217391304347828,10.869565217391305,41.30434782608695,0.0,-1.4720000000000013
DEBW076,2009,16.0885,Baden-Baden,Background,0.0,17.5,17.5,15.0,32.5,0.0,-0.9969999999999999
DEBW076,2014,15.0915,Baden-Baden,Background,0.0,20.0,17.5,7.5,30.0,0.0,-3.1944999999999997
DEBW076,2019,11.897,Baden-Baden,Background,0.0,27.500000000000004,12.5,7.5,22.5,7.5,-0.8689999999999998
DEBW080,1999,32.01,Karlsruhe,Traffic,0.0,0.0,25.0,0.0,45.83333333333333,0.0,-3.2049999999999983
