Wahlkreis,Gemeindenummer,Gemeindename,A1,A2,A3,A,B,B1,D,Stimmen gesamt,CDU,SPD,PDS,FDP,C5,C6,C7,C8,GRÜNE,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49
60,13060035,Hohen Pritz,361,15,0,376,208,11,37,587,296,159,95,5,x,8,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060036,Karbow-Vietlübbe,337,17,0,354,235,15,53,652,321,202,102,15,x,0,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060037,Karow,908,29,0,937,454,29,45,1317,439,392,408,25,x,15,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0,0,7,x,x,x,x
60,13060038,Karrenzin,302,5,0,307,222,5,31,635,282,110,80,4,x,31,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,118,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060039,Klinken,320,5,0,325,189,2,30,537,215,158,61,17,x,6,x,x,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8,28,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,36,2,x,x,x,x,x
60,13060040,Kobrow,419,9,0,428,230,7,58,632,344,62,185,6,x,10,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060041,Kreien,400,8,0,408,283,7,96,753,395,199,85,26,x,4,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,1,x,x,x,x,x
60,13060042,Kritzow,429,12,0,441,278,12,88,746,389,168,100,47,x,13,x,x,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060043,Kuhlen,500,17,0,517,259,16,71,706,223,132,254,20,x,8,x,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,45,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,3,x,x,x,x,x
60,13060045,Langen Brütz,443,18,0,461,296,17,93,795,192,241,185,36,x,7,x,x,62,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,53,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,1,3,x,5,x,x,x
60,13060046,Langen Jarchow,195,0,0,195,137,0,22,389,212,70,66,15,x,0,x,x,20,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,1,1,x,x,x,x,x
60,13060047,Langenhagen,134,0,0,134,92,0,7,269,91,84,59,3,x,0,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,25,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,3,x,x,x,x
60,13060048,Leezen,1640,60,0,1700,891,56,130,2543,1027,582,456,97,x,11,x,x,124,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,218,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,1,13,0,13,x,x,x
60,13060049,"Lübz, Stadt",5495,354,0,5849,2732,317,301,7895,4375,1467,1518,316,x,63,x,x,74,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,66,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,6,4,x,x,x,x,x
60,13060050,Lutheran,246,17,0,263,182,15,12,534,275,120,82,28,x,6,x,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060051,Marnitz,685,46,0,731,416,45,24,1224,680,256,112,13,x,10,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,135,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,6,3,x,x,x,x,x
60,13060052,Matzlow-Garwitz,592,21,0,613,454,21,90,1272,451,292,105,42,x,16,x,x,85,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,48,203,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,19,5,x,x,x,x,x
60,13060053,Mestlin,867,27,0,894,498,27,69,1425,446,498,311,20,x,15,x,x,48,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,78,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,4,0,4,x,x,x,x
60,13060054,Mustin,430,13,0,443,249,12,28,719,323,178,131,9,x,5,x,x,33,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,39,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,1,0,x,x,x,x,x
60,13060055,Neu Poserin,531,10,0,541,253,10,64,695,274,192,156,17,x,0,x,x,34,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,1,5,x,x,x,x
60,13060056,"Parchim, Stadt",16160,727,0,16887,6857,635,930,19641,7520,6829,3663,772,x,192,x,x,344,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,237,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,19,23,42,x,x,x,x,x
60,13060057,Passow,632,21,0,653,352,19,106,950,478,240,144,29,x,12,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,0,0,x,x,x,x,x
60,13060058,Pastin,249,6,0,255,168,6,24,480,263,112,73,6,x,0,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060059,Pinnow,1269,107,0,1376,998,97,106,2888,1298,716,463,161,x,19,x,x,130,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,71,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,2,20,0,4,x,x,x
60,13060060,Plate,2870,149,0,3019,1710,141,328,4802,1812,1263,955,220,x,27,x,x,193,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,188,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,23,5,64,0,52,x,x,x
60,13060061,"Plau am See, Stadt",4748,237,0,4985,2425,210,347,6928,3068,2186,1110,174,x,68,x,x,113,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,91,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,1,2,115,0,x,x,x
60,13060062,Plauerhagen,279,4,0,283,194,4,33,549,324,108,81,8,x,9,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,0,0,0,x,x,x,x
60,13060063,Raben Steinfeld,840,31,0,871,559,28,71,1606,614,515,276,59,x,3,x,x,66,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,45,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,2,9,x,11,x,x,x
60,13060064,Raduhn,441,11,0,452,277,10,55,776,272,164,92,7,x,13,x,x,13,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,16,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,186,3,x,x,x,x,x
60,13060065,Retgendorf,760,28,0,788,420,28,80,1180,470,285,234,35,x,9,x,x,72,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,74,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,1,x,0,x,x,x
60,13060066,Retzow,279,5,0,284,158,5,42,432,236,128,24,11,x,1,x,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,x,x,x,x
60,13060067,Rom,453,4,0,457,330,4,115,875,462,177,176,5,x,7,x,x,5,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,38,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,1,0,x,x,x,x,x
60,13060068,Rubow,645,19,0,664,396,19,81,1107,508,200,186,40,x,12,x,x,69,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,83,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,0,5,x,x,x,x,x
60,13060069,Ruthenbeck,242,3,0,245,159,3,23,454,144,161,68,20,x,10,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,0,14,x,x,x,x,x
60,13060070,Severin,240,5,0,245,197,5,96,495,287,88,69,3,x,18,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,5,0,x,x,x,x,x
60,13060071,Siggelkow,895,20,0,915,555,17,115,1550,750,340,230,62,x,29,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,109,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,2,4,x,x,x,x,x
60,13060072,Spornitz,1249,26,0,1275,830,25,203,2287,1475,425,176,25,x,20,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,60,52,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,14,2,x,x,x,x,x
60,13060073,"Sternberg, Stadt",3631,311,0,3942,2181,294,195,6348,3697,791,1636,113,x,32,x,x,36,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,39,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,1,1,x,x,x,x,x
60,13060074,Stolpe,306,19,0,325,227,19,81,600,242,180,63,12,x,7,x,x,22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,65,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,4,0,x,x,x,x,x
60,13060075,Stralendorf,272,13,0,285,192,13,91,485,233,98,88,32,x,5,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060076,Suckow,541,10,0,551,308,10,43,881,359,159,139,6,x,4,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,213,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060077,Sukow,1146,70,0,1216,640,67,119,1801,460,824,135,274,x,3,x,x,33,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,2,3,x,31,x,x,x
60,13060078,Techentin,514,30,0,544,329,28,90,897,334,119,181,8,x,7,x,x,38,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,126,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0,0,83,x,x,x,x
60,13060079,Tessenow,549,8,0,557,304,6,50,862,406,190,131,10,x,26,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,85,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,1,1,x,x,x,x,x
60,13060080,Tramm,543,20,0,563,341,18,60,963,386,204,139,71,x,31,x,x,10,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,17,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,17,47,27,x,x,x,x,x
60,13060081,Wahlstorf,137,2,0,139,92,2,20,256,123,91,21,11,x,0,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060082,Weitendorf bei Brüel,353,12,0,365,233,0,45,654,235,142,227,4,x,10,x,x,22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,1,2,x,x,x,x,x
60,13060083,Wendisch Priborn,420,0,0,420,252,0,134,622,274,248,75,5,x,6,x,x,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,x,x,x,x
60,13060084,Wendisch Waren,346,9,0,355,225,6,60,615,293,104,164,14,x,0,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,1,2,5,x,x,x,x
60,13060085,Wendorf,374,20,0,394,248,18,32,712,195,219,195,11,x,7,x,x,22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,58,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,5,x,x,x,x,x
60,13060086,Werder,437,12,0,449,224,12,37,635,420,119,58,2,x,6,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,2,2,x,x,x,x,x
60,13060087,Wessin,416,22,0,438,319,22,51,906,318,198,123,22,x,14,x,x,9,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,164,1,33,x,x,x,x,x
60,13060088,Witzin,442,25,0,467,308,22,44,880,507,150,163,9,x,17,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,24,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x
60,13060089,Zahrensdorf,302,3,0,305,216,3,45,603,216,163,176,13,x,1,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,1,0,x,x,x,x,x
60,13060090,Zapel,327,8,0,335,200,8,33,567,203,156,86,66,x,2,x,x,5,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,14,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,0,21,x,x,x,x,x
60,13060091,Ziegendorf,619,23,0,642,408,21,87,1137,397,267,214,16,x,13,x,x,32,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,181,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,5,3,x,x,x,x,x
60,13060092,Zölkow,541,9,0,550,384,9,98,1054,595,209,104,34,x,25,x,x,20,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,31,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8,14,5,x,x,x,x,x
60,13060093,Gallin-Kuppentin,492,5,0,497,337,4,92,919,424,220,206,21,x,5,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
61,13061001,Altefähr,1051,76,0,1127,675,61,132,1893,509,816,287,71,x,x,x,x,x,x,x,x,x,x,118,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,69,10,x,x,x,x,x
61,13061002,Altenkirchen,1001,35,0,1036,473,0,145,1274,339,151,165,107,x,x,x,x,x,x,x,x,x,x,465,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,36,4,x,x,x,x,x
61,13061003,Baabe,677,50,0,727,495,42,97,1388,702,349,132,77,x,x,x,x,x,x,x,x,x,x,68,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,55,1,x,x,x,x,x
61,13061004,"Bergen auf Rügen, Stadt",12476,712,0,13188,5092,583,741,14535,5999,2872,3505,634,x,x,x,x,x,x,x,x,x,x,790,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,39,656,40,x,x,x,x,x
61,13061005,Binz,4381,257,0,4638,2006,175,257,5761,2314,846,1660,427,x,x,x,x,x,x,x,x,x,x,360,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,133,8,x,x,x,x,x
61,13061006,Breege,590,30,0,620,450,29,91,1259,548,129,124,63,x,x,x,x,x,x,x,x,x,x,355,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,33,4,x,x,x,x,x
61,13061007,Buschvitz,171,10,0,181,101,8,20,283,93,36,69,7,x,x,x,x,x,x,x,x,x,x,53,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,23,1,x,x,x,x,x
61,13061008,Dranske,1739,79,0,1818,953,70,132,2727,540,220,591,952,x,x,x,x,x,x,x,x,x,x,291,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,52,71,x,x,x,x,x
61,13061009,Dreschvitz,601,7,0,608,348,7,67,977,312,189,157,238,x,x,x,x,x,x,x,x,x,x,43,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,35,2,x,x,x,x,x
61,13061010,Gager,343,16,0,359,259,15,35,742,444,172,32,49,x,x,x,x,x,x,x,x,x,x,29,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,14,1,x,x,x,x,x
61,13061011,"Garz/Rügen, Stadt",1424,56,0,1480,735,55,259,1946,636,608,401,85,x,x,x,x,x,x,x,x,x,x,113,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14,85,4,x,x,x,x,x
61,13061012,Gingst,1221,46,0,1267,778,42,101,2233,665,253,325,830,x,x,x,x,x,x,x,x,x,x,71,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,85,1,x,x,x,x,x
61,13061013,Glowe,707,35,0,742,520,0,94,1466,272,277,238,99,x,x,x,x,x,x,x,x,x,x,563,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,16,1,x,x,x,x,x
61,13061014,Göhren,1036,74,0,1110,690,65,89,1981,864,537,298,92,x,x,x,x,x,x,x,x,x,x,138,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,46,0,x,x,x,x,x
61,13061015,Groß Schoritz,182,9,0,191,165,0,52,443,125,92,129,24,x,x,x,x,x,x,x,x,x,x,54,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,18,1,x,x,x,x,x
61,13061016,Gustow,535,7,0,542,329,0,95,892,367,138,146,129,x,x,x,x,x,x,x,x,x,x,83,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,25,2,x,x,x,x,x
61,13061017,Insel Hiddensee,968,70,0,1038,704,51,190,1922,511,380,221,632,x,x,x,x,x,x,x,x,x,x,57,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,18,99,4,x,x,x,x,x
61,13061018,Karnitz,165,3,0,168,113,0,35,304,195,26,37,5,x,x,x,x,x,x,x,x,x,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,13,0,x,x,x,x,x
61,13061019,Kluis,258,6,0,264,185,6,49,506,201,76,113,73,x,x,x,x,x,x,x,x,x,x,28,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,11,1,x,x,x,x,x
61,13061020,Lancken-Granitz,287,23,0,310,195,19,55,530,213,68,61,57,x,x,x,x,x,x,x,x,x,x,120,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,10,0,x,x,x,x,x
61,13061021,Lietzow,229,6,0,235,155,6,44,421,164,126,69,12,x,x,x,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,22,3,x,x,x,x,x
61,13061022,Lohme,442,38,0,480,327,35,44,937,360,170,305,2,x,x,x,x,x,x,x,x,x,x,83,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,8,6,x,x,x,x,x
61,13061023,Middelhagen,451,17,0,468,320,17,21,939,539,126,118,53,x,x,x,x,x,x,x,x,x,x,61,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,15,25,2,x,x,x,x,x
61,13061024,Neuenkirchen,368,9,0,377,254,9,49,713,210,64,48,245,x,x,x,x,x,x,x,x,x,x,113,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,31,0,x,x,x,x,x
61,13061025,Parchtitz,568,27,0,595,298,21,65,829,330,154,203,12,x,x,x,x,x,x,x,x,x,x,84,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,41,2,x,x,x,x,x
61,13061026,Patzig,348,6,0,354,206,5,51,567,289,54,77,23,x,x,x,x,x,x,x,x,x,x,99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,21,2,x,x,x,x,x
61,13061027,Poseritz,983,30,0,1013,538,27,140,1474,487,260,168,169,x,x,x,x,x,x,x,x,x,x,357,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,26,2,x,x,x,x,x
61,13061028,"Putbus, Stadt",3894,131,0,4025,1889,125,272,5395,1979,611,1159,573,x,x,x,x,x,x,x,x,x,x,841,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,21,194,17,x,x,x,x,x
61,13061029,Putgarten,212,12,0,224,174,9,52,470,91,38,60,60,x,x,x,x,x,x,x,x,x,x,211,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,9,1,x,x,x,x,x
61,13061030,Ralswiek,228,16,0,244,196,16,54,534,347,68,40,11,x,x,x,x,x,x,x,x,x,x,19,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,43,0,x,x,x,x,x
61,13061031,Rambin,799,51,0,850,495,48,66,1419,502,222,154,393,x,x,x,x,x,x,x,x,x,x,108,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,33,2,x,x,x,x,x
61,13061032,Rappin,323,14,0,337,178,10,17,517,291,84,61,13,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,30,0,x,x,x,x,x
61,13061033,Sagard,2547,108,0,2655,1166,99,279,3219,1022,331,1044,41,x,x,x,x,x,x,x,x,x,x,651,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,24,93,13,x,x,x,x,x
61,13061034,Samtens,1786,70,0,1856,931,61,182,2611,782,561,436,264,x,x,x,x,x,x,x,x,x,x,380,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,169,13,x,x,x,x,x
61,13061035,"Sassnitz, Stadt",9326,560,0,9886,4439,503,452,12865,4614,1497,5023,916,x,x,x,x,x,x,x,x,x,x,333,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,125,325,32,x,x,x,x,x
61,13061036,Schaprode,491,17,0,508,327,16,74,907,473,159,82,117,x,x,x,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,43,3,x,x,x,x,x
61,13061037,Sehlen,681,34,0,715,455,32,55,1310,530,182,298,86,x,x,x,x,x,x,x,x,x,x,126,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,12,70,6,x,x,x,x,x
61,13061038,Sellin,2098,91,0,2189,1154,85,205,3257,1248,333,602,843,x,x,x,x,x,x,x,x,x,x,114,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,18,93,6,x,x,x,x,x
61,13061039,Thesenvitz,263,3,0,266,169,1,36,471,210,36,92,83,x,x,x,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,27,0,x,x,x,x,x
61,13061040,Thiessow,332,21,0,353,243,16,46,683,380,112,97,45,x,x,x,x,x,x,x,x,x,x,28,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,18,0,x,x,x,x,x
61,13061041,Trent,769,19,0,788,420,19,111,1149,534,161,221,151,x,x,x,x,x,x,x,x,x,x,38,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,40,2,x,x,x,x,x
61,13061042,Ummanz,549,20,0,569,370,20,86,1024,525,104,167,128,x,x,x,x,x,x,x,x,x,x,60,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,32,2,x,x,x,x,x
61,13061043,Wiek,1059,36,0,1095,617,32,94,1757,341,149,258,260,x,x,x,x,x,x,x,x,x,x,710,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,29,7,x,x,x,x,x
61,13061044,Zirkow,557,26,0,583,310,24,38,892,313,92,118,32,x,x,x,x,x,x,x,x,x,x,294,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,33,3,x,x,x,x,x
61,13061045,Zudar,437,14,0,451,249,14,51,696,328,75,138,25,x,x,x,x,x,x,x,x,x,x,69,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,43,5,x,x,x,x,x
62,13062001,Ahlbeck,683,7,0,690,420,7,107,1153,723,117,192,56,x,x,x,x,24,x,x,x,x,x,x,x,x,x,x,40,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
62,13062002,Altwarp,590,24,0,614,424,20,159,1113,504,114,321,126,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,32,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,x,x,x,x,x,x,x
62,13062003,Altwigshagen,353,0,0,353,277,0,107,724,480,108,88,9,x,x,x,x,8,x,x,x,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x
62,13062004,Belling,426,27,0,453,312,0,88,848,429,151,115,32,x,x,x,x,20,x,x,x,x,x,x,x,x,x,x,97,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
