Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;W�hler;Wahlbeteiligung;Ung�ltige Stimmen;Gültige Stimmen;CDU;DIE LINKE;SPD;AfD;GRÜNE;FDP;FREIE W�HLER;HEIMAT;Die PARTEI;Tierschutzpartei;PIRATEN;B�ndnis C;DKP;A: SAHRA;ASK;Aktive Vorpommern;AWD;ABLR;AfL;dieBasis;BFW;B�NDNIS DEUTSCHLAND;B�ndnis Ducherow;BBM;BSW;BfB;BkW;B�rger f�r Stralsund;BVR;BB;BB NWM;BL;Cannabis und B�rgerrechte;Die Unabh�ngigen;Freier Horizont VG;Freier Horizont LUP;FREIER HORIZONT MSE;Freier Horizont HRO;Freier Horizlucaslorentzont LRO;F�r R�gen;Graue Rostock;IBG;IZ;kus;K-I;LfK;Rostocker Bund;UB;UFR;Volt;VAH;WGLR;LUL;WG Sozial;WGU;W�hlergemeinschaft Wittenhagen;W�hlergruppe Adomeit;WGP;Heimat und Identit�t;WLD;Einzelbewerber
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5358;Niepars;13073087;Steinhagen;3;3;2309;1188;51,5;75;3316;1259;207;180;958;152;76;56;25;23;x;x;x;5;14;x;x;x;x;x;x;4;x;x;x;x;x;10;176;55;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;28;x;x;x;x;x;x;x;7;x;12;25;x;x;x;32
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5358;Niepars;13073087;Steinhagen;3;3;2309;1188;51,5;2,2;97,8;38,0;6,2;5,4;28,9;4,6;2,3;1,7;0,8;0,7;x;x;x;0,2;0,4;x;x;x;x;x;x;0,1;x;x;x;x;x;0,3;5,3;1,7;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;0,2;x;0,4;0,8;x;x;x;1,0
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5358;Niepars;13073099;Wendorf;1;1;733;464;63,3;6;1373;486;52;48;502;58;22;10;2;7;x;x;x;7;10;x;x;x;x;x;x;4;x;x;x;x;x;1;120;15;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;4;x;x;x;x;x;x;x;3;x;1;3;x;x;x;13
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5358;Niepars;13073099;Wendorf;1;1;733;464;63,3;0,4;99,6;35,4;3,8;3,5;36,6;4,2;1,6;0,7;0,1;0,5;x;x;x;0,5;0,7;x;x;x;x;x;x;0,3;x;x;x;x;x;0,1;8,7;1,1;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;0,2;x;0,1;0,2;x;x;x;0,9
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5358;Niepars;13073104;Zarrendorf;1;1;925;566;61,2;24;1657;469;87;66;684;79;21;15;6;14;x;x;x;0;9;x;x;x;x;x;x;4;x;x;x;x;x;7;98;25;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;5;x;x;x;x;x;x;x;0;x;45;0;x;x;x;18
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5358;Niepars;13073104;Zarrendorf;1;1;925;566;61,2;1,4;98,6;28,3;5,3;4,0;41,3;4,8;1,3;0,9;0,4;0,8;x;x;x;0,0;0,5;x;x;x;x;x;x;0,2;x;x;x;x;x;0,4;5,9;1,5;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;0,0;x;2,7;0,0;x;x;x;1,1
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5358;Niepars;13073758;Briefwahl Niepars;2;2;0;1206;x;45;3528;1258;305;334;609;238;112;70;18;29;x;x;x;13;16;x;x;x;x;x;x;4;x;x;x;x;x;15;294;54;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;x;22;x;x;x;x;x;x;x;16;x;29;19;x;x;x;62
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5358;Niepars;13073758;Briefwahl Niepars;2;2;0;1206;x;1,3;98,7;35,7;8,6;9,5;17,3;6,7;3,2;2,0;0,5;0,8;x;x;x;0,4;0,5;x;x;x;x;x;x;0,1;x;x;x;x;x;0,4;8,3;1,5;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;0,5;x;0,8;0,5;x;x;x;1,8
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073004;Altenkirchen;1;1;788;495;62,8;31;1454;497;230;70;370;70;42;13;10;4;x;x;x;2;6;x;x;x;x;x;x;10;x;x;x;x;x;5;1;56;x;x;x;x;5;x;x;x;x;x;44;x;x;x;x;x;7;x;x;x;x;x;x;x;0;x;1;0;x;x;x;11
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073004;Altenkirchen;1;1;788;495;62,8;2,1;97,9;34,2;15,8;4,8;25,4;4,8;2,9;0,9;0,7;0,3;x;x;x;0,1;0,4;x;x;x;x;x;x;0,7;x;x;x;x;x;0,3;0,1;3,9;x;x;x;x;0,3;x;x;x;x;x;3,0;x;x;x;x;x;0,5;x;x;x;x;x;x;x;0,0;x;0,1;0,0;x;x;x;0,8
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073013;Breege;1;1;534;365;68,4;60;1022;264;114;80;331;68;23;7;4;5;x;x;x;1;4;x;x;x;x;x;x;1;x;x;x;x;x;2;4;45;x;x;x;x;3;x;x;x;x;x;43;x;x;x;x;x;3;x;x;x;x;x;x;x;0;x;0;1;x;x;x;19
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073013;Breege;1;1;534;365;68,4;5,5;94,5;25,8;11,2;7,8;32,4;6,7;2,3;0,7;0,4;0,5;x;x;x;0,1;0,4;x;x;x;x;x;x;0,1;x;x;x;x;x;0,2;0,4;4,4;x;x;x;x;0,3;x;x;x;x;x;4,2;x;x;x;x;x;0,3;x;x;x;x;x;x;x;0,0;x;0,0;0,1;x;x;x;1,9
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073019;Dranske;1;1;1063;720;67,7;63;2052;387;234;182;728;76;182;12;8;18;x;x;x;3;16;x;x;x;x;x;x;6;x;x;x;x;x;15;2;54;x;x;x;x;2;x;x;x;x;x;88;x;x;x;x;x;4;x;x;x;x;x;x;x;4;x;0;3;x;x;x;28
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073019;Dranske;1;1;1063;720;67,7;3,0;97,0;18,9;11,4;8,9;35,5;3,7;8,9;0,6;0,4;0,9;x;x;x;0,1;0,8;x;x;x;x;x;x;0,3;x;x;x;x;x;0,7;0,1;2,6;x;x;x;x;0,1;x;x;x;x;x;4,3;x;x;x;x;x;0,2;x;x;x;x;x;x;x;0,2;x;0,0;0,1;x;x;x;1,4
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073030;Glowe, Seebad;1;1;937;606;64,7;72;1702;332;257;124;439;86;57;14;22;12;x;x;x;10;6;x;x;x;x;x;x;6;x;x;x;x;x;21;1;194;x;x;x;x;8;x;x;x;x;x;64;x;x;x;x;x;4;x;x;x;x;x;x;x;1;x;0;0;x;x;x;44
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073030;Glowe, Seebad;1;1;937;606;64,7;4,1;95,9;19,5;15,1;7,3;25,8;5,1;3,3;0,8;1,3;0,7;x;x;x;0,6;0,4;x;x;x;x;x;x;0,4;x;x;x;x;x;1,2;0,1;11,4;x;x;x;x;0,5;x;x;x;x;x;3,8;x;x;x;x;x;0,2;x;x;x;x;x;x;x;0,1;x;0,0;0,0;x;x;x;2,6
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073052;Lohme;1;1;413;325;78,7;33;932;130;87;56;207;48;1;4;3;4;x;x;x;0;0;x;x;x;x;x;x;0;x;x;x;x;x;8;0;337;x;x;x;x;0;x;x;x;x;x;25;x;x;x;x;x;0;x;x;x;x;x;x;x;0;x;0;0;x;x;x;22
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073052;Lohme;1;1;413;325;78,7;3,4;96,6;13,9;9,3;6,0;22,2;5,2;0,1;0,4;0,3;0,4;x;x;x;0,0;0,0;x;x;x;x;x;x;0,0;x;x;x;x;x;0,9;0,0;36,2;x;x;x;x;0,0;x;x;x;x;x;2,7;x;x;x;x;x;0,0;x;x;x;x;x;x;x;0,0;x;0,0;0,0;x;x;x;2,4
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073071;Putgarten;1;1;156;120;76,9;36;324;124;42;21;68;24;16;1;0;3;x;x;x;0;0;x;x;x;x;x;x;0;x;x;x;x;x;0;0;3;x;x;x;x;0;x;x;x;x;x;9;x;x;x;x;x;0;x;x;x;x;x;x;x;0;x;0;0;x;x;x;13
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073071;Putgarten;1;1;156;120;76,9;10,0;90,0;38,3;13,0;6,5;21,0;7,4;4,9;0,3;0,0;0,9;x;x;x;0,0;0,0;x;x;x;x;x;x;0,0;x;x;x;x;x;0,0;0,0;0,9;x;x;x;x;0,0;x;x;x;x;x;2,8;x;x;x;x;x;0,0;x;x;x;x;x;x;x;0,0;x;0,0;0,0;x;x;x;4,0
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073078;Sagard;2;2;2102;1182;56,2;132;3307;612;458;242;900;128;60;9;206;9;x;x;x;22;18;x;x;x;x;x;x;6;x;x;x;x;x;52;6;343;x;x;x;x;2;x;x;x;x;x;106;x;x;x;x;x;5;x;x;x;x;x;x;x;1;x;0;0;x;x;x;122
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073078;Sagard;2;2;2102;1182;56,2;3,8;96,2;18,5;13,8;7,3;27,2;3,9;1,8;0,3;6,2;0,3;x;x;x;0,7;0,5;x;x;x;x;x;x;0,2;x;x;x;x;x;1,6;0,2;10,4;x;x;x;x;0,1;x;x;x;x;x;3,2;x;x;x;x;x;0,2;x;x;x;x;x;x;x;0,0;x;0,0;0,0;x;x;x;3,7
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073101;Wiek;1;1;909;620;68,2;24;1793;659;223;86;397;52;149;19;19;4;x;x;x;6;21;x;x;x;x;x;x;4;x;x;x;x;x;10;6;68;x;x;x;x;1;x;x;x;x;x;44;x;x;x;x;x;0;x;x;x;x;x;x;x;2;x;3;0;x;x;x;20
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073101;Wiek;1;1;909;620;68,2;1,3;98,7;36,8;12,4;4,8;22,1;2,9;8,3;1,1;1,1;0,2;x;x;x;0,3;1,2;x;x;x;x;x;x;0,2;x;x;x;x;x;0,6;0,3;3,8;x;x;x;x;0,1;x;x;x;x;x;2,5;x;x;x;x;x;0,0;x;x;x;x;x;x;x;0,1;x;0,2;0,0;x;x;x;1,1
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073007;Bad S�lze, Stadt;1;1;1455;841;57,8;69;2367;907;199;204;634;48;76;27;14;19;x;x;x;9;19;x;x;x;x;x;x;6;x;x;x;x;x;6;10;54;x;x;x;x;42;x;x;x;x;x;x;x;x;x;x;x;17;x;x;x;x;x;x;x;22;x;0;1;x;x;x;53
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073007;Bad S�lze, Stadt;1;1;1455;841;57,8;2,8;97,2;38,3;8,4;8,6;26,8;2,0;3,2;1,1;0,6;0,8;x;x;x;0,4;0,8;x;x;x;x;x;x;0,3;x;x;x;x;x;0,3;0,4;2,3;x;x;x;x;1,8;x;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;0,9;x;0,0;0,0;x;x;x;2,2
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073015;Dettmannsdorf;1;1;887;619;69,8;27;1791;589;89;97;395;47;138;21;5;22;x;x;x;4;13;x;x;x;x;x;x;2;x;x;x;x;x;7;230;42;x;x;x;x;32;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;20;x;0;0;x;x;x;36
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073015;Dettmannsdorf;1;1;887;619;69,8;1,5;98,5;32,9;5,0;5,4;22,1;2,6;7,7;1,2;0,3;1,2;x;x;x;0,2;0,7;x;x;x;x;x;x;0,1;x;x;x;x;x;0,4;12,8;2,3;x;x;x;x;1,8;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;1,1;x;0,0;0,0;x;x;x;2,0
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073016;Deyelsdorf;1;1;394;243;61,7;24;695;208;79;36;214;38;7;6;0;15;x;x;x;1;3;x;x;x;x;x;x;0;x;x;x;x;x;0;7;17;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;7;x;3;0;x;x;x;46
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073016;Deyelsdorf;1;1;394;243;61,7;3,3;96,7;29,9;11,4;5,2;30,8;5,5;1,0;0,9;0,0;2,2;x;x;x;0,1;0,4;x;x;x;x;x;x;0,0;x;x;x;x;x;0,0;1,0;2,4;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;1,0;x;0,4;0,0;x;x;x;6,6
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073020;Drechow;1;1;180;127;70,6;21;359;106;40;27;134;12;2;3;2;10;x;x;x;1;1;x;x;x;x;x;x;0;x;x;x;x;x;0;1;6;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;0;x;1;0;x;x;x;8
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073020;Drechow;1;1;180;127;70,6;5,5;94,5;29,5;11,1;7,5;37,3;3,3;0,6;0,8;0,6;2,8;x;x;x;0,3;0,3;x;x;x;x;x;x;0,0;x;x;x;x;x;0,0;0,3;1,7;x;x;x;x;1,1;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;0,0;x;0,3;0,0;x;x;x;2,2
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073022;Eixen;1;1;622;440;70,7;45;1258;278;132;37;470;23;99;28;9;18;x;x;x;7;5;x;x;x;x;x;x;8;x;x;x;x;x;1;6;41;x;x;x;x;49;x;x;x;x;x;x;x;x;x;x;x;4;x;x;x;x;x;x;x;7;x;0;0;x;x;x;36
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073022;Eixen;1;1;622;440;70,7;3,5;96,5;22,1;10,5;2,9;37,4;1,8;7,9;2,2;0,7;1,4;x;x;x;0,6;0,4;x;x;x;x;x;x;0,6;x;x;x;x;x;0,1;0,5;3,3;x;x;x;x;3,9;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;0,6;x;0,0;0,0;x;x;x;2,9
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073032;Grammendorf;1;1;455;269;59,1;33;768;204;103;21;277;20;7;12;2;17;x;x;x;1;2;x;x;x;x;x;x;1;x;x;x;x;x;3;2;9;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;9;x;x;x;x;x;x;x;3;x;1;0;x;x;x;69
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073032;Grammendorf;1;1;455;269;59,1;4,1;95,9;26,6;13,4;2,7;36,1;2,6;0,9;1,6;0,3;2,2;x;x;x;0,1;0,3;x;x;x;x;x;x;0,1;x;x;x;x;x;0,4;0,3;1,2;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;x;x;0,4;x;0,1;0,0;x;x;x;9,0
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073033;Gransebieth;1;1;458;310;67,7;27;888;335;96;29;293;37;11;5;0;9;x;x;x;0;3;x;x;x;x;x;x;0;x;x;x;x;x;2;2;10;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;1;x;6;2;x;x;x;42
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073033;Gransebieth;1;1;458;310;67,7;3,0;97,0;37,7;10,8;3,3;33,0;4,2;1,2;0,6;0,0;1,0;x;x;x;0,0;0,3;x;x;x;x;x;x;0,0;x;x;x;x;x;0,2;0,2;1,1;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;0,1;x;0,7;0,2;x;x;x;4,7
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073039;Hugoldsdorf;1;1;106;77;72,6;3;223;51;19;2;96;20;9;5;0;9;x;x;x;0;3;x;x;x;x;x;x;1;x;x;x;x;x;0;3;0;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;0;x;0;0;x;x;x;1
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073039;Hugoldsdorf;1;1;106;77;72,6;1,3;98,7;22,9;8,5;0,9;43,0;9,0;4,0;2,2;0,0;4,0;x;x;x;0,0;1,3;x;x;x;x;x;x;0,4;x;x;x;x;x;0,0;1,3;0,0;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;0,0;x;0,0;0,0;x;x;x;0,4
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073050;Lindholz;3;3;547;376;68,7;45;1058;290;88;153;339;34;22;15;8;9;x;x;x;2;6;x;x;x;x;x;x;1;x;x;x;x;x;7;5;34;x;x;x;x;20;x;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;8;x;0;0;x;x;x;10
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073050;Lindholz;3;3;547;376;68,7;4,1;95,9;27,4;8,3;14,5;32,0;3,2;2,1;1,4;0,8;0,9;x;x;x;0,2;0,6;x;x;x;x;x;x;0,1;x;x;x;x;x;0,7;0,5;3,2;x;x;x;x;1,9;x;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;0,8;x;0,0;0,0;x;x;x;0,9
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073093;Tribsees, Stadt;3;3;2109;1311;62,2;118;3746;1110;950;191;1113;56;36;55;10;35;x;x;x;8;5;x;x;x;x;x;x;5;x;x;x;x;x;10;20;43;x;x;x;x;16;x;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;x;x;x;8;x;4;4;x;x;x;52
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073093;Tribsees, Stadt;3;3;2109;1311;62,2;3,1;96,9;29,6;25,4;5,1;29,7;1,5;1,0;1,5;0,3;0,9;x;x;x;0,2;0,1;x;x;x;x;x;x;0,1;x;x;x;x;x;0,3;0,5;1,1;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;0,2;x;0,1;0,1;x;x;x;1,4
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073001;Ahrenshagen-Daskow;5;5;1796;1202;66,9;84;3398;1202;205;126;923;106;62;84;19;54;x;x;x;8;13;x;x;x;x;x;x;2;x;x;x;x;x;16;5;117;x;x;x;x;326;x;x;x;x;x;x;x;x;x;x;x;25;x;x;x;x;x;x;x;59;x;0;1;x;x;x;45
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073001;Ahrenshagen-Daskow;5;5;1796;1202;66,9;2,4;97,6;35,4;6,0;3,7;27,2;3,1;1,8;2,5;0,6;1,6;x;x;x;0,2;0,4;x;x;x;x;x;x;0,1;x;x;x;x;x;0,5;0,1;3,4;x;x;x;x;9,6;x;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;1,7;x;0,0;0,0;x;x;x;1,3
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073075;Ribnitz-Damgarten, Bernsteinstadt;23;23;13791;8502;61,6;541;24538;4836;1955;1555;5037;628;514;259;89;405;x;x;x;55;71;x;x;x;x;x;x;30;x;x;x;x;x;40;62;1224;x;x;x;x;5857;x;x;x;x;x;x;x;x;x;x;x;181;x;x;x;x;x;x;x;1141;x;5;2;x;x;x;592
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073075;Ribnitz-Damgarten, Bernsteinstadt;23;23;13791;8502;61,6;2,2;97,8;19,7;8,0;6,3;20,5;2,6;2,1;1,1;0,4;1,7;x;x;x;0,2;0,3;x;x;x;x;x;x;0,1;x;x;x;x;x;0,2;0,3;5,0;x;x;x;x;23,9;x;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;4,6;x;0,0;0,0;x;x;x;2,4
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073082;Schlemmin;1;1;245;178;72,7;19;513;133;43;39;127;19;26;27;1;9;x;x;x;3;6;x;x;x;x;x;x;0;x;x;x;x;x;1;0;36;x;x;x;x;32;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;1;x;0;0;x;x;x;7
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073082;Schlemmin;1;1;245;178;72,7;3,6;96,4;25,9;8,4;7,6;24,8;3,7;5,1;5,3;0,2;1,8;x;x;x;0,6;1,2;x;x;x;x;x;x;0,0;x;x;x;x;x;0,2;0,0;7,0;x;x;x;x;6,2;x;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;0,2;x;0,0;0,0;x;x;x;1,4
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073085;Semlow;1;1;591;332;56,2;39;941;227;189;59;245;17;36;12;1;8;x;x;x;9;5;x;x;x;x;x;x;1;x;x;x;x;x;1;2;39;x;x;x;x;53;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;12;x;2;0;x;x;x;20
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073085;Semlow;1;1;591;332;56,2;4,0;96,0;24,1;20,1;6,3;26,0;1,8;3,8;1,3;0,1;0,9;x;x;x;1,0;0,5;x;x;x;x;x;x;0,1;x;x;x;x;x;0,1;0,2;4,1;x;x;x;x;5,6;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;1,3;x;0,2;0,0;x;x;x;2,1
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5362;West-R�gen;13073003;Altef�hr;1;1;1130;767;67,9;24;2161;509;172;262;553;203;48;18;5;9;x;x;x;19;5;x;x;x;x;x;x;6;x;x;x;x;9;12;115;50;x;x;x;x;0;x;x;x;x;x;113;x;x;x;x;x;8;x;x;x;x;x;x;x;1;x;3;4;x;x;x;37
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5362;West-R�gen;13073003;Altef�hr;1;1;1130;767;67,9;1,1;98,9;23,6;8,0;12,1;25,6;9,4;2,2;0,8;0,2;0,4;x;x;x;0,9;0,2;x;x;x;x;x;x;0,3;x;x;x;x;0,4;0,6;5,3;2,3;x;x;x;x;0,0;x;x;x;x;x;5,2;x;x;x;x;x;0,4;x;x;x;x;x;x;x;0,0;x;0,1;0,2;x;x;x;1,7
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5362;West-R�gen;13073021;Dreschvitz;1;1;650;382;58,8;27;1107;297;126;99;335;37;35;6;9;13;x;x;x;3;8;x;x;x;x;x;x;12;x;x;x;x;4;3;3;50;x;x;x;x;0;x;x;x;x;x;52;x;x;x;x;x;2;x;x;x;x;x;x;x;0;x;3;0;x;x;x;10
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5362;West-R�gen;13073021;Dreschvitz;1;1;650;382;58,8;2,4;97,6;26,8;11,4;8,9;30,3;3,3;3,2;0,5;0,8;1,2;x;x;x;0,3;0,7;x;x;x;x;x;x;1,1;x;x;x;x;0,4;0,3;0,3;4,5;x;x;x;x;0,0;x;x;x;x;x;4,7;x;x;x;x;x;0,2;x;x;x;x;x;x;x;0,0;x;0,3;0,0;x;x;x;0,9
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5362;West-R�gen;13073028;Gingst;1;1;1067;662;62,0;84;1839;599;237;126;479;54;102;15;9;5;x;x;x;5;22;x;x;x;x;x;x;9;x;x;x;x;3;4;7;70;x;x;x;x;3;x;x;x;x;x;71;x;x;x;x;x;5;x;x;x;x;x;x;x;1;x;1;0;x;x;x;12
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5362;West-R�gen;13073028;Gingst;1;1;1067;662;62,0;4,4;95,6;32,6;12,9;6,9;26,0;2,9;5,5;0,8;0,5;0,3;x;x;x;0,3;1,2;x;x;x;x;x;x;0,5;x;x;x;x;0,2;0,2;0,4;3,8;x;x;x;x;0,2;x;x;x;x;x;3,9;x;x;x;x;x;0,3;x;x;x;x;x;x;x;0,1;x;0,1;0,0;x;x;x;0,7
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5362;West-R�gen;13073040;Insel Hiddensee, Seebad;1;1;861;602;69,9;105;1692;439;179;343;278;96;100;24;17;8;x;x;x;5;6;x;x;x;x;x;x;13;x;x;x;x;6;1;37;37;x;x;x;x;4;x;x;x;x;x;47;x;x;x;x;x;4;x;x;x;x;x;x;x;1;x;0;0;x;x;x;47
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5362;West-R�gen;13073040;Insel Hiddensee, Seebad;1;1;861;602;69,9;5,8;94,2;25,9;10,6;20,3;16,4;5,7;5,9;1,4;1,0;0,5;x;x;x;0,3;0,4;x;x;x;x;x;x;0,8;x;x;x;x;0,4;0,1;2,2;2,2;x;x;x;x;0,2;x;x;x;x;x;2,8;x;x;x;x;x;0,2;x;x;x;x;x;x;x;0,1;x;0,0;0,0;x;x;x;2,8
18.06.2024 15:52:00;A;73;Vorpommern-R�gen;5362;West-R�gen;13073045;Kluis;1;1;363;284;78,2;27;812;221;90;45;169;87;18;11;6;4;x;x;x;0;5;x;x;x;x;x;x;15;x;x;x;x;2;4;3;73;x;x;x;x;0;x;x;x;x;x;43;x;x;x;x;x;1;x;x;x;x;x;x;x;0;x;0;0;x;x;x;15
18.06.2024 15:52:00;P;73;Vorpommern-R�gen;5362;West-R�gen;13073045;Kluis;1;1;363;284;78,2;3,2;96,8;27,2;11,1;5,5;20,8;10,7;2,2;1,4;0,7;0,5;x;x;x;0,0;0,6;x;x;x;x;x;x;1,8;x;x;x;x;0,2;0,5;0,4;9,0;x;x;x;x;0,0;x;x;x;x;x;5,3;x;x;x;x;x;0,1;x;x;x;x;x;x;x;0,0;x;0,0;0,0;x;x;x;1,8
