Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;W�hler;Wahlbeteiligung;Ung�ltige Stimmen;Gültige Stimmen;CDU;DIE LINKE;SPD;AfD;GRÜNE;FDP;FREIE W�HLER;HEIMAT;Die PARTEI;Tierschutzpartei;PIRATEN;B�ndnis C;DKP;A: SAHRA;ASK;Aktive Vorpommern;AWD;ABLR;AfL;dieBasis;BFW;B�NDNIS DEUTSCHLAND;B�ndnis Ducherow;BBM;BSW;BfB;BkW;B�rger f�r Stralsund;BVR;BB;BB NWM;BL;Cannabis und B�rgerrechte;Die Unabh�ngigen;Freier Horizont VG;Freier Horizont LUP;FREIER HORIZONT MSE;Freier Horizont HRO;Freier Horizlucaslorentzont LRO;F�r R�gen;Graue Rostock;IBG;IZ;kus;K-I;LfK;Rostocker Bund;UB;UFR;Volt;VAH;WGLR;LUL;WG Sozial;WGU;W�hlergemeinschaft Wittenhagen;W�hlergruppe Adomeit;WGP;Heimat und Identit�t;WLD;Einzelbewerber
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071006;Bartow;1;1;495;344;69,5;6;1001;216;45;106;341;23;37;17;3;x;x;x;x;x;x;x;x;x;x;x;10;x;x;x;x;153;x;x;x;x;x;x;x;6;x;x;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19;x;x;x;x;x;x;x;x;1
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071006;Bartow;1;1;495;344;69,5;0,6;99,4;21,6;4,5;10,6;34,1;2,3;3,7;1,7;0,3;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;15,3;x;x;x;x;x;x;x;0,6;x;x;x;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9;x;x;x;x;x;x;x;x;0,1
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071016;Breesen;1;1;438;313;71,5;15;890;129;55;68;377;11;35;2;3;x;x;x;x;x;x;x;x;x;x;x;9;x;x;x;x;138;x;x;x;x;x;x;x;5;x;x;x;34;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19;x;x;x;x;x;x;x;x;5
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071016;Breesen;1;1;438;313;71,5;1,7;98,3;14,5;6,2;7,6;42,4;1,2;3,9;0,2;0,3;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;15,5;x;x;x;x;x;x;x;0,6;x;x;x;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;0,6
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071022;Burow;1;1;801;515;64,3;8;1473;480;55;83;520;21;31;12;5;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;205;x;x;x;x;x;x;x;10;x;x;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;10
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071022;Burow;1;1;801;515;64,3;0,5;99,5;32,6;3,7;5,6;35,3;1,4;2,1;0,8;0,3;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;13,9;x;x;x;x;x;x;x;0,7;x;x;x;1,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;0,7
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071041;Gnevkow;1;1;268;203;75,7;6;583;172;20;47;201;4;13;11;0;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;80;x;x;x;x;x;x;x;5;x;x;x;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;2
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071041;Gnevkow;1;1;268;203;75,7;1,0;99,0;29,5;3,4;8,1;34,5;0,7;2,2;1,9;0,0;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;13,7;x;x;x;x;x;x;x;0,9;x;x;x;4,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;0,3
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071044;Golchen;1;1;239;185;77,4;7;533;87;36;34;234;10;6;2;0;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;84;x;x;x;x;x;x;x;7;x;x;x;20;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;2
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071044;Golchen;1;1;239;185;77,4;1,3;98,7;16,3;6,8;6,4;43,9;1,9;1,1;0,4;0,0;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;15,8;x;x;x;x;x;x;x;1,3;x;x;x;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;0,4
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071049;Grapzow;1;1;316;230;72,8;21;662;191;20;19;243;12;16;7;10;x;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;117;x;x;x;x;x;x;x;4;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;0
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071049;Grapzow;1;1;316;230;72,8;3,1;96,9;28,9;3,0;2,9;36,7;1,8;2,4;1,1;1,5;x;x;x;x;x;x;x;x;x;x;x;0,9;x;x;x;x;17,7;x;x;x;x;x;x;x;0,6;x;x;x;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8;x;x;x;x;x;x;x;x;0,0
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071050;Grischow;1;1;212;159;75,0;3;469;76;29;24;226;0;10;5;3;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;77;x;x;x;x;x;x;x;1;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;0
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071050;Grischow;1;1;212;159;75,0;0,6;99,4;16,2;6,2;5,1;48,2;0,0;2,1;1,1;0,6;x;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;16,4;x;x;x;x;x;x;x;0,2;x;x;x;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;0,0
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071057;Gro� Teetzleben;1;1;572;398;69,6;24;1155;224;67;84;430;31;52;16;5;x;x;x;x;x;x;x;x;x;x;x;16;x;x;x;x;203;x;x;x;x;x;x;x;3;x;x;x;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;1
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071057;Gro� Teetzleben;1;1;572;398;69,6;2,0;98,0;19,4;5,8;7,3;37,2;2,7;4,5;1,4;0,4;x;x;x;x;x;x;x;x;x;x;x;1,4;x;x;x;x;17,6;x;x;x;x;x;x;x;0,3;x;x;x;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;0,1
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071059;G�ltz;1;1;449;323;71,9;5;922;266;38;42;309;1;10;4;5;x;x;x;x;x;x;x;x;x;x;x;9;x;x;x;x;166;x;x;x;x;x;x;x;5;x;x;x;52;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;3
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071059;G�ltz;1;1;449;323;71,9;0,5;99,5;28,9;4,1;4,6;33,5;0,1;1,1;0,4;0,5;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;18,0;x;x;x;x;x;x;x;0,5;x;x;x;5,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;0,3
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071081;Kriesow;1;1;280;169;60,4;21;469;133;28;41;141;15;5;11;1;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;63;x;x;x;x;x;x;x;2;x;x;x;18;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;5
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071081;Kriesow;1;1;280;169;60,4;4,3;95,7;28,4;6,0;8,7;30,1;3,2;1,1;2,3;0,2;x;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;x;13,4;x;x;x;x;x;x;x;0,4;x;x;x;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;1,1
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071120;Pripsleben;1;1;201;146;72,6;15;420;84;13;22;125;4;5;4;1;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;35;x;x;x;x;x;x;x;1;x;x;x;113;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;1
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071120;Pripsleben;1;1;201;146;72,6;3,4;96,6;20,0;3,1;5,2;29,8;1,0;1,2;1,0;0,2;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;8,3;x;x;x;x;x;x;x;0,2;x;x;x;26,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;0,2
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071125;R�ckwitz;1;1;235;167;71,1;9;490;259;14;26;124;1;16;8;2;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;17;x;x;x;x;x;x;x;0;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;x;x;x;x;x;x;x;x;1
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071125;R�ckwitz;1;1;235;167;71,1;1,8;98,2;52,9;2,9;5,3;25,3;0,2;3,3;1,6;0,4;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;3,5;x;x;x;x;x;x;x;0,0;x;x;x;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;0,2
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071135;Siedenbollentin;1;1;487;327;67,1;8;946;274;41;88;316;20;4;6;4;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;169;x;x;x;x;x;x;x;3;x;x;x;19;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;1
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071135;Siedenbollentin;1;1;487;327;67,1;0,8;99,2;29,0;4,3;9,3;33,4;2,1;0,4;0,6;0,4;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;17,9;x;x;x;x;x;x;x;0,3;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;0,1
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071146;T�tzpatz;1;1;477;298;62,5;8;841;248;52;55;276;18;8;16;0;x;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;87;x;x;x;x;x;x;x;1;x;x;x;58;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;3
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071146;T�tzpatz;1;1;477;298;62,5;0,9;99,1;29,5;6,2;6,5;32,8;2,1;1,0;1,9;0,0;x;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;10,3;x;x;x;x;x;x;x;0,1;x;x;x;6,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;x;x;x;x;x;x;x;x;0,4
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071158;Werder;1;1;449;294;65,5;7;843;190;42;70;366;7;27;9;3;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;79;x;x;x;x;x;x;x;3;x;x;x;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;40;x;x;x;x;x;x;x;x;0
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071158;Werder;1;1;449;294;65,5;0,8;99,2;22,5;5,0;8,3;43,4;0,8;3,2;1,1;0,4;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;9,4;x;x;x;x;x;x;x;0,4;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,7;x;x;x;x;x;x;x;x;0,0
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071160;Wildberg;1;1;418;293;70,1;5;848;153;58;77;230;58;26;14;7;x;x;x;x;x;x;x;x;x;x;x;5;x;x;x;x;126;x;x;x;x;x;x;x;11;x;x;x;70;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;x;x;x;x;x;x;x;x;3
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071160;Wildberg;1;1;418;293;70,1;0,6;99,4;18,0;6,8;9,1;27,1;6,8;3,1;1,7;0,8;x;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;x;14,9;x;x;x;x;x;x;x;1,3;x;x;x;8,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;x;x;x;0,4
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071163;Wolde;2;2;500;326;65,2;18;945;235;63;45;324;20;30;9;13;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;128;x;x;x;x;x;x;x;8;x;x;x;56;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;5
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5163;Treptower Tollensewinkel;13071163;Wolde;2;2;500;326;65,2;1,9;98,1;24,9;6,7;4,8;34,3;2,1;3,2;1,0;1,4;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;13,5;x;x;x;x;x;x;x;0,8;x;x;x;5,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;0,5
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071054;Gro� Miltzow;3;3;841;544;64,7;66;1566;343;66;157;603;24;7;20;54;x;x;x;x;x;x;x;x;x;x;x;4;x;x;x;x;230;x;x;x;x;x;x;x;10;x;x;x;28;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;8
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071054;Gro� Miltzow;3;3;841;544;64,7;4,0;96,0;21,9;4,2;10,0;38,5;1,5;0,4;1,3;3,4;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;14,7;x;x;x;x;x;x;x;0,6;x;x;x;1,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;x;0,5
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071083;Kublank;1;1;133;108;81,2;3;321;65;11;45;121;23;10;1;3;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;38;x;x;x;x;x;x;x;1;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;1
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071083;Kublank;1;1;133;108;81,2;0,9;99,1;20,2;3,4;14,0;37,7;7,2;3,1;0,3;0,9;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;11,8;x;x;x;x;x;x;x;0,3;x;x;x;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;0,3
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071105;Neetzka;1;1;182;146;80,2;43;395;56;23;63;157;17;0;5;1;x;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;54;x;x;x;x;x;x;x;0;x;x;x;10;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;0
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071105;Neetzka;1;1;182;146;80,2;9,8;90,2;14,2;5,8;15,9;39,7;4,3;0,0;1,3;0,3;x;x;x;x;x;x;x;x;x;x;x;1,8;x;x;x;x;13,7;x;x;x;x;x;x;x;0,0;x;x;x;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;0,0
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071130;Sch�nbeck;1;1;388;289;74,5;41;826;169;39;88;325;23;13;8;20;x;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;114;x;x;x;x;x;x;x;2;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;x;x;x;x;x;x;x;x;5
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071130;Sch�nbeck;1;1;388;289;74,5;4,7;95,3;20,5;4,7;10,7;39,3;2,8;1,6;1,0;2,4;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;13,8;x;x;x;x;x;x;x;0,2;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;x;x;x;0,6
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071132;Sch�nhausen;1;1;201;146;72,6;22;416;50;38;40;165;15;10;7;5;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;83;x;x;x;x;x;x;x;3;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;0
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071132;Sch�nhausen;1;1;201;146;72,6;5,0;95,0;12,0;9,1;9,6;39,7;3,6;2,4;1,7;1,2;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;20,0;x;x;x;x;x;x;x;0,7;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;0,0
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071153;Voigtsdorf;1;1;82;68;82,9;10;194;36;7;26;64;7;3;6;6;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;32;x;x;x;x;x;x;x;4;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;1
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071153;Voigtsdorf;1;1;82;68;82,9;4,9;95,1;18,6;3,6;13,4;33,0;3,6;1,5;3,1;3,1;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;16,5;x;x;x;x;x;x;x;2,1;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;0,5
18.06.2024 15:52:00;A;71;Mecklenburgische Seenplatte;5164;Woldegk;13071164;Woldegk, Windm�hlenstadt;10;10;3621;2461;68,0;339;7044;1780;263;573;2838;132;85;125;87;x;x;x;x;x;x;x;x;x;x;x;16;x;x;x;x;953;x;x;x;x;x;x;x;46;x;x;x;60;x;x;x;x;x;x;x;x;x;x;x;x;x;x;45;x;x;x;x;x;x;x;x;41
18.06.2024 15:52:00;P;71;Mecklenburgische Seenplatte;5164;Woldegk;13071164;Woldegk, Windm�hlenstadt;10;10;3621;2461;68,0;4,6;95,4;25,3;3,7;8,1;40,3;1,9;1,2;1,8;1,2;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;13,5;x;x;x;x;x;x;x;0,7;x;x;x;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;0,6
18.06.2024 15:52:00;A;72;Landkreis Rostock;211;Bad Doberan, Stadt;13072006;Bad Doberan, Stadt;10;10;10570;6846;64,8;171;19867;3371;1319;1603;2981;768;280;204;101;x;x;x;55;x;x;x;x;x;x;x;90;x;63;x;x;x;x;x;x;x;x;x;8656;x;x;x;x;x;x;61;x;x;x;38;x;x;80;x;x;x;x;x;x;x;x;x;x;x;x;x;x;197
18.06.2024 15:52:00;P;72;Landkreis Rostock;211;Bad Doberan, Stadt;13072006;Bad Doberan, Stadt;10;10;10570;6846;64,8;0,9;99,1;17,0;6,6;8,1;15,0;3,9;1,4;1,0;0,5;x;x;x;0,3;x;x;x;x;x;x;x;0,5;x;0,3;x;x;x;x;x;x;x;x;x;43,6;x;x;x;x;x;x;0,3;x;x;x;0,2;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0
18.06.2024 15:52:00;A;72;Landkreis Rostock;212;Dummerstorf;13072029;Dummerstorf;10;10;6172;4248;68,8;244;12417;5181;1206;1128;3188;496;200;366;50;x;x;x;37;x;x;x;x;x;x;x;71;x;82;x;x;x;x;x;x;x;x;x;100;x;x;x;x;x;x;65;x;x;x;27;x;x;58;x;x;x;x;x;x;x;x;x;x;x;x;x;x;162
18.06.2024 15:52:00;P;72;Landkreis Rostock;212;Dummerstorf;13072029;Dummerstorf;10;10;6172;4248;68,8;1,9;98,1;41,7;9,7;9,1;25,7;4,0;1,6;2,9;0,4;x;x;x;0,3;x;x;x;x;x;x;x;0,6;x;0,7;x;x;x;x;x;x;x;x;x;0,8;x;x;x;x;x;x;0,5;x;x;x;0,2;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3
18.06.2024 15:52:00;A;72;Landkreis Rostock;213;Graal-M�ritz, Ostseeheilbad;13072036;Graal-M�ritz, Ostseeheilbad;4;4;3644;2426;66,6;69;7039;2466;886;1099;1528;346;162;107;39;x;x;x;29;x;x;x;x;x;x;x;40;x;97;x;x;x;x;x;x;x;x;x;60;x;x;x;x;x;x;30;x;x;x;24;x;x;37;x;x;x;x;x;x;x;x;x;x;x;x;x;x;89
18.06.2024 15:52:00;P;72;Landkreis Rostock;213;Graal-M�ritz, Ostseeheilbad;13072036;Graal-M�ritz, Ostseeheilbad;4;4;3644;2426;66,6;1,0;99,0;35,0;12,6;15,6;21,7;4,9;2,3;1,5;0,6;x;x;x;0,4;x;x;x;x;x;x;x;0,6;x;1,4;x;x;x;x;x;x;x;x;x;0,9;x;x;x;x;x;x;0,4;x;x;x;0,3;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3
18.06.2024 15:52:00;A;72;Landkreis Rostock;214;G�strow, Barlachstadt;13072043;G�strow, Barlachstadt;20;20;23782;13705;57,6;700;39604;10060;3400;7667;10680;1139;1785;1111;112;x;x;x;162;x;x;x;x;x;x;x;213;x;322;x;x;x;x;x;x;x;x;x;1713;x;x;x;x;x;x;136;x;x;x;82;x;x;127;x;x;x;x;x;x;x;x;x;x;x;x;x;x;895
18.06.2024 15:52:00;P;72;Landkreis Rostock;214;G�strow, Barlachstadt;13072043;G�strow, Barlachstadt;20;20;23782;13705;57,6;1,7;98,3;25,4;8,6;19,4;27,0;2,9;4,5;2,8;0,3;x;x;x;0,4;x;x;x;x;x;x;x;0,5;x;0,8;x;x;x;x;x;x;x;x;x;4,3;x;x;x;x;x;x;0,3;x;x;x;0,2;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3
18.06.2024 15:52:00;A;72;Landkreis Rostock;215;Kr�pelin, Stadt;13072058;Kr�pelin, Stadt;6;6;4145;2556;61,7;190;7311;2764;546;558;1830;177;134;132;55;x;x;x;16;x;x;x;x;x;x;x;55;x;26;x;x;x;x;x;x;x;x;x;827;x;x;x;x;x;x;32;x;x;x;33;x;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;102
18.06.2024 15:52:00;P;72;Landkreis Rostock;215;Kr�pelin, Stadt;13072058;Kr�pelin, Stadt;6;6;4145;2556;61,7;2,5;97,5;37,8;7,5;7,6;25,0;2,4;1,8;1,8;0,8;x;x;x;0,2;x;x;x;x;x;x;x;0,8;x;0,4;x;x;x;x;x;x;x;x;x;11,3;x;x;x;x;x;x;0,4;x;x;x;0,5;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4
18.06.2024 15:52:00;A;72;Landkreis Rostock;216;K�hlungsborn, Ostseebad, Stadt;13072060;K�hlungsborn, Ostseebad, Stadt;9;9;7033;4804;68,3;406;13918;4719;743;1932;2434;573;451;112;52;x;x;x;18;x;x;x;x;x;x;x;72;x;52;x;x;x;x;x;x;x;x;x;1331;x;x;x;x;x;x;30;x;x;x;1240;x;x;35;x;x;x;x;x;x;x;x;x;x;x;x;x;x;124
18.06.2024 15:52:00;P;72;Landkreis Rostock;216;K�hlungsborn, Ostseebad, Stadt;13072060;K�hlungsborn, Ostseebad, Stadt;9;9;7033;4804;68,3;2,8;97,2;33,9;5,3;13,9;17,5;4,1;3,2;0,8;0,4;x;x;x;0,1;x;x;x;x;x;x;x;0,5;x;0,4;x;x;x;x;x;x;x;x;x;9,6;x;x;x;x;x;x;0,2;x;x;x;8,9;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
18.06.2024 15:52:00;A;72;Landkreis Rostock;217;Neubukow, Stadt;13072074;Neubukow, Schliemannstadt;3;3;3302;1960;59,4;72;5524;1263;746;551;1577;167;95;45;48;x;x;x;38;x;x;x;x;x;x;x;166;x;60;x;x;x;x;x;x;x;x;x;630;x;x;x;x;x;x;26;x;x;x;6;x;x;28;x;x;x;x;x;x;x;x;x;x;x;x;x;x;78
18.06.2024 15:52:00;P;72;Landkreis Rostock;217;Neubukow, Stadt;13072074;Neubukow, Schliemannstadt;3;3;3302;1960;59,4;1,3;98,7;22,9;13,5;10,0;28,5;3,0;1,7;0,8;0,9;x;x;x;0,7;x;x;x;x;x;x;x;3,0;x;1,1;x;x;x;x;x;x;x;x;x;11,4;x;x;x;x;x;x;0,5;x;x;x;0,1;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4
