Stimmart,AGS,Kreis,Gemeinde,Gemeindename,"Kurzname","Wahlvorschlagsträger_Lang",Art des Wahlvorschlags-trägers,Stimmen,Sitze,darunter Sitze weiblich,Wahlberechtigte,Wähler,Wähler B1,Gültige Stimmen,Ungültige Stimmzettel
Gemeindevertretung,12062469,62,469,Sonnewalde                                        ,EWV Schulze A.,"Einzelwahlvorschlag Schulze, Axel",EB,232,1,0,2875,1715,1,4995,25
Gemeindevertretung,12062469,62,469,Sonnewalde                                        ,EWV Wirnitzer M.,"Einzelwahlvorschlag Wirnitzer, Michel",EB,165,1,0,2875,1715,1,4995,25
Gemeindevertretung,12062469,62,469,Sonnewalde                                        ,EWV Wolff I.,"Einzelwahlvorschlag Wolff, Isolde",EB,60,0,0,2875,1715,1,4995,25
Gemeindevertretung,12062469,62,469,Sonnewalde                                        ,SPD,Sozialdemokratische Partei Deutschlands,P,1276,4,0,2875,1715,1,4995,25
Gemeindevertretung,12062469,62,469,Sonnewalde                                        ,UWSU,Unabhängige Wählergemeinschaft Sonnewalde/Umland,WG,663,2,0,2875,1715,1,4995,25
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,"Bruchholz, D.","Bruchholz, Dietmar",EB,133,0,0,4920,2752,2,7942,77
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,CDU,Christlich Demokratische Union Deutschlands,P,2605,6,4,4920,2752,2,7942,77
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,DIE LINKE,DIE LINKE,P,857,2,2,4920,2752,2,7942,77
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,FDP,Freie Demokratische Partei,P,902,2,0,4920,2752,2,7942,77
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,P,163,0,0,4920,2752,2,7942,77
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,"Mirbach, M","Mirbach, Marleen",EB,279,1,1,4920,2752,2,7942,77
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,SPD,Sozialdemokratische Partei Deutschlands,P,463,1,0,4920,2752,2,7942,77
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,"Sprenger, K.","Sprenger, Klaus",EB,199,0,0,4920,2752,2,7942,77
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,"Tschischka, F.","Tschischka, Frank",EB,84,0,0,4920,2752,2,7942,77
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,WG E-Röderland,WG Elster-Röderland,WG,1090,3,0,4920,2752,2,7942,77
Gemeindevertretung,12062500,62,500,Uebigau-Wahrenbrück                               ,WG LUN,WG LUN,WG,1167,3,1,4920,2752,2,7942,77
Gemeindevertretung,12062219,62,219,Heideland                                         ,CDU,Christlich Demokratische Union Deutschlands,P,259,2,0,487,352,13,1023,7
Gemeindevertretung,12062219,62,219,Heideland                                         ,DIE LINKE,DIE LINKE,P,58,0,0,487,352,13,1023,7
Gemeindevertretung,12062219,62,219,Heideland                                         ,"EB Löwe, A.","Einzelbewerber Löwe, Andreas",EB,93,1,0,487,352,13,1023,7
Gemeindevertretung,12062219,62,219,Heideland                                         ,"EB Löwe, S.","Einzelbewerber Löwe, Silke",EB,69,1,1,487,352,13,1023,7
Gemeindevertretung,12062219,62,219,Heideland                                         ,"EB Schreiber, M.","Einzelbewerber Schreiber, Mathias",EB,113,1,0,487,352,13,1023,7
Gemeindevertretung,12062219,62,219,Heideland                                         ,FFw Fischwasser,Freiwillige Feuerwehr Fischwasser,WG,175,1,0,487,352,13,1023,7
Gemeindevertretung,12062219,62,219,Heideland                                         ,WG Drößig,Wählergemeinschaft Drößig,WG,256,2,0,487,352,13,1023,7
Gemeindevertretung,12062417,62,417,Rückersdorf                                       ,CDU,Christlich Demokratische Union Deutschlands,P,594,3,0,1284,696,66,1972,23
Gemeindevertretung,12062417,62,417,Rückersdorf                                       ,DIE LINKE,DIE LINKE,P,84,0,0,1284,696,66,1972,23
Gemeindevertretung,12062417,62,417,Rückersdorf                                       ,"EB Bielagk, J.","Einzelbewerber Bielagk, Jens",EB,19,0,0,1284,696,66,1972,23
Gemeindevertretung,12062417,62,417,Rückersdorf                                       ,"EB Herrmann, P.","Einzelbewerber Herrmann, Peter",EB,196,1,0,1284,696,66,1972,23
Gemeindevertretung,12062417,62,417,Rückersdorf                                       ,"EB Keilwagen, K.","Einzelbewerber Keilwagen, Klaus",EB,73,0,0,1284,696,66,1972,23
Gemeindevertretung,12062417,62,417,Rückersdorf                                       ,FW Rückersdorf,Feuerwehr Rückersdorf,WG,116,1,0,1284,696,66,1972,23
Gemeindevertretung,12062417,62,417,Rückersdorf                                       ,SG Friedersdorf e.V.,SG Friedersdorf e.V.,WG,116,1,0,1284,696,66,1972,23
Gemeindevertretung,12062417,62,417,Rückersdorf                                       ,SPD,Sozialdemokratische Partei Deutschlands,P,78,0,0,1284,696,66,1972,23
Gemeindevertretung,12062417,62,417,Rückersdorf                                       ,WG LUN,"Wählergruppe Landwirtschaft, Umwelt und Natur Elbe-Elster (",WG,696,4,1,1284,696,66,1972,23
Gemeindevertretung,12062440,62,440,Schilda                                           ,WGS,Wählergruppe Schilda,WG,721,8,1,446,251,35,721,8
Gemeindevertretung,12062453,62,453,Schönborn                                         ,CDU,Christlich Demokratische Union Deutschlands,P,300,2,0,1424,768,121,2203,27
Gemeindevertretung,12062453,62,453,Schönborn                                         ,DIE LINKE,DIE LINKE,P,155,1,0,1424,768,121,2203,27
Gemeindevertretung,12062453,62,453,Schönborn                                         ,FWS,"Freie Wählergemeinschaft Schönborn mit den OT Gruhno, Lind",WG,1496,8,1,1424,768,121,2203,27
Gemeindevertretung,12062453,62,453,Schönborn                                         ,FW-Schönborn,Feuerwehr Schönborn,WG,252,1,0,1424,768,121,2203,27
Gemeindevertretung,12062492,62,492,Tröbitz                                           ,CDU,Christlich Demokratische Union Deutschlands,P,164,2,0,646,334,37,945,14
Gemeindevertretung,12062492,62,492,Tröbitz                                           ,DIE LINKE,DIE LINKE,P,175,2,0,646,334,37,945,14
Gemeindevertretung,12062492,62,492,Tröbitz                                           ,WGT,Wählergemeinschaft Tröbitz,WG,606,6,1,646,334,37,945,14
Gemeindevertretung,12062088,62,088,Crinitz                                           ,CDU,Christlich Demokratische Union Deutschlands,P,687,3,0,1102,749,99,2113,21
Gemeindevertretung,12062088,62,088,Crinitz                                           ,DIE LINKE,DIE LINKE,P,374,2,0,1102,749,99,2113,21
Gemeindevertretung,12062088,62,088,Crinitz                                           ,EB Erit,Einzelbewerber Erit,EB,71,0,0,1102,749,99,2113,21
Gemeindevertretung,12062088,62,088,Crinitz                                           ,EB Fuchs,Einzelbewerber Fuchs,EB,75,0,0,1102,749,99,2113,21
Gemeindevertretung,12062088,62,088,Crinitz                                           ,EB Hofmann,Einzelbewerber Hofmann,EB,473,2,0,1102,749,99,2113,21
Gemeindevertretung,12062088,62,088,Crinitz                                           ,EB Risse-Gebauer,Einzelbewerber Risse-Gebauer,EB,102,1,1,1102,749,99,2113,21
Gemeindevertretung,12062088,62,088,Crinitz                                           ,EB Steinigk,Einzelbewerber Steinigk,EB,112,1,0,1102,749,99,2113,21
Gemeindevertretung,12062088,62,088,Crinitz                                           ,EB Thor,Einzelbewerber Thor,EB,219,1,0,1102,749,99,2113,21
Gemeindevertretung,12062293,62,293,Lichterfeld-Schacksdorf                           ,WGr LSL,Wählergruppe Lichterfeld-Schacksdorf-Lieskau,WG,1474,10,2,878,522,49,1474,8
Gemeindevertretung,12062333,62,333,Massen-Niederlausitz                              ,CDU,Christlich Demokratische Union Deutschlands,P,1032,4,1,1796,1097,158,3218,20
Gemeindevertretung,12062333,62,333,Massen-Niederlausitz                              ,DIE LINKE,DIE LINKE,P,192,0,0,1796,1097,158,3218,20
Gemeindevertretung,12062333,62,333,Massen-Niederlausitz                              ,EB Pötzsch,Einzelbewerberin Pötzsch,EB,224,1,1,1796,1097,158,3218,20
Gemeindevertretung,12062333,62,333,Massen-Niederlausitz                              ,SPD,Sozialdemokratische Partei Deutschlands,P,739,3,2,1796,1097,158,3218,20
Gemeindevertretung,12062333,62,333,Massen-Niederlausitz                              ,UWG,Unabhängige Wählergemeinschaft Massen,WG,597,2,0,1796,1097,158,3218,20
Gemeindevertretung,12062333,62,333,Massen-Niederlausitz                              ,WG Grö,Wählergemeinschaft Gröbitz,WG,241,1,0,1796,1097,158,3218,20
Gemeindevertretung,12062333,62,333,Massen-Niederlausitz                              ,WG Ponnsdorf,Wählergemeinschaft Ponnsdorf,WG,193,1,0,1796,1097,158,3218,20
Gemeindevertretung,12062425,62,425,Sallgast                                          ,AFW,Alternative Freie Wählergemeinschaft,WG,244,1,0,1306,726,73,2108,18
Gemeindevertretung,12062425,62,425,Sallgast                                          ,CDU,Christlich Demokratische Union Deutschlands,P,242,1,0,1306,726,73,2108,18
Gemeindevertretung,12062425,62,425,Sallgast                                          ,DIE LINKE,DIE LINKE,P,94,1,0,1306,726,73,2108,18
Gemeindevertretung,12062425,62,425,Sallgast                                          ,Freie WG,Freie Wählergemeinschaft,WG,408,2,0,1306,726,73,2108,18
Gemeindevertretung,12062425,62,425,Sallgast                                          ,UWG-Vereinigung,Unabhängige Wählergruppe-Vereinigung Sallgast,WG,784,5,0,1306,726,73,2108,18
Gemeindevertretung,12062425,62,425,Sallgast                                          ,WGÖ,Wählergemeinschaft Göllnitz,WG,336,2,0,1306,726,73,2108,18
Gemeindevertretung,12062177,62,177,Gorden-Staupitz                                   ,CDU,Christlich Demokratische Union Deutschlands,P,105,1,1,883,502,21,1400,27
Gemeindevertretung,12062177,62,177,Gorden-Staupitz                                   ,DC Gorden,Dorfclub Gorden,WG,154,1,1,883,502,21,1400,27
Gemeindevertretung,12062177,62,177,Gorden-Staupitz                                   ,FFw Gorden,FFw Gorden,WG,91,1,1,883,502,21,1400,27
Gemeindevertretung,12062177,62,177,Gorden-Staupitz                                   ,FFw Staupitz,FFw Staupitz,WG,362,2,0,883,502,21,1400,27
Gemeindevertretung,12062177,62,177,Gorden-Staupitz                                   ,SPD,Sozialdemokratische Partei Deutschlands,P,354,2,0,883,502,21,1400,27
Gemeindevertretung,12062177,62,177,Gorden-Staupitz                                   ,SV SW Staupitz e.V.,Sportverein Schwarz-Weiß Staupitz e.V.,WG,109,1,0,883,502,21,1400,27
Gemeindevertretung,12062177,62,177,Gorden-Staupitz                                   ,WG Gorden,Wählergemeinschaft Gorden,WG,225,2,0,883,502,21,1400,27
Gemeindevertretung,12062240,62,240,Hohenleipisch                                     ,BFHD,Bürgerforum Hohenleipisch-Dreska,WG,764,3,2,1762,933,84,2723,20
Gemeindevertretung,12062240,62,240,Hohenleipisch                                     ,CDU,Christlich Demokratische Union Deutschlands,P,1278,6,1,1762,933,84,2723,20
Gemeindevertretung,12062240,62,240,Hohenleipisch                                     ,SPD,Sozialdemokratische Partei Deutschlands,P,681,3,0,1762,933,84,2723,20
Gemeindevertretung,12062372,62,372,Plessa                                            ,AfD,Alternative für Deutschland,P,342,2,0,2472,1184,202,3428,25
Gemeindevertretung,12062372,62,372,Plessa                                            ,CDU,Christlich Demokratische Union Deutschlands,P,1560,7,2,2472,1184,202,3428,25
Gemeindevertretung,12062372,62,372,Plessa                                            ,PBG,Plessaer Bürgergemeinschaft,WG,609,3,0,2472,1184,202,3428,25
Gemeindevertretung,12062372,62,372,Plessa                                            ,SPD,Sozialdemokratische Partei Deutschlands,P,416,2,1,2472,1184,202,3428,25
Gemeindevertretung,12062372,62,372,Plessa                                            ,UWG,Unabhängige Wählergemeinschaft,WG,501,2,0,2472,1184,202,3428,25
Gemeindevertretung,12062464,62,464,Schraden                                          ,EBW Bielert,Einzelwahlvorschlag Bielert,EB,101,1,0,463,261,25,748,9
Gemeindevertretung,12062464,62,464,Schraden                                          ,EBW Degen,Einzelwahlvorschlag Degen,EB,94,1,1,463,261,25,748,9
Gemeindevertretung,12062464,62,464,Schraden                                          ,EBW Kohlhoff,Einzelwahlvorschlag Kohlhoff,EB,19,0,0,463,261,25,748,9
Gemeindevertretung,12062464,62,464,Schraden                                          ,EBW Münnich,Einzelwahlvorschlag Münnich,EB,60,1,1,463,261,25,748,9
Gemeindevertretung,12062464,62,464,Schraden                                          ,EBW Pfeiffer,Einzelwahlvorschlag Pfeiffer,EB,55,0,0,463,261,25,748,9
Gemeindevertretung,12062464,62,464,Schraden                                          ,EBW Schober,Einzelwahlvorschlag Schober,EB,152,2,1,463,261,25,748,9
Gemeindevertretung,12062464,62,464,Schraden                                          ,EBW Socher,Einzelwahlvorschlag Socher,EB,7,0,0,463,261,25,748,9
Gemeindevertretung,12062464,62,464,Schraden                                          ,EBW Stange,Einzelwahlvorschlag Stange,EB,87,1,1,463,261,25,748,9
Gemeindevertretung,12062464,62,464,Schraden                                          ,EBW Tenner,Einzelwahlvorschlag Tenner,EB,107,1,0,463,261,25,748,9
Gemeindevertretung,12062464,62,464,Schraden                                          ,EBW Wagner,Einzelwahlvorschlag Wagner,EB,66,1,0,463,261,25,748,9
Gemeindevertretung,12062134,62,134,Fichtwald                                         ,BG,Bürgergemeinschaft Fichtwald,WG,537,3,1,602,454,49,1293,15
Gemeindevertretung,12062134,62,134,Fichtwald                                         ,"Clauß, H.","Clauß, Holger",EB,63,0,0,602,454,49,1293,15
Gemeindevertretung,12062134,62,134,Fichtwald                                         ,FWG Fichtwald,Freie Wählergemeinschaft Fichtwald,WG,394,3,0,602,454,49,1293,15
Gemeindevertretung,12062134,62,134,Fichtwald                                         ,"Kuske, M.","Kuske, Maik",EB,104,1,0,602,454,49,1293,15
Gemeindevertretung,12062134,62,134,Fichtwald                                         ,"Schurig, K.","Schurig, Klaus",EB,128,1,0,602,454,49,1293,15
Gemeindevertretung,12062134,62,134,Fichtwald                                         ,"Wenzel, G.","Wenzel, Günter",EB,67,0,0,602,454,49,1293,15
Gemeindevertretung,12062237,62,237,Hohenbucko                                        ,Lehmann,Einzelwahlvorschlag Lehmann,EB,124,1,0,570,377,26,1115,4
Gemeindevertretung,12062237,62,237,Hohenbucko                                        ,WG BfdG,Wählergemeinschaft Bürger für die Gemeinde,WG,991,7,1,570,377,26,1115,4
Gemeindevertretung,12062282,62,282,Kremitzaue                                        ,CDU,Christlich Demokratische Union Deutschlands,P,44,0,0,732,484,30,1398,16
Gemeindevertretung,12062282,62,282,Kremitzaue                                        ,DIE LINKE,DIE LINKE,P,53,1,0,732,484,30,1398,16
Gemeindevertretung,12062282,62,282,Kremitzaue                                        ,KUW,Kolochauer Unabhängige Wählergemeinschaft,WG,534,4,0,732,484,30,1398,16
Gemeindevertretung,12062282,62,282,Kremitzaue                                        ,WG Mali,Wählergemeinschaft Malitschkendorf,WG,310,2,1,732,484,30,1398,16
Gemeindevertretung,12062282,62,282,Kremitzaue                                        ,WG Polzen,Wählergemeinschaft Polzen,WG,457,3,1,732,484,30,1398,16
Gemeindevertretung,12062289,62,289,Lebusa                                            ,Benesch,Einzelwahlvorschlag Benesch,EB,48,0,0,706,452,49,1312,8
Gemeindevertretung,12062289,62,289,Lebusa                                            ,DIE LINKE,DIE LINKE,P,84,1,0,706,452,49,1312,8
Gemeindevertretung,12062289,62,289,Lebusa                                            ,WG BfdG,Wählergruppe Bürger für die Gemeinde,WG,1180,7,1,706,452,49,1312,8
Gemeindevertretung,12062445,62,445,Schlieben                                         ,CDU,Christlich Demokratische Union Deutschlands,P,1533,7,4,2256,1266,214,3554,31
Gemeindevertretung,12062445,62,445,Schlieben                                         ,DIE LINKE,DIE LINKE,P,395,2,0,2256,1266,214,3554,31
Gemeindevertretung,12062445,62,445,Schlieben                                         ,LV Stadt Schlieben,Listenvereinigung Stadt Schlieben,LV,1267,6,2,2256,1266,214,3554,31
Gemeindevertretung,12062445,62,445,Schlieben                                         ,TSV,TSV 1878 Schlieben,WG,359,1,1,2256,1266,214,3554,31
Gemeindevertretung,12062196,62,196,Gröden                                            ,CDU,Christlich Demokratische Union Deutschlands,P,816,5,0,1233,598,0,1636,40
Gemeindevertretung,12062196,62,196,Gröden                                            ,FFw,Freiwillige Feuerwehr,WG,240,2,0,1233,598,0,1636,40
Gemeindevertretung,12062196,62,196,Gröden                                            ,OFV,Ortsfeuerwehrverein Gröden e. V.,WG,212,1,0,1233,598,0,1636,40
Gemeindevertretung,12062196,62,196,Gröden                                            ,SV,SV Merzdorf/Gröden,WG,213,1,0,1233,598,0,1636,40
Gemeindevertretung,12062196,62,196,Gröden                                            ,Voigt,Einzelwahlvorschlag Voigt,EB,155,1,0,1233,598,0,1636,40
Gemeindevertretung,12062208,62,208,Großthiemig                                       ,CDU,Christlich Demokratische Union Deutschlands,P,213,1,0,949,478,0,1405,7
Gemeindevertretung,12062208,62,208,Großthiemig                                       ,FFw,Freiwillige Feuerwehr,WG,658,5,0,949,478,0,1405,7
Gemeindevertretung,12062208,62,208,Großthiemig                                       ,Gründlich,Einzelwahlvorschlag Gründlich,EB,219,2,0,949,478,0,1405,7
Gemeindevertretung,12062208,62,208,Großthiemig                                       ,Imhof,Einzelwahlvorschlag Imhof,EB,315,2,0,949,478,0,1405,7
Gemeindevertretung,12062232,62,232,Hirschfeld                                        ,Blide,Hirschfelder Blide,WG,236,1,0,1129,569,2,1611,13
Gemeindevertretung,12062232,62,232,Hirschfeld                                        ,CDU,Christlich Demokratische Union Deutschlands,P,131,1,0,1129,569,2,1611,13
Gemeindevertretung,12062232,62,232,Hirschfeld                                        ,FFw,Freiwilige Feuerwehr,WG,233,1,0,1129,569,2,1611,13
Gemeindevertretung,12062232,62,232,Hirschfeld                                        ,Haase,Einzelwahlvorschlag Haase,EB,169,1,0,1129,569,2,1611,13
Gemeindevertretung,12062232,62,232,Hirschfeld                                        ,HV,Heimatverein Hirschfeld,WG,319,2,0,1129,569,2,1611,13
Gemeindevertretung,12062232,62,232,Hirschfeld                                        ,Kniese,Einzelwahlvorschlag Kniese,EB,143,1,0,1129,569,2,1611,13
Gemeindevertretung,12062232,62,232,Hirschfeld                                        ,Kohl,Einzelwahlvorschlag Kohl,EB,177,1,0,1129,569,2,1611,13
Gemeindevertretung,12062232,62,232,Hirschfeld                                        ,Stange,Einzelwahlvorschlag Stange,EB,78,1,0,1129,569,2,1611,13
Gemeindevertretung,12062232,62,232,Hirschfeld                                        ,TV,"TV ""Deutsche Eiche"" Hirschfeld e. V.",WG,125,1,0,1129,569,2,1611,13
Gemeindevertretung,12062336,62,336,Merzdorf                                          ,CDU,Christlich Demokratische Union Deutschlands,P,580,5,0,768,441,0,1271,13
Gemeindevertretung,12062336,62,336,Merzdorf                                          ,FFw,Freiwillige Feuerwehr,WG,324,2,0,768,441,0,1271,13
Gemeindevertretung,12062336,62,336,Merzdorf                                          ,HV,Heimatverein Merzdorf e. V.,WG,98,1,0,768,441,0,1271,13
Gemeindevertretung,12062336,62,336,Merzdorf                                          ,Senioren,Seniorenverein Merzdorf e. V.,WG,89,1,0,768,441,0,1271,13
Gemeindevertretung,12062336,62,336,Merzdorf                                          ,SV,SV Merzdorf/Gröden,WG,180,1,0,768,441,0,1271,13
Gemeindevertretung,12063036,63,036,Brieselang                                        ,BFB,Bürger Für Brieselang e.V.,WG,2811,5,3,9367,4420,745,12713,116
Gemeindevertretung,12063036,63,036,Brieselang                                        ,CDU,Christlich Demokratische Union Deutschlands,P,2438,4,0,9367,4420,745,12713,116
Gemeindevertretung,12063036,63,036,Brieselang                                        ,DIE LINKE,DIE LINKE,P,1265,2,1,9367,4420,745,12713,116
Gemeindevertretung,12063036,63,036,Brieselang                                        ,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,P,1263,2,1,9367,4420,745,12713,116
Gemeindevertretung,12063036,63,036,Brieselang                                        ,IBB,Initiative für Bürgerinteresse und Bürgerbeteiligung e.V.,WG,2403,4,0,9367,4420,745,12713,116
Gemeindevertretung,12063036,63,036,Brieselang                                        ,NPD,Nationaldemokratische Partei Deutschlands,P,445,1,0,9367,4420,745,12713,116
Gemeindevertretung,12063036,63,036,Brieselang                                        ,SPD,Sozialdemokratische Partei Deutschlands,P,2088,4,2,9367,4420,745,12713,116
Gemeindevertretung,12063056,63,056,Dallgow-Döberitz                                  ,BBD,Bürgerbündnis Dallgow,WG,620,1,0,7308,3431,582,9979,66
Gemeindevertretung,12063056,63,056,Dallgow-Döberitz                                  ,CDU,Christlich Demokratische Union Deutschlands,P,3310,6,0,7308,3431,582,9979,66
Gemeindevertretung,12063056,63,056,Dallgow-Döberitz                                  ,DIE LINKE,DIE LINKE,P,793,2,1,7308,3431,582,9979,66
Gemeindevertretung,12063056,63,056,Dallgow-Döberitz                                  ,FDP,Freie Demokratische Partei,P,217,0,0,7308,3431,582,9979,66
Gemeindevertretung,12063056,63,056,Dallgow-Döberitz                                  ,FWG,Freie Wählergemeinschaft Dallgow-Döberitz e.V.,WG,1484,3,1,7308,3431,582,9979,66
Gemeindevertretung,12063056,63,056,Dallgow-Döberitz                                  ,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,P,1764,3,1,7308,3431,582,9979,66
Gemeindevertretung,12063056,63,056,Dallgow-Döberitz                                  ,SPD,Sozialdemokratische Partei Deutschlands,P,1791,3,0,7308,3431,582,9979,66
Gemeindevertretung,12063080,63,080,Falkensee                                         ,ABü,Alternatives Bündnis freier Wähler,WG,1145,1,0,34251,16616,3260,47881,278
Gemeindevertretung,12063080,63,080,Falkensee                                         ,AfD,Alternative für Deutschland,P,4928,4,0,34251,16616,3260,47881,278
Gemeindevertretung,12063080,63,080,Falkensee                                         ,CDU,Christlich Demokratische Union Deutschlands,P,13693,10,4,34251,16616,3260,47881,278
Gemeindevertretung,12063080,63,080,Falkensee                                         ,DIE LINKE,DIE LINKE,P,6178,5,1,34251,16616,3260,47881,278
Gemeindevertretung,12063080,63,080,Falkensee                                         ,FDP,Freie Demokratische Partei,P,2356,2,1,34251,16616,3260,47881,278
Gemeindevertretung,12063080,63,080,Falkensee                                         ,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,P,7857,6,4,34251,16616,3260,47881,278
Gemeindevertretung,12063080,63,080,Falkensee                                         ,Meyer,Einzelwahlvorschlag Meyer,EB,229,0,0,34251,16616,3260,47881,278
Gemeindevertretung,12063080,63,080,Falkensee                                         ,SPD,Sozialdemokratische Partei Deutschlands,P,11495,8,4,34251,16616,3260,47881,278
Gemeindevertretung,12063148,63,148,Ketzin/Havel                                      ,Bauern,Wählergruppe Bauern,WG,142,0,0,5633,2275,307,6514,60
Gemeindevertretung,12063148,63,148,Ketzin/Havel                                      ,CDU,Christlich Demokratische Union Deutschlands,P,1540,4,0,5633,2275,307,6514,60
Gemeindevertretung,12063148,63,148,Ketzin/Havel                                      ,DIE LINKE,DIE LINKE,P,859,2,2,5633,2275,307,6514,60
Gemeindevertretung,12063148,63,148,Ketzin/Havel                                      ,FDP,Freie Demokratische Partei,P,431,1,0,5633,2275,307,6514,60
Gemeindevertretung,12063148,63,148,Ketzin/Havel                                      ,FWE,Freie Wähler Etzin,WG,221,1,0,5633,2275,307,6514,60
Gemeindevertretung,12063148,63,148,Ketzin/Havel                                      ,FWG,Freie Wählergemeinschaft Falkenrehde,WG,365,1,0,5633,2275,307,6514,60
Gemeindevertretung,12063148,63,148,Ketzin/Havel                                      ,FWZ,Freie Wähler für Zachow 2008,WG,413,1,1,5633,2275,307,6514,60
Gemeindevertretung,12063148,63,148,Ketzin/Havel                                      ,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,P,189,1,1,5633,2275,307,6514,60
Gemeindevertretung,12063148,63,148,Ketzin/Havel                                      ,SPD,Sozialdemokratische Partei Deutschlands,P,2354,7,3,5633,2275,307,6514,60
Gemeindevertretung,12063189,63,189,Milower Land                                      ,CDU,Christlich Demokratische Union Deutschlands,P,2560,7,3,3814,1994,224,5715,51
Gemeindevertretung,12063189,63,189,Milower Land                                      ,FDP,Freie Demokratische Partei,P,117,1,0,3814,1994,224,5715,51
Gemeindevertretung,12063189,63,189,Milower Land                                      ,SPD,Sozialdemokratische Partei Deutschlands,P,1518,4,1,3814,1994,224,5715,51
Gemeindevertretung,12063189,63,189,Milower Land                                      ,WGM,Wählergemeinschaft Milower Land,WG,1520,4,2,3814,1994,224,5715,51
Gemeindevertretung,12063208,63,208,Nauen                                             ,Bauern,Wählergruppe Bauern,WG,796,2,0,14568,5086,791,14714,119
Gemeindevertretung,12063208,63,208,Nauen                                             ,CDU,Christlich Demokratische Union Deutschlands,P,1909,4,0,14568,5086,791,14714,119
Gemeindevertretung,12063208,63,208,Nauen                                             ,DIE LINKE,DIE LINKE,P,2225,4,1,14568,5086,791,14714,119
Gemeindevertretung,12063208,63,208,Nauen                                             ,FrischerWind/Piraten,Frischer Wind für Nauen und OT/Piratenpartei,LV,1281,2,1,14568,5086,791,14714,119
Gemeindevertretung,12063208,63,208,Nauen                                             ,LWN,Ländliche Wählergemeinschaft Nauen,WG,3146,6,1,14568,5086,791,14714,119
Gemeindevertretung,12063208,63,208,Nauen                                             ,NPD,Nationaldemokratische Partei Deutschlands,P,504,1,0,14568,5086,791,14714,119
Gemeindevertretung,12063208,63,208,Nauen                                             ,SPD,Sozialdemokratische Partei Deutschlands,P,4853,9,0,14568,5086,791,14714,119
Gemeindevertretung,12063244,63,244,Premnitz                                          ,AfD,Alternative für Deutschland,P,558,1,0,7520,3313,592,9343,74
Gemeindevertretung,12063244,63,244,Premnitz                                          ,CDU,Christlich Demokratische Union Deutschlands,P,2392,4,0,7520,3313,592,9343,74
Gemeindevertretung,12063244,63,244,Premnitz                                          ,DIE LINKE,DIE LINKE,P,1931,4,2,7520,3313,592,9343,74
Gemeindevertretung,12063244,63,244,Premnitz                                          ,DMP,Unabhängige Wählergemeinschaft Döberitz-Mögelin-Premnitz,WG,1946,4,0,7520,3313,592,9343,74
Gemeindevertretung,12063244,63,244,Premnitz                                          ,SPD,Sozialdemokratische Partei Deutschlands,P,2516,5,1,7520,3313,592,9343,74
Gemeindevertretung,12063252,63,252,Rathenow                                          ,CDU,Christlich Demokratische Union Deutschlands,P,7198,8,0,21269,8629,2075,24893,208
Gemeindevertretung,12063252,63,252,Rathenow                                          ,DIE LINKE,DIE LINKE,P,7721,9,2,21269,8629,2075,24893,208
Gemeindevertretung,12063252,63,252,Rathenow                                          ,FDP,Freie Demokratische Partei,P,1823,2,0,21269,8629,2075,24893,208
Gemeindevertretung,12063252,63,252,Rathenow                                          ,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,P,623,1,0,21269,8629,2075,24893,208
Gemeindevertretung,12063252,63,252,Rathenow                                          ,NPD,Nationaldemokratische Partei Deutschlands,P,1270,1,0,21269,8629,2075,24893,208
Gemeindevertretung,12063252,63,252,Rathenow                                          ,Pro Rathenow,Wählergemeinschaft Pro Rathenow,WG,1156,1,0,21269,8629,2075,24893,208
Gemeindevertretung,12063252,63,252,Rathenow                                          ,SPD,Sozialdemokratische Partei Deutschlands,P,5102,6,0,21269,8629,2075,24893,208
Gemeindevertretung,12063273,63,273,Schönwalde-Glien                                  ,CDU,Christlich Demokratische Union Deutschlands,P,5849,8,3,7827,4360,630,12655,83
Gemeindevertretung,12063273,63,273,Schönwalde-Glien                                  ,DIE LINKE,DIE LINKE,P,1015,1,1,7827,4360,630,12655,83
Gemeindevertretung,12063273,63,273,Schönwalde-Glien                                  ,FAMILIE,Familien-Partei Deutschlands,P,384,1,0,7827,4360,630,12655,83
Gemeindevertretung,12063273,63,273,Schönwalde-Glien                                  ,Forum SG,Wählergruppe Forum Schönwalde-Glien e.V.,WG,645,1,0,7827,4360,630,12655,83
