City,Year,Index
Potsdam,2023,0.2226617647058823
Potsdam,2024,0.2196846473029045
Potsdam,2025,0.200078431372549
Radebeul,2021,0.2738823529411764
Radebeul,2022,0.3443431372549019
Radebeul,2023,0.3043235294117646
Radebeul,2024,0.2459585062240664
Radebeul,2025,0.2526078431372549
Ratingen,2020,0.3447254901960784
Ratingen,2021,0.2516372549019608
Ratingen,2022,0.3378627450980392
Ratingen,2023,0.2975490196078431
Ratingen,2024,0.2160414937759336
Ratingen,2025,0.2447800829875518
Raunheim,2017,0.2318235294117647
Raunheim,2018,0.2617647058823529
Raunheim,2019,0.3268039215686275
Raunheim,2020,0.2040622406639004
Raunheim,2021,0.3216804979253112
Raunheim,2022,0.2386274509803921
Raunheim,2023,0.410156862745098
Raunheim,2024,0.2058257261410788
Raunheim,2025,0.2202240663900415
Reutlingen,2011,0.3405228758169935
Reutlingen,2012,0.2061369294605809
Reutlingen,2013,0.3140196078431372
Reutlingen,2014,0.486032679738562
Reutlingen,2015,0.3237254901960784
Reutlingen,2016,0.2250995850622406
Reutlingen,2017,0.2183983402489626
Reutlingen,2018,0.2161452282157676
Reutlingen,2019,0.2373775933609958
Reutlingen,2020,0.1904356846473029
Reutlingen,2021,0.2496274509803921
Reutlingen,2022,0.2011991701244813
Reutlingen,2023,0.2248431372549019
Reutlingen,2024,0.1859958506224066
Reutlingen,2025,0.24650622406639
Riedstadt,2024,0.237
Riedstadt,2025,0.2347254901960784
Rinteln,2008,0.2351176470588235
Rinteln,2009,0.2889019607843137
Rinteln,2010,0.3000980392156863
Rinteln,2011,0.2207634854771784
Rinteln,2012,0.3370497925311203
Rinteln,2013,0.237
Rinteln,2014,0.290764705882353
Rinteln,2015,0.2046348547717842
Rinteln,2016,0.3360041493775934
Rinteln,2017,0.2612323651452282
Rinteln,2018,0.2699999999999999
Rinteln,2019,0.2302033195020746
Rinteln,2020,0.2806970954356846
Rinteln,2021,0.2312116182572614
Rinteln,2022,0.6015594059405941
Rinteln,2023,0.3811078431372549
Rinteln,2024,0.2304313725490195
Rinteln,2025,0.2543941908713693
Rodalben,2003,0.2444066390041493
Rodalben,2004,0.3215098039215686
Rodalben,2005,0.2123827800829875
Rodalben,2006,0.2041666666666666
Rodalben,2007,0.2113485477178423
Rodalben,2008,0.2003609958506224
Rodalben,2009,0.306921568627451
Rodalben,2010,0.1917157676348547
Rodalben,2011,0.2211764705882352
Rodalben,2012,0.3319211618257261
Rodalben,2013,0.206735294117647
Rodalben,2014,0.4721176470588235
Rodalben,2015,0.2075477178423236
Rodalben,2016,0.1971784232365145
Rodalben,2017,0.2645643153526971
Rodalben,2018,0.2339253112033195
Rodalben,2019,0.2175098039215686
Rodalben,2020,0.2059411764705882
Rodalben,2021,0.2337219917012448
Rodalben,2022,0.1903921568627451
Rodalben,2023,0.2733725490196078
Rodalben,2024,0.2093609958506224
Rodalben,2025,0.2197427385892116
Rostock,2008,0.2094896265560165
Rostock,2009,0.2256666666666666
Rostock,2010,0.2043775933609958
Rostock,2011,0.3013235294117647
Rostock,2012,0.2034666666666666
Rostock,2013,0.242460580912863
Rostock,2014,0.2787219917012448
Rostock,2015,0.2627261410788382
Rostock,2016,0.2969607843137254
Rostock,2017,0.3228235294117647
Rostock,2018,0.2846732673267326
Rostock,2019,0.2613137254901961
Rostock,2020,0.3073823529411765
Rostock,2021,0.2348713692946058
Rostock,2022,0.2429377593360996
Rostock,2023,0.2628039215686275
Rostock,2024,0.2379460580912863
Rostock,2025,0.2466078431372548
Rostocker Heide,2019,0.36149376114082
Rostocker Heide,2020,0.2195359477124183
Rostocker Heide,2021,0.2006473029045643
Rostocker Heide,2022,0.3058348258706467
Rostocker Heide,2023,0.303235294117647
Rostocker Heide,2024,0.3067450980392157
Rostocker Heide,2025,0.3135392156862745
Röbel-Müritz,2016,0.2683529411764705
Röbel-Müritz,2017,0.2548879668049792
Röbel-Müritz,2018,0.2399917012448132
Röbel-Müritz,2019,0.2774803921568627
Röbel-Müritz,2020,0.2456862745098039
Röbel-Müritz,2021,0.2337676348547717
Röbel-Müritz,2022,0.2178039215686274
Röbel-Müritz,2023,0.3409019607843138
Röbel-Müritz,2024,0.2276763485477178
Röbel-Müritz,2025,0.2015684647302904
Saalfeld/Saale,2021,0.2751274509803922
Saalfeld/Saale,2022,0.3718627450980392
Saalfeld/Saale,2023,0.2778745098039216
Saalfeld/Saale,2024,0.2414705882352941
Saalfeld/Saale,2025,0.3087450980392157
Saarbrücken,2007,0.2927343283582089
Saarbrücken,2008,0.2044107883817427
Saarbrücken,2009,0.2844509803921569
Saarbrücken,2010,0.2473402489626556
Saarbrücken,2011,0.2139411764705882
Saarbrücken,2012,0.4380196078431372
Saarbrücken,2013,0.1933485477178423
Saarbrücken,2014,0.1901813725490196
Saarbrücken,2015,0.2619607843137255
Saarbrücken,2016,0.9524509803921568
Saarbrücken,2017,0.2017261410788381
Saarbrücken,2018,0.2537053941908713
Saarbrücken,2019,0.3088921161825726
Saarbrücken,2020,0.2074398340248962
Saarbrücken,2021,0.2587745098039216
Saarbrücken,2022,0.2401244813278008
Saarbrücken,2023,0.3014771784232365
Saarbrücken,2024,0.2184509803921568
Saarbrücken,2025,0.2093029045643153
Salzgitter,2013,0.2237344398340249
Salzgitter,2014,0.2239585062240663
Salzgitter,2015,0.2262647058823529
Salzgitter,2016,0.3855686274509804
Salzgitter,2017,0.216078431372549
Salzgitter,2018,0.230551867219917
Salzgitter,2019,0.2846473029045643
Salzgitter,2020,0.1880871369294605
Salzgitter,2021,0.2603725490196078
Salzgitter,2022,0.2069875518672199
Salzgitter,2023,0.2343526970954356
Salzgitter,2024,0.2770392156862745
Salzgitter,2025,0.2169834024896265
Schwandorf,2012,0.2067078838174273
Schwedt/Oder,2013,0.2571960784313725
Schwedt/Oder,2014,0.226735294117647
Schwedt/Oder,2015,0.2370912863070539
Schwedt/Oder,2016,0.2282406639004149
Schwedt/Oder,2017,0.2317047289504037
Schwedt/Oder,2018,0.2687843137254902
Schwedt/Oder,2019,0.4501666666666666
Schwedt/Oder,2020,0.3041244813278008
Schwedt/Oder,2021,0.1936846473029045
Schwedt/Oder,2022,0.2264356846473029
Schwedt/Oder,2023,0.3533529411764706
Schwedt/Oder,2024,0.2319411764705882
Schwedt/Oder,2025,0.2226274509803921
Schwerte,2010,0.2159738562091503
Schwerte,2011,0.2865490196078431
Schwerte,2012,0.2315684647302904
Schwerte,2013,0.2112821782178218
Schwerte,2014,0.2319585062240663
Schwerte,2015,0.1973267973856209
Schwerte,2016,0.1927254901960784
Schwerte,2017,0.2104509803921568
Schwerte,2018,0.210356846473029
Schwerte,2019,0.259313725490196
Schwerte,2020,0.2074522821576763
Schwerte,2021,0.2512156862745098
Schwerte,2022,0.2179502074688797
Schwerte,2023,0.2693333333333333
Schwerte,2024,0.2119803921568627
Schwerte,2025,0.1981244813278008
Schwäbisch Hall,2024,0.1743921568627451
Schwäbisch Hall,2025,0.2176078431372549
Senftenberg,2005,0.2455490196078431
Simmerath,2007,0.2870196078431372
Simmerath,2008,0.2568235294117647
Simmerath,2009,0.1967843137254901
Simmerath,2010,0.3413921568627451
Simmerath,2011,0.2278091286307054
Simmerath,2012,0.1913529411764706
Simmerath,2013,0.2215560165975104
Simmerath,2014,0.3270392156862745
Simmerath,2015,0.1981176470588235
Simmerath,2016,0.2828627450980392
Simmerath,2017,0.1804979253112033
Simmerath,2018,0.2544313725490196
Simmerath,2019,0.272078431372549
Simmerath,2020,0.2843333333333333
Simmerath,2021,0.2940588235294117
Simmerath,2022,0.233149377593361
Simmerath,2023,0.2107128712871287
Soest,2010,0.2649803921568627
Soest,2011,0.3019281045751634
Soest,2012,0.3848196078431372
Soest,2013,0.266921568627451
Soest,2014,0.2691241830065359
Soest,2015,0.2414190871369294
Soest,2016,0.2792549019607843
Soest,2017,0.3287287581699347
Soest,2018,0.2953333333333333
Soest,2019,0.239
Soest,2020,0.266
Soest,2021,0.2425103734439834
Soest,2022,0.2183333333333333
Soest,2023,0.3708235294117646
Soest,2024,0.1814967320261438
Soest,2025,0.2358713692946058
Solingen,2021,0.2256470588235294
Solingen,2022,0.3964901960784314
Solingen,2023,0.266253112033195
Solling (Landkreis Northeim),2024,0.2178431372549019
Solling (Landkreis Northeim),2025,0.2029215686274509
Sondershausen,2011,0.306921568627451
Sondershausen,2014,0.1755269709543568
Sondershausen,2023,0.2687344398340249
Sondershausen,2024,0.248
Sondershausen,2025,0.2969087136929461
