City,Year,Average,Air Quality Station Type
Aachen,1999,18.575,Background
Aachen,2000,17.159,Background
Aachen,2001,47.066,Traffic
Aachen,2001,17.841,Background
Aachen,2002,50.031,Traffic
Aachen,2002,16.969,Background
Aachen,2003,53.246,Traffic
Aachen,2003,21.936,Background
Aachen,2004,45.494,Traffic
Aachen,2004,18.511,Background
Aachen,2005,48.7845,Traffic
Aachen,2005,15.725,Background
Aachen,2006,48.2225,Traffic
Aachen,2006,17.637,Background
Aachen,2007,51.853,Traffic
Aachen,2007,17.225,Background
Aachen,2008,54.096,Traffic
Aachen,2008,15.675,Background
Aachen,2009,55.4524,Traffic
Aachen,2009,18.479,Background
Aachen,2010,57.58042857142857,Traffic
Aachen,2010,18.435,Background
Aachen,2011,53.63100000000001,Traffic
Aachen,2011,16.125,Background
Aachen,2012,52.71785714285714,Traffic
Aachen,2012,15.184,Background
Aachen,2013,52.477666666666664,Traffic
Aachen,2013,16.09,Background
Aachen,2014,51.46333333333333,Traffic
Aachen,2014,12.873,Background
Aachen,2015,49.43,Traffic
Aachen,2015,14.246,Background
Aachen,2016,48.284,Traffic
Aachen,2016,14.039,Background
Aachen,2017,44.632000000000005,Traffic
Aachen,2017,12.665,Background
Aachen,2018,43.40575,Traffic
Aachen,2018,12.309,Background
Aachen,2019,36.4285,Traffic
Aachen,2019,9.739,Background
Aachen,2020,30.0405,Traffic
Aachen,2020,9.401,Background
Aachen,2021,30.835,Traffic
Aachen,2021,9.951,Background
Aachen,2022,30.9075,Traffic
Aachen,2022,9.974,Background
Aachen,2023,28.293,Traffic
Aachen,2023,8.273,Background
Aachen,2024,24.42,Traffic
Aachen,2024,7.795,Background
Aachen,2025,27.664,Traffic
Aachen,2025,11.964,Background
Aalen,1990,29.952,Background
Aalen,1991,30.464,Background
Aalen,1992,28.429,Background
Aalen,1993,26.342,Background
Aalen,1994,24.028,Background
Aalen,1995,24.192,Background
Aalen,1996,24.625,Background
Aalen,1997,28.162,Background
Aalen,1998,27.507,Background
Aalen,1999,26.491,Background
Aalen,2000,26.09,Background
Aalen,2001,20.403,Background
Aalen,2002,23.695,Background
Aalen,2003,25.021,Background
Aalen,2004,20.822,Background
Aalen,2005,23.753,Background
Aalen,2006,24.317,Background
Aalen,2007,22.614,Background
Aalen,2008,22.152,Background
Aalen,2009,22.603,Background
Aalen,2010,22.466,Background
Aalen,2011,21.918,Background
Aalen,2012,22.02,Background
Aalen,2013,20.548,Background
Aalen,2014,21.772,Background
Aalen,2015,23.248,Background
Aalen,2016,21.305,Background
Aalen,2017,20.397,Background
Aalen,2018,21.72,Background
Aalen,2019,21.334,Background
Aalen,2020,19.897,Background
Aalen,2021,16.879,Background
Aalen,2022,15.12,Background
Aalen,2023,13.469,Background
Aalen,2024,13.455,Background
Aalen,2025,16.687,Background
Alsfeld,2018,44.513,Traffic
Alsfeld,2019,42.291,Traffic
Alsfeld,2020,21.395000000000003,Traffic
Alsfeld,2021,23.7245,Traffic
Alsfeld,2022,29.5195,Traffic
Altenberg,1992,8.396,Background
Altenberg,1993,15.701,Background
Altenberg,1994,19.263,Background
Altenberg,1995,17.503,Background
Altenberg,1996,13.857,Background
Altenberg,1997,12.831,Background
Altenberg,1998,13.732,Background
Altenberg,1999,12.469,Background
Altenberg,2000,13.752,Background
Altenberg,2001,13.09,Background
Altenberg,2002,12.828,Background
Altenberg,2003,13.25,Background
Altenberg,2004,11.57,Background
Altenberg,2005,14.196,Background
Altenberg,2006,12.856,Background
Altenberg,2007,10.31,Background
Altenberg,2008,10.79,Background
Altenberg,2009,10.741,Background
Altenberg,2010,11.162,Background
Altenberg,2011,10.511,Background
Altenberg,2012,8.324,Background
Altenberg,2013,8.292,Background
Altenberg,2014,8.456,Background
Altenberg,2015,7.55,Background
Altenberg,2016,6.075,Background
Altenberg,2017,6.72,Background
Altenberg,2018,6.817,Background
Altenberg,2019,6.377,Background
Altenberg,2020,6.22,Background
Altenberg,2021,5.8,Background
Altenberg,2022,5.081,Background
Altenberg,2023,4.501,Background
Altenberg,2024,4.693,Background
Altenberg,2025,4.914,Background
Altenburg,1993,33.214,Traffic
Altenburg,1994,28.505,Traffic
Altenburg,1995,26.631,Traffic
Altenburg,1996,29.824,Traffic
Altenburg,1997,28.644,Traffic
Altenburg,1998,29.071,Traffic
Altenburg,1999,26.658,Traffic
Altenburg,2000,23.501,Traffic
Altenburg,2001,21.726,Traffic
Altenburg,2002,23.038,Traffic
Altenburg,2003,25.417,Traffic
Altenburg,2004,17.144,Traffic
Altenburg,2005,20.211,Traffic
Altenburg,2006,25.029,Traffic
Altenburg,2007,19.657,Traffic
Altenburg,2008,19.642,Traffic
Altenburg,2009,20.9,Traffic
Altenburg,2010,18.453,Traffic
Altenburg,2011,19.913,Traffic
Altenburg,2012,21.222,Traffic
Altenburg,2013,20.419,Background
Altenburg,2014,17.363,Background
Altenburg,2015,18.36,Background
Altenburg,2016,17.719,Background
Altenburg,2017,18.102,Background
Altenburg,2018,16.557,Background
Altenburg,2019,14.665,Background
Altenburg,2020,12.89,Background
Altenburg,2021,13.472,Background
Altenburg,2022,12.589,Background
Altenburg,2023,10.749,Background
Altenburg,2024,10.862,Background
Altenburg,2025,10.09,Background
Am Peenestrom,2014,11.391,Traffic
Am Peenestrom,2015,14.387,Traffic
Am Peenestrom,2016,15.654,Traffic
Andechs,2003,13.776,Background
Andechs,2004,17.971,Background
Andechs,2005,10.895,Background
Andechs,2006,10.492,Background
Andechs,2007,12.567,Background
Andechs,2008,14.402,Background
Andechs,2009,10.348,Background
Andechs,2010,8.039,Background
Andechs,2011,7.171,Background
Andechs,2012,7.092,Background
Andechs,2013,8.213,Background
Andechs,2014,7.323,Background
Andechs,2015,7.441,Background
Andechs,2016,6.798,Background
Andechs,2017,7.135,Background
Andechs,2018,6.755,Background
Andechs,2019,6.905,Background
Andechs,2020,5.947,Background
Andechs,2021,4.986,Background
Andechs,2022,5.459,Background
Andechs,2023,4.709,Background
Andechs,2024,4.974,Background
Andechs,2025,6.684,Background
Angermünde,1991,12.035,Background
Angermünde,1992,9.719,Background
Angermünde,1993,11.214,Background
Angermünde,1994,12.59,Background
Angermünde,1995,10.605,Background
Angermünde,1996,14.033,Background
Angermünde,1997,11.98,Background
Angermünde,1998,12.655,Background
Angermünde,1999,15.383,Background
Annaberg-Buchholz,1995,37.588,Background
Annaberg-Buchholz,1996,39.437,Background
Annaberg-Buchholz,1997,35.215,Background
Annaberg-Buchholz,1998,33.022,Background
Annaberg-Buchholz,1999,29.796,Background
Annaberg-Buchholz,2000,28.367,Background
Annaberg-Buchholz,2001,30.234,Background
Annaberg-Buchholz,2002,27.487,Background
Annaberg-Buchholz,2003,29.184,Background
Annaberg-Buchholz,2004,25.891,Background
Annaberg-Buchholz,2005,28.075,Background
Annaberg-Buchholz,2006,27.968,Background
Annaberg-Buchholz,2007,24.525,Background
Annaberg-Buchholz,2008,23.839,Background
Annaberg-Buchholz,2009,25.327,Background
Annaberg-Buchholz,2010,26.327,Background
Annaberg-Buchholz,2011,24.983,Background
Annaberg-Buchholz,2012,20.29,Background
Annaberg-Buchholz,2013,20.404,Background
Annaberg-Buchholz,2014,19.703,Background
Annaberg-Buchholz,2015,20.422,Background
Annaberg-Buchholz,2016,19.883,Background
Annaberg-Buchholz,2017,18.698,Background
Annaberg-Buchholz,2018,19.771,Background
Annaberg-Buchholz,2019,17.669,Background
Annaberg-Buchholz,2020,15.53,Background
Annaberg-Buchholz,2021,14.534,Background
Annaberg-Buchholz,2022,14.52,Background
Annaberg-Buchholz,2023,12.4,Background
Annaberg-Buchholz,2024,12.402,Background
Annaberg-Buchholz,2025,11.595,Background
Ansbach,1988,18.525,Background
Ansbach,1989,22.687,Background
Ansbach,1990,19.874,Background
Ansbach,1991,20.138,Background
Ansbach,1992,31.424,Traffic
Ansbach,1992,20.989,Background
Ansbach,1993,30.023,Traffic
Ansbach,1993,18.388,Background
Ansbach,1994,14.201,Background
Ansbach,1995,34.339,Traffic
Ansbach,1995,16.413,Background
Ansbach,1996,39.898,Traffic
Ansbach,1996,17.990000000000002,Background
Ansbach,1997,46.492,Traffic
Ansbach,1997,19.445999999999998,Background
Ansbach,1998,38.304,Traffic
Ansbach,1998,12.778500000000001,Background
Ansbach,1999,36.221,Traffic
Ansbach,1999,12.515,Background
Ansbach,2000,36.1,Traffic
Ansbach,2000,14.736,Background
Ansbach,2001,39.21,Traffic
Ansbach,2001,21.048499999999997,Background
Ansbach,2002,37.438,Traffic
Ansbach,2003,40.892,Traffic
Ansbach,2004,36.77,Traffic
Ansbach,2005,38.304,Traffic
Ansbach,2006,42.034,Traffic
Ansbach,2007,35.477,Traffic
Ansbach,2008,31.335,Traffic
Ansbach,2009,36.407,Traffic
Ansbach,2010,34.551,Traffic
Ansbach,2011,39.827,Traffic
Ansbach,2012,39.139,Traffic
Ansbach,2013,33.558,Traffic
Ansbach,2014,31.834,Traffic
Ansbach,2015,33.088,Traffic
Ansbach,2016,33.0,Traffic
Ansbach,2017,31.649,Traffic
Ansbach,2018,31.076,Traffic
Ansbach,2019,27.923,Traffic
Ansbach,2020,24.566,Traffic
Ansbach,2021,22.071,Traffic
Ansbach,2022,21.828,Traffic
Ansbach,2023,20.664,Traffic
Ansbach,2024,19.826,Traffic
Ansbach,2025,25.242,Traffic
Apolda,1996,38.709,Background
Apolda,1997,25.888,Background
Apolda,1998,24.163,Background
Apolda,1999,23.67,Background
Apolda,2000,21.132,Background
Apolda,2001,20.775,Background
Apolda,2002,22.68,Background
Arnstadt,1996,27.393,Background
Arnstadt,1997,21.692,Background
Arnstadt,1998,20.84,Background
Arnstadt,1999,17.726,Background
Arnstadt,2000,16.572,Background
Arnstadt,2001,21.246,Background
Arnstadt,2002,20.969,Background
Arnstadt,2003,20.658,Background
Arnstadt,2004,16.576,Background
Arzberg,1990,25.854,Background
Arzberg,1991,22.894,Background
Arzberg,1992,20.462,Background
Arzberg,1993,24.645,Background
Arzberg,1995,25.214,Background
Arzberg,1996,29.828,Background
Arzberg,1997,27.234,Background
Arzberg,1998,24.941,Background
Arzberg,1999,24.429,Background
Arzberg,2000,22.584,Background
Arzberg,2001,22.828,Background
Arzberg,2002,24.245,Background
Arzberg,2003,25.73,Background
Arzberg,2004,23.301,Background
Arzberg,2005,25.451,Background
Arzberg,2006,23.496,Background
Arzberg,2007,18.086,Background
Arzberg,2008,20.184,Background
Arzberg,2009,21.229,Background
Arzberg,2010,21.501,Background
Arzberg,2011,20.306,Background
Arzberg,2012,19.992,Background
Aschaffenburg,1988,39.704,Background
Aschaffenburg,1989,42.051,Background
Aschaffenburg,1990,37.333,Background
Aschaffenburg,1991,40.393,Background
Aschaffenburg,1992,36.7875,Background
Aschaffenburg,1993,39.86,Background
Aschaffenburg,1995,38.897999999999996,Background
Aschaffenburg,1996,39.775666666666666,Background
Aschaffenburg,1997,39.881,Background
Aschaffenburg,1998,40.325,Background
Aschaffenburg,1999,40.126,Background
Aschaffenburg,2000,35.382999999999996,Background
Aschaffenburg,2001,38.504,Background
Aschaffenburg,2002,39.507999999999996,Background
Aschaffenburg,2003,43.495999999999995,Background
Aschaffenburg,2004,40.052499999999995,Background
Aschaffenburg,2005,39.175,Background
Aschaffenburg,2006,35.0655,Background
Aschaffenburg,2007,34.933499999999995,Background
Aschaffenburg,2008,32.88,Background
Aschaffenburg,2009,34.161,Background
Aschaffenburg,2010,33.748,Background
Aschaffenburg,2011,33.174,Background
Aschaffenburg,2012,32.085,Background
Aschaffenburg,2013,31.1,Background
Aschaffenburg,2014,28.905,Background
Aschaffenburg,2015,30.445,Background
Aschaffenburg,2016,31.128,Background
Aschaffenburg,2017,30.633,Background
Aschaffenburg,2018,27.704,Background
Aschaffenburg,2019,25.043,Background
Aschaffenburg,2020,21.422,Background
Aschaffenburg,2021,21.13,Background
Aschaffenburg,2022,20.052,Background
Aschaffenburg,2023,16.848,Background
Aschaffenburg,2024,17.05,Background
Aschaffenburg,2025,20.57,Background
Aschersleben,2002,35.159,Traffic
Aschersleben,2003,38.464,Traffic
Aschersleben,2004,30.166,Traffic
Aschersleben,2005,29.807,Traffic
Aschersleben,2006,34.944,Traffic
Aschersleben,2007,33.732,Traffic
Aschersleben,2008,32.154,Traffic
Aschersleben,2009,24.484,Traffic
Aschersleben,2010,30.519,Traffic
Aschersleben,2011,30.837,Traffic
Aschersleben,2012,31.1,Traffic
Aschersleben,2013,30.323,Traffic
Aschersleben,2014,29.559,Traffic
Aschersleben,2015,27.494,Traffic
Aschersleben,2016,28.563,Traffic
Aschersleben,2017,26.241,Traffic
Aschersleben,2018,28.497,Traffic
Aschersleben,2019,24.56,Traffic
Aschersleben,2020,20.478,Traffic
Aschersleben,2021,19.706,Traffic
Aschersleben,2022,19.491,Traffic
Aschersleben,2023,16.846,Traffic
Aschersleben,2024,16.325,Traffic
Aschersleben,2025,18.781,Traffic
Aue,1984,13.009,Background
Aue,1985,13.54,Background
Aue,1986,12.58,Background
Aue,1988,13.571999999999997,Background
Aue,1989,12.214,Background
Aue,1990,8.332,Background
Aue,1991,9.766,Background
Aue,1992,12.107,Background
Aue,1993,14.273000000000001,Background
Aue,1994,13.752,Background
Aue,1995,40.676,Traffic
Aue,1995,12.842999999999998,Background
Aue,1996,41.549,Traffic
Aue,1996,16.263499999999997,Background
Aue,1997,36.438,Traffic
Aue,1997,16.8335,Background
Aue,1998,36.939,Traffic
Aue,1998,15.961,Background
Aue,1999,35.278,Traffic
Aue,1999,12.809999999999997,Background
Aue,2000,34.157,Traffic
Aue,2000,9.735,Background
Aue,2001,30.263,Traffic
Aue,2001,11.9305,Background
Aue,2002,25.853,Traffic
Aue,2002,11.088,Background
Aue,2003,10.2,Background
Aue,2004,7.903,Background
Aue,2005,6.833000000000001,Background
Aue,2006,11.205999999999998,Background
Aue,2007,8.975,Background
Aue,2008,7.47,Background
Aue,2009,7.959,Background
Aue,2010,8.079,Background
Aue,2011,7.531,Background
Aue,2012,7.957,Background
Aue,2013,7.046,Background
Aue,2014,6.893,Background
Aue,2015,7.14,Background
Aue,2016,7.678,Background
Aue,2017,6.637,Background
Aue,2018,6.519,Background
Aue,2019,6.635,Background
Aue,2020,5.366,Background
Aue,2021,5.195,Background
Aue,2022,4.836,Background
Aue,2023,3.89,Background
Aue,2024,3.831,Background
Aue,2025,5.078,Background
Auerbach/Vogtl.,1995,34.83,Traffic
Auerbach/Vogtl.,1996,35.988,Traffic
Auerbach/Vogtl.,1997,36.103,Traffic
Auerbach/Vogtl.,1998,31.485,Traffic
Auerbach/Vogtl.,1999,29.763,Traffic
Auerbach/Vogtl.,2000,28.681,Traffic
Augsburg,1988,85.387,Traffic
Augsburg,1989,61.319,Traffic
Augsburg,1990,57.576,Traffic
Augsburg,1991,69.691,Traffic
Augsburg,1992,56.82,Traffic
Augsburg,1992,40.611,Background
Augsburg,1993,53.805,Traffic
Augsburg,1993,38.678,Background
Augsburg,1995,73.672,Traffic
Augsburg,1995,41.66,Background
Augsburg,1996,57.420500000000004,Traffic
Augsburg,1996,42.428,Background
Augsburg,1997,53.1005,Traffic
Augsburg,1997,41.009,Background
Augsburg,1998,66.762,Traffic
Augsburg,1998,37.191,Background
Augsburg,1999,59.86,Traffic
Augsburg,1999,34.958,Background
Augsburg,2000,52.38,Traffic
Augsburg,2000,30.4715,Background
Augsburg,2001,52.501000000000005,Traffic
Augsburg,2001,30.537,Background
Augsburg,2002,53.829,Traffic
Augsburg,2002,30.314999999999998,Background
Augsburg,2003,60.059,Traffic
Augsburg,2003,33.798500000000004,Background
Augsburg,2004,52.708666666666666,Traffic
Augsburg,2004,29.552,Background
Augsburg,2005,54.314666666666675,Traffic
Augsburg,2005,30.128999999999998,Background
Augsburg,2006,59.335,Traffic
Augsburg,2006,28.2205,Background
Augsburg,2007,52.785666666666664,Traffic
Augsburg,2007,25.302999999999997,Background
Augsburg,2008,47.946,Traffic
Augsburg,2008,25.825499999999998,Background
Augsburg,2009,50.211000000000006,Traffic
Augsburg,2009,30.515500000000003,Background
Augsburg,2010,52.187999999999995,Traffic
Augsburg,2010,31.659,Background
Augsburg,2011,48.53933333333333,Traffic
Augsburg,2011,26.310000000000002,Background
Augsburg,2012,37.59433333333333,Traffic
Augsburg,2012,20.131999999999998,Background
Augsburg,2013,40.38549999999999,Traffic
Augsburg,2013,28.5225,Background
Augsburg,2014,38.679500000000004,Traffic
Augsburg,2014,22.7475,Background
Augsburg,2015,39.591,Traffic
Augsburg,2015,23.326500000000003,Background
Augsburg,2016,37.826499999999996,Traffic
Augsburg,2016,22.311999999999998,Background
Augsburg,2017,35.897999999999996,Traffic
Augsburg,2017,22.0475,Background
Augsburg,2018,35.573499999999996,Traffic
Augsburg,2018,21.5325,Background
Augsburg,2019,30.95,Traffic
Augsburg,2019,20.043999999999997,Background
Augsburg,2020,27.686500000000002,Traffic
Augsburg,2020,18.0955,Background
Augsburg,2021,26.4235,Traffic
Augsburg,2021,16.738,Background
Augsburg,2022,25.67,Traffic
Augsburg,2022,16.3125,Background
Augsburg,2023,23.633000000000003,Traffic
Augsburg,2023,14.3055,Background
Augsburg,2024,22.439500000000002,Traffic
Augsburg,2024,14.293500000000002,Background
Augsburg,2025,27.05,Traffic
Augsburg,2025,18.19,Background
Backnang,2015,52.214,Traffic
Backnang,2016,55.559,Traffic
Backnang,2017,52.671,Traffic
Backnang,2018,48.719,Traffic
Backnang,2019,38.877,Traffic
Backnang,2020,35.537,Traffic
Backnang,2021,34.823,Traffic
Bad Arolsen,1999,13.847,Background
Bad Arolsen,2000,12.418,Background
Bad Arolsen,2001,11.854,Background
Bad Arolsen,2002,13.031,Background
Bad Arolsen,2003,12.902,Background
Bad Arolsen,2004,11.34,Background
Bad Arolsen,2005,11.394,Background
Bad Arolsen,2006,12.105,Background
Bad Arolsen,2007,11.289,Background
Bad Arolsen,2008,10.426,Background
Bad Arolsen,2009,10.933,Background
Bad Arolsen,2010,10.186,Background
Bad Arolsen,2011,10.256,Background
Bad Arolsen,2012,9.988,Background
Bad Arolsen,2013,10.455,Background
Bad Arolsen,2014,9.371,Background
Bad Arolsen,2015,9.432,Background
Bad Arolsen,2016,9.194,Background
Bad Arolsen,2017,8.936,Background
Bad Arolsen,2018,8.749,Background
Bad Arolsen,2019,7.742,Background
Bad Arolsen,2020,7.012,Background
Bad Arolsen,2021,6.469,Background
Bad Arolsen,2022,5.799,Background
Bad Arolsen,2023,4.587,Background
Bad Belzig,2003,13.801,Background
Bad Belzig,2004,27.449,Traffic
Bad Belzig,2004,8.708,Background
Bad Belzig,2005,29.095,Traffic
Bad Belzig,2005,8.815,Background
Bad Belzig,2006,28.449,Traffic
Bad Belzig,2006,13.023,Background
Bad Belzig,2007,8.794,Traffic
Bad Belzig,2007,10.091,Background
Bad Belzig,2008,7.77,Background
Bad Belzig,2009,7.928,Background
Bad Belzig,2010,9.657,Background
Bad Belzig,2011,8.86,Background
Bad Belzig,2012,8.658,Background
Bad Belzig,2013,8.26,Background
Bad Belzig,2014,7.26,Background
Bad Belzig,2015,6.67,Background
Bad Belzig,2016,7.117,Background
Bad Belzig,2017,6.569,Background
Bad Belzig,2018,7.357,Background
Bad Belzig,2019,6.784,Background
Bad Belzig,2020,5.957,Background
Bad Belzig,2021,5.978,Background
Bad Belzig,2022,5.969,Background
Bad Belzig,2023,3.936,Background
Bad Belzig,2024,4.462,Background
Bad Belzig,2025,4.699,Background
Bad Berka,2001,13.744,Industrial
Bad Dürrenberg,1993,21.262,Background
Bad Dürrenberg,1995,17.079,Background
Bad Dürrenberg,1996,22.499,Background
Bad Dürrenberg,1997,21.89,Background
Bad Dürrenberg,1998,18.465,Background
Bad Dürrenberg,1999,18.086,Background
Bad Dürrenberg,2000,15.429,Background
Bad Harzburg,1996,20.535,Background
Bad Hindelang,2010,8.023,Background
Bad Hindelang,2011,11.442,Background
Bad Hindelang,2012,7.222,Background
Bad Hindelang,2013,6.928,Background
Bad Hindelang,2014,4.983,Background
Bad Hindelang,2015,5.592,Background
Bad Hindelang,2016,6.09,Background
Bad Hindelang,2017,7.021,Background
Bad Hindelang,2018,7.16,Background
Bad Hindelang,2019,7.565,Background
Bad Hindelang,2020,5.011,Background
Bad Hindelang,2021,5.621,Background
Bad Hindelang,2022,5.952,Background
Bad Hindelang,2023,6.142,Background
Bad Hindelang,2024,2.996,Background
Bad Hindelang,2025,5.063,Background
Bad Kreuznach(Verbandsfreie Geme,1990,49.331,Background
Bad Kreuznach(Verbandsfreie Geme,1992,45.729,Background
Bad Kreuznach(Verbandsfreie Geme,1993,44.092,Background
Bad Kreuznach(Verbandsfreie Geme,1995,35.545,Background
Bad Kreuznach(Verbandsfreie Geme,1996,44.202,Background
Bad Kreuznach(Verbandsfreie Geme,1997,40.698,Background
Bad Kreuznach(Verbandsfreie Geme,1998,34.494,Background
Bad Kreuznach(Verbandsfreie Geme,1999,36.822,Background
Bad Kreuznach(Verbandsfreie Geme,2000,30.083,Background
Bad Kreuznach(Verbandsfreie Geme,2001,30.499,Background
Bad Kreuznach(Verbandsfreie Geme,2002,31.214,Background
Bad Kreuznach(Verbandsfreie Geme,2003,34.92,Background
Bad Kreuznach(Verbandsfreie Geme,2004,31.494,Background
Bad Kreuznach(Verbandsfreie Geme,2005,32.119,Background
Bad Kreuznach(Verbandsfreie Geme,2006,31.682,Background
Bad Kreuznach(Verbandsfreie Geme,2007,28.807,Background
Bad Kreuznach(Verbandsfreie Geme,2008,28.794,Background
Bad Kreuznach(Verbandsfreie Geme,2009,31.636,Background
Bad Kreuznach(Verbandsfreie Geme,2010,31.76,Background
Bad Kreuznach(Verbandsfreie Geme,2011,28.158,Background
Bad Kreuznach(Verbandsfreie Geme,2012,27.575,Background
Bad Kreuznach(Verbandsfreie Geme,2013,26.204,Background
Bad Kreuznach(Verbandsfreie Geme,2014,24.995,Background
Bad Kreuznach(Verbandsfreie Geme,2015,24.396,Background
Bad Kreuznach(Verbandsfreie Geme,2016,23.974,Background
Bad Kreuznach(Verbandsfreie Geme,2017,23.008,Background
Bad Kreuznach(Verbandsfreie Geme,2018,24.206,Background
Bad Kreuznach(Verbandsfreie Geme,2019,22.208,Background
Bad Kreuznach(Verbandsfreie Geme,2020,18.551,Background
Bad Kreuznach(Verbandsfreie Geme,2021,19.025,Background
Bad Kreuznach(Verbandsfreie Geme,2022,18.988,Background
Bad Kreuznach(Verbandsfreie Geme,2023,15.628,Background
Bad Kreuznach(Verbandsfreie Geme,2024,13.072,Background
Bad Kreuznach(Verbandsfreie Geme,2025,19.124,Background
Bad Lauterberg im Harz,2007,49.562,Traffic
Bad Lauterberg im Harz,2008,47.616,Traffic
Bad Lauterberg im Harz,2009,43.16,Traffic
Bad Lauterberg im Harz,2010,44.517,Traffic
Bad Lauterberg im Harz,2011,40.677,Traffic
Bad Lauterberg im Harz,2012,33.16,Traffic
Bad Lauterberg im Harz,2013,35.95,Traffic
Bad Lauterberg im Harz,2014,28.663,Traffic
Bad Lauterberg im Harz,2015,19.518,Traffic
Bad Lauterberg im Harz,2016,19.585,Traffic
Bad Lauterberg im Harz,2017,22.6,Traffic
Bad Lauterberg im Harz,2018,19.447499999999998,Traffic
Bad Reichenhall,1992,9.415,Background
Bad Reichenhall,1993,9.268,Background
Bad Reichenhall,1995,11.955,Background
Bad Reichenhall,1996,21.664,Background
Bad Reichenhall,1997,19.598,Background
Bad Reichenhall,1998,16.303,Background
Bad Reichenhall,1999,16.111,Background
Bad Reichenhall,2000,15.567,Background
Bad Reichenhall,2001,18.313,Background
Bad Reichenhall,2002,18.904,Background
Bad Reichenhall,2003,18.937,Background
Bad Reichenhall,2004,17.03,Background
Bad Reichenhall,2005,16.781,Background
Bad Reichenhall,2006,19.206,Background
Bad Reichenhall,2007,17.209,Background
Bad Reichenhall,2008,17.883,Background
Bad Reichenhall,2009,18.37,Background
Bad Reichenhall,2010,20.592,Background
Bad Reichenhall,2011,18.765,Background
Bad Reichenhall,2012,13.082,Background
Bad Reichenhall,2018,9.68,Background
Bad Reichenhall,2019,10.555,Background
Bad Reichenhall,2020,9.083,Background
Bad Reichenhall,2021,9.648,Background
Bad Reichenhall,2022,9.789,Background
Bad Reichenhall,2023,8.112,Background
Bad Reichenhall,2024,7.823,Background
Bad Reichenhall,2025,11.812,Background
Bad Salzuflen,2012,35.4645,Traffic
Bad Säckingen,2009,44.757,Traffic
Bad Säckingen,2010,46.5205,Traffic
Bad Säckingen,2011,44.491,Traffic
Bad Säckingen,2012,41.731,Traffic
Bad Säckingen,2013,32.243,Traffic
Bad Waldsee,1998,22.749,Background
Bad Waldsee,1999,19.098,Background
Bad Waldsee,2000,17.959,Background
Bad Waldsee,2001,14.977,Background
Bad Waldsee,2002,16.499,Background
Bad Waldsee,2003,22.106,Background
Baden-Baden,1993,20.855,Background
Baden-Baden,1994,19.906,Background
Baden-Baden,1995,23.586,Background
Baden-Baden,1996,27.657,Background
Baden-Baden,1997,27.081,Background
Baden-Baden,1998,22.539,Background
Baden-Baden,1999,21.888,Background
Baden-Baden,2000,21.164,Background
Baden-Baden,2001,19.402,Background
Baden-Baden,2002,18.94,Background
Baden-Baden,2003,20.297,Background
Baden-Baden,2004,17.45,Background
Baden-Baden,2005,17.371,Background
Baden-Baden,2006,19.414,Background
Baden-Baden,2007,17.287,Background
Baden-Baden,2008,16.661,Background
Baden-Baden,2009,16.65,Background
Baden-Baden,2010,22.486,Background
Baden-Baden,2011,14.633,Background
Baden-Baden,2012,15.38,Background
Baden-Baden,2013,16.427,Background
Baden-Baden,2014,14.665,Background
Baden-Baden,2015,16.198,Background
Baden-Baden,2016,16.539,Background
Baden-Baden,2017,16.518,Background
Baden-Baden,2018,16.298,Background
Baden-Baden,2019,13.511,Background
Baden-Baden,2020,13.539,Background
Baden-Baden,2021,11.514,Background
Baden-Baden,2022,11.66,Background
Baden-Baden,2023,9.21,Background
Baden-Baden,2024,10.517,Background
Baden-Baden,2025,13.525,Background
Balingen,1990,42.57,Background
Balingen,1991,31.466,Background
Balingen,1992,26.612,Background
Balingen,1993,27.282,Background
Balingen,1994,22.629,Background
Balingen,1995,23.868,Background
Balingen,1996,30.357,Background
Balingen,1997,29.908,Background
Balingen,1998,27.608,Background
Balingen,1999,27.907,Background
Balingen,2000,26.426,Background
Balingen,2013,45.438,Traffic
Balingen,2016,45.497,Traffic
Balingen,2017,34.121,Traffic
Balingen,2018,31.239,Traffic
Balingen,2019,27.634,Traffic
Balingen,2020,22.634,Traffic
Balingen,2021,21.235,Traffic
Bamberg,1995,35.249,Background
Bamberg,1996,37.406,Background
Bamberg,1997,34.981,Background
Bamberg,1998,37.408,Background
Bamberg,1999,38.271,Background
Bamberg,2000,33.057,Background
Bamberg,2001,33.451,Background
Bamberg,2002,28.635,Background
Bamberg,2003,35.415,Background
Bamberg,2004,33.514,Background
Bamberg,2005,34.594,Background
Bamberg,2006,30.793,Background
Bamberg,2007,26.364,Background
Bamberg,2008,26.237,Background
Bamberg,2009,27.964,Background
Bamberg,2010,33.407,Background
Bamberg,2011,28.9,Background
Bamberg,2012,24.17,Background
Bamberg,2013,26.59,Background
Bamberg,2014,23.964,Background
Bamberg,2015,22.773,Background
Bamberg,2016,23.578,Background
Bamberg,2017,23.706,Background
Bamberg,2018,23.882,Background
Bamberg,2019,20.933,Background
Bamberg,2020,18.227,Background
Bamberg,2021,17.045,Background
Bamberg,2022,17.555,Background
Bamberg,2023,15.435,Background
Bamberg,2024,14.436,Background
Bamberg,2025,19.861,Background
Bargteheide,1990,24.603,Background
Bargteheide,1991,24.306,Background
Bargteheide,1992,23.178,Background
Bargteheide,1993,21.767,Background
Bargteheide,1994,20.166,Background
Barsbüttel,1995,28.036,Background
Barsbüttel,1996,26.85,Background
Barsbüttel,1997,26.454,Background
